acc,accuracy,average_response_time,avg_rt,background,block,canvas_backend,clock_backend,color_backend,compensation,coordinates,correct,correct_instruction1,correct_keyboard_response,correct_response,count_ISI,count_correctFeedback,count_expSequence,count_experiment,count_experimentLoop,count_fixation,count_incorrectFeedback,count_instruction1,count_instructions2,count_keyboard_response,count_memorySet,count_new_logger,count_new_sketchpad,count_practiceLoop,count_probe,count_thankYou,datetime,description,disable_garbage_collection,experiment_file,experiment_path,font_bold,font_family,font_italic,font_size,font_underline,foreground,form_clicks,fullscreen,height,keyboard_backend,live_row,live_row_practiceLoop,logfile,mouse_backend,numberSet,opensesame_codename,opensesame_version,posInSet,present,repeat_cycle,response,response_instruction1,response_instructions2,response_keyboard_response,response_new_sketchpad,response_thankYou,response_time,response_time_instruction1,response_time_instructions2,response_time_keyboard_response,response_time_new_sketchpad,response_time_thankYou,round_decimals,sampler_backend,setSize,sound_buf_size,sound_channels,sound_freq,sound_sample_size,start,subject_nr,subject_parity,target,time_ISI,time_correctFeedback,time_expSequence,time_experiment,time_experimentLoop,time_fixation,time_incorrectFeedback,time_instruction1,time_instructions2,time_keyboard_response,time_memorySet,time_new_logger,time_new_sketchpad,time_practiceLoop,time_probe,time_thankYou,title,total_correct,total_response_time,total_responses,uniform_coordinates,width
100,100,1197.363636,1197.363636,black,practice,legacy,legacy,legacy,0,uniform,1,undefined,1,left,10,10,10,0,0,10,10,0,0,10,10,10,NA,0,10,0,10/27/19 10:30,The main experiment item,yes,SternbergTask.osexp,C:\Users\Jeanette\Desktop\Jeanette Master's\AQM&ED,no,mono,no,18,no,white,no,yes,768,legacy,10,10,C:/Users/Jeanette/Desktop/Jeanette Master's/AQM&ED/Sternberg task subjects/jh-subject-3.csv,legacy,2 9 4,Kafkaesque Koffka,3.2.8,3,y,0,left,right,NA,left,NA,NA,1442,44341,NA,1442,NA,NA,2,legacy,3,1024,2,48000,-16,experiment,3,odd,4,118002,114674,115789,5341,NA,115791,NA,5350,NA,120009,116796,121451,NA,49692,120009,NA,Sternberg Task,11,13171,11,yes,1024
100,100,1198.75,1198.75,black,practice,legacy,legacy,legacy,0,uniform,1,undefined,1,right,11,11,11,0,0,11,11,0,0,11,11,11,NA,0,11,0,10/27/19 10:30,The main experiment item,yes,SternbergTask.osexp,C:\Users\Jeanette\Desktop\Jeanette Master's\AQM&ED,no,mono,no,18,no,white,no,yes,768,legacy,11,11,C:/Users/Jeanette/Desktop/Jeanette Master's/AQM&ED/Sternberg task subjects/jh-subject-3.csv,legacy,2 1,Kafkaesque Koffka,3.2.8,0,n,0,right,right,NA,right,NA,NA,1214,44341,NA,1214,NA,NA,2,legacy,2,1024,2,48000,-16,experiment,3,odd,5,124807,121475,122595,5341,NA,122597,NA,5350,NA,126813,123602,128027,NA,49692,126812,NA,Sternberg Task,12,14385,12,yes,1024
100,100,1183.769231,1183.769231,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,12,12,12,0,0,12,12,0,0,12,12,12,NA,0,12,0,10/27/19 10:30,The main experiment item,yes,SternbergTask.osexp,C:\Users\Jeanette\Desktop\Jeanette Master's\AQM&ED,no,mono,no,18,no,white,no,yes,768,legacy,0,11,C:/Users/Jeanette/Desktop/Jeanette Master's/AQM&ED/Sternberg task subjects/jh-subject-3.csv,legacy,8 5 3 7 4 6,Kafkaesque Koffka,3.2.8,6,y,0,left,right,left,left,NA,NA,1004,44341,8933,1004,NA,NA,2,legacy,6,1024,2,48000,-16,experiment,3,odd,6,140351,128050,138138,5341,138035,138140,NA,5350,129102,142359,139146,143364,NA,49692,142358,NA,Sternberg Task,13,15389,13,yes,1024
100,100,1157.142857,1157.142857,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,13,13,13,0,0,13,13,0,0,13,13,13,NA,0,13,0,10/27/19 10:30,The main experiment item,yes,SternbergTask.osexp,C:\Users\Jeanette\Desktop\Jeanette Master's\AQM&ED,no,mono,no,18,no,white,no,yes,768,legacy,1,11,C:/Users/Jeanette/Desktop/Jeanette Master's/AQM&ED/Sternberg task subjects/jh-subject-3.csv,legacy,5 9 2 3,Kafkaesque Koffka,3.2.8,0,n,0,right,right,left,right,NA,NA,811,44341,8933,811,NA,NA,2,legacy,4,1024,2,48000,-16,experiment,3,odd,8,146715,143385,144503,5341,138035,144505,NA,5350,129102,148720,145510,149532,NA,49692,148720,NA,Sternberg Task,14,16200,14,yes,1024
100,100,1183.8,1183.8,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,14,14,14,0,0,14,14,0,0,14,14,14,NA,0,14,0,10/27/19 10:30,The main experiment item,yes,SternbergTask.osexp,C:\Users\Jeanette\Desktop\Jeanette Master's\AQM&ED,no,mono,no,18,no,white,no,yes,768,legacy,2,11,C:/Users/Jeanette/Desktop/Jeanette Master's/AQM&ED/Sternberg task subjects/jh-subject-3.csv,legacy,6 9 7 4 5 1,Kafkaesque Koffka,3.2.8,2,y,0,left,right,left,left,NA,NA,1557,44341,8933,1557,NA,NA,2,legacy,6,1024,2,48000,-16,experiment,3,odd,9,152864,149552,150651,5341,138035,150653,NA,5350,129102,154870,151658,156427,NA,49692,154870,NA,Sternberg Task,15,17757,15,yes,1024
100,100,1194.75,1194.75,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,15,15,15,0,0,15,15,0,0,15,15,15,NA,0,15,0,10/27/19 10:30,The main experiment item,yes,SternbergTask.osexp,C:\Users\Jeanette\Desktop\Jeanette Master's\AQM&ED,no,mono,no,18,no,white,no,yes,768,legacy,3,11,C:/Users/Jeanette/Desktop/Jeanette Master's/AQM&ED/Sternberg task subjects/jh-subject-3.csv,legacy,4 2 6 9,Kafkaesque Koffka,3.2.8,0,n,0,right,right,left,right,NA,NA,1359,44341,8933,1359,NA,NA,2,legacy,4,1024,2,48000,-16,experiment,3,odd,7,159794,156453,157581,5341,138035,157583,NA,5350,129102,161797,158588,163156,NA,49692,161797,NA,Sternberg Task,16,19116,16,yes,1024
100,100,1189.764706,1189.764706,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,16,16,16,0,0,16,16,0,0,16,16,16,NA,0,16,0,10/27/19 10:30,The main experiment item,yes,SternbergTask.osexp,C:\Users\Jeanette\Desktop\Jeanette Master's\AQM&ED,no,mono,no,18,no,white,no,yes,768,legacy,4,11,C:/Users/Jeanette/Desktop/Jeanette Master's/AQM&ED/Sternberg task subjects/jh-subject-3.csv,legacy,2 8 9,Kafkaesque Koffka,3.2.8,0,n,0,right,right,left,right,NA,NA,1110,44341,8933,1110,NA,NA,2,legacy,3,1024,2,48000,-16,experiment,3,odd,6,166514,163180,164300,5341,138035,164302,NA,5350,129102,168517,165309,169628,NA,49692,168517,NA,Sternberg Task,17,20226,17,yes,1024
100,100,1183,1183,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,17,17,17,0,0,17,17,0,0,17,17,17,NA,0,17,0,10/27/19 10:30,The main experiment item,yes,SternbergTask.osexp,C:\Users\Jeanette\Desktop\Jeanette Master's\AQM&ED,no,mono,no,18,no,white,no,yes,768,legacy,5,11,C:/Users/Jeanette/Desktop/Jeanette Master's/AQM&ED/Sternberg task subjects/jh-subject-3.csv,legacy,7 3 2 8,Kafkaesque Koffka,3.2.8,0,n,0,right,right,left,right,NA,NA,1068,44341,8933,1068,NA,NA,2,legacy,4,1024,2,48000,-16,experiment,3,odd,4,172944,169647,170732,5341,138035,170734,NA,5350,129102,174951,171739,176020,NA,49692,174951,NA,Sternberg Task,18,21294,18,yes,1024
100,100,1168.789474,1168.789474,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,18,18,18,0,0,18,18,0,0,18,18,18,NA,0,18,0,10/27/19 10:30,The main experiment item,yes,SternbergTask.osexp,C:\Users\Jeanette\Desktop\Jeanette Master's\AQM&ED,no,mono,no,18,no,white,no,yes,768,legacy,6,11,C:/Users/Jeanette/Desktop/Jeanette Master's/AQM&ED/Sternberg task subjects/jh-subject-3.csv,legacy,9 5 8 1,Kafkaesque Koffka,3.2.8,2,y,0,left,right,left,left,NA,NA,913,44341,8933,913,NA,NA,2,legacy,4,1024,2,48000,-16,experiment,3,odd,5,179356,176039,177141,5341,138035,177144,NA,5350,129102,181362,178150,182275,NA,49692,181362,NA,Sternberg Task,19,22207,19,yes,1024
100,100,1184.1,1184.1,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,19,19,19,0,0,19,19,0,0,19,19,19,NA,0,19,0,10/27/19 10:30,The main experiment item,yes,SternbergTask.osexp,C:\Users\Jeanette\Desktop\Jeanette Master's\AQM&ED,no,mono,no,18,no,white,no,yes,768,legacy,7,11,C:/Users/Jeanette/Desktop/Jeanette Master's/AQM&ED/Sternberg task subjects/jh-subject-3.csv,legacy,8 4 3 9,Kafkaesque Koffka,3.2.8,0,n,0,right,right,left,right,NA,NA,1475,44341,8933,1475,NA,NA,2,legacy,4,1024,2,48000,-16,experiment,3,odd,5,185618,182298,183404,5341,138035,183407,NA,5350,129102,187625,184412,189100,NA,49692,187624,NA,Sternberg Task,20,23682,20,yes,1024
100,100,1169.952381,1169.952381,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,20,20,20,0,0,20,20,0,0,20,20,20,NA,0,20,0,10/27/19 10:30,The main experiment item,yes,SternbergTask.osexp,C:\Users\Jeanette\Desktop\Jeanette Master's\AQM&ED,no,mono,no,18,no,white,no,yes,768,legacy,8,11,C:/Users/Jeanette/Desktop/Jeanette Master's/AQM&ED/Sternberg task subjects/jh-subject-3.csv,legacy,4 1,Kafkaesque Koffka,3.2.8,0,n,0,right,right,left,right,NA,NA,887,44341,8933,887,NA,NA,2,legacy,2,1024,2,48000,-16,experiment,3,odd,6,192439,189124,190227,5341,138035,190229,NA,5350,129102,194444,191234,195331,NA,49692,194444,NA,Sternberg Task,21,24569,21,yes,1024
100,100,1170.545455,1170.545455,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,21,21,21,0,0,21,21,0,0,21,21,21,NA,0,21,0,10/27/19 10:30,The main experiment item,yes,SternbergTask.osexp,C:\Users\Jeanette\Desktop\Jeanette Master's\AQM&ED,no,mono,no,18,no,white,no,yes,768,legacy,9,11,C:/Users/Jeanette/Desktop/Jeanette Master's/AQM&ED/Sternberg task subjects/jh-subject-3.csv,legacy,3 2 1 4 7,Kafkaesque Koffka,3.2.8,2,y,0,left,right,left,left,NA,NA,1183,44341,8933,1183,NA,NA,2,legacy,5,1024,2,48000,-16,experiment,3,odd,2,198695,195357,196481,5341,138035,196484,NA,5350,129102,200701,197489,201884,NA,49692,200701,NA,Sternberg Task,22,25752,22,yes,1024
100,100,1193.782609,1193.782609,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,22,22,22,0,0,22,22,0,0,22,22,22,NA,0,22,0,10/27/19 10:30,The main experiment item,yes,SternbergTask.osexp,C:\Users\Jeanette\Desktop\Jeanette Master's\AQM&ED,no,mono,no,18,no,white,no,yes,768,legacy,10,11,C:/Users/Jeanette/Desktop/Jeanette Master's/AQM&ED/Sternberg task subjects/jh-subject-3.csv,legacy,1 7 5 2 9,Kafkaesque Koffka,3.2.8,0,n,0,right,right,left,right,NA,NA,1705,44341,8933,1705,NA,NA,2,legacy,5,1024,2,48000,-16,experiment,3,odd,3,205237,201909,203028,5341,138035,203030,NA,5350,129102,207242,204032,208947,NA,49692,207242,NA,Sternberg Task,23,27457,23,yes,1024
100,100,1210.708333,1210.708333,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,23,23,23,0,0,23,23,0,0,23,23,23,NA,0,23,0,10/27/19 10:30,The main experiment item,yes,SternbergTask.osexp,C:\Users\Jeanette\Desktop\Jeanette Master's\AQM&ED,no,mono,no,18,no,white,no,yes,768,legacy,11,11,C:/Users/Jeanette/Desktop/Jeanette Master's/AQM&ED/Sternberg task subjects/jh-subject-3.csv,legacy,5 3 2 6 9 8,Kafkaesque Koffka,3.2.8,0,n,0,right,right,left,right,NA,NA,1600,44341,8933,1600,NA,NA,2,legacy,6,1024,2,48000,-16,experiment,3,odd,4,212320,208975,210107,5341,138035,210109,NA,5350,129102,214323,211114,215923,NA,49692,214323,NA,Sternberg Task,24,29057,24,yes,1024
100,100,1207.96,1207.96,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,24,24,24,0,0,24,24,0,0,24,24,24,NA,0,24,0,10/27/19 10:30,The main experiment item,yes,SternbergTask.osexp,C:\Users\Jeanette\Desktop\Jeanette Master's\AQM&ED,no,mono,no,18,no,white,no,yes,768,legacy,12,11,C:/Users/Jeanette/Desktop/Jeanette Master's/AQM&ED/Sternberg task subjects/jh-subject-3.csv,legacy,3 5 4 7,Kafkaesque Koffka,3.2.8,1,y,0,left,right,left,left,NA,NA,1142,44341,8933,1142,NA,NA,2,legacy,4,1024,2,48000,-16,experiment,3,odd,3,219280,215942,217067,5341,138035,217069,NA,5350,129102,221285,218074,222428,NA,49692,221285,NA,Sternberg Task,25,30199,25,yes,1024
100,100,1224.653846,1224.653846,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,25,25,25,0,0,25,25,0,0,25,25,25,NA,0,25,0,10/27/19 10:30,The main experiment item,yes,SternbergTask.osexp,C:\Users\Jeanette\Desktop\Jeanette Master's\AQM&ED,no,mono,no,18,no,white,no,yes,768,legacy,13,11,C:/Users/Jeanette/Desktop/Jeanette Master's/AQM&ED/Sternberg task subjects/jh-subject-3.csv,legacy,9 3 1 2 5,Kafkaesque Koffka,3.2.8,4,y,0,left,right,left,left,NA,NA,1642,44341,8933,1642,NA,NA,2,legacy,5,1024,2,48000,-16,experiment,3,odd,2,225788,222461,223574,5341,138035,223576,NA,5350,129102,227793,224583,229435,NA,49692,227793,NA,Sternberg Task,26,31841,26,yes,1024
96.2962963,96.2962963,1228.518519,1228.518519,black,experiment,legacy,legacy,legacy,0,uniform,0,undefined,0,left,26,26,26,0,0,26,26,0,0,26,26,26,NA,0,26,0,10/27/19 10:30,The main experiment item,yes,SternbergTask.osexp,C:\Users\Jeanette\Desktop\Jeanette Master's\AQM&ED,no,mono,no,18,no,white,no,yes,768,legacy,14,11,C:/Users/Jeanette/Desktop/Jeanette Master's/AQM&ED/Sternberg task subjects/jh-subject-3.csv,legacy,6 8 9 3 4 9,Kafkaesque Koffka,3.2.8,5,y,0,right,right,left,right,NA,NA,1329,44341,8933,1329,NA,NA,2,legacy,6,1024,2,48000,-16,experiment,3,odd,4,232812,229461,230598,5341,138035,230601,NA,5350,129102,234818,231606,236147,NA,49692,234817,NA,Sternberg Task,26,33170,27,yes,1024
92.85714286,92.85714286,1256.071429,1256.071429,black,experiment,legacy,legacy,legacy,0,uniform,0,undefined,0,left,27,27,27,0,0,27,27,0,0,27,27,27,NA,0,27,0,10/27/19 10:30,The main experiment item,yes,SternbergTask.osexp,C:\Users\Jeanette\Desktop\Jeanette Master's\AQM&ED,no,mono,no,18,no,white,no,yes,768,legacy,15,11,C:/Users/Jeanette/Desktop/Jeanette Master's/AQM&ED/Sternberg task subjects/jh-subject-3.csv,legacy,2 3 7 4,Kafkaesque Koffka,3.2.8,1,y,0,None,right,left,None,NA,NA,2000,44341,8933,2000,NA,NA,2,legacy,4,1024,2,48000,-16,experiment,3,odd,2,239500,229461,237288,5341,138035,237290,236170,5350,129102,241505,238295,243505,NA,49692,241505,NA,Sternberg Task,26,35170,28,yes,1024
93.10344828,93.10344828,1245.862069,1245.862069,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,28,28,28,0,0,28,28,0,0,28,28,28,NA,0,28,0,10/27/19 10:30,The main experiment item,yes,SternbergTask.osexp,C:\Users\Jeanette\Desktop\Jeanette Master's\AQM&ED,no,mono,no,18,no,white,no,yes,768,legacy,16,11,C:/Users/Jeanette/Desktop/Jeanette Master's/AQM&ED/Sternberg task subjects/jh-subject-3.csv,legacy,4 1 5,Kafkaesque Koffka,3.2.8,2,y,0,left,right,left,left,NA,NA,960,44341,8933,960,NA,NA,2,legacy,3,1024,2,48000,-16,experiment,3,odd,1,246886,229461,244671,5341,138035,244673,243542,5350,129102,248891,245679,249851,NA,49692,248891,NA,Sternberg Task,27,36130,29,yes,1024
93.33333333,93.33333333,1231.733333,1231.733333,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,29,29,29,0,0,29,29,0,0,29,29,29,NA,0,29,0,10/27/19 10:30,The main experiment item,yes,SternbergTask.osexp,C:\Users\Jeanette\Desktop\Jeanette Master's\AQM&ED,no,mono,no,18,no,white,no,yes,768,legacy,17,11,C:/Users/Jeanette/Desktop/Jeanette Master's/AQM&ED/Sternberg task subjects/jh-subject-3.csv,legacy,2 8 6 3 1,Kafkaesque Koffka,3.2.8,0,n,0,right,right,left,right,NA,NA,822,44341,8933,822,NA,NA,2,legacy,5,1024,2,48000,-16,experiment,3,odd,7,253207,249872,250995,5341,138035,250997,243542,5350,129102,255213,252002,256036,NA,49692,255213,NA,Sternberg Task,28,36952,30,yes,1024
93.5483871,93.5483871,1245.967742,1245.967742,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,30,30,30,0,0,30,30,0,0,30,30,30,NA,0,30,0,10/27/19 10:30,The main experiment item,yes,SternbergTask.osexp,C:\Users\Jeanette\Desktop\Jeanette Master's\AQM&ED,no,mono,no,18,no,white,no,yes,768,legacy,18,11,C:/Users/Jeanette/Desktop/Jeanette Master's/AQM&ED/Sternberg task subjects/jh-subject-3.csv,legacy,3 9 8 1 6 4,Kafkaesque Koffka,3.2.8,0,n,0,right,right,left,right,NA,NA,1673,44341,8933,1673,NA,NA,2,legacy,6,1024,2,48000,-16,experiment,3,odd,7,259373,256064,257161,5341,138035,257163,243542,5350,129102,261378,258168,263052,NA,49692,261378,NA,Sternberg Task,29,38625,31,yes,1024
93.75,93.75,1237.125,1237.125,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,31,31,31,0,0,31,31,0,0,31,31,31,NA,0,31,0,10/27/19 10:30,The main experiment item,yes,SternbergTask.osexp,C:\Users\Jeanette\Desktop\Jeanette Master's\AQM&ED,no,mono,no,18,no,white,no,yes,768,legacy,19,11,C:/Users/Jeanette/Desktop/Jeanette Master's/AQM&ED/Sternberg task subjects/jh-subject-3.csv,legacy,2 7 5,Kafkaesque Koffka,3.2.8,0,n,0,right,right,left,right,NA,NA,963,44341,8933,963,NA,NA,2,legacy,3,1024,2,48000,-16,experiment,3,odd,8,266386,263073,264173,5341,138035,264176,243542,5350,129102,268392,265181,269356,NA,49692,268391,NA,Sternberg Task,30,39588,32,yes,1024
