"acc","accuracy","average_response_time","avg_rt","background","block","canvas_backend","clock_backend","color_backend","compensation","coordinates","correct","correct_instruction1","correct_keyboard_response","correct_response","count_ISI","count_correctFeedback","count_expSequence","count_experiment","count_experimentLoop","count_fixation","count_incorrectFeedback","count_instruction1","count_instruction2","count_instructional","count_keyboard_response","count_logger","count_memorySet","count_practiceLoop","count_probe","count_thankYou","datetime","description","disable_garbage_collection","empty_column","experiment_file","experiment_path","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","fullscreen","height","keyboard_backend","live_row","live_row_practiceLoop","logfile","mouse_backend","numberSet","opensesame_codename","opensesame_version","posInSet","present","repeat_cycle","response","response_instruction1","response_instruction2","response_keyboard_response","response_thankYou","response_time","response_time_instruction1","response_time_instruction2","response_time_keyboard_response","response_time_thankYou","round_decimals","sampler_backend","setSize","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","subject_nr","subject_parity","target","time_ISI","time_correctFeedback","time_expSequence","time_experiment","time_experimentLoop","time_fixation","time_incorrectFeedback","time_instruction1","time_instruction2","time_instructional","time_keyboard_response","time_logger","time_memorySet","time_practiceLoop","time_probe","time_thankYou","title","total_correct","total_response_time","total_responses","uniform_coordinates","width"
"90.9090909090909","90.9090909090909","1065.1818181818182","1065.1818181818182","black","practice","legacy","legacy","legacy","0","uniform","1","undefined","1","right","10","10","10","0","0","10","10","0","0","NA","10","10","10","0","10","0","Sat Oct 24 21:31:04 2020","The main experiment item","yes","NA","SternbergTask.osexp","C:/Users/chelsea/OneDrive - Tarleton State University/psych 5316- adv/Sternberg test","no","mono","no","18","no","white","no","yes","768","legacy","10","10","C:/Users/chelsea/OneDrive - Tarleton State University/psych 5316- adv/Sternberg test/subject-2 JH.csv","legacy","2 1","Lentiform Loewenfeld","3.3.3","0","n","0","right","left","NA","right","NA","760","163467","NA","760","NA","2","legacy","2","1024","2","48000","-16","experiment","1","odd","5","269543","266022","267324","31471","NA","267332","239887","31499","NA","NA","271549","272310","268337","194969","271548","NA","Sternberg Task","10","11717","11","yes","1024"
"91.66666666666667","91.66666666666667","1036.6666666666667","1036.6666666666667","black","practice","legacy","legacy","legacy","0","uniform","1","undefined","1","left","11","11","11","0","0","11","11","0","0","NA","11","11","11","0","11","0","Sat Oct 24 21:31:04 2020","The main experiment item","yes","NA","SternbergTask.osexp","C:/Users/chelsea/OneDrive - Tarleton State University/psych 5316- adv/Sternberg test","no","mono","no","18","no","white","no","yes","768","legacy","11","11","C:/Users/chelsea/OneDrive - Tarleton State University/psych 5316- adv/Sternberg test/subject-2 JH.csv","legacy","4 3 1 7 9 8","Lentiform Loewenfeld","3.3.3","1","y","0","left","left","NA","left","NA","723","163467","NA","723","NA","2","legacy","6","1024","2","48000","-16","experiment","1","odd","4","275891","272366","273678","31471","NA","273683","239887","31499","NA","NA","277897","278621","274687","194969","277896","NA","Sternberg Task","11","12440","12","yes","1024"
"92.3076923076923","92.3076923076923","1025.923076923077","1025.923076923077","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","12","12","12","0","0","12","12","0","0","NA","12","12","12","0","12","0","Sat Oct 24 21:31:04 2020","The main experiment item","yes","NA","SternbergTask.osexp","C:/Users/chelsea/OneDrive - Tarleton State University/psych 5316- adv/Sternberg test","no","mono","no","18","no","white","no","yes","768","legacy","0","11","C:/Users/chelsea/OneDrive - Tarleton State University/psych 5316- adv/Sternberg test/subject-2 JH.csv","legacy","7 1 8 4 9 3","Lentiform Loewenfeld","3.3.3","0","n","0","right","left","left","right","NA","897","163467","1044761","897","NA","2","legacy","6","1024","2","48000","-16","experiment","1","odd","6","1327126","278680","1324912","31471","1324563","1324917","239887","31499","279799","NA","1329134","1330035","1325921","194969","1329133","NA","Sternberg Task","12","13337","13","yes","1024"
"92.85714285714286","92.85714285714286","1047.357142857143","1047.357142857143","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","13","13","13","0","0","13","13","0","0","NA","13","13","13","0","13","0","Sat Oct 24 21:31:04 2020","The main experiment item","yes","NA","SternbergTask.osexp","C:/Users/chelsea/OneDrive - Tarleton State University/psych 5316- adv/Sternberg test","no","mono","no","18","no","white","no","yes","768","legacy","1","11","C:/Users/chelsea/OneDrive - Tarleton State University/psych 5316- adv/Sternberg test/subject-2 JH.csv","legacy","8 9 5 7 1 6","Lentiform Loewenfeld","3.3.3","4","y","0","left","left","left","left","NA","1326","163467","1044761","1326","NA","2","legacy","6","1024","2","48000","-16","experiment","1","odd","7","1333613","1330097","1331398","31471","1324563","1331404","239887","31499","279799","NA","1335617","1336945","1332408","194969","1335617","NA","Sternberg Task","13","14663","14","yes","1024"
"86.66666666666667","86.66666666666667","1041.1333333333334","1041.1333333333334","black","experiment","legacy","legacy","legacy","0","uniform","0","undefined","0","right","14","14","14","0","0","14","14","0","0","NA","14","14","14","0","14","0","Sat Oct 24 21:31:04 2020","The main experiment item","yes","NA","SternbergTask.osexp","C:/Users/chelsea/OneDrive - Tarleton State University/psych 5316- adv/Sternberg test","no","mono","no","18","no","white","no","yes","768","legacy","2","11","C:/Users/chelsea/OneDrive - Tarleton State University/psych 5316- adv/Sternberg test/subject-2 JH.csv","legacy","1 7 5 2","Lentiform Loewenfeld","3.3.3","0","n","0","left","left","left","left","NA","954","163467","1044761","954","NA","2","legacy","4","1024","2","48000","-16","experiment","1","odd","3","1340511","1337006","1338294","31471","1324563","1338301","239887","31499","279799","NA","1342516","1343472","1339305","194969","1342516","NA","Sternberg Task","13","15617","15","yes","1024"
"87.5","87.5","1015.5","1015.5","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","15","15","15","0","0","15","15","0","0","NA","15","15","15","0","15","0","Sat Oct 24 21:31:04 2020","The main experiment item","yes","NA","SternbergTask.osexp","C:/Users/chelsea/OneDrive - Tarleton State University/psych 5316- adv/Sternberg test","no","mono","no","18","no","white","no","yes","768","legacy","3","11","C:/Users/chelsea/OneDrive - Tarleton State University/psych 5316- adv/Sternberg test/subject-2 JH.csv","legacy","4 1","Lentiform Loewenfeld","3.3.3","0","n","0","right","left","left","right","NA","631","163467","1044761","631","NA","2","legacy","2","1024","2","48000","-16","experiment","1","odd","6","1347049","1337006","1344833","31471","1324563","1344838","1343540","31499","279799","NA","1349053","1349686","1345842","194969","1349053","NA","Sternberg Task","14","16248","16","yes","1024"
"88.23529411764706","88.23529411764706","1013.9411764705883","1013.9411764705883","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","16","16","16","0","0","16","16","0","0","NA","16","16","16","0","16","0","Sat Oct 24 21:31:04 2020","The main experiment item","yes","NA","SternbergTask.osexp","C:/Users/chelsea/OneDrive - Tarleton State University/psych 5316- adv/Sternberg test","no","mono","no","18","no","white","no","yes","768","legacy","4","11","C:/Users/chelsea/OneDrive - Tarleton State University/psych 5316- adv/Sternberg test/subject-2 JH.csv","legacy","5 7 3","Lentiform Loewenfeld","3.3.3","0","n","0","right","left","left","right","NA","989","163467","1044761","989","NA","2","legacy","3","1024","2","48000","-16","experiment","1","odd","9","1353258","1349751","1351045","31471","1324563","1351050","1343540","31499","279799","NA","1355263","1356253","1352054","194969","1355263","NA","Sternberg Task","15","17237","17","yes","1024"
"88.88888888888889","88.88888888888889","1006.6111111111111","1006.6111111111111","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","17","17","17","0","0","17","17","0","0","NA","17","17","17","0","17","0","Sat Oct 24 21:31:04 2020","The main experiment item","yes","NA","SternbergTask.osexp","C:/Users/chelsea/OneDrive - Tarleton State University/psych 5316- adv/Sternberg test","no","mono","no","18","no","white","no","yes","768","legacy","5","11","C:/Users/chelsea/OneDrive - Tarleton State University/psych 5316- adv/Sternberg test/subject-2 JH.csv","legacy","5 3 8 7 2 4","Lentiform Loewenfeld","3.3.3","0","n","0","right","left","left","right","NA","882","163467","1044761","882","NA","2","legacy","6","1024","2","48000","-16","experiment","1","odd","9","1359824","1356318","1357613","31471","1324563","1357617","1343540","31499","279799","NA","1361833","1362716","1358621","194969","1361833","NA","Sternberg Task","16","18119","18","yes","1024"
"89.47368421052632","89.47368421052632","994.0526315789474","994.0526315789474","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","18","18","18","0","0","18","18","0","0","NA","18","18","18","0","18","0","Sat Oct 24 21:31:04 2020","The main experiment item","yes","NA","SternbergTask.osexp","C:/Users/chelsea/OneDrive - Tarleton State University/psych 5316- adv/Sternberg test","no","mono","no","18","no","white","no","yes","768","legacy","6","11","C:/Users/chelsea/OneDrive - Tarleton State University/psych 5316- adv/Sternberg test/subject-2 JH.csv","legacy","7 8 6 1","Lentiform Loewenfeld","3.3.3","0","n","0","right","left","left","right","NA","768","163467","1044761","768","NA","2","legacy","4","1024","2","48000","-16","experiment","1","odd","3","1366302","1362773","1364084","31471","1324563","1364089","1343540","31499","279799","NA","1368306","1369076","1365095","194969","1368306","NA","Sternberg Task","17","18887","19","yes","1024"
"85","85","1013.6","1013.6","black","experiment","legacy","legacy","legacy","0","uniform","0","undefined","0","right","19","19","19","0","0","19","19","0","0","NA","19","19","19","0","19","0","Sat Oct 24 21:31:04 2020","The main experiment item","yes","NA","SternbergTask.osexp","C:/Users/chelsea/OneDrive - Tarleton State University/psych 5316- adv/Sternberg test","no","mono","no","18","no","white","no","yes","768","legacy","7","11","C:/Users/chelsea/OneDrive - Tarleton State University/psych 5316- adv/Sternberg test/subject-2 JH.csv","legacy","8 2 1 4 5 9","Lentiform Loewenfeld","3.3.3","0","n","0","left","left","left","left","NA","1385","163467","1044761","1385","NA","2","legacy","6","1024","2","48000","-16","experiment","1","odd","7","1372641","1369140","1370427","31471","1324563","1370433","1343540","31499","279799","NA","1374648","1376035","1371437","194969","1374646","NA","Sternberg Task","17","20272","20","yes","1024"
"85.71428571428571","85.71428571428571","1014.3333333333334","1014.3333333333334","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","20","20","20","0","0","20","20","0","0","NA","20","20","20","0","20","0","Sat Oct 24 21:31:04 2020","The main experiment item","yes","NA","SternbergTask.osexp","C:/Users/chelsea/OneDrive - Tarleton State University/psych 5316- adv/Sternberg test","no","mono","no","18","no","white","no","yes","768","legacy","8","11","C:/Users/chelsea/OneDrive - Tarleton State University/psych 5316- adv/Sternberg test/subject-2 JH.csv","legacy","6 9 5","Lentiform Loewenfeld","3.3.3","0","n","0","right","left","left","right","NA","1029","163467","1044761","1029","NA","2","legacy","3","1024","2","48000","-16","experiment","1","odd","8","1379591","1369140","1377378","31471","1324563","1377383","1376086","31499","279799","NA","1381596","1382628","1378387","194969","1381596","NA","Sternberg Task","18","21301","21","yes","1024"
"86.36363636363636","86.36363636363636","1039.8181818181818","1039.8181818181818","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","21","21","21","0","0","21","21","0","0","NA","21","21","21","0","21","0","Sat Oct 24 21:31:04 2020","The main experiment item","yes","NA","SternbergTask.osexp","C:/Users/chelsea/OneDrive - Tarleton State University/psych 5316- adv/Sternberg test","no","mono","no","18","no","white","no","yes","768","legacy","9","11","C:/Users/chelsea/OneDrive - Tarleton State University/psych 5316- adv/Sternberg test/subject-2 JH.csv","legacy","7 8 6 3 1","Lentiform Loewenfeld","3.3.3","5","y","0","left","left","left","left","NA","1575","163467","1044761","1575","NA","2","legacy","5","1024","2","48000","-16","experiment","1","odd","1","1386307","1382801","1384094","31471","1324563","1384099","1376086","31499","279799","NA","1388312","1389889","1385103","194969","1388311","NA","Sternberg Task","19","22876","22","yes","1024"
"86.95652173913044","86.95652173913044","1031","1031","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","22","22","22","0","0","22","22","0","0","NA","22","22","22","0","22","0","Sat Oct 24 21:31:04 2020","The main experiment item","yes","NA","SternbergTask.osexp","C:/Users/chelsea/OneDrive - Tarleton State University/psych 5316- adv/Sternberg test","no","mono","no","18","no","white","no","yes","768","legacy","10","11","C:/Users/chelsea/OneDrive - Tarleton State University/psych 5316- adv/Sternberg test/subject-2 JH.csv","legacy","2 3","Lentiform Loewenfeld","3.3.3","1","y","0","left","left","left","left","NA","837","163467","1044761","837","NA","2","legacy","2","1024","2","48000","-16","experiment","1","odd","2","1393486","1389986","1391271","31471","1324563","1391275","1376086","31499","279799","NA","1395490","1396330","1392282","194969","1395490","NA","Sternberg Task","20","23713","23","yes","1024"
"87.5","87.5","1039.5833333333333","1039.5833333333333","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","23","23","23","0","0","23","23","0","0","NA","23","23","23","0","23","0","Sat Oct 24 21:31:04 2020","The main experiment item","yes","NA","SternbergTask.osexp","C:/Users/chelsea/OneDrive - Tarleton State University/psych 5316- adv/Sternberg test","no","mono","no","18","no","white","no","yes","768","legacy","11","11","C:/Users/chelsea/OneDrive - Tarleton State University/psych 5316- adv/Sternberg test/subject-2 JH.csv","legacy","3 9 8 1 6 4","Lentiform Loewenfeld","3.3.3","0","n","0","right","left","left","right","NA","1237","163467","1044761","1237","NA","2","legacy","6","1024","2","48000","-16","experiment","1","odd","7","1399885","1396373","1397670","31471","1324563","1397675","1376086","31499","279799","NA","1401889","1403128","1398680","194969","1401889","NA","Sternberg Task","21","24950","24","yes","1024"
"88","88","1039.56","1039.56","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","24","24","24","0","0","24","24","0","0","NA","24","24","24","0","24","0","Sat Oct 24 21:31:04 2020","The main experiment item","yes","NA","SternbergTask.osexp","C:/Users/chelsea/OneDrive - Tarleton State University/psych 5316- adv/Sternberg test","no","mono","no","18","no","white","no","yes","768","legacy","12","11","C:/Users/chelsea/OneDrive - Tarleton State University/psych 5316- adv/Sternberg test/subject-2 JH.csv","legacy","7","Lentiform Loewenfeld","3.3.3","1","y","0","left","left","left","left","NA","1039","163467","1044761","1039","NA","2","legacy","1","1024","2","48000","-16","experiment","1","odd","7","1406665","1403165","1404450","31471","1324563","1404455","1376086","31499","279799","NA","1408670","1409711","1405459","194969","1408670","NA","Sternberg Task","22","25989","25","yes","1024"
"88.46153846153847","88.46153846153847","1053.1153846153845","1053.1153846153845","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","25","25","25","0","0","25","25","0","0","NA","25","25","25","0","25","0","Sat Oct 24 21:31:04 2020","The main experiment item","yes","NA","SternbergTask.osexp","C:/Users/chelsea/OneDrive - Tarleton State University/psych 5316- adv/Sternberg test","no","mono","no","18","no","white","no","yes","768","legacy","13","11","C:/Users/chelsea/OneDrive - Tarleton State University/psych 5316- adv/Sternberg test/subject-2 JH.csv","legacy","5 9 2 3","Lentiform Loewenfeld","3.3.3","0","n","0","right","left","left","right","NA","1392","163467","1044761","1392","NA","2","legacy","4","1024","2","48000","-16","experiment","1","odd","8","1413288","1409773","1411071","31471","1324563","1411076","1376086","31499","279799","NA","1415292","1416686","1412083","194969","1415292","NA","Sternberg Task","23","27381","26","yes","1024"
"88.88888888888889","88.88888888888889","1049.148148148148","1049.148148148148","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","26","26","26","0","0","26","26","0","0","NA","26","26","26","0","26","0","Sat Oct 24 21:31:04 2020","The main experiment item","yes","NA","SternbergTask.osexp","C:/Users/chelsea/OneDrive - Tarleton State University/psych 5316- adv/Sternberg test","no","mono","no","18","no","white","no","yes","768","legacy","14","11","C:/Users/chelsea/OneDrive - Tarleton State University/psych 5316- adv/Sternberg test/subject-2 JH.csv","legacy","2 6 4 3 9","Lentiform Loewenfeld","3.3.3","0","n","0","right","left","left","right","NA","946","163467","1044761","946","NA","2","legacy","5","1024","2","48000","-16","experiment","1","odd","1","1420268","1416768","1418054","31471","1324563","1418059","1376086","31499","279799","NA","1422273","1423222","1419064","194969","1422272","NA","Sternberg Task","24","28327","27","yes","1024"
"89.28571428571429","89.28571428571429","1051.9642857142858","1051.9642857142858","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","27","27","27","0","0","27","27","0","0","NA","27","27","27","0","27","0","Sat Oct 24 21:31:04 2020","The main experiment item","yes","NA","SternbergTask.osexp","C:/Users/chelsea/OneDrive - Tarleton State University/psych 5316- adv/Sternberg test","no","mono","no","18","no","white","no","yes","768","legacy","15","11","C:/Users/chelsea/OneDrive - Tarleton State University/psych 5316- adv/Sternberg test/subject-2 JH.csv","legacy","6 9 4 5 3 2","Lentiform Loewenfeld","3.3.3","0","n","0","right","left","left","right","NA","1128","163467","1044761","1128","NA","2","legacy","6","1024","2","48000","-16","experiment","1","odd","8","1426838","1423287","1424624","31471","1324563","1424629","1376086","31499","279799","NA","1428842","1429973","1425634","194969","1428842","NA","Sternberg Task","25","29455","28","yes","1024"
"89.65517241379311","89.65517241379311","1063.6896551724137","1063.6896551724137","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","28","28","28","0","0","28","28","0","0","NA","28","28","28","0","28","0","Sat Oct 24 21:31:04 2020","The main experiment item","yes","NA","SternbergTask.osexp","C:/Users/chelsea/OneDrive - Tarleton State University/psych 5316- adv/Sternberg test","no","mono","no","18","no","white","no","yes","768","legacy","16","11","C:/Users/chelsea/OneDrive - Tarleton State University/psych 5316- adv/Sternberg test/subject-2 JH.csv","legacy","5","Lentiform Loewenfeld","3.3.3","0","n","0","right","left","left","right","NA","1392","163467","1044761","1392","NA","2","legacy","1","1024","2","48000","-16","experiment","1","odd","8","1433534","1430031","1431320","31471","1324563","1431324","1376086","31499","279799","NA","1435538","1436932","1432329","194969","1435538","NA","Sternberg Task","26","30847","29","yes","1024"
"90","90","1061.3","1061.3","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","29","29","29","0","0","29","29","0","0","NA","29","29","29","0","29","0","Sat Oct 24 21:31:04 2020","The main experiment item","yes","NA","SternbergTask.osexp","C:/Users/chelsea/OneDrive - Tarleton State University/psych 5316- adv/Sternberg test","no","mono","no","18","no","white","no","yes","768","legacy","17","11","C:/Users/chelsea/OneDrive - Tarleton State University/psych 5316- adv/Sternberg test/subject-2 JH.csv","legacy","7 9","Lentiform Loewenfeld","3.3.3","0","n","0","right","left","left","right","NA","992","163467","1044761","992","NA","2","legacy","2","1024","2","48000","-16","experiment","1","odd","1","1440470","1436964","1438256","31471","1324563","1438261","1376086","31499","279799","NA","1442474","1443469","1439265","194969","1442474","NA","Sternberg Task","27","31839","30","yes","1024"
