"acc","accuracy","average_response_time","avg_rt","background","canvas_backend","clock_backend","color_backend","compensation","condition","coordinates","correct","correct_Instructions1","correct_keyboard_response","correct_response","count_Block1","count_Block2","count_Block3","count_ISI","count_Instructions1","count_Instructions2","count_Instructions3","count_Sequence","count_errorFeedback","count_experiment","count_faster","count_finish","count_fixation","count_getting_started","count_keyboard_response","count_logger","count_new_loop","count_new_sketchpad","count_stimulus","count_welcome","datetime","deadline","description","disable_garbage_collection","empty_column","experiment_file","experiment_path","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","fullscreen","height","keyboard_backend","live_row","live_row_Block1","logfile","mouse_backend","opensesame_codename","opensesame_version","repeat_cycle","response","response_Instructions1","response_Instructions2","response_Instructions3","response_finish","response_keyboard_response","response_new_sketchpad","response_time","response_time_Instructions1","response_time_Instructions2","response_time_Instructions3","response_time_finish","response_time_keyboard_response","response_time_new_sketchpad","response_time_welcome","response_welcome","round_decimals","sampler_backend","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","stimulus","subject_nr","subject_parity","time_Block1","time_Block2","time_Block3","time_ISI","time_Instructions1","time_Instructions2","time_Instructions3","time_Sequence","time_errorFeedback","time_experiment","time_faster","time_finish","time_fixation","time_getting_started","time_keyboard_response","time_logger","time_new_loop","time_new_sketchpad","time_stimulus","time_welcome","title","total_correct","total_response_time","total_responses","uniform_coordinates","width"
"72.72727272727273","72.72727272727273","332.3636363636364","332.3636363636364","black","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","h","0","0","0","10","0","0","0","10","10","0","10","0","10","0","10","10","NA","NA","10","0","Sun Sep 25 14:32:14 2022","1500","The main experiment item","yes","NA","KH-Subject-1.osexp","/Users/keelihatcher/Desktop/Tarleton M.D./Advanced Quantitative Methods & Experimental Design","no","mono","no","18","no","white","no","no","768","legacy","10","10","/Users/keelihatcher/Desktop/Tarleton M.D./Advanced Quantitative Methods & Experimental Design/KH-subject-1.csv","legacy","Lentiform Loewenfeld","3.3.12","0","h","s","NA","NA","NA","h","NA","309","59829","NA","NA","NA","309","NA","NA","NA","2","legacy","1024","2","48000","-16","experiment","SSHSS","1","odd","61790","NA","NA","77585","1942","NA","NA","78659","67924","1801","NA","NA","78662","NA","78767","79077","NA","NA","78767","NA","Flanker Task","8","3656","11","yes","1024"
"75","75","332.4166666666667","332.4166666666667","black","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","h","0","0","0","11","0","0","0","11","11","0","11","0","11","0","11","11","NA","NA","11","0","Sun Sep 25 14:32:14 2022","1500","The main experiment item","yes","NA","KH-Subject-1.osexp","/Users/keelihatcher/Desktop/Tarleton M.D./Advanced Quantitative Methods & Experimental Design","no","mono","no","18","no","white","no","no","768","legacy","11","11","/Users/keelihatcher/Desktop/Tarleton M.D./Advanced Quantitative Methods & Experimental Design/KH-subject-1.csv","legacy","Lentiform Loewenfeld","3.3.12","0","h","s","NA","NA","NA","h","NA","333","59829","NA","NA","NA","333","NA","NA","NA","2","legacy","1024","2","48000","-16","experiment","HHHHH","1","odd","61790","NA","NA","79081","1942","NA","NA","80157","67924","1801","NA","NA","80161","NA","80266","80599","NA","NA","80266","NA","Flanker Task","9","3989","12","yes","1024"
"69.23076923076923","69.23076923076923","327.7692307692308","327.7692307692308","black","legacy","legacy","legacy","0","incongruent","uniform","0","undefined","0","h","0","0","0","12","0","0","0","12","12","0","12","0","12","0","12","12","NA","NA","12","0","Sun Sep 25 14:32:14 2022","1500","The main experiment item","yes","NA","KH-Subject-1.osexp","/Users/keelihatcher/Desktop/Tarleton M.D./Advanced Quantitative Methods & Experimental Design","no","mono","no","18","no","white","no","no","768","legacy","12","12","/Users/keelihatcher/Desktop/Tarleton M.D./Advanced Quantitative Methods & Experimental Design/KH-subject-1.csv","legacy","Lentiform Loewenfeld","3.3.12","0","s","s","NA","NA","NA","s","NA","272","59829","NA","NA","NA","272","NA","NA","NA","2","legacy","1024","2","48000","-16","experiment","SSHSS","1","odd","61790","NA","NA","80603","1942","NA","NA","81663","67924","1801","NA","NA","81666","NA","81771","82044","NA","NA","81771","NA","Flanker Task","9","4261","13","yes","1024"
"64.28571428571429","64.28571428571429","325.7142857142857","325.7142857142857","black","legacy","legacy","legacy","0","incongruent","uniform","0","undefined","0","h","0","0","0","13","0","0","0","13","13","0","13","0","13","0","13","13","NA","NA","13","0","Sun Sep 25 14:32:14 2022","1500","The main experiment item","yes","NA","KH-Subject-1.osexp","/Users/keelihatcher/Desktop/Tarleton M.D./Advanced Quantitative Methods & Experimental Design","no","mono","no","18","no","white","no","no","768","legacy","13","13","/Users/keelihatcher/Desktop/Tarleton M.D./Advanced Quantitative Methods & Experimental Design/KH-subject-1.csv","legacy","Lentiform Loewenfeld","3.3.12","0","s","s","NA","NA","NA","s","NA","299","59829","NA","NA","NA","299","NA","NA","NA","2","legacy","1024","2","48000","-16","experiment","SSHSS","1","odd","61790","NA","NA","82559","1942","NA","NA","83646","82048","1801","NA","NA","83650","NA","83756","84055","NA","NA","83755","NA","Flanker Task","9","4560","14","yes","1024"
"66.66666666666667","66.66666666666667","325.93333333333334","325.93333333333334","black","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","s","0","0","0","14","0","0","0","14","14","0","14","0","14","0","14","14","NA","NA","14","0","Sun Sep 25 14:32:14 2022","1500","The main experiment item","yes","NA","KH-Subject-1.osexp","/Users/keelihatcher/Desktop/Tarleton M.D./Advanced Quantitative Methods & Experimental Design","no","mono","no","18","no","white","no","no","768","legacy","14","14","/Users/keelihatcher/Desktop/Tarleton M.D./Advanced Quantitative Methods & Experimental Design/KH-subject-1.csv","legacy","Lentiform Loewenfeld","3.3.12","0","s","s","NA","NA","NA","s","NA","329","59829","NA","NA","NA","329","NA","NA","NA","2","legacy","1024","2","48000","-16","experiment","HHSHH","1","odd","61790","NA","NA","84570","1942","NA","NA","85656","84060","1801","NA","NA","85659","NA","85764","86094","NA","NA","85764","NA","Flanker Task","10","4889","15","yes","1024"
"68.75","68.75","326.1875","326.1875","black","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","h","0","0","0","15","0","0","0","15","15","0","15","0","15","0","15","15","NA","NA","15","0","Sun Sep 25 14:32:14 2022","1500","The main experiment item","yes","NA","KH-Subject-1.osexp","/Users/keelihatcher/Desktop/Tarleton M.D./Advanced Quantitative Methods & Experimental Design","no","mono","no","18","no","white","no","no","768","legacy","15","15","/Users/keelihatcher/Desktop/Tarleton M.D./Advanced Quantitative Methods & Experimental Design/KH-subject-1.csv","legacy","Lentiform Loewenfeld","3.3.12","0","h","s","NA","NA","NA","h","NA","330","59829","NA","NA","NA","330","NA","NA","NA","2","legacy","1024","2","48000","-16","experiment","HHHHH","1","odd","61790","NA","NA","86099","1942","NA","NA","87179","84060","1801","NA","NA","87183","NA","87288","87619","NA","NA","87288","NA","Flanker Task","11","5219","16","yes","1024"
"70.58823529411765","70.58823529411765","325.5882352941176","325.5882352941176","black","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","s","0","0","0","16","0","0","0","16","16","0","16","0","16","0","16","16","NA","NA","16","0","Sun Sep 25 14:32:14 2022","1500","The main experiment item","yes","NA","KH-Subject-1.osexp","/Users/keelihatcher/Desktop/Tarleton M.D./Advanced Quantitative Methods & Experimental Design","no","mono","no","18","no","white","no","no","768","legacy","16","16","/Users/keelihatcher/Desktop/Tarleton M.D./Advanced Quantitative Methods & Experimental Design/KH-subject-1.csv","legacy","Lentiform Loewenfeld","3.3.12","0","s","s","NA","NA","NA","s","NA","316","59829","NA","NA","NA","316","NA","NA","NA","2","legacy","1024","2","48000","-16","experiment","HHSHH","1","odd","61790","NA","NA","87623","1942","NA","NA","88707","84060","1801","NA","NA","88711","NA","88816","89133","NA","NA","88816","NA","Flanker Task","12","5535","17","yes","1024"
"72.22222222222223","72.22222222222223","326.8888888888889","326.8888888888889","black","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","s","0","0","0","17","0","0","0","17","17","0","17","0","17","0","17","17","NA","NA","17","0","Sun Sep 25 14:32:14 2022","1500","The main experiment item","yes","NA","KH-Subject-1.osexp","/Users/keelihatcher/Desktop/Tarleton M.D./Advanced Quantitative Methods & Experimental Design","no","mono","no","18","no","white","no","no","768","legacy","17","17","/Users/keelihatcher/Desktop/Tarleton M.D./Advanced Quantitative Methods & Experimental Design/KH-subject-1.csv","legacy","Lentiform Loewenfeld","3.3.12","0","s","s","NA","NA","NA","s","NA","349","59829","NA","NA","NA","349","NA","NA","NA","2","legacy","1024","2","48000","-16","experiment","SSSSS","1","odd","61790","NA","NA","89137","1942","NA","NA","90214","84060","1801","NA","NA","90218","NA","90323","90673","NA","NA","90323","NA","Flanker Task","13","5884","18","yes","1024"
"73.6842105263158","73.6842105263158","323.63157894736844","323.63157894736844","black","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","h","0","0","0","18","0","0","0","18","18","0","18","0","18","0","18","18","NA","NA","18","0","Sun Sep 25 14:32:14 2022","1500","The main experiment item","yes","NA","KH-Subject-1.osexp","/Users/keelihatcher/Desktop/Tarleton M.D./Advanced Quantitative Methods & Experimental Design","no","mono","no","18","no","white","no","no","768","legacy","18","18","/Users/keelihatcher/Desktop/Tarleton M.D./Advanced Quantitative Methods & Experimental Design/KH-subject-1.csv","legacy","Lentiform Loewenfeld","3.3.12","0","h","s","NA","NA","NA","h","NA","265","59829","NA","NA","NA","265","NA","NA","NA","2","legacy","1024","2","48000","-16","experiment","SSHSS","1","odd","61790","NA","NA","90677","1942","NA","NA","91754","84060","1801","NA","NA","91758","NA","91863","92128","NA","NA","91863","NA","Flanker Task","14","6149","19","yes","1024"
"75","75","331.35","331.35","black","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","s","0","0","0","19","0","0","0","19","19","0","19","0","19","0","19","19","NA","NA","19","0","Sun Sep 25 14:32:14 2022","1500","The main experiment item","yes","NA","KH-Subject-1.osexp","/Users/keelihatcher/Desktop/Tarleton M.D./Advanced Quantitative Methods & Experimental Design","no","mono","no","18","no","white","no","no","768","legacy","19","19","/Users/keelihatcher/Desktop/Tarleton M.D./Advanced Quantitative Methods & Experimental Design/KH-subject-1.csv","legacy","Lentiform Loewenfeld","3.3.12","0","s","s","NA","NA","NA","s","NA","478","59829","NA","NA","NA","478","NA","NA","NA","2","legacy","1024","2","48000","-16","experiment","HHSHH","1","odd","61790","NA","NA","92133","1942","NA","NA","93211","84060","1801","NA","NA","93215","NA","93321","93800","NA","NA","93321","NA","Flanker Task","15","6627","20","yes","1024"
"76.19047619047619","76.19047619047619","329.95238095238096","329.95238095238096","black","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","h","0","0","0","20","0","0","0","20","20","0","20","0","20","0","20","20","NA","NA","20","0","Sun Sep 25 14:32:14 2022","1500","The main experiment item","yes","NA","KH-Subject-1.osexp","/Users/keelihatcher/Desktop/Tarleton M.D./Advanced Quantitative Methods & Experimental Design","no","mono","no","18","no","white","no","no","768","legacy","20","20","/Users/keelihatcher/Desktop/Tarleton M.D./Advanced Quantitative Methods & Experimental Design/KH-subject-1.csv","legacy","Lentiform Loewenfeld","3.3.12","0","h","s","NA","NA","NA","h","NA","302","59829","NA","NA","NA","302","NA","NA","NA","2","legacy","1024","2","48000","-16","experiment","SSHSS","1","odd","61790","NA","NA","93804","1942","NA","NA","94886","84060","1801","NA","NA","94889","NA","94994","95297","NA","NA","94994","NA","Flanker Task","16","6929","21","yes","1024"
"77.27272727272727","77.27272727272727","329.59090909090907","329.59090909090907","black","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","s","0","0","0","21","0","0","0","21","21","0","21","0","21","0","21","21","NA","NA","21","0","Sun Sep 25 14:32:14 2022","1500","The main experiment item","yes","NA","KH-Subject-1.osexp","/Users/keelihatcher/Desktop/Tarleton M.D./Advanced Quantitative Methods & Experimental Design","no","mono","no","18","no","white","no","no","768","legacy","21","21","/Users/keelihatcher/Desktop/Tarleton M.D./Advanced Quantitative Methods & Experimental Design/KH-subject-1.csv","legacy","Lentiform Loewenfeld","3.3.12","0","s","s","NA","NA","NA","s","NA","322","59829","NA","NA","NA","322","NA","NA","NA","2","legacy","1024","2","48000","-16","experiment","SSSSS","1","odd","61790","NA","NA","95301","1942","NA","NA","96375","84060","1801","NA","NA","96379","NA","96484","96807","NA","NA","96484","NA","Flanker Task","17","7251","22","yes","1024"
"78.26086956521739","78.26086956521739","332.2608695652174","332.2608695652174","black","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","s","0","0","0","22","0","0","0","22","22","0","22","0","22","0","22","22","NA","NA","22","0","Sun Sep 25 14:32:14 2022","1500","The main experiment item","yes","NA","KH-Subject-1.osexp","/Users/keelihatcher/Desktop/Tarleton M.D./Advanced Quantitative Methods & Experimental Design","no","mono","no","18","no","white","no","no","768","legacy","22","22","/Users/keelihatcher/Desktop/Tarleton M.D./Advanced Quantitative Methods & Experimental Design/KH-subject-1.csv","legacy","Lentiform Loewenfeld","3.3.12","0","s","s","NA","NA","NA","s","NA","391","59829","NA","NA","NA","391","NA","NA","NA","2","legacy","1024","2","48000","-16","experiment","HHSHH","1","odd","61790","NA","NA","96811","1942","NA","NA","97895","84060","1801","NA","NA","97899","NA","98004","98396","NA","NA","98004","NA","Flanker Task","18","7642","23","yes","1024"
"79.16666666666667","79.16666666666667","330.8333333333333","330.8333333333333","black","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","h","0","0","0","23","0","0","0","23","23","0","23","0","23","0","23","23","NA","NA","23","0","Sun Sep 25 14:32:14 2022","1500","The main experiment item","yes","NA","KH-Subject-1.osexp","/Users/keelihatcher/Desktop/Tarleton M.D./Advanced Quantitative Methods & Experimental Design","no","mono","no","18","no","white","no","no","768","legacy","23","23","/Users/keelihatcher/Desktop/Tarleton M.D./Advanced Quantitative Methods & Experimental Design/KH-subject-1.csv","legacy","Lentiform Loewenfeld","3.3.12","0","h","s","NA","NA","NA","h","NA","298","59829","NA","NA","NA","298","NA","NA","NA","2","legacy","1024","2","48000","-16","experiment","SSHSS","1","odd","61790","NA","NA","98400","1942","NA","NA","99482","84060","1801","NA","NA","99486","NA","99591","99889","NA","NA","99591","NA","Flanker Task","19","7940","24","yes","1024"
"80","80","332.6","332.6","black","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","h","0","0","0","24","0","0","0","24","24","0","24","0","24","0","24","24","NA","NA","24","0","Sun Sep 25 14:32:14 2022","1500","The main experiment item","yes","NA","KH-Subject-1.osexp","/Users/keelihatcher/Desktop/Tarleton M.D./Advanced Quantitative Methods & Experimental Design","no","mono","no","18","no","white","no","no","768","legacy","24","24","/Users/keelihatcher/Desktop/Tarleton M.D./Advanced Quantitative Methods & Experimental Design/KH-subject-1.csv","legacy","Lentiform Loewenfeld","3.3.12","0","h","s","NA","NA","NA","h","NA","375","59829","NA","NA","NA","375","NA","NA","NA","2","legacy","1024","2","48000","-16","experiment","HHHHH","1","odd","61790","NA","NA","99894","1942","NA","NA","100971","84060","1801","NA","NA","100975","NA","101080","101456","NA","NA","101080","NA","Flanker Task","20","8315","25","yes","1024"
"80.76923076923077","80.76923076923077","330.2307692307692","330.2307692307692","black","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","s","0","0","0","25","0","0","0","25","25","0","25","0","25","0","25","25","NA","NA","25","0","Sun Sep 25 14:32:14 2022","1500","The main experiment item","yes","NA","KH-Subject-1.osexp","/Users/keelihatcher/Desktop/Tarleton M.D./Advanced Quantitative Methods & Experimental Design","no","mono","no","18","no","white","no","no","768","legacy","25","25","/Users/keelihatcher/Desktop/Tarleton M.D./Advanced Quantitative Methods & Experimental Design/KH-subject-1.csv","legacy","Lentiform Loewenfeld","3.3.12","0","s","s","NA","NA","NA","s","NA","271","59829","NA","NA","NA","271","NA","NA","NA","2","legacy","1024","2","48000","-16","experiment","SSSSS","1","odd","61790","NA","NA","101460","1942","NA","NA","102535","84060","1801","NA","NA","102539","NA","102644","102916","NA","NA","102644","NA","Flanker Task","21","8586","26","yes","1024"
"81.48148148148148","81.48148148148148","328.44444444444446","328.44444444444446","black","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","h","0","0","0","26","0","0","0","26","26","0","26","0","26","0","26","26","NA","NA","26","0","Sun Sep 25 14:32:14 2022","1500","The main experiment item","yes","NA","KH-Subject-1.osexp","/Users/keelihatcher/Desktop/Tarleton M.D./Advanced Quantitative Methods & Experimental Design","no","mono","no","18","no","white","no","no","768","legacy","26","26","/Users/keelihatcher/Desktop/Tarleton M.D./Advanced Quantitative Methods & Experimental Design/KH-subject-1.csv","legacy","Lentiform Loewenfeld","3.3.12","0","h","s","NA","NA","NA","h","NA","282","59829","NA","NA","NA","282","NA","NA","NA","2","legacy","1024","2","48000","-16","experiment","HHHHH","1","odd","61790","NA","NA","102920","1942","NA","NA","104006","84060","1801","NA","NA","104010","NA","104115","104398","NA","NA","104115","NA","Flanker Task","22","8868","27","yes","1024"
