"acc","accuracy","average_response_time","avg_rt","background","canvas_backend","clock_backend","color_backend","compensation","condition","coordinates","correct","correct_Instructions1","correct_keyboard_response","correct_response","count_Block1","count_Block2","count_Block3","count_ISI","count_Instructions1","count_Instructions2","count_Instructions3","count_Sequence","count_errorFeedback","count_experiment","count_faster","count_finish","count_fixation","count_getting_started","count_keyboard_response","count_logger","count_new_loop","count_new_sketchpad","count_stimulus","count_welcome","datetime","deadline","description","disable_garbage_collection","empty_column","experiment_file","experiment_path","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","fullscreen","height","keyboard_backend","live_row","live_row_Block1","logfile","mouse_backend","opensesame_codename","opensesame_version","repeat_cycle","response","response_Instructions1","response_Instructions2","response_Instructions3","response_finish","response_keyboard_response","response_new_sketchpad","response_time","response_time_Instructions1","response_time_Instructions2","response_time_Instructions3","response_time_finish","response_time_keyboard_response","response_time_new_sketchpad","response_time_welcome","response_welcome","round_decimals","sampler_backend","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","stimulus","subject_nr","subject_parity","time_Block1","time_Block2","time_Block3","time_ISI","time_Instructions1","time_Instructions2","time_Instructions3","time_Sequence","time_errorFeedback","time_experiment","time_faster","time_finish","time_fixation","time_getting_started","time_keyboard_response","time_logger","time_new_loop","time_new_sketchpad","time_stimulus","time_welcome","title","total_correct","total_response_time","total_responses","uniform_coordinates","width"
"90.9090909090909","90.9090909090909","593.0909090909091","593.0909090909091","black","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","s","0","0","0","10","0","0","0","10","10","0","10","0","10","0","10","10","NA","NA","10","0","Sun Sep 25 13:25:58 2022","1500","The main experiment item","yes","NA","KH-Subject-1.osexp","/Users/keelihatcher/Desktop/Tarleton M.D./Advanced Quantitative Methods & Experimental Design","no","mono","no","18","no","white","no","no","768","legacy","10","10","/Users/keelihatcher/Desktop/Tarleton M.D./Advanced Quantitative Methods & Experimental Design/KH-subject-4.csv","legacy","Lentiform Loewenfeld","3.3.12","0","s","s","NA","NA","NA","s","NA","553","108467","NA","NA","NA","553","NA","NA","NA","2","legacy","1024","2","48000","-16","experiment","HHSHH","4","even","110740","NA","NA","128113","2254","NA","NA","129189","120362","2123","NA","NA","129193","NA","129298","129852","NA","NA","129298","NA","Flanker Task","10","6524","11","yes","1024"
"91.66666666666667","91.66666666666667","585.25","585.25","black","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","s","0","0","0","11","0","0","0","11","11","0","11","0","11","0","11","11","NA","NA","11","0","Sun Sep 25 13:25:58 2022","1500","The main experiment item","yes","NA","KH-Subject-1.osexp","/Users/keelihatcher/Desktop/Tarleton M.D./Advanced Quantitative Methods & Experimental Design","no","mono","no","18","no","white","no","no","768","legacy","11","11","/Users/keelihatcher/Desktop/Tarleton M.D./Advanced Quantitative Methods & Experimental Design/KH-subject-4.csv","legacy","Lentiform Loewenfeld","3.3.12","0","s","s","NA","NA","NA","s","NA","499","108467","NA","NA","NA","499","NA","NA","NA","2","legacy","1024","2","48000","-16","experiment","HHSHH","4","even","110740","NA","NA","129856","2254","NA","NA","130932","120362","2123","NA","NA","130936","NA","131041","131541","NA","NA","131041","NA","Flanker Task","11","7023","12","yes","1024"
"92.3076923076923","92.3076923076923","575.1538461538462","575.1538461538462","black","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","s","0","0","0","12","0","0","0","12","12","0","12","0","12","0","12","12","NA","NA","12","0","Sun Sep 25 13:25:58 2022","1500","The main experiment item","yes","NA","KH-Subject-1.osexp","/Users/keelihatcher/Desktop/Tarleton M.D./Advanced Quantitative Methods & Experimental Design","no","mono","no","18","no","white","no","no","768","legacy","12","12","/Users/keelihatcher/Desktop/Tarleton M.D./Advanced Quantitative Methods & Experimental Design/KH-subject-4.csv","legacy","Lentiform Loewenfeld","3.3.12","0","s","s","NA","NA","NA","s","NA","454","108467","NA","NA","NA","454","NA","NA","NA","2","legacy","1024","2","48000","-16","experiment","HHSHH","4","even","110740","NA","NA","131545","2254","NA","NA","132630","120362","2123","NA","NA","132633","NA","132738","133193","NA","NA","132738","NA","Flanker Task","12","7477","13","yes","1024"
"92.85714285714286","92.85714285714286","567.0714285714286","567.0714285714286","black","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","s","0","0","0","13","0","0","0","13","13","0","13","0","13","0","13","13","NA","NA","13","0","Sun Sep 25 13:25:58 2022","1500","The main experiment item","yes","NA","KH-Subject-1.osexp","/Users/keelihatcher/Desktop/Tarleton M.D./Advanced Quantitative Methods & Experimental Design","no","mono","no","18","no","white","no","no","768","legacy","13","13","/Users/keelihatcher/Desktop/Tarleton M.D./Advanced Quantitative Methods & Experimental Design/KH-subject-4.csv","legacy","Lentiform Loewenfeld","3.3.12","0","s","s","NA","NA","NA","s","NA","462","108467","NA","NA","NA","462","NA","NA","NA","2","legacy","1024","2","48000","-16","experiment","HHSHH","4","even","110740","NA","NA","133197","2254","NA","NA","134281","120362","2123","NA","NA","134286","NA","134391","134853","NA","NA","134391","NA","Flanker Task","13","7939","14","yes","1024"
"93.33333333333333","93.33333333333333","561.1333333333333","561.1333333333333","black","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","s","0","0","0","14","0","0","0","14","14","0","14","0","14","0","14","14","NA","NA","14","0","Sun Sep 25 13:25:58 2022","1500","The main experiment item","yes","NA","KH-Subject-1.osexp","/Users/keelihatcher/Desktop/Tarleton M.D./Advanced Quantitative Methods & Experimental Design","no","mono","no","18","no","white","no","no","768","legacy","14","14","/Users/keelihatcher/Desktop/Tarleton M.D./Advanced Quantitative Methods & Experimental Design/KH-subject-4.csv","legacy","Lentiform Loewenfeld","3.3.12","0","s","s","NA","NA","NA","s","NA","478","108467","NA","NA","NA","478","NA","NA","NA","2","legacy","1024","2","48000","-16","experiment","SSSSS","4","even","110740","NA","NA","134858","2254","NA","NA","135935","120362","2123","NA","NA","135939","NA","136044","136523","NA","NA","136044","NA","Flanker Task","14","8417","15","yes","1024"
"93.75","93.75","550.25","550.25","black","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","h","0","0","0","15","0","0","0","15","15","0","15","0","15","0","15","15","NA","NA","15","0","Sun Sep 25 13:25:58 2022","1500","The main experiment item","yes","NA","KH-Subject-1.osexp","/Users/keelihatcher/Desktop/Tarleton M.D./Advanced Quantitative Methods & Experimental Design","no","mono","no","18","no","white","no","no","768","legacy","15","15","/Users/keelihatcher/Desktop/Tarleton M.D./Advanced Quantitative Methods & Experimental Design/KH-subject-4.csv","legacy","Lentiform Loewenfeld","3.3.12","0","h","s","NA","NA","NA","h","NA","387","108467","NA","NA","NA","387","NA","NA","NA","2","legacy","1024","2","48000","-16","experiment","SSHSS","4","even","110740","NA","NA","136527","2254","NA","NA","137606","120362","2123","NA","NA","137610","NA","137722","138110","NA","NA","137721","NA","Flanker Task","15","8804","16","yes","1024"
"94.11764705882354","94.11764705882354","553.2941176470588","553.2941176470588","black","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","s","0","0","0","16","0","0","0","16","16","0","16","0","16","0","16","16","NA","NA","16","0","Sun Sep 25 13:25:58 2022","1500","The main experiment item","yes","NA","KH-Subject-1.osexp","/Users/keelihatcher/Desktop/Tarleton M.D./Advanced Quantitative Methods & Experimental Design","no","mono","no","18","no","white","no","no","768","legacy","16","16","/Users/keelihatcher/Desktop/Tarleton M.D./Advanced Quantitative Methods & Experimental Design/KH-subject-4.csv","legacy","Lentiform Loewenfeld","3.3.12","0","s","s","NA","NA","NA","s","NA","602","108467","NA","NA","NA","602","NA","NA","NA","2","legacy","1024","2","48000","-16","experiment","SSSSS","4","even","110740","NA","NA","138114","2254","NA","NA","139197","120362","2123","NA","NA","139201","NA","139307","139910","NA","NA","139307","NA","Flanker Task","16","9406","17","yes","1024"
"94.44444444444444","94.44444444444444","551.6666666666666","551.6666666666666","black","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","h","0","0","0","17","0","0","0","17","17","0","17","0","17","0","17","17","NA","NA","17","0","Sun Sep 25 13:25:58 2022","1500","The main experiment item","yes","NA","KH-Subject-1.osexp","/Users/keelihatcher/Desktop/Tarleton M.D./Advanced Quantitative Methods & Experimental Design","no","mono","no","18","no","white","no","no","768","legacy","17","17","/Users/keelihatcher/Desktop/Tarleton M.D./Advanced Quantitative Methods & Experimental Design/KH-subject-4.csv","legacy","Lentiform Loewenfeld","3.3.12","0","h","s","NA","NA","NA","h","NA","524","108467","NA","NA","NA","524","NA","NA","NA","2","legacy","1024","2","48000","-16","experiment","HHHHH","4","even","110740","NA","NA","139914","2254","NA","NA","140992","120362","2123","NA","NA","140996","NA","141102","141627","NA","NA","141102","NA","Flanker Task","17","9930","18","yes","1024"
"94.73684210526316","94.73684210526316","548.3157894736842","548.3157894736842","black","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","s","0","0","0","18","0","0","0","18","18","0","18","0","18","0","18","18","NA","NA","18","0","Sun Sep 25 13:25:58 2022","1500","The main experiment item","yes","NA","KH-Subject-1.osexp","/Users/keelihatcher/Desktop/Tarleton M.D./Advanced Quantitative Methods & Experimental Design","no","mono","no","18","no","white","no","no","768","legacy","18","18","/Users/keelihatcher/Desktop/Tarleton M.D./Advanced Quantitative Methods & Experimental Design/KH-subject-4.csv","legacy","Lentiform Loewenfeld","3.3.12","0","s","s","NA","NA","NA","s","NA","488","108467","NA","NA","NA","488","NA","NA","NA","2","legacy","1024","2","48000","-16","experiment","SSSSS","4","even","110740","NA","NA","141630","2254","NA","NA","142710","120362","2123","NA","NA","142714","NA","142820","143309","NA","NA","142819","NA","Flanker Task","18","10418","19","yes","1024"
"95","95","551.65","551.65","black","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","h","0","0","0","19","0","0","0","19","19","0","19","0","19","0","19","19","NA","NA","19","0","Sun Sep 25 13:25:58 2022","1500","The main experiment item","yes","NA","KH-Subject-1.osexp","/Users/keelihatcher/Desktop/Tarleton M.D./Advanced Quantitative Methods & Experimental Design","no","mono","no","18","no","white","no","no","768","legacy","19","19","/Users/keelihatcher/Desktop/Tarleton M.D./Advanced Quantitative Methods & Experimental Design/KH-subject-4.csv","legacy","Lentiform Loewenfeld","3.3.12","0","h","s","NA","NA","NA","h","NA","615","108467","NA","NA","NA","615","NA","NA","NA","2","legacy","1024","2","48000","-16","experiment","HHHHH","4","even","110740","NA","NA","143313","2254","NA","NA","144391","120362","2123","NA","NA","144394","NA","144499","145115","NA","NA","144499","NA","Flanker Task","19","11033","20","yes","1024"
"95.23809523809524","95.23809523809524","553.0952380952381","553.0952380952381","black","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","h","0","0","0","20","0","0","0","20","20","0","20","0","20","0","20","20","NA","NA","20","0","Sun Sep 25 13:25:58 2022","1500","The main experiment item","yes","NA","KH-Subject-1.osexp","/Users/keelihatcher/Desktop/Tarleton M.D./Advanced Quantitative Methods & Experimental Design","no","mono","no","18","no","white","no","no","768","legacy","20","20","/Users/keelihatcher/Desktop/Tarleton M.D./Advanced Quantitative Methods & Experimental Design/KH-subject-4.csv","legacy","Lentiform Loewenfeld","3.3.12","0","h","s","NA","NA","NA","h","NA","582","108467","NA","NA","NA","582","NA","NA","NA","2","legacy","1024","2","48000","-16","experiment","HHHHH","4","even","110740","NA","NA","145119","2254","NA","NA","146197","120362","2123","NA","NA","146201","NA","146306","146889","NA","NA","146306","NA","Flanker Task","20","11615","21","yes","1024"
"95.45454545454545","95.45454545454545","551.5","551.5","black","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","s","0","0","0","21","0","0","0","21","21","0","21","0","21","0","21","21","NA","NA","21","0","Sun Sep 25 13:25:58 2022","1500","The main experiment item","yes","NA","KH-Subject-1.osexp","/Users/keelihatcher/Desktop/Tarleton M.D./Advanced Quantitative Methods & Experimental Design","no","mono","no","18","no","white","no","no","768","legacy","21","21","/Users/keelihatcher/Desktop/Tarleton M.D./Advanced Quantitative Methods & Experimental Design/KH-subject-4.csv","legacy","Lentiform Loewenfeld","3.3.12","0","s","s","NA","NA","NA","s","NA","518","108467","NA","NA","NA","518","NA","NA","NA","2","legacy","1024","2","48000","-16","experiment","SSSSS","4","even","110740","NA","NA","146893","2254","NA","NA","147982","120362","2123","NA","NA","147986","NA","148091","148610","NA","NA","148091","NA","Flanker Task","21","12133","22","yes","1024"
"95.65217391304348","95.65217391304348","560.4347826086956","560.4347826086956","black","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","s","0","0","0","22","0","0","0","22","22","0","22","0","22","0","22","22","NA","NA","22","0","Sun Sep 25 13:25:58 2022","1500","The main experiment item","yes","NA","KH-Subject-1.osexp","/Users/keelihatcher/Desktop/Tarleton M.D./Advanced Quantitative Methods & Experimental Design","no","mono","no","18","no","white","no","no","768","legacy","22","22","/Users/keelihatcher/Desktop/Tarleton M.D./Advanced Quantitative Methods & Experimental Design/KH-subject-4.csv","legacy","Lentiform Loewenfeld","3.3.12","0","s","s","NA","NA","NA","s","NA","757","108467","NA","NA","NA","757","NA","NA","NA","2","legacy","1024","2","48000","-16","experiment","HHSHH","4","even","110740","NA","NA","148614","2254","NA","NA","149691","120362","2123","NA","NA","149695","NA","149800","150558","NA","NA","149800","NA","Flanker Task","22","12890","23","yes","1024"
"95.83333333333333","95.83333333333333","560.6666666666666","560.6666666666666","black","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","s","0","0","0","23","0","0","0","23","23","0","23","0","23","0","23","23","NA","NA","23","0","Sun Sep 25 13:25:58 2022","1500","The main experiment item","yes","NA","KH-Subject-1.osexp","/Users/keelihatcher/Desktop/Tarleton M.D./Advanced Quantitative Methods & Experimental Design","no","mono","no","18","no","white","no","no","768","legacy","23","23","/Users/keelihatcher/Desktop/Tarleton M.D./Advanced Quantitative Methods & Experimental Design/KH-subject-4.csv","legacy","Lentiform Loewenfeld","3.3.12","0","s","s","NA","NA","NA","s","NA","566","108467","NA","NA","NA","566","NA","NA","NA","2","legacy","1024","2","48000","-16","experiment","HHSHH","4","even","110740","NA","NA","150562","2254","NA","NA","151638","120362","2123","NA","NA","151642","NA","151747","152314","NA","NA","151747","NA","Flanker Task","23","13456","24","yes","1024"
"96","96","559.04","559.04","black","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","s","0","0","0","24","0","0","0","24","24","0","24","0","24","0","24","24","NA","NA","24","0","Sun Sep 25 13:25:58 2022","1500","The main experiment item","yes","NA","KH-Subject-1.osexp","/Users/keelihatcher/Desktop/Tarleton M.D./Advanced Quantitative Methods & Experimental Design","no","mono","no","18","no","white","no","no","768","legacy","24","24","/Users/keelihatcher/Desktop/Tarleton M.D./Advanced Quantitative Methods & Experimental Design/KH-subject-4.csv","legacy","Lentiform Loewenfeld","3.3.12","0","s","s","NA","NA","NA","s","NA","520","108467","NA","NA","NA","520","NA","NA","NA","2","legacy","1024","2","48000","-16","experiment","HHSHH","4","even","110740","NA","NA","152318","2254","NA","NA","153398","120362","2123","NA","NA","153402","NA","153507","154028","NA","NA","153507","NA","Flanker Task","24","13976","25","yes","1024"
"96.15384615384616","96.15384615384616","559.3846153846154","559.3846153846154","black","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","h","0","0","0","25","0","0","0","25","25","0","25","0","25","0","25","25","NA","NA","25","0","Sun Sep 25 13:25:58 2022","1500","The main experiment item","yes","NA","KH-Subject-1.osexp","/Users/keelihatcher/Desktop/Tarleton M.D./Advanced Quantitative Methods & Experimental Design","no","mono","no","18","no","white","no","no","768","legacy","25","25","/Users/keelihatcher/Desktop/Tarleton M.D./Advanced Quantitative Methods & Experimental Design/KH-subject-4.csv","legacy","Lentiform Loewenfeld","3.3.12","0","h","s","NA","NA","NA","h","NA","568","108467","NA","NA","NA","568","NA","NA","NA","2","legacy","1024","2","48000","-16","experiment","SSHSS","4","even","110740","NA","NA","154032","2254","NA","NA","155109","120362","2123","NA","NA","155113","NA","155218","155787","NA","NA","155218","NA","Flanker Task","25","14544","26","yes","1024"
"96.29629629629629","96.29629629629629","558.8888888888889","558.8888888888889","black","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","h","0","0","0","26","0","0","0","26","26","0","26","0","26","0","26","26","NA","NA","26","0","Sun Sep 25 13:25:58 2022","1500","The main experiment item","yes","NA","KH-Subject-1.osexp","/Users/keelihatcher/Desktop/Tarleton M.D./Advanced Quantitative Methods & Experimental Design","no","mono","no","18","no","white","no","no","768","legacy","26","26","/Users/keelihatcher/Desktop/Tarleton M.D./Advanced Quantitative Methods & Experimental Design/KH-subject-4.csv","legacy","Lentiform Loewenfeld","3.3.12","0","h","s","NA","NA","NA","h","NA","546","108467","NA","NA","NA","546","NA","NA","NA","2","legacy","1024","2","48000","-16","experiment","HHHHH","4","even","110740","NA","NA","155792","2254","NA","NA","156864","120362","2123","NA","NA","156868","NA","156973","157520","NA","NA","156973","NA","Flanker Task","26","15090","27","yes","1024"
