"acc","accuracy","average_response_time","avg_rt","background","canvas_backend","clock_backend","color_backend","compensation","condition","coordinates","correct","correct_Instruction1","correct_keyboard_response","correct_response","count_Block1","count_Block2","count_Block3","count_Instruction1","count_errorfeedback","count_experiment","count_faster","count_finish","count_fixation","count_instructions2","count_instructions2_1","count_instructions3","count_instructions3_1","count_isi","count_keyboard_response","count_logger","count_new_sketchpad_1","count_sequence","count_sketchpad","count_stimulus","count_welcome","datetime","deadline","description","disable_garbage_collection","experiment_file","experiment_path","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","fullscreen","height","keyboard_backend","live_row","live_row_Block1","logfile","mouse_backend","opensesame_codename","opensesame_version","repeat_cycle","response","response_Instruction1","response_finish","response_instructions2","response_instructions2_1","response_instructions3","response_instructions3_1","response_keyboard_response","response_new_sketchpad_1","response_sketchpad","response_time","response_time_Instruction1","response_time_finish","response_time_instructions2","response_time_instructions2_1","response_time_instructions3","response_time_instructions3_1","response_time_keyboard_response","response_time_new_sketchpad_1","response_time_sketchpad","response_time_welcome","response_welcome","round_decimals","sampler_backend","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","stimulus","subject_nr","subject_parity","time_Block1","time_Block2","time_Block3","time_Instruction1","time_errorfeedback","time_experiment","time_faster","time_finish","time_fixation","time_instructions2","time_instructions2_1","time_instructions3","time_instructions3_1","time_isi","time_keyboard_response","time_logger","time_new_sketchpad_1","time_sequence","time_sketchpad","time_stimulus","time_welcome","title","total_correct","total_response_time","total_responses","uniform_coordinates","width"
"100","100","691.909090909","691.909090909","black","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","s","0","0","0","0","10","0","10","0","10","NA","0","NA","0","10","10","10","NA","10","NA","10","NA","09/21/22 18:46:26","1500","The main experiment item","yes","FlankerTask.osexp","C:\Users\olasa\OneDrive\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","10","10","C:/Users/olasa/OneDrive/Desktop/OL-subject-4.csv","legacy","Lentiform Loewenfeld","3.3.12","0","s","s","NA","NA","NA","NA","NA","s","NA","NA","558","25512","NA","NA","NA","NA","NA","558","NA","NA","NA","NA","2","legacy","1024","2","48000","-16","experiment","HHSHH","4","even","28763","NA","NA","3249","NA","3244","NA","NA","47730","NA","NA","NA","NA","46663","47832","48390","NA","47728","NA","47832","NA","Flanker Task","11","7611","11","yes","1024"
"100","100","678.666666667","678.666666667","black","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","h","0","0","0","0","11","0","11","0","11","NA","0","NA","0","11","11","11","NA","11","NA","11","NA","09/21/22 18:46:26","1500","The main experiment item","yes","FlankerTask.osexp","C:\Users\olasa\OneDrive\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","11","11","C:/Users/olasa/OneDrive/Desktop/OL-subject-4.csv","legacy","Lentiform Loewenfeld","3.3.12","0","h","s","NA","NA","NA","NA","NA","h","NA","NA","533","25512","NA","NA","NA","NA","NA","533","NA","NA","NA","NA","2","legacy","1024","2","48000","-16","experiment","HHHHH","4","even","28763","NA","NA","3249","NA","3244","NA","NA","49512","NA","NA","NA","NA","48421","49615","50149","NA","49509","NA","49615","NA","Flanker Task","12","8144","12","yes","1024"
"100","100","662.923076923","662.923076923","black","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","s","0","0","0","0","12","0","12","0","12","NA","0","NA","0","12","12","12","NA","12","NA","12","NA","09/21/22 18:46:26","1500","The main experiment item","yes","FlankerTask.osexp","C:\Users\olasa\OneDrive\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","12","12","C:/Users/olasa/OneDrive/Desktop/OL-subject-4.csv","legacy","Lentiform Loewenfeld","3.3.12","0","s","s","NA","NA","NA","NA","NA","s","NA","NA","474","25512","NA","NA","NA","NA","NA","474","NA","NA","NA","NA","2","legacy","1024","2","48000","-16","experiment","SSSSS","4","even","28763","NA","NA","3249","NA","3244","NA","NA","51233","NA","NA","NA","NA","50160","51336","51811","NA","51231","NA","51336","NA","Flanker Task","13","8618","13","yes","1024"
"100","100","656","656","black","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","h","0","0","0","0","13","0","13","0","13","NA","0","NA","0","13","13","13","NA","13","NA","13","NA","09/21/22 18:46:26","1500","The main experiment item","yes","FlankerTask.osexp","C:\Users\olasa\OneDrive\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","13","13","C:/Users/olasa/OneDrive/Desktop/OL-subject-4.csv","legacy","Lentiform Loewenfeld","3.3.12","0","h","s","NA","NA","NA","NA","NA","h","NA","NA","566","25512","NA","NA","NA","NA","NA","566","NA","NA","NA","NA","2","legacy","1024","2","48000","-16","experiment","SSHSS","4","even","28763","NA","NA","3249","NA","3244","NA","NA","52893","NA","NA","NA","NA","51821","52997","53564","NA","52892","NA","52997","NA","Flanker Task","14","9184","14","yes","1024"
"100","100","653.666666667","653.666666667","black","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","s","0","0","0","0","14","0","14","0","14","NA","0","NA","0","14","14","14","NA","14","NA","14","NA","09/21/22 18:46:26","1500","The main experiment item","yes","FlankerTask.osexp","C:\Users\olasa\OneDrive\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","14","14","C:/Users/olasa/OneDrive/Desktop/OL-subject-4.csv","legacy","Lentiform Loewenfeld","3.3.12","0","s","s","NA","NA","NA","NA","NA","s","NA","NA","621","25512","NA","NA","NA","NA","NA","621","NA","NA","NA","NA","2","legacy","1024","2","48000","-16","experiment","SSSSS","4","even","28763","NA","NA","3249","NA","3244","NA","NA","54656","NA","NA","NA","NA","53573","54759","55381","NA","54653","NA","54759","NA","Flanker Task","15","9805","15","yes","1024"
"100","100","655","655","black","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","h","0","0","0","0","15","0","15","0","15","NA","0","NA","0","15","15","15","NA","15","NA","15","NA","09/21/22 18:46:26","1500","The main experiment item","yes","FlankerTask.osexp","C:\Users\olasa\OneDrive\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","15","15","C:/Users/olasa/OneDrive/Desktop/OL-subject-4.csv","legacy","Lentiform Loewenfeld","3.3.12","0","h","s","NA","NA","NA","NA","NA","h","NA","NA","675","25512","NA","NA","NA","NA","NA","675","NA","NA","NA","NA","2","legacy","1024","2","48000","-16","experiment","SSHSS","4","even","28763","NA","NA","3249","NA","3244","NA","NA","56443","NA","NA","NA","NA","55389","56546","57222","NA","56441","NA","56546","NA","Flanker Task","16","10480","16","yes","1024"
"100","100","648.764705882","648.764705882","black","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","h","0","0","0","0","16","0","16","0","16","NA","0","NA","0","16","16","16","NA","16","NA","16","NA","09/21/22 18:46:26","1500","The main experiment item","yes","FlankerTask.osexp","C:\Users\olasa\OneDrive\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","16","16","C:/Users/olasa/OneDrive/Desktop/OL-subject-4.csv","legacy","Lentiform Loewenfeld","3.3.12","0","h","s","NA","NA","NA","NA","NA","h","NA","NA","549","25512","NA","NA","NA","NA","NA","549","NA","NA","NA","NA","2","legacy","1024","2","48000","-16","experiment","SSHSS","4","even","28763","NA","NA","3249","NA","3244","NA","NA","58304","NA","NA","NA","NA","57232","58407","58956","NA","58302","NA","58407","NA","Flanker Task","17","11029","17","yes","1024"
"100","100","638.333333333","638.333333333","black","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","h","0","0","0","0","17","0","17","0","17","NA","0","NA","0","17","17","17","NA","17","NA","17","NA","09/21/22 18:46:26","1500","The main experiment item","yes","FlankerTask.osexp","C:\Users\olasa\OneDrive\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","17","17","C:/Users/olasa/OneDrive/Desktop/OL-subject-4.csv","legacy","Lentiform Loewenfeld","3.3.12","0","h","s","NA","NA","NA","NA","NA","h","NA","NA","461","25512","NA","NA","NA","NA","NA","461","NA","NA","NA","NA","2","legacy","1024","2","48000","-16","experiment","SSHSS","4","even","28763","NA","NA","3249","NA","3244","NA","NA","60056","NA","NA","NA","NA","58960","60158","60621","NA","60053","NA","60158","NA","Flanker Task","18","11490","18","yes","1024"
"100","100","633","633","black","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","h","0","0","0","0","18","0","18","0","18","NA","0","NA","0","18","18","18","NA","18","NA","18","NA","09/21/22 18:46:26","1500","The main experiment item","yes","FlankerTask.osexp","C:\Users\olasa\OneDrive\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","18","18","C:/Users/olasa/OneDrive/Desktop/OL-subject-4.csv","legacy","Lentiform Loewenfeld","3.3.12","0","h","s","NA","NA","NA","NA","NA","h","NA","NA","537","25512","NA","NA","NA","NA","NA","537","NA","NA","NA","NA","2","legacy","1024","2","48000","-16","experiment","SSHSS","4","even","28763","NA","NA","3249","NA","3244","NA","NA","61705","NA","NA","NA","NA","60634","61808","62345","NA","61702","NA","61808","NA","Flanker Task","19","12027","19","yes","1024"
"100","100","636.5","636.5","black","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","s","0","0","0","0","19","0","19","0","19","NA","0","NA","0","19","19","19","NA","19","NA","19","NA","09/21/22 18:46:26","1500","The main experiment item","yes","FlankerTask.osexp","C:\Users\olasa\OneDrive\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","19","19","C:/Users/olasa/OneDrive/Desktop/OL-subject-4.csv","legacy","Lentiform Loewenfeld","3.3.12","0","s","s","NA","NA","NA","NA","NA","s","NA","NA","703","25512","NA","NA","NA","NA","NA","703","NA","NA","NA","NA","2","legacy","1024","2","48000","-16","experiment","HHSHH","4","even","28763","NA","NA","3249","NA","3244","NA","NA","63444","NA","NA","NA","NA","62375","63545","64249","NA","63442","NA","63545","NA","Flanker Task","20","12730","20","yes","1024"
"100","100","634.714285714","634.714285714","black","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","s","0","0","0","0","20","0","20","0","20","NA","0","NA","0","20","20","20","NA","20","NA","20","NA","09/21/22 18:46:26","1500","The main experiment item","yes","FlankerTask.osexp","C:\Users\olasa\OneDrive\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","20","20","C:/Users/olasa/OneDrive/Desktop/OL-subject-4.csv","legacy","Lentiform Loewenfeld","3.3.12","0","s","s","NA","NA","NA","NA","NA","s","NA","NA","599","25512","NA","NA","NA","NA","NA","599","NA","NA","NA","NA","2","legacy","1024","2","48000","-16","experiment","HHSHH","4","even","28763","NA","NA","3249","NA","3244","NA","NA","65330","NA","NA","NA","NA","64258","65432","66031","NA","65328","NA","65432","NA","Flanker Task","21","13329","21","yes","1024"
"100","100","638.863636364","638.863636364","black","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","s","0","0","0","0","21","0","21","0","21","NA","0","NA","0","21","21","21","NA","21","NA","21","NA","09/21/22 18:46:26","1500","The main experiment item","yes","FlankerTask.osexp","C:\Users\olasa\OneDrive\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","21","21","C:/Users/olasa/OneDrive/Desktop/OL-subject-4.csv","legacy","Lentiform Loewenfeld","3.3.12","0","s","s","NA","NA","NA","NA","NA","s","NA","NA","726","25512","NA","NA","NA","NA","NA","726","NA","NA","NA","NA","2","legacy","1024","2","48000","-16","experiment","HHSHH","4","even","28763","NA","NA","3249","NA","3244","NA","NA","67097","NA","NA","NA","NA","66040","67198","67925","NA","67095","NA","67198","NA","Flanker Task","22","14055","22","yes","1024"
"100","100","638.304347826","638.304347826","black","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","s","0","0","0","0","22","0","22","0","22","NA","0","NA","0","22","22","22","NA","22","NA","22","NA","09/21/22 18:46:26","1500","The main experiment item","yes","FlankerTask.osexp","C:\Users\olasa\OneDrive\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","22","22","C:/Users/olasa/OneDrive/Desktop/OL-subject-4.csv","legacy","Lentiform Loewenfeld","3.3.12","0","s","s","NA","NA","NA","NA","NA","s","NA","NA","626","25512","NA","NA","NA","NA","NA","626","NA","NA","NA","NA","2","legacy","1024","2","48000","-16","experiment","HHSHH","4","even","28763","NA","NA","3249","NA","3244","NA","NA","69003","NA","NA","NA","NA","67933","69106","69733","NA","69001","NA","69106","NA","Flanker Task","23","14681","23","yes","1024"
"100","100","647.041666667","647.041666667","black","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","s","0","0","0","0","23","0","23","0","23","NA","0","NA","0","23","23","23","NA","23","NA","23","NA","09/21/22 18:46:26","1500","The main experiment item","yes","FlankerTask.osexp","C:\Users\olasa\OneDrive\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","23","23","C:/Users/olasa/OneDrive/Desktop/OL-subject-4.csv","legacy","Lentiform Loewenfeld","3.3.12","0","s","s","NA","NA","NA","NA","NA","s","NA","NA","848","25512","NA","NA","NA","NA","NA","848","NA","NA","NA","NA","2","legacy","1024","2","48000","-16","experiment","SSSSS","4","even","28763","NA","NA","3249","NA","3244","NA","NA","70838","NA","NA","NA","NA","69742","70941","71790","NA","70835","NA","70941","NA","Flanker Task","24","15529","24","yes","1024"
"100","100","649.08","649.08","black","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","s","0","0","0","0","24","0","24","0","24","NA","0","NA","0","24","24","24","NA","24","NA","24","NA","09/21/22 18:46:26","1500","The main experiment item","yes","FlankerTask.osexp","C:\Users\olasa\OneDrive\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","24","24","C:/Users/olasa/OneDrive/Desktop/OL-subject-4.csv","legacy","Lentiform Loewenfeld","3.3.12","0","s","s","NA","NA","NA","NA","NA","s","NA","NA","698","25512","NA","NA","NA","NA","NA","698","NA","NA","NA","NA","2","legacy","1024","2","48000","-16","experiment","HHSHH","4","even","28763","NA","NA","3249","NA","3244","NA","NA","72872","NA","NA","NA","NA","71799","72975","73674","NA","72870","NA","72975","NA","Flanker Task","25","16227","25","yes","1024"
"100","100","650.807692308","650.807692308","black","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","h","0","0","0","0","25","0","25","0","25","NA","0","NA","0","25","25","25","NA","25","NA","25","NA","09/21/22 18:46:26","1500","The main experiment item","yes","FlankerTask.osexp","C:\Users\olasa\OneDrive\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","25","25","C:/Users/olasa/OneDrive/Desktop/OL-subject-4.csv","legacy","Lentiform Loewenfeld","3.3.12","0","h","s","NA","NA","NA","NA","NA","h","NA","NA","694","25512","NA","NA","NA","NA","NA","694","NA","NA","NA","NA","2","legacy","1024","2","48000","-16","experiment","SSHSS","4","even","28763","NA","NA","3249","NA","3244","NA","NA","74744","NA","NA","NA","NA","73683","74846","75540","NA","74741","NA","74845","NA","Flanker Task","26","16921","26","yes","1024"
"100","100","652.62962963","652.62962963","black","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","s","0","0","0","0","26","0","26","0","26","NA","0","NA","0","26","26","26","NA","26","NA","26","NA","09/21/22 18:46:26","1500","The main experiment item","yes","FlankerTask.osexp","C:\Users\olasa\OneDrive\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","26","26","C:/Users/olasa/OneDrive/Desktop/OL-subject-4.csv","legacy","Lentiform Loewenfeld","3.3.12","0","s","s","NA","NA","NA","NA","NA","s","NA","NA","700","25512","NA","NA","NA","NA","NA","700","NA","NA","NA","NA","2","legacy","1024","2","48000","-16","experiment","SSSSS","4","even","28763","NA","NA","3249","NA","3244","NA","NA","76620","NA","NA","NA","NA","75548","76724","77425","NA","76619","NA","76724","NA","Flanker Task","27","17621","27","yes","1024"
"100","100","654.678571429","654.678571429","black","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","h","0","0","0","0","27","0","27","0","27","NA","0","NA","0","27","27","27","NA","27","NA","27","NA","09/21/22 18:46:26","1500","The main experiment item","yes","FlankerTask.osexp","C:\Users\olasa\OneDrive\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","27","27","C:/Users/olasa/OneDrive/Desktop/OL-subject-4.csv","legacy","Lentiform Loewenfeld","3.3.12","0","h","s","NA","NA","NA","NA","NA","h","NA","NA","710","25512","NA","NA","NA","NA","NA","710","NA","NA","NA","NA","2","legacy","1024","2","48000","-16","experiment","HHHHH","4","even","28763","NA","NA","3249","NA","3244","NA","NA","78525","NA","NA","NA","NA","77455","78628","79339","NA","78524","NA","78628","NA","Flanker Task","28","18331","28","yes","1024"
"100","100","654.862068966","654.862068966","black","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","h","0","0","0","0","28","0","28","0","28","NA","0","NA","0","28","28","28","NA","28","NA","28","NA","09/21/22 18:46:26","1500","The main experiment item","yes","FlankerTask.osexp","C:\Users\olasa\OneDrive\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","28","28","C:/Users/olasa/OneDrive/Desktop/OL-subject-4.csv","legacy","Lentiform Loewenfeld","3.3.12","0","h","s","NA","NA","NA","NA","NA","h","NA","NA","660","25512","NA","NA","NA","NA","NA","660","NA","NA","NA","NA","2","legacy","1024","2","48000","-16","experiment","HHHHH","4","even","28763","NA","NA","3249","NA","3244","NA","NA","80442","NA","NA","NA","NA","79348","80544","81205","NA","80440","NA","80544","NA","Flanker Task","29","18991","29","yes","1024"
"100","100","653.333333333","653.333333333","black","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","h","0","0","0","0","29","0","29","0","29","NA","0","NA","0","29","29","29","NA","29","NA","29","NA","09/21/22 18:46:26","1500","The main experiment item","yes","FlankerTask.osexp","C:\Users\olasa\OneDrive\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","29","29","C:/Users/olasa/OneDrive/Desktop/OL-subject-4.csv","legacy","Lentiform Loewenfeld","3.3.12","0","h","s","NA","NA","NA","NA","NA","h","NA","NA","609","25512","NA","NA","NA","NA","NA","609","NA","NA","NA","NA","2","legacy","1024","2","48000","-16","experiment","HHHHH","4","even","28763","NA","NA","3249","NA","3244","NA","NA","82282","NA","NA","NA","NA","81211","82385","82995","NA","82281","NA","82385","NA","Flanker Task","30","19600","30","yes","1024"
