"acc","accuracy","average_response_time","avg_rt","background","canvas_backend","clock_backend","color_backend","condition","correct","correct_Instructions1","correct_Keyboard_response","correct_response","count_Block1","count_Block2","count_Block3","count_ErrorFeedback","count_Faster","count_Finish","count_Fixation","count_ISI","count_Instructions1","count_Instructions2","count_Instructions3","count_Keyboard_response","count_Logger","count_Sequence","count_Stimulus","count_experiment","datetime","deadline","description","disable_garbage_collection","experiment_file","experiment_path","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","fullscreen","height","keyboard_backend","live_row","live_row_Block1","logfile","mouse_backend","opensesame_codename","opensesame_version","repeat_cycle","response","response_Finish","response_Instructions1","response_Instructions2","response_Instructions3","response_Keyboard_response","response_time","response_time_Finish","response_time_Instructions1","response_time_Instructions2","response_time_Instructions3","response_time_Keyboard_response","round_decimals","sampler_backend","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","stimulus","subject_nr","subject_parity","time_Block1","time_Block2","time_Block3","time_ErrorFeedback","time_Faster","time_Finish","time_Fixation","time_ISI","time_Instructions1","time_Instructions2","time_Instructions3","time_Keyboard_response","time_Logger","time_Sequence","time_Stimulus","time_experiment","title","total_correct","total_response_time","total_responses","width"
"90","90","705","705","#3d3846","legacy","legacy","legacy","incongruent","1","undefined","1","h","0","0","0","10","10","0","10","10","0","0","0","10","10","10","10","0","Mon Sep 18 14:52:55 2023","1500","The main experiment item","False","FlankerEffectTest.osexp","C:/Users/stcka/OneDrive/Sam Docs/Psychology Program/AP Textbooks/Quantitative Methods","False","mono","False","18","no","white","no","yes","768","legacy","10","10","C:/Users/stcka/OneDrive/Sam Docs/Psychology Program/AP Textbooks/Quantitative Methods/SA-subject-1.csv","legacy","Melodramatic Milgram","4.0.5","0","h","NA","s","NA","NA","h","698.0","NA","7137","NA","NA","698","2","legacy","1024","2","48000","-16","experiment","SSHSS","1","odd","10559","NA","NA","23655","NA","NA","29529","28505","3421","NA","NA","29629","30327","29528","29629","3419","Flanker Effect Test","10","7759.0","11","1024"
"91","91","689","689","#3d3846","legacy","legacy","legacy","congruent","1","undefined","1","h","0","0","0","11","11","0","11","11","0","0","0","11","11","11","11","0","Mon Sep 18 14:52:55 2023","1500","The main experiment item","False","FlankerEffectTest.osexp","C:/Users/stcka/OneDrive/Sam Docs/Psychology Program/AP Textbooks/Quantitative Methods","False","mono","False","18","no","white","no","yes","768","legacy","11","11","C:/Users/stcka/OneDrive/Sam Docs/Psychology Program/AP Textbooks/Quantitative Methods/SA-subject-1.csv","legacy","Melodramatic Milgram","4.0.5","0","h","NA","s","NA","NA","h","520.0","NA","7137","NA","NA","520","2","legacy","1024","2","48000","-16","experiment","HHHHH","1","odd","10559","NA","NA","23655","NA","NA","31355","30332","3421","NA","NA","31455","31975","31352","31455","3419","Flanker Effect Test","11","8279.0","12","1024"
"92","92","689","689","#3d3846","legacy","legacy","legacy","incongruent","1","undefined","1","h","0","0","0","12","12","0","12","12","0","0","0","12","12","12","12","0","Mon Sep 18 14:52:55 2023","1500","The main experiment item","False","FlankerEffectTest.osexp","C:/Users/stcka/OneDrive/Sam Docs/Psychology Program/AP Textbooks/Quantitative Methods","False","mono","False","18","no","white","no","yes","768","legacy","12","12","C:/Users/stcka/OneDrive/Sam Docs/Psychology Program/AP Textbooks/Quantitative Methods/SA-subject-1.csv","legacy","Melodramatic Milgram","4.0.5","0","h","NA","s","NA","NA","h","686.0","NA","7137","NA","NA","686","2","legacy","1024","2","48000","-16","experiment","SSHSS","1","odd","10559","NA","NA","23655","NA","NA","33000","31980","3421","NA","NA","33101","33788","32999","33100","3419","Flanker Effect Test","12","8965.0","13","1024"
"92","92","678","678","#3d3846","legacy","legacy","legacy","congruent","1","undefined","1","h","0","0","0","13","13","0","13","13","0","0","0","13","13","13","13","0","Mon Sep 18 14:52:55 2023","1500","The main experiment item","False","FlankerEffectTest.osexp","C:/Users/stcka/OneDrive/Sam Docs/Psychology Program/AP Textbooks/Quantitative Methods","False","mono","False","18","no","white","no","yes","768","legacy","13","13","C:/Users/stcka/OneDrive/Sam Docs/Psychology Program/AP Textbooks/Quantitative Methods/SA-subject-1.csv","legacy","Melodramatic Milgram","4.0.5","0","h","NA","s","NA","NA","h","534.0","NA","7137","NA","NA","534","2","legacy","1024","2","48000","-16","experiment","HHHHH","1","odd","10559","NA","NA","23655","NA","NA","34814","33793","3421","NA","NA","34915","35449","34813","34915","3419","Flanker Effect Test","13","9499.0","14","1024"
"93","93","674","674","#3d3846","legacy","legacy","legacy","congruent","1","undefined","1","h","0","0","0","14","14","0","14","14","0","0","0","14","14","14","14","0","Mon Sep 18 14:52:55 2023","1500","The main experiment item","False","FlankerEffectTest.osexp","C:/Users/stcka/OneDrive/Sam Docs/Psychology Program/AP Textbooks/Quantitative Methods","False","mono","False","18","no","white","no","yes","768","legacy","14","14","C:/Users/stcka/OneDrive/Sam Docs/Psychology Program/AP Textbooks/Quantitative Methods/SA-subject-1.csv","legacy","Melodramatic Milgram","4.0.5","0","h","NA","s","NA","NA","h","621.0","NA","7137","NA","NA","621","2","legacy","1024","2","48000","-16","experiment","HHHHH","1","odd","10559","NA","NA","23655","NA","NA","36474","35454","3421","NA","NA","36574","37196","36473","36574","3419","Flanker Effect Test","14","10120.0","15","1024"
"93","93","665","665","#3d3846","legacy","legacy","legacy","incongruent","1","undefined","1","s","0","0","0","15","15","0","15","15","0","0","0","15","15","15","15","0","Mon Sep 18 14:52:55 2023","1500","The main experiment item","False","FlankerEffectTest.osexp","C:/Users/stcka/OneDrive/Sam Docs/Psychology Program/AP Textbooks/Quantitative Methods","False","mono","False","18","no","white","no","yes","768","legacy","15","15","C:/Users/stcka/OneDrive/Sam Docs/Psychology Program/AP Textbooks/Quantitative Methods/SA-subject-1.csv","legacy","Melodramatic Milgram","4.0.5","0","s","NA","s","NA","NA","s","534.0","NA","7137","NA","NA","534","2","legacy","1024","2","48000","-16","experiment","HHSHH","1","odd","10559","NA","NA","23655","NA","NA","38227","37201","3421","NA","NA","38328","38863","38226","38328","3419","Flanker Effect Test","15","10654.0","16","1024"
"94","94","661","661","#3d3846","legacy","legacy","legacy","incongruent","1","undefined","1","s","0","0","0","16","16","0","16","16","0","0","0","16","16","16","16","0","Mon Sep 18 14:52:55 2023","1500","The main experiment item","False","FlankerEffectTest.osexp","C:/Users/stcka/OneDrive/Sam Docs/Psychology Program/AP Textbooks/Quantitative Methods","False","mono","False","18","no","white","no","yes","768","legacy","16","16","C:/Users/stcka/OneDrive/Sam Docs/Psychology Program/AP Textbooks/Quantitative Methods/SA-subject-1.csv","legacy","Melodramatic Milgram","4.0.5","0","s","NA","s","NA","NA","s","587.0","NA","7137","NA","NA","587","2","legacy","1024","2","48000","-16","experiment","HHSHH","1","odd","10559","NA","NA","23655","NA","NA","39893","38868","3421","NA","NA","39994","40581","39892","39993","3419","Flanker Effect Test","16","11241.0","17","1024"
"94","94","650","650","#3d3846","legacy","legacy","legacy","incongruent","1","undefined","1","s","0","0","0","17","17","0","17","17","0","0","0","17","17","17","17","0","Mon Sep 18 14:52:55 2023","1500","The main experiment item","False","FlankerEffectTest.osexp","C:/Users/stcka/OneDrive/Sam Docs/Psychology Program/AP Textbooks/Quantitative Methods","False","mono","False","18","no","white","no","yes","768","legacy","17","17","C:/Users/stcka/OneDrive/Sam Docs/Psychology Program/AP Textbooks/Quantitative Methods/SA-subject-1.csv","legacy","Melodramatic Milgram","4.0.5","0","s","NA","s","NA","NA","s","468.0","NA","7137","NA","NA","468","2","legacy","1024","2","48000","-16","experiment","HHSHH","1","odd","10559","NA","NA","23655","NA","NA","41612","40586","3421","NA","NA","41713","42181","41611","41713","3419","Flanker Effect Test","17","11709.0","18","1024"
"94","94","645","645","#3d3846","legacy","legacy","legacy","incongruent","1","undefined","1","h","0","0","0","18","18","0","18","18","0","0","0","18","18","18","18","0","Mon Sep 18 14:52:55 2023","1500","The main experiment item","False","FlankerEffectTest.osexp","C:/Users/stcka/OneDrive/Sam Docs/Psychology Program/AP Textbooks/Quantitative Methods","False","mono","False","18","no","white","no","yes","768","legacy","18","18","C:/Users/stcka/OneDrive/Sam Docs/Psychology Program/AP Textbooks/Quantitative Methods/SA-subject-1.csv","legacy","Melodramatic Milgram","4.0.5","0","h","NA","s","NA","NA","h","554.0","NA","7137","NA","NA","554","2","legacy","1024","2","48000","-16","experiment","SSHSS","1","odd","10559","NA","NA","23655","NA","NA","43207","42186","3421","NA","NA","43308","43863","43205","43307","3419","Flanker Effect Test","18","12263.0","19","1024"
"95","95","644","644","#3d3846","legacy","legacy","legacy","incongruent","1","undefined","1","h","0","0","0","19","19","0","19","19","0","0","0","19","19","19","19","0","Mon Sep 18 14:52:55 2023","1500","The main experiment item","False","FlankerEffectTest.osexp","C:/Users/stcka/OneDrive/Sam Docs/Psychology Program/AP Textbooks/Quantitative Methods","False","mono","False","18","no","white","no","yes","768","legacy","19","19","C:/Users/stcka/OneDrive/Sam Docs/Psychology Program/AP Textbooks/Quantitative Methods/SA-subject-1.csv","legacy","Melodramatic Milgram","4.0.5","0","h","NA","s","NA","NA","h","617.0","NA","7137","NA","NA","617","2","legacy","1024","2","48000","-16","experiment","SSHSS","1","odd","10559","NA","NA","23655","NA","NA","44888","43867","3421","NA","NA","44988","45606","44887","44988","3419","Flanker Effect Test","19","12880.0","20","1024"
"95","95","636","636","#3d3846","legacy","legacy","legacy","congruent","1","undefined","1","s","0","0","0","20","20","0","20","20","0","0","0","20","20","20","20","0","Mon Sep 18 14:52:55 2023","1500","The main experiment item","False","FlankerEffectTest.osexp","C:/Users/stcka/OneDrive/Sam Docs/Psychology Program/AP Textbooks/Quantitative Methods","False","mono","False","18","no","white","no","yes","768","legacy","20","20","C:/Users/stcka/OneDrive/Sam Docs/Psychology Program/AP Textbooks/Quantitative Methods/SA-subject-1.csv","legacy","Melodramatic Milgram","4.0.5","0","s","NA","s","NA","NA","s","488.0","NA","7137","NA","NA","488","2","legacy","1024","2","48000","-16","experiment","SSSSS","1","odd","10559","NA","NA","23655","NA","NA","46632","45611","3421","NA","NA","46733","47222","46630","46733","3419","Flanker Effect Test","20","13368.0","21","1024"
"95","95","629","629","#3d3846","legacy","legacy","legacy","congruent","1","undefined","1","h","0","0","0","21","21","0","21","21","0","0","0","21","21","21","21","0","Mon Sep 18 14:52:55 2023","1500","The main experiment item","False","FlankerEffectTest.osexp","C:/Users/stcka/OneDrive/Sam Docs/Psychology Program/AP Textbooks/Quantitative Methods","False","mono","False","18","no","white","no","yes","768","legacy","21","21","C:/Users/stcka/OneDrive/Sam Docs/Psychology Program/AP Textbooks/Quantitative Methods/SA-subject-1.csv","legacy","Melodramatic Milgram","4.0.5","0","h","NA","s","NA","NA","h","479.0","NA","7137","NA","NA","479","2","legacy","1024","2","48000","-16","experiment","HHHHH","1","odd","10559","NA","NA","23655","NA","NA","48246","47227","3421","NA","NA","48347","48826","48245","48347","3419","Flanker Effect Test","21","13847.0","22","1024"
"95","95","623","623","#3d3846","legacy","legacy","legacy","incongruent","1","undefined","1","s","0","0","0","22","22","0","22","22","0","0","0","22","22","22","22","0","Mon Sep 18 14:52:55 2023","1500","The main experiment item","False","FlankerEffectTest.osexp","C:/Users/stcka/OneDrive/Sam Docs/Psychology Program/AP Textbooks/Quantitative Methods","False","mono","False","18","no","white","no","yes","768","legacy","22","22","C:/Users/stcka/OneDrive/Sam Docs/Psychology Program/AP Textbooks/Quantitative Methods/SA-subject-1.csv","legacy","Melodramatic Milgram","4.0.5","0","s","NA","s","NA","NA","s","504.0","NA","7137","NA","NA","504","2","legacy","1024","2","48000","-16","experiment","HHSHH","1","odd","10559","NA","NA","23655","NA","NA","49857","48831","3421","NA","NA","49958","50464","49856","49958","3419","Flanker Effect Test","22","14351.0","23","1024"
"95","95","618","618","#3d3846","legacy","legacy","legacy","congruent","1","undefined","1","s","0","0","0","23","23","0","23","23","0","0","0","23","23","23","23","0","Mon Sep 18 14:52:55 2023","1500","The main experiment item","False","FlankerEffectTest.osexp","C:/Users/stcka/OneDrive/Sam Docs/Psychology Program/AP Textbooks/Quantitative Methods","False","mono","False","18","no","white","no","yes","768","legacy","23","23","C:/Users/stcka/OneDrive/Sam Docs/Psychology Program/AP Textbooks/Quantitative Methods/SA-subject-1.csv","legacy","Melodramatic Milgram","4.0.5","0","s","NA","s","NA","NA","s","483.0","NA","7137","NA","NA","483","2","legacy","1024","2","48000","-16","experiment","SSSSS","1","odd","10559","NA","NA","23655","NA","NA","51492","50469","3421","NA","NA","51593","52077","51491","51593","3419","Flanker Effect Test","23","14834.0","24","1024"
"96","96","612","612","#3d3846","legacy","legacy","legacy","incongruent","1","undefined","1","h","0","0","0","24","24","0","24","24","0","0","0","24","24","24","24","0","Mon Sep 18 14:52:55 2023","1500","The main experiment item","False","FlankerEffectTest.osexp","C:/Users/stcka/OneDrive/Sam Docs/Psychology Program/AP Textbooks/Quantitative Methods","False","mono","False","18","no","white","no","yes","768","legacy","24","24","C:/Users/stcka/OneDrive/Sam Docs/Psychology Program/AP Textbooks/Quantitative Methods/SA-subject-1.csv","legacy","Melodramatic Milgram","4.0.5","0","h","NA","s","NA","NA","h","486.0","NA","7137","NA","NA","486","2","legacy","1024","2","48000","-16","experiment","SSHSS","1","odd","10559","NA","NA","23655","NA","NA","53104","52082","3421","NA","NA","53205","53692","53102","53205","3419","Flanker Effect Test","24","15320.0","25","1024"
"96","96","609","609","#3d3846","legacy","legacy","legacy","congruent","1","undefined","1","s","0","0","0","25","25","0","25","25","0","0","0","25","25","25","25","0","Mon Sep 18 14:52:55 2023","1500","The main experiment item","False","FlankerEffectTest.osexp","C:/Users/stcka/OneDrive/Sam Docs/Psychology Program/AP Textbooks/Quantitative Methods","False","mono","False","18","no","white","no","yes","768","legacy","25","25","C:/Users/stcka/OneDrive/Sam Docs/Psychology Program/AP Textbooks/Quantitative Methods/SA-subject-1.csv","legacy","Melodramatic Milgram","4.0.5","0","s","NA","s","NA","NA","s","515.0","NA","7137","NA","NA","515","2","legacy","1024","2","48000","-16","experiment","SSSSS","1","odd","10559","NA","NA","23655","NA","NA","54717","53697","3421","NA","NA","54818","55333","54716","54817","3419","Flanker Effect Test","25","15835.0","26","1024"
"96","96","609","609","#3d3846","legacy","legacy","legacy","incongruent","1","undefined","1","s","0","0","0","26","26","0","26","26","0","0","0","26","26","26","26","0","Mon Sep 18 14:52:55 2023","1500","The main experiment item","False","FlankerEffectTest.osexp","C:/Users/stcka/OneDrive/Sam Docs/Psychology Program/AP Textbooks/Quantitative Methods","False","mono","False","18","no","white","no","yes","768","legacy","26","26","C:/Users/stcka/OneDrive/Sam Docs/Psychology Program/AP Textbooks/Quantitative Methods/SA-subject-1.csv","legacy","Melodramatic Milgram","4.0.5","0","s","NA","s","NA","NA","s","633.0","NA","7137","NA","NA","633","2","legacy","1024","2","48000","-16","experiment","HHSHH","1","odd","10559","NA","NA","23655","NA","NA","56375","55350","3421","NA","NA","56476","57110","56374","56475","3419","Flanker Effect Test","26","16468.0","27","1024"
"96","96","606","606","#3d3846","legacy","legacy","legacy","congruent","1","undefined","1","h","0","0","0","27","27","0","27","27","0","0","0","27","27","27","27","0","Mon Sep 18 14:52:55 2023","1500","The main experiment item","False","FlankerEffectTest.osexp","C:/Users/stcka/OneDrive/Sam Docs/Psychology Program/AP Textbooks/Quantitative Methods","False","mono","False","18","no","white","no","yes","768","legacy","27","27","C:/Users/stcka/OneDrive/Sam Docs/Psychology Program/AP Textbooks/Quantitative Methods/SA-subject-1.csv","legacy","Melodramatic Milgram","4.0.5","0","h","NA","s","NA","NA","h","506.0","NA","7137","NA","NA","506","2","legacy","1024","2","48000","-16","experiment","HHHHH","1","odd","10559","NA","NA","23655","NA","NA","58134","57115","3421","NA","NA","58236","58742","58133","58236","3419","Flanker Effect Test","27","16974.0","28","1024"
"96","96","600","600","#3d3846","legacy","legacy","legacy","congruent","1","undefined","1","h","0","0","0","28","28","0","28","28","0","0","0","28","28","28","28","0","Mon Sep 18 14:52:55 2023","1500","The main experiment item","False","FlankerEffectTest.osexp","C:/Users/stcka/OneDrive/Sam Docs/Psychology Program/AP Textbooks/Quantitative Methods","False","mono","False","18","no","white","no","yes","768","legacy","28","28","C:/Users/stcka/OneDrive/Sam Docs/Psychology Program/AP Textbooks/Quantitative Methods/SA-subject-1.csv","legacy","Melodramatic Milgram","4.0.5","0","h","NA","s","NA","NA","h","452.0","NA","7137","NA","NA","452","2","legacy","1024","2","48000","-16","experiment","HHHHH","1","odd","10559","NA","NA","23655","NA","NA","59767","58747","3421","NA","NA","59868","60320","59766","59867","3419","Flanker Effect Test","28","17426.0","29","1024"
"96","96","597","597","#3d3846","legacy","legacy","legacy","congruent","1","undefined","1","h","0","0","0","29","29","0","29","29","0","0","0","29","29","29","29","0","Mon Sep 18 14:52:55 2023","1500","The main experiment item","False","FlankerEffectTest.osexp","C:/Users/stcka/OneDrive/Sam Docs/Psychology Program/AP Textbooks/Quantitative Methods","False","mono","False","18","no","white","no","yes","768","legacy","29","29","C:/Users/stcka/OneDrive/Sam Docs/Psychology Program/AP Textbooks/Quantitative Methods/SA-subject-1.csv","legacy","Melodramatic Milgram","4.0.5","0","h","NA","s","NA","NA","h","500.0","NA","7137","NA","NA","500","2","legacy","1024","2","48000","-16","experiment","HHHHH","1","odd","10559","NA","NA","23655","NA","NA","61345","60325","3421","NA","NA","61445","61946","61344","61445","3419","Flanker Effect Test","29","17926.0","30","1024"
"96","96","597","597","#3d3846","legacy","legacy","legacy","incongruent","1","undefined","1","s","0","0","0","30","30","0","30","30","0","0","0","30","30","30","30","0","Mon Sep 18 14:52:55 2023","1500","The main experiment item","False","FlankerEffectTest.osexp","C:/Users/stcka/OneDrive/Sam Docs/Psychology Program/AP Textbooks/Quantitative Methods","False","mono","False","18","no","white","no","yes","768","legacy","30","30","C:/Users/stcka/OneDrive/Sam Docs/Psychology Program/AP Textbooks/Quantitative Methods/SA-subject-1.csv","legacy","Melodramatic Milgram","4.0.5","0","s","NA","s","NA","NA","s","587.0","NA","7137","NA","NA","587","2","legacy","1024","2","48000","-16","experiment","HHSHH","1","odd","10559","NA","NA","23655","NA","NA","62975","61951","3421","NA","NA","63076","63663","62974","63076","3419","Flanker Effect Test","30","18513.0","31","1024"
