acc,accuracy,average_response_time,avg_rt,background,canvas_backend,clock_backend,color_backend,compensation,condition,coordinates,correct,correct_instructions1,correct_keyboard_response,correct_response,count_Block1,count_Block2,count_Block3,count_ISI,count_errorFeedback,count_experiment,count_faster,count_finish,count_fixation,count_instruction2,count_instruction3,count_instructions1,count_keyboard_response,count_logger,count_sequence,count_stimulus,datetime,deadline,description,disable_garbage_collection,experiment_file,experiment_path,font_bold,font_family,font_italic,font_size,font_underline,foreground,form_clicks,fullscreen,height,keyboard_backend,live_row,live_row_Block1,logfile,mouse_backend,opensesame_codename,opensesame_version,repeat_cycle,response,response_finish,response_instruction2,response_instruction3,response_instructions1,response_keyboard_response,response_time,response_time_finish,response_time_instruction2,response_time_instruction3,response_time_instructions1,response_time_keyboard_response,round_decimals,sampler_backend,sound_buf_size,sound_channels,sound_freq,sound_sample_size,start,stimulus,subject_nr,subject_parity,time_Block1,time_Block2,time_Block3,time_ISI,time_errorFeedback,time_experiment,time_faster,time_finish,time_fixation,time_instruction2,time_instruction3,time_instructions1,time_keyboard_response,time_logger,time_sequence,time_stimulus,title,total_correct,total_response_time,total_responses,uniform_coordinates,width
81.81818182,81.81818182,510.8181818,510.8181818,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,h,0,0,0,10,10,0,10,0,10,0,0,0,10,10,10,10,Thu Sep 22 13:00:18 2022,1500,The main experiment item,yes,Flanker_Task_by_Katherine_Hays.osexp,/Users/katherinehays/Desktop/PSYC 5316 - R and OpenSesame,no,mono,no,18,no,white,no,no,768,legacy,10,10,/Users/katherinehays/Desktop/PSYC 5316 - R and OpenSesame/subject-4.csv,legacy,Lentiform Loewenfeld,3.3.12,0,h,NA,NA,NA,s,h,404,NA,NA,NA,254185,404,2,legacy,1024,2,48000,-16,experiment,HHHHH,4,even,255820,NA,NA,272569,258665,1480,NA,NA,273609,NA,NA,1619,273713,274117,273605,273713,Flanker Task (by Katherine Hays),9,5619,11,yes,1024
83.33333333,83.33333333,503.3333333,503.3333333,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,h,0,0,0,11,11,0,11,0,11,0,0,0,11,11,11,11,Thu Sep 22 13:00:18 2022,1500,The main experiment item,yes,Flanker_Task_by_Katherine_Hays.osexp,/Users/katherinehays/Desktop/PSYC 5316 - R and OpenSesame,no,mono,no,18,no,white,no,no,768,legacy,11,11,/Users/katherinehays/Desktop/PSYC 5316 - R and OpenSesame/subject-4.csv,legacy,Lentiform Loewenfeld,3.3.12,0,h,NA,NA,NA,s,h,421,NA,NA,NA,254185,421,2,legacy,1024,2,48000,-16,experiment,HHHHH,4,even,255820,NA,NA,274121,258665,1480,NA,NA,275163,NA,NA,1619,275266,275688,275159,275266,Flanker Task (by Katherine Hays),10,6040,12,yes,1024
84.61538462,84.61538462,496.0769231,496.0769231,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,h,0,0,0,12,12,0,12,0,12,0,0,0,12,12,12,12,Thu Sep 22 13:00:18 2022,1500,The main experiment item,yes,Flanker_Task_by_Katherine_Hays.osexp,/Users/katherinehays/Desktop/PSYC 5316 - R and OpenSesame,no,mono,no,18,no,white,no,no,768,legacy,12,12,/Users/katherinehays/Desktop/PSYC 5316 - R and OpenSesame/subject-4.csv,legacy,Lentiform Loewenfeld,3.3.12,0,h,NA,NA,NA,s,h,409,NA,NA,NA,254185,409,2,legacy,1024,2,48000,-16,experiment,HHHHH,4,even,255820,NA,NA,275692,258665,1480,NA,NA,276734,NA,NA,1619,276838,277248,276730,276838,Flanker Task (by Katherine Hays),11,6449,13,yes,1024
85.71428571,85.71428571,494.8571429,494.8571429,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,s,0,0,0,13,13,0,13,0,13,0,0,0,13,13,13,13,Thu Sep 22 13:00:18 2022,1500,The main experiment item,yes,Flanker_Task_by_Katherine_Hays.osexp,/Users/katherinehays/Desktop/PSYC 5316 - R and OpenSesame,no,mono,no,18,no,white,no,no,768,legacy,13,13,/Users/katherinehays/Desktop/PSYC 5316 - R and OpenSesame/subject-4.csv,legacy,Lentiform Loewenfeld,3.3.12,0,s,NA,NA,NA,s,s,479,NA,NA,NA,254185,479,2,legacy,1024,2,48000,-16,experiment,HHSHH,4,even,255820,NA,NA,277252,258665,1480,NA,NA,278288,NA,NA,1619,278394,278874,278285,278394,Flanker Task (by Katherine Hays),12,6928,14,yes,1024
86.66666667,86.66666667,496.6666667,496.6666667,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,s,0,0,0,14,14,0,14,0,14,0,0,0,14,14,14,14,Thu Sep 22 13:00:18 2022,1500,The main experiment item,yes,Flanker_Task_by_Katherine_Hays.osexp,/Users/katherinehays/Desktop/PSYC 5316 - R and OpenSesame,no,mono,no,18,no,white,no,no,768,legacy,14,14,/Users/katherinehays/Desktop/PSYC 5316 - R and OpenSesame/subject-4.csv,legacy,Lentiform Loewenfeld,3.3.12,0,s,NA,NA,NA,s,s,522,NA,NA,NA,254185,522,2,legacy,1024,2,48000,-16,experiment,HHSHH,4,even,255820,NA,NA,278878,258665,1480,NA,NA,279920,NA,NA,1619,280023,280545,279915,280023,Flanker Task (by Katherine Hays),13,7450,15,yes,1024
87.5,87.5,491.0625,491.0625,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,s,0,0,0,15,15,0,15,0,15,0,0,0,15,15,15,15,Thu Sep 22 13:00:18 2022,1500,The main experiment item,yes,Flanker_Task_by_Katherine_Hays.osexp,/Users/katherinehays/Desktop/PSYC 5316 - R and OpenSesame,no,mono,no,18,no,white,no,no,768,legacy,15,15,/Users/katherinehays/Desktop/PSYC 5316 - R and OpenSesame/subject-4.csv,legacy,Lentiform Loewenfeld,3.3.12,0,s,NA,NA,NA,s,s,407,NA,NA,NA,254185,407,2,legacy,1024,2,48000,-16,experiment,HHSHH,4,even,255820,NA,NA,280549,258665,1480,NA,NA,281588,NA,NA,1619,281692,282100,281583,281692,Flanker Task (by Katherine Hays),14,7857,16,yes,1024
82.35294118,82.35294118,479.4117647,479.4117647,black,legacy,legacy,legacy,0,congruent,uniform,0,undefined,0,s,0,0,0,16,16,0,16,0,16,0,0,0,16,16,16,16,Thu Sep 22 13:00:18 2022,1500,The main experiment item,yes,Flanker_Task_by_Katherine_Hays.osexp,/Users/katherinehays/Desktop/PSYC 5316 - R and OpenSesame,no,mono,no,18,no,white,no,no,768,legacy,16,16,/Users/katherinehays/Desktop/PSYC 5316 - R and OpenSesame/subject-4.csv,legacy,Lentiform Loewenfeld,3.3.12,0,h,NA,NA,NA,s,h,293,NA,NA,NA,254185,293,2,legacy,1024,2,48000,-16,experiment,SSSSS,4,even,255820,NA,NA,282104,258665,1480,NA,NA,283145,NA,NA,1619,283249,283543,283141,283249,Flanker Task (by Katherine Hays),14,8150,17,yes,1024
77.77777778,77.77777778,472,472,black,legacy,legacy,legacy,0,congruent,uniform,0,undefined,0,s,0,0,0,17,17,0,17,0,17,0,0,0,17,17,17,17,Thu Sep 22 13:00:18 2022,1500,The main experiment item,yes,Flanker_Task_by_Katherine_Hays.osexp,/Users/katherinehays/Desktop/PSYC 5316 - R and OpenSesame,no,mono,no,18,no,white,no,no,768,legacy,17,17,/Users/katherinehays/Desktop/PSYC 5316 - R and OpenSesame/subject-4.csv,legacy,Lentiform Loewenfeld,3.3.12,0,h,NA,NA,NA,s,h,346,NA,NA,NA,254185,346,2,legacy,1024,2,48000,-16,experiment,SSSSS,4,even,255820,NA,NA,284050,283547,1480,NA,NA,285085,NA,NA,1619,285190,285536,285082,285190,Flanker Task (by Katherine Hays),14,8496,18,yes,1024
73.68421053,73.68421053,521.0526316,521.0526316,black,legacy,legacy,legacy,0,incongruent,uniform,0,undefined,0,s,0,0,0,18,18,0,18,0,18,0,0,0,18,18,18,18,Thu Sep 22 13:00:18 2022,1500,The main experiment item,yes,Flanker_Task_by_Katherine_Hays.osexp,/Users/katherinehays/Desktop/PSYC 5316 - R and OpenSesame,no,mono,no,18,no,white,no,no,768,legacy,18,18,/Users/katherinehays/Desktop/PSYC 5316 - R and OpenSesame/subject-4.csv,legacy,Lentiform Loewenfeld,3.3.12,0,h,NA,NA,NA,s,h,1404,NA,NA,NA,254185,1404,2,legacy,1024,2,48000,-16,experiment,HHSHH,4,even,255820,NA,NA,286045,285540,1480,NA,NA,287096,NA,NA,1619,287200,288605,287092,287200,Flanker Task (by Katherine Hays),14,9900,19,yes,1024
75,75,516.75,516.75,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,s,0,0,0,19,19,0,19,0,19,0,0,0,19,19,19,19,Thu Sep 22 13:00:18 2022,1500,The main experiment item,yes,Flanker_Task_by_Katherine_Hays.osexp,/Users/katherinehays/Desktop/PSYC 5316 - R and OpenSesame,no,mono,no,18,no,white,no,no,768,legacy,19,19,/Users/katherinehays/Desktop/PSYC 5316 - R and OpenSesame/subject-4.csv,legacy,Lentiform Loewenfeld,3.3.12,0,s,NA,NA,NA,s,s,435,NA,NA,NA,254185,435,2,legacy,1024,2,48000,-16,experiment,SSSSS,4,even,255820,NA,NA,289113,288609,1480,NA,NA,290150,NA,NA,1619,290255,290691,290146,290255,Flanker Task (by Katherine Hays),15,10335,20,yes,1024
76.19047619,76.19047619,511.9047619,511.9047619,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,s,0,0,0,20,20,0,20,0,20,0,0,0,20,20,20,20,Thu Sep 22 13:00:18 2022,1500,The main experiment item,yes,Flanker_Task_by_Katherine_Hays.osexp,/Users/katherinehays/Desktop/PSYC 5316 - R and OpenSesame,no,mono,no,18,no,white,no,no,768,legacy,20,20,/Users/katherinehays/Desktop/PSYC 5316 - R and OpenSesame/subject-4.csv,legacy,Lentiform Loewenfeld,3.3.12,0,s,NA,NA,NA,s,s,415,NA,NA,NA,254185,415,2,legacy,1024,2,48000,-16,experiment,SSSSS,4,even,255820,NA,NA,290695,288609,1480,NA,NA,291736,NA,NA,1619,291840,292256,291731,291840,Flanker Task (by Katherine Hays),16,10750,21,yes,1024
77.27272727,77.27272727,511.2727273,511.2727273,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,s,0,0,0,21,21,0,21,0,21,0,0,0,21,21,21,21,Thu Sep 22 13:00:18 2022,1500,The main experiment item,yes,Flanker_Task_by_Katherine_Hays.osexp,/Users/katherinehays/Desktop/PSYC 5316 - R and OpenSesame,no,mono,no,18,no,white,no,no,768,legacy,21,21,/Users/katherinehays/Desktop/PSYC 5316 - R and OpenSesame/subject-4.csv,legacy,Lentiform Loewenfeld,3.3.12,0,s,NA,NA,NA,s,s,498,NA,NA,NA,254185,498,2,legacy,1024,2,48000,-16,experiment,SSSSS,4,even,255820,NA,NA,292260,288609,1480,NA,NA,293301,NA,NA,1619,293405,293904,293296,293405,Flanker Task (by Katherine Hays),17,11248,22,yes,1024
78.26086957,78.26086957,504.9565217,504.9565217,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,s,0,0,0,22,22,0,22,0,22,0,0,0,22,22,22,22,Thu Sep 22 13:00:18 2022,1500,The main experiment item,yes,Flanker_Task_by_Katherine_Hays.osexp,/Users/katherinehays/Desktop/PSYC 5316 - R and OpenSesame,no,mono,no,18,no,white,no,no,768,legacy,22,22,/Users/katherinehays/Desktop/PSYC 5316 - R and OpenSesame/subject-4.csv,legacy,Lentiform Loewenfeld,3.3.12,0,s,NA,NA,NA,s,s,366,NA,NA,NA,254185,366,2,legacy,1024,2,48000,-16,experiment,SSSSS,4,even,255820,NA,NA,293908,288609,1480,NA,NA,294948,NA,NA,1619,295052,295419,294943,295052,Flanker Task (by Katherine Hays),18,11614,23,yes,1024
79.16666667,79.16666667,496.75,496.75,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,s,0,0,0,23,23,0,23,0,23,0,0,0,23,23,23,23,Thu Sep 22 13:00:18 2022,1500,The main experiment item,yes,Flanker_Task_by_Katherine_Hays.osexp,/Users/katherinehays/Desktop/PSYC 5316 - R and OpenSesame,no,mono,no,18,no,white,no,no,768,legacy,23,23,/Users/katherinehays/Desktop/PSYC 5316 - R and OpenSesame/subject-4.csv,legacy,Lentiform Loewenfeld,3.3.12,0,s,NA,NA,NA,s,s,308,NA,NA,NA,254185,308,2,legacy,1024,2,48000,-16,experiment,SSSSS,4,even,255820,NA,NA,295423,288609,1480,NA,NA,296463,NA,NA,1619,296567,296876,296458,296567,Flanker Task (by Katherine Hays),19,11922,24,yes,1024
80,80,492.72,492.72,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,s,0,0,0,24,24,0,24,0,24,0,0,0,24,24,24,24,Thu Sep 22 13:00:18 2022,1500,The main experiment item,yes,Flanker_Task_by_Katherine_Hays.osexp,/Users/katherinehays/Desktop/PSYC 5316 - R and OpenSesame,no,mono,no,18,no,white,no,no,768,legacy,24,24,/Users/katherinehays/Desktop/PSYC 5316 - R and OpenSesame/subject-4.csv,legacy,Lentiform Loewenfeld,3.3.12,0,s,NA,NA,NA,s,s,396,NA,NA,NA,254185,396,2,legacy,1024,2,48000,-16,experiment,SSSSS,4,even,255820,NA,NA,296880,288609,1480,NA,NA,297916,NA,NA,1619,298021,298418,297912,298020,Flanker Task (by Katherine Hays),20,12318,25,yes,1024
76.92307692,76.92307692,488.4615385,488.4615385,black,legacy,legacy,legacy,0,incongruent,uniform,0,undefined,0,h,0,0,0,25,25,0,25,0,25,0,0,0,25,25,25,25,Thu Sep 22 13:00:18 2022,1500,The main experiment item,yes,Flanker_Task_by_Katherine_Hays.osexp,/Users/katherinehays/Desktop/PSYC 5316 - R and OpenSesame,no,mono,no,18,no,white,no,no,768,legacy,25,25,/Users/katherinehays/Desktop/PSYC 5316 - R and OpenSesame/subject-4.csv,legacy,Lentiform Loewenfeld,3.3.12,0,s,NA,NA,NA,s,s,382,NA,NA,NA,254185,382,2,legacy,1024,2,48000,-16,experiment,SSHSS,4,even,255820,NA,NA,298422,288609,1480,NA,NA,299461,NA,NA,1619,299565,299948,299457,299565,Flanker Task (by Katherine Hays),20,12700,26,yes,1024
77.77777778,77.77777778,504.4444444,504.4444444,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,s,0,0,0,26,26,0,26,0,26,0,0,0,26,26,26,26,Thu Sep 22 13:00:18 2022,1500,The main experiment item,yes,Flanker_Task_by_Katherine_Hays.osexp,/Users/katherinehays/Desktop/PSYC 5316 - R and OpenSesame,no,mono,no,18,no,white,no,no,768,legacy,26,26,/Users/katherinehays/Desktop/PSYC 5316 - R and OpenSesame/subject-4.csv,legacy,Lentiform Loewenfeld,3.3.12,0,s,NA,NA,NA,s,s,920,NA,NA,NA,254185,920,2,legacy,1024,2,48000,-16,experiment,HHSHH,4,even,255820,NA,NA,300456,299952,1480,NA,NA,301496,NA,NA,1619,301600,302521,301491,301600,Flanker Task (by Katherine Hays),21,13620,27,yes,1024
78.57142857,78.57142857,521.75,521.75,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,s,0,0,0,27,27,0,27,0,27,0,0,0,27,27,27,27,Thu Sep 22 13:00:18 2022,1500,The main experiment item,yes,Flanker_Task_by_Katherine_Hays.osexp,/Users/katherinehays/Desktop/PSYC 5316 - R and OpenSesame,no,mono,no,18,no,white,no,no,768,legacy,27,27,/Users/katherinehays/Desktop/PSYC 5316 - R and OpenSesame/subject-4.csv,legacy,Lentiform Loewenfeld,3.3.12,0,s,NA,NA,NA,s,s,989,NA,NA,NA,254185,989,2,legacy,1024,2,48000,-16,experiment,SSSSS,4,even,255820,NA,NA,302525,299952,1480,NA,NA,303567,NA,NA,1619,303670,304659,303562,303670,Flanker Task (by Katherine Hays),22,14609,28,yes,1024
79.31034483,79.31034483,521.3103448,521.3103448,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,h,0,0,0,28,28,0,28,0,28,0,0,0,28,28,28,28,Thu Sep 22 13:00:18 2022,1500,The main experiment item,yes,Flanker_Task_by_Katherine_Hays.osexp,/Users/katherinehays/Desktop/PSYC 5316 - R and OpenSesame,no,mono,no,18,no,white,no,no,768,legacy,28,28,/Users/katherinehays/Desktop/PSYC 5316 - R and OpenSesame/subject-4.csv,legacy,Lentiform Loewenfeld,3.3.12,0,h,NA,NA,NA,s,h,509,NA,NA,NA,254185,509,2,legacy,1024,2,48000,-16,experiment,HHHHH,4,even,255820,NA,NA,304663,299952,1480,NA,NA,305700,NA,NA,1619,305805,306315,305696,305805,Flanker Task (by Katherine Hays),23,15118,29,yes,1024
80,80,516.1333333,516.1333333,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,h,0,0,0,29,29,0,29,0,29,0,0,0,29,29,29,29,Thu Sep 22 13:00:18 2022,1500,The main experiment item,yes,Flanker_Task_by_Katherine_Hays.osexp,/Users/katherinehays/Desktop/PSYC 5316 - R and OpenSesame,no,mono,no,18,no,white,no,no,768,legacy,29,29,/Users/katherinehays/Desktop/PSYC 5316 - R and OpenSesame/subject-4.csv,legacy,Lentiform Loewenfeld,3.3.12,0,h,NA,NA,NA,s,h,366,NA,NA,NA,254185,366,2,legacy,1024,2,48000,-16,experiment,HHHHH,4,even,255820,NA,NA,306319,299952,1480,NA,NA,307361,NA,NA,1619,307465,307831,307356,307465,Flanker Task (by Katherine Hays),24,15484,30,yes,1024
77.41935484,77.41935484,515.8387097,515.8387097,black,legacy,legacy,legacy,0,incongruent,uniform,0,undefined,0,h,0,0,0,30,30,0,30,0,30,0,0,0,30,30,30,30,Thu Sep 22 13:00:18 2022,1500,The main experiment item,yes,Flanker_Task_by_Katherine_Hays.osexp,/Users/katherinehays/Desktop/PSYC 5316 - R and OpenSesame,no,mono,no,18,no,white,no,no,768,legacy,30,30,/Users/katherinehays/Desktop/PSYC 5316 - R and OpenSesame/subject-4.csv,legacy,Lentiform Loewenfeld,3.3.12,0,s,NA,NA,NA,s,s,507,NA,NA,NA,254185,507,2,legacy,1024,2,48000,-16,experiment,SSHSS,4,even,255820,NA,NA,307836,299952,1480,NA,NA,308876,NA,NA,1619,308979,309487,308871,308979,Flanker Task (by Katherine Hays),24,15991,31,yes,1024
