acc,accuracy,average_response_time,avg_rt,background,canvas_backend,clock_backend,color_backend,compensation,condition,coordinates,correct,correct_Instructions1,correct_keyboardresponse,correct_response,count_Block1,count_Block2,count_Finish,count_Fixation,count_ISI,count_Instructions1,count_Instructions2,count_Instructions3,count_Sequence,count_Stimulus,count_block3,count_errorFeedback,count_experiment,count_faster,count_getting_started,count_keyboardresponse,count_logger,count_welcome,datetime,deadline,description,disable_garbage_collection,experiment_file,experiment_path,font_bold,font_family,font_italic,font_size,font_underline,foreground,form_clicks,fullscreen,height,keyboard_backend,live_row,live_row_Block1,logfile,mouse_backend,opensesame_codename,opensesame_version,repeat_cycle,response,response_Finish,response_Instructions1,response_Instructions2,response_Instructions3,response_keyboardresponse,response_time,response_time_Finish,response_time_Instructions1,response_time_Instructions2,response_time_Instructions3,response_time_keyboardresponse,response_time_welcome,response_welcome,round_decimals,sampler_backend,sound_buf_size,sound_channels,sound_freq,sound_sample_size,start,stimulus,subject_nr,subject_parity,time_Block1,time_Block2,time_Finish,time_Fixation,time_ISI,time_Instructions1,time_Instructions2,time_Instructions3,time_Sequence,time_Stimulus,time_block3,time_errorFeedback,time_experiment,time_faster,time_getting_started,time_keyboardresponse,time_logger,time_welcome,title,total_correct,total_response_time,total_responses,uniform_coordinates,width
81.81818182,81.81818182,409,409,#000000,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,s,0,0,0,10,10,0,0,0,10,10,0,10,0,10,NA,10,10,NA,9/26/2021 18:23,1500,The main experiment item,yes,Lab21TestFlankerTask.osexp,C:\Users\mmcel\OneDrive\GRAD SCHOOL\fall 2021\Advanced Quant,no,mono,no,18,no,#ffffff,no,yes,768,legacy,10,10,C:/Users/mmcel/OneDrive/GRAD SCHOOL/fall 2021/Advanced Quant/MM-Subject-4.csv,legacy,Lentiform Loewenfeld,3.3.9,0,s,NA,h,NA,NA,s,416,NA,5729,NA,NA,416,NA,NA,2,legacy,1024,2,48000,-16,experiment,SSSSS,4,even,9104,NA,NA,27562,26453,3374,NA,NA,27560,27666,NA,17645,3371,NA,NA,27666,28082,NA,Lab 2.1 Test Flanker Task,9,4499,11,yes,1024
83.33333333,83.33333333,409.1666667,409.1666667,#000000,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,s,0,0,0,11,11,0,0,0,11,11,0,11,0,11,NA,11,11,NA,9/26/2021 18:23,1500,The main experiment item,yes,Lab21TestFlankerTask.osexp,C:\Users\mmcel\OneDrive\GRAD SCHOOL\fall 2021\Advanced Quant,no,mono,no,18,no,#ffffff,no,yes,768,legacy,11,11,C:/Users/mmcel/OneDrive/GRAD SCHOOL/fall 2021/Advanced Quant/MM-Subject-4.csv,legacy,Lentiform Loewenfeld,3.3.9,0,s,NA,h,NA,NA,s,411,NA,5729,NA,NA,411,NA,NA,2,legacy,1024,2,48000,-16,experiment,SSSSS,4,even,9104,NA,NA,29231,28151,3374,NA,NA,29229,29335,NA,17645,3371,NA,NA,29335,29747,NA,Lab 2.1 Test Flanker Task,10,4910,12,yes,1024
84.61538462,84.61538462,416.6923077,416.6923077,#000000,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,s,0,0,0,12,12,0,0,0,12,12,0,12,0,12,NA,12,12,NA,9/26/2021 18:23,1500,The main experiment item,yes,Lab21TestFlankerTask.osexp,C:\Users\mmcel\OneDrive\GRAD SCHOOL\fall 2021\Advanced Quant,no,mono,no,18,no,#ffffff,no,yes,768,legacy,12,12,C:/Users/mmcel/OneDrive/GRAD SCHOOL/fall 2021/Advanced Quant/MM-Subject-4.csv,legacy,Lentiform Loewenfeld,3.3.9,0,s,NA,h,NA,NA,s,507,NA,5729,NA,NA,507,NA,NA,2,legacy,1024,2,48000,-16,experiment,HHSHH,4,even,9104,NA,NA,30895,29764,3374,NA,NA,30893,30996,NA,17645,3371,NA,NA,30996,31503,NA,Lab 2.1 Test Flanker Task,11,5417,13,yes,1024
85.71428571,85.71428571,413.3571429,413.3571429,#000000,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,h,0,0,0,13,13,0,0,0,13,13,0,13,0,13,NA,13,13,NA,9/26/2021 18:23,1500,The main experiment item,yes,Lab21TestFlankerTask.osexp,C:\Users\mmcel\OneDrive\GRAD SCHOOL\fall 2021\Advanced Quant,no,mono,no,18,no,#ffffff,no,yes,768,legacy,13,13,C:/Users/mmcel/OneDrive/GRAD SCHOOL/fall 2021/Advanced Quant/MM-Subject-4.csv,legacy,Lentiform Loewenfeld,3.3.9,0,h,NA,h,NA,NA,h,370,NA,5729,NA,NA,370,NA,NA,2,legacy,1024,2,48000,-16,experiment,HHHHH,4,even,9104,NA,NA,32654,31532,3374,NA,NA,32652,32759,NA,17645,3371,NA,NA,32760,33130,NA,Lab 2.1 Test Flanker Task,12,5787,14,yes,1024
80,80,412.3333333,412.3333333,#000000,legacy,legacy,legacy,0,incongruent,uniform,0,undefined,0,s,0,0,0,14,14,0,0,0,14,14,0,14,0,14,NA,14,14,NA,9/26/2021 18:23,1500,The main experiment item,yes,Lab21TestFlankerTask.osexp,C:\Users\mmcel\OneDrive\GRAD SCHOOL\fall 2021\Advanced Quant,no,mono,no,18,no,#ffffff,no,yes,768,legacy,14,14,C:/Users/mmcel/OneDrive/GRAD SCHOOL/fall 2021/Advanced Quant/MM-Subject-4.csv,legacy,Lentiform Loewenfeld,3.3.9,0,h,NA,h,NA,NA,h,398,NA,5729,NA,NA,398,NA,NA,2,legacy,1024,2,48000,-16,experiment,HHSHH,4,even,9104,NA,NA,34285,33176,3374,NA,NA,34283,34390,NA,17645,3371,NA,NA,34390,34788,NA,Lab 2.1 Test Flanker Task,12,6185,15,yes,1024
75,75,409.6875,409.6875,#000000,legacy,legacy,legacy,0,incongruent,uniform,0,undefined,0,h,0,0,0,15,15,0,0,0,15,15,0,15,0,15,NA,15,15,NA,9/26/2021 18:23,1500,The main experiment item,yes,Lab21TestFlankerTask.osexp,C:\Users\mmcel\OneDrive\GRAD SCHOOL\fall 2021\Advanced Quant,no,mono,no,18,no,#ffffff,no,yes,768,legacy,15,15,C:/Users/mmcel/OneDrive/GRAD SCHOOL/fall 2021/Advanced Quant/MM-Subject-4.csv,legacy,Lentiform Loewenfeld,3.3.9,0,s,NA,h,NA,NA,s,370,NA,5729,NA,NA,370,NA,NA,2,legacy,1024,2,48000,-16,experiment,SSHSS,4,even,9104,NA,NA,36470,35352,3374,NA,NA,36468,36576,NA,34847,3371,NA,NA,36576,36946,NA,Lab 2.1 Test Flanker Task,12,6555,16,yes,1024
70.58823529,70.58823529,411.7647059,411.7647059,#000000,legacy,legacy,legacy,0,incongruent,uniform,0,undefined,0,s,0,0,0,16,16,0,0,0,16,16,0,16,0,16,NA,16,16,NA,9/26/2021 18:23,1500,The main experiment item,yes,Lab21TestFlankerTask.osexp,C:\Users\mmcel\OneDrive\GRAD SCHOOL\fall 2021\Advanced Quant,no,mono,no,18,no,#ffffff,no,yes,768,legacy,16,16,C:/Users/mmcel/OneDrive/GRAD SCHOOL/fall 2021/Advanced Quant/MM-Subject-4.csv,legacy,Lentiform Loewenfeld,3.3.9,0,h,NA,h,NA,NA,h,445,NA,5729,NA,NA,445,NA,NA,2,legacy,1024,2,48000,-16,experiment,HHSHH,4,even,9104,NA,NA,38597,37481,3374,NA,NA,38595,38702,NA,36976,3371,NA,NA,38703,39149,NA,Lab 2.1 Test Flanker Task,12,7000,17,yes,1024
72.22222222,72.22222222,411,411,#000000,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,h,0,0,0,17,17,0,0,0,17,17,0,17,0,17,NA,17,17,NA,9/26/2021 18:23,1500,The main experiment item,yes,Lab21TestFlankerTask.osexp,C:\Users\mmcel\OneDrive\GRAD SCHOOL\fall 2021\Advanced Quant,no,mono,no,18,no,#ffffff,no,yes,768,legacy,17,17,C:/Users/mmcel/OneDrive/GRAD SCHOOL/fall 2021/Advanced Quant/MM-Subject-4.csv,legacy,Lentiform Loewenfeld,3.3.9,0,h,NA,h,NA,NA,h,398,NA,5729,NA,NA,398,NA,NA,2,legacy,1024,2,48000,-16,experiment,HHHHH,4,even,9104,NA,NA,40846,39730,3374,NA,NA,40844,40951,NA,39225,3371,NA,NA,40951,41349,NA,Lab 2.1 Test Flanker Task,13,7398,18,yes,1024
73.68421053,73.68421053,409.6315789,409.6315789,#000000,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,h,0,0,0,18,18,0,0,0,18,18,0,18,0,18,NA,18,18,NA,9/26/2021 18:23,1500,The main experiment item,yes,Lab21TestFlankerTask.osexp,C:\Users\mmcel\OneDrive\GRAD SCHOOL\fall 2021\Advanced Quant,no,mono,no,18,no,#ffffff,no,yes,768,legacy,18,18,C:/Users/mmcel/OneDrive/GRAD SCHOOL/fall 2021/Advanced Quant/MM-Subject-4.csv,legacy,Lentiform Loewenfeld,3.3.9,0,h,NA,h,NA,NA,h,385,NA,5729,NA,NA,385,NA,NA,2,legacy,1024,2,48000,-16,experiment,SSHSS,4,even,9104,NA,NA,42502,41399,3374,NA,NA,42500,42607,NA,39225,3371,NA,NA,42607,42993,NA,Lab 2.1 Test Flanker Task,14,7783,19,yes,1024
75,75,409.95,409.95,#000000,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,s,0,0,0,19,19,0,0,0,19,19,0,19,0,19,NA,19,19,NA,9/26/2021 18:23,1500,The main experiment item,yes,Lab21TestFlankerTask.osexp,C:\Users\mmcel\OneDrive\GRAD SCHOOL\fall 2021\Advanced Quant,no,mono,no,18,no,#ffffff,no,yes,768,legacy,19,19,C:/Users/mmcel/OneDrive/GRAD SCHOOL/fall 2021/Advanced Quant/MM-Subject-4.csv,legacy,Lentiform Loewenfeld,3.3.9,0,s,NA,h,NA,NA,s,416,NA,5729,NA,NA,416,NA,NA,2,legacy,1024,2,48000,-16,experiment,SSSSS,4,even,9104,NA,NA,44142,43034,3374,NA,NA,44140,44245,NA,39225,3371,NA,NA,44245,44662,NA,Lab 2.1 Test Flanker Task,15,8199,20,yes,1024
76.19047619,76.19047619,409.6190476,409.6190476,#000000,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,h,0,0,0,20,20,0,0,0,20,20,0,20,0,20,NA,20,20,NA,9/26/2021 18:23,1500,The main experiment item,yes,Lab21TestFlankerTask.osexp,C:\Users\mmcel\OneDrive\GRAD SCHOOL\fall 2021\Advanced Quant,no,mono,no,18,no,#ffffff,no,yes,768,legacy,20,20,C:/Users/mmcel/OneDrive/GRAD SCHOOL/fall 2021/Advanced Quant/MM-Subject-4.csv,legacy,Lentiform Loewenfeld,3.3.9,0,h,NA,h,NA,NA,h,403,NA,5729,NA,NA,403,NA,NA,2,legacy,1024,2,48000,-16,experiment,HHHHH,4,even,9104,NA,NA,45779,44699,3374,NA,NA,45777,45880,NA,39225,3371,NA,NA,45880,46284,NA,Lab 2.1 Test Flanker Task,16,8602,21,yes,1024
72.72727273,72.72727273,411,411,#000000,legacy,legacy,legacy,0,incongruent,uniform,0,undefined,0,h,0,0,0,21,21,0,0,0,21,21,0,21,0,21,NA,21,21,NA,9/26/2021 18:23,1500,The main experiment item,yes,Lab21TestFlankerTask.osexp,C:\Users\mmcel\OneDrive\GRAD SCHOOL\fall 2021\Advanced Quant,no,mono,no,18,no,#ffffff,no,yes,768,legacy,21,21,C:/Users/mmcel/OneDrive/GRAD SCHOOL/fall 2021/Advanced Quant/MM-Subject-4.csv,legacy,Lentiform Loewenfeld,3.3.9,0,s,NA,h,NA,NA,s,440,NA,5729,NA,NA,440,NA,NA,2,legacy,1024,2,48000,-16,experiment,SSHSS,4,even,9104,NA,NA,47427,46310,3374,NA,NA,47425,47532,NA,39225,3371,NA,NA,47532,47972,NA,Lab 2.1 Test Flanker Task,16,9042,22,yes,1024
73.91304348,73.91304348,413.0869565,413.0869565,#000000,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,h,0,0,0,22,22,0,0,0,22,22,0,22,0,22,NA,22,22,NA,9/26/2021 18:23,1500,The main experiment item,yes,Lab21TestFlankerTask.osexp,C:\Users\mmcel\OneDrive\GRAD SCHOOL\fall 2021\Advanced Quant,no,mono,no,18,no,#ffffff,no,yes,768,legacy,22,22,C:/Users/mmcel/OneDrive/GRAD SCHOOL/fall 2021/Advanced Quant/MM-Subject-4.csv,legacy,Lentiform Loewenfeld,3.3.9,0,h,NA,h,NA,NA,h,459,NA,5729,NA,NA,459,NA,NA,2,legacy,1024,2,48000,-16,experiment,SSHSS,4,even,9104,NA,NA,49609,48504,3374,NA,NA,49607,49714,NA,47999,3371,NA,NA,49714,50174,NA,Lab 2.1 Test Flanker Task,17,9501,23,yes,1024
75,75,411.7083333,411.7083333,#000000,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,s,0,0,0,23,23,0,0,0,23,23,0,23,0,23,NA,23,23,NA,9/26/2021 18:23,1500,The main experiment item,yes,Lab21TestFlankerTask.osexp,C:\Users\mmcel\OneDrive\GRAD SCHOOL\fall 2021\Advanced Quant,no,mono,no,18,no,#ffffff,no,yes,768,legacy,23,23,C:/Users/mmcel/OneDrive/GRAD SCHOOL/fall 2021/Advanced Quant/MM-Subject-4.csv,legacy,Lentiform Loewenfeld,3.3.9,0,s,NA,h,NA,NA,s,380,NA,5729,NA,NA,380,NA,NA,2,legacy,1024,2,48000,-16,experiment,SSSSS,4,even,9104,NA,NA,51322,50199,3374,NA,NA,51320,51426,NA,47999,3371,NA,NA,51426,51806,NA,Lab 2.1 Test Flanker Task,18,9881,24,yes,1024
76,76,410.2,410.2,#000000,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,h,0,0,0,24,24,0,0,0,24,24,0,24,0,24,NA,24,24,NA,9/26/2021 18:23,1500,The main experiment item,yes,Lab21TestFlankerTask.osexp,C:\Users\mmcel\OneDrive\GRAD SCHOOL\fall 2021\Advanced Quant,no,mono,no,18,no,#ffffff,no,yes,768,legacy,24,24,C:/Users/mmcel/OneDrive/GRAD SCHOOL/fall 2021/Advanced Quant/MM-Subject-4.csv,legacy,Lentiform Loewenfeld,3.3.9,0,h,NA,h,NA,NA,h,374,NA,5729,NA,NA,374,NA,NA,2,legacy,1024,2,48000,-16,experiment,SSHSS,4,even,9104,NA,NA,52943,51833,3374,NA,NA,52941,53048,NA,47999,3371,NA,NA,53048,53423,NA,Lab 2.1 Test Flanker Task,19,10255,25,yes,1024
76.92307692,76.92307692,408.6538462,408.6538462,#000000,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,h,0,0,0,25,25,0,0,0,25,25,0,25,0,25,NA,25,25,NA,9/26/2021 18:23,1500,The main experiment item,yes,Lab21TestFlankerTask.osexp,C:\Users\mmcel\OneDrive\GRAD SCHOOL\fall 2021\Advanced Quant,no,mono,no,18,no,#ffffff,no,yes,768,legacy,25,25,C:/Users/mmcel/OneDrive/GRAD SCHOOL/fall 2021/Advanced Quant/MM-Subject-4.csv,legacy,Lentiform Loewenfeld,3.3.9,0,h,NA,h,NA,NA,h,370,NA,5729,NA,NA,370,NA,NA,2,legacy,1024,2,48000,-16,experiment,HHHHH,4,even,9104,NA,NA,54564,53455,3374,NA,NA,54562,54669,NA,47999,3371,NA,NA,54669,55039,NA,Lab 2.1 Test Flanker Task,20,10625,26,yes,1024
77.77777778,77.77777778,405.9259259,405.9259259,#000000,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,s,0,0,0,26,26,0,0,0,26,26,0,26,0,26,NA,26,26,NA,9/26/2021 18:23,1500,The main experiment item,yes,Lab21TestFlankerTask.osexp,C:\Users\mmcel\OneDrive\GRAD SCHOOL\fall 2021\Advanced Quant,no,mono,no,18,no,#ffffff,no,yes,768,legacy,26,26,C:/Users/mmcel/OneDrive/GRAD SCHOOL/fall 2021/Advanced Quant/MM-Subject-4.csv,legacy,Lentiform Loewenfeld,3.3.9,0,s,NA,h,NA,NA,s,335,NA,5729,NA,NA,335,NA,NA,2,legacy,1024,2,48000,-16,experiment,HHSHH,4,even,9104,NA,NA,56187,55077,3374,NA,NA,56185,56292,NA,47999,3371,NA,NA,56292,56628,NA,Lab 2.1 Test Flanker Task,21,10960,27,yes,1024
78.57142857,78.57142857,405.5357143,405.5357143,#000000,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,h,0,0,0,27,27,0,0,0,27,27,0,27,0,27,NA,27,27,NA,9/26/2021 18:23,1500,The main experiment item,yes,Lab21TestFlankerTask.osexp,C:\Users\mmcel\OneDrive\GRAD SCHOOL\fall 2021\Advanced Quant,no,mono,no,18,no,#ffffff,no,yes,768,legacy,27,27,C:/Users/mmcel/OneDrive/GRAD SCHOOL/fall 2021/Advanced Quant/MM-Subject-4.csv,legacy,Lentiform Loewenfeld,3.3.9,0,h,NA,h,NA,NA,h,395,NA,5729,NA,NA,395,NA,NA,2,legacy,1024,2,48000,-16,experiment,SSHSS,4,even,9104,NA,NA,57776,56655,3374,NA,NA,57773,57881,NA,47999,3371,NA,NA,57881,58276,NA,Lab 2.1 Test Flanker Task,22,11355,28,yes,1024
