"acc","accuracy","average_response_time","avg_rt","background","canvas_backend","clock_backend","color_backend","compensation","condition","coordinates","correct","correct_Instruction","correct_keyboard_response","correct_response","count_Block1","count_Block2","count_Block3","count_Errorfeedback","count_Finish","count_Fixation","count_ISI","count_Instruction","count_Instruction2","count_Instruction3","count_experiment","count_faster","count_keyboard_response","count_logger","count_sequence","count_stimulus","datetime","deadline","description","disable_garbage_collection","experiment_file","experiment_path","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","fullscreen","height","keyboard_backend","live_row","live_row_Block1","logfile","mouse_backend","opensesame_codename","opensesame_version","repeat_cycle","response","response_Finish","response_Instruction","response_Instruction2","response_Instruction3","response_keyboard_response","response_time","response_time_Finish","response_time_Instruction","response_time_Instruction2","response_time_Instruction3","response_time_keyboard_response","round_decimals","sampler_backend","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","stimulus","subject_nr","subject_parity","time_Block1","time_Block2","time_Block3","time_Errorfeedback","time_Finish","time_Fixation","time_ISI","time_Instruction","time_Instruction2","time_Instruction3","time_experiment","time_faster","time_keyboard_response","time_logger","time_sequence","time_stimulus","title","total_correct","total_response_time","total_responses","uniform_coordinates","width"
"100","100","689.1818181818181","689.1818181818181","black","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","s","0","0","0","10","0","10","10","0","0","0","0","10","10","10","10","10","Sat Sep 19 16:35:34 2020","1500","The main experiment item","yes","FlankerTask.osexp","/Users/kaylaredder/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","10","10","/Users/kaylaredder/Desktop/mr-subject-3.csv","legacy","Lentiform Loewenfeld","3.3.3","0","s","NA","s","NA","NA","s","563","NA","114959","NA","NA","563","2","legacy","1024","2","48000","-16","experiment","HHSHH","3","odd","117476","NA","NA","NA","NA","136522","135464","2501","NA","NA","2486","NA","136637","137201","136509","136637","Flanker Task ","11","7581","11","yes","1024"
"100","100","670.0833333333334","670.0833333333334","black","legacy","legacy","legacy","0","incongruent ","uniform","1","undefined","1","h","0","0","0","11","0","11","11","0","0","0","0","11","11","11","11","11","Sat Sep 19 16:35:34 2020","1500","The main experiment item","yes","FlankerTask.osexp","/Users/kaylaredder/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","11","11","/Users/kaylaredder/Desktop/mr-subject-3.csv","legacy","Lentiform Loewenfeld","3.3.3","0","h","NA","s","NA","NA","h","460","NA","114959","NA","NA","460","2","legacy","1024","2","48000","-16","experiment","SSHSS","3","odd","117476","NA","NA","NA","NA","138280","137222","2501","NA","NA","2486","NA","138395","138856","138268","138395","Flanker Task ","12","8041","12","yes","1024"
"92.3076923076923","92.3076923076923","733.9230769230769","733.9230769230769","black","legacy","legacy","legacy","0","incongruent ","uniform","0","undefined","0","h","0","0","0","12","0","12","12","0","0","0","0","12","12","12","12","12","Sat Sep 19 16:35:34 2020","1500","The main experiment item","yes","FlankerTask.osexp","/Users/kaylaredder/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","12","12","/Users/kaylaredder/Desktop/mr-subject-3.csv","legacy","Lentiform Loewenfeld","3.3.3","0","None","NA","s","NA","NA","None","1500","NA","114959","NA","NA","1500","2","legacy","1024","2","48000","-16","experiment","SSHSS","3","odd","117476","NA","NA","NA","NA","139936","138877","2501","NA","NA","2486","NA","140050","141550","139923","140050","Flanker Task ","12","9541","13","yes","1024"
"92.85714285714286","92.85714285714286","753.4285714285714","753.4285714285714","black","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","h","0","0","0","13","0","13","13","0","0","0","0","13","13","13","13","13","Sat Sep 19 16:35:34 2020","1500","The main experiment item","yes","FlankerTask.osexp","/Users/kaylaredder/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","13","13","/Users/kaylaredder/Desktop/mr-subject-3.csv","legacy","Lentiform Loewenfeld","3.3.3","0","h","NA","s","NA","NA","h","1007","NA","114959","NA","NA","1007","2","legacy","1024","2","48000","-16","experiment","HHHHH","3","odd","117476","NA","NA","141570","NA","143143","142085","2501","NA","NA","2486","NA","143258","144266","143131","143258","Flanker Task ","13","10548","14","yes","1024"
"93.33333333333333","93.33333333333333","742.8666666666667","742.8666666666667","black","legacy","legacy","legacy","0","incongruent ","uniform","1","undefined","1","h","0","0","0","14","0","14","14","0","0","0","0","14","14","14","14","14","Sat Sep 19 16:35:34 2020","1500","The main experiment item","yes","FlankerTask.osexp","/Users/kaylaredder/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","14","14","/Users/kaylaredder/Desktop/mr-subject-3.csv","legacy","Lentiform Loewenfeld","3.3.3","0","h","NA","s","NA","NA","h","595","NA","114959","NA","NA","595","2","legacy","1024","2","48000","-16","experiment","SSHSS","3","odd","117476","NA","NA","141570","NA","145345","144287","2501","NA","NA","2486","NA","145460","146056","145333","145460","Flanker Task ","14","11143","15","yes","1024"
"93.75","93.75","732.125","732.125","black","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","h","0","0","0","15","0","15","15","0","0","0","0","15","15","15","15","15","Sat Sep 19 16:35:34 2020","1500","The main experiment item","yes","FlankerTask.osexp","/Users/kaylaredder/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","15","15","/Users/kaylaredder/Desktop/mr-subject-3.csv","legacy","Lentiform Loewenfeld","3.3.3","0","h","NA","s","NA","NA","h","571","NA","114959","NA","NA","571","2","legacy","1024","2","48000","-16","experiment","HHHHH","3","odd","117476","NA","NA","141570","NA","147135","146077","2501","NA","NA","2486","NA","147251","147823","147123","147250","Flanker Task ","15","11714","16","yes","1024"
"88.23529411764706","88.23529411764706","777.2941176470588","777.2941176470588","black","legacy","legacy","legacy","0","congruent ","uniform","0","undefined","0","s","0","0","0","16","0","16","16","0","0","0","0","16","16","16","16","16","Sat Sep 19 16:35:34 2020","1500","The main experiment item","yes","FlankerTask.osexp","/Users/kaylaredder/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","16","16","/Users/kaylaredder/Desktop/mr-subject-3.csv","legacy","Lentiform Loewenfeld","3.3.3","0","None","NA","s","NA","NA","None","1500","NA","114959","NA","NA","1500","2","legacy","1024","2","48000","-16","experiment","SSSSS","3","odd","117476","NA","NA","141570","NA","148901","147844","2501","NA","NA","2486","NA","149016","150516","148889","149016","Flanker Task ","15","13214","17","yes","1024"
"88.88888888888889","88.88888888888889","773.7777777777778","773.7777777777778","black","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","s","0","0","0","17","0","17","17","0","0","0","0","17","17","17","17","17","Sat Sep 19 16:35:34 2020","1500","The main experiment item","yes","FlankerTask.osexp","/Users/kaylaredder/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","17","17","/Users/kaylaredder/Desktop/mr-subject-3.csv","legacy","Lentiform Loewenfeld","3.3.3","0","s","NA","s","NA","NA","s","714","NA","114959","NA","NA","714","2","legacy","1024","2","48000","-16","experiment","HHSHH","3","odd","117476","NA","NA","150537","NA","152109","151051","2501","NA","NA","2486","NA","152223","152938","152097","152223","Flanker Task ","16","13928","18","yes","1024"
"89.47368421052632","89.47368421052632","769.421052631579","769.421052631579","black","legacy","legacy","legacy","0","congruent ","uniform","1","undefined","1","s","0","0","0","18","0","18","18","0","0","0","0","18","18","18","18","18","Sat Sep 19 16:35:34 2020","1500","The main experiment item","yes","FlankerTask.osexp","/Users/kaylaredder/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","18","18","/Users/kaylaredder/Desktop/mr-subject-3.csv","legacy","Lentiform Loewenfeld","3.3.3","0","s","NA","s","NA","NA","s","691","NA","114959","NA","NA","691","2","legacy","1024","2","48000","-16","experiment","SSSSS","3","odd","117476","NA","NA","150537","NA","154015","152959","2501","NA","NA","2486","NA","154130","154822","154003","154130","Flanker Task ","17","14619","19","yes","1024"
"90","90","766.85","766.85","black","legacy","legacy","legacy","0","incongruent ","uniform","1","undefined","1","h","0","0","0","19","0","19","19","0","0","0","0","19","19","19","19","19","Sat Sep 19 16:35:34 2020","1500","The main experiment item","yes","FlankerTask.osexp","/Users/kaylaredder/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","19","19","/Users/kaylaredder/Desktop/mr-subject-3.csv","legacy","Lentiform Loewenfeld","3.3.3","0","h","NA","s","NA","NA","h","718","NA","114959","NA","NA","718","2","legacy","1024","2","48000","-16","experiment","SSHSS","3","odd","117476","NA","NA","150537","NA","155903","154844","2501","NA","NA","2486","NA","156018","156737","155889","156017","Flanker Task ","18","15337","20","yes","1024"
"90.47619047619048","90.47619047619048","761.0952380952381","761.0952380952381","black","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","h","0","0","0","20","0","20","20","0","0","0","0","20","20","20","20","20","Sat Sep 19 16:35:34 2020","1500","The main experiment item","yes","FlankerTask.osexp","/Users/kaylaredder/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","20","20","/Users/kaylaredder/Desktop/mr-subject-3.csv","legacy","Lentiform Loewenfeld","3.3.3","0","h","NA","s","NA","NA","h","646","NA","114959","NA","NA","646","2","legacy","1024","2","48000","-16","experiment","HHHHH","3","odd","117476","NA","NA","150537","NA","157816","156758","2501","NA","NA","2486","NA","157932","158579","157803","157931","Flanker Task ","19","15983","21","yes","1024"
"90.9090909090909","90.9090909090909","751.4090909090909","751.4090909090909","black","legacy","legacy","legacy","0","incongruent ","uniform","1","undefined","1","h","0","0","0","21","0","21","21","0","0","0","0","21","21","21","21","21","Sat Sep 19 16:35:34 2020","1500","The main experiment item","yes","FlankerTask.osexp","/Users/kaylaredder/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","21","21","/Users/kaylaredder/Desktop/mr-subject-3.csv","legacy","Lentiform Loewenfeld","3.3.3","0","h","NA","s","NA","NA","h","548","NA","114959","NA","NA","548","2","legacy","1024","2","48000","-16","experiment","SSHSS","3","odd","117476","NA","NA","150537","NA","159657","158599","2501","NA","NA","2486","NA","159772","160321","159644","159772","Flanker Task ","20","16531","22","yes","1024"
"91.30434782608695","91.30434782608695","749.304347826087","749.304347826087","black","legacy","legacy","legacy","0","congruent ","uniform","1","undefined","1","s","0","0","0","22","0","22","22","0","0","0","0","22","22","22","22","22","Sat Sep 19 16:35:34 2020","1500","The main experiment item","yes","FlankerTask.osexp","/Users/kaylaredder/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","22","22","/Users/kaylaredder/Desktop/mr-subject-3.csv","legacy","Lentiform Loewenfeld","3.3.3","0","s","NA","s","NA","NA","s","703","NA","114959","NA","NA","703","2","legacy","1024","2","48000","-16","experiment","SSSSS","3","odd","117476","NA","NA","150537","NA","161405","160346","2501","NA","NA","2486","NA","161520","162224","161392","161519","Flanker Task ","21","17234","23","yes","1024"
"87.5","87.5","780.5833333333334","780.5833333333334","black","legacy","legacy","legacy","0","congruent ","uniform","0","undefined","0","s","0","0","0","23","0","23","23","0","0","0","0","23","23","23","23","23","Sat Sep 19 16:35:34 2020","1500","The main experiment item","yes","FlankerTask.osexp","/Users/kaylaredder/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","23","23","/Users/kaylaredder/Desktop/mr-subject-3.csv","legacy","Lentiform Loewenfeld","3.3.3","0","None","NA","s","NA","NA","None","1500","NA","114959","NA","NA","1500","2","legacy","1024","2","48000","-16","experiment","SSSSS","3","odd","117476","NA","NA","150537","NA","163304","162246","2501","NA","NA","2486","NA","163419","164919","163291","163418","Flanker Task ","21","18734","24","yes","1024"
"88","88","801.52","801.52","black","legacy","legacy","legacy","0","incongruent ","uniform","1","undefined","1","h","0","0","0","24","0","24","24","0","0","0","0","24","24","24","24","24","Sat Sep 19 16:35:34 2020","1500","The main experiment item","yes","FlankerTask.osexp","/Users/kaylaredder/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","24","24","/Users/kaylaredder/Desktop/mr-subject-3.csv","legacy","Lentiform Loewenfeld","3.3.3","0","h","NA","s","NA","NA","h","1304","NA","114959","NA","NA","1304","2","legacy","1024","2","48000","-16","experiment","SSHSS","3","odd","117476","NA","NA","164943","NA","166518","165458","2501","NA","NA","2486","NA","166632","167938","166505","166632","Flanker Task ","22","20038","25","yes","1024"
"88.46153846153847","88.46153846153847","793.7307692307693","793.7307692307693","black","legacy","legacy","legacy","0","incongruent ","uniform","1","undefined","1","h","0","0","0","25","0","25","25","0","0","0","0","25","25","25","25","25","Sat Sep 19 16:35:34 2020","1500","The main experiment item","yes","FlankerTask.osexp","/Users/kaylaredder/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","25","25","/Users/kaylaredder/Desktop/mr-subject-3.csv","legacy","Lentiform Loewenfeld","3.3.3","0","h","NA","s","NA","NA","h","599","NA","114959","NA","NA","599","2","legacy","1024","2","48000","-16","experiment","SSHSS","3","odd","117476","NA","NA","164943","NA","169017","167959","2501","NA","NA","2486","NA","169132","169733","169003","169132","Flanker Task ","23","20637","26","yes","1024"
"88.88888888888889","88.88888888888889","790.1111111111111","790.1111111111111","black","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","s","0","0","0","26","0","26","26","0","0","0","0","26","26","26","26","26","Sat Sep 19 16:35:34 2020","1500","The main experiment item","yes","FlankerTask.osexp","/Users/kaylaredder/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","26","26","/Users/kaylaredder/Desktop/mr-subject-3.csv","legacy","Lentiform Loewenfeld","3.3.3","0","s","NA","s","NA","NA","s","696","NA","114959","NA","NA","696","2","legacy","1024","2","48000","-16","experiment","HHSHH","3","odd","117476","NA","NA","164943","NA","170813","169753","2501","NA","NA","2486","NA","170928","171625","170801","170928","Flanker Task ","24","21333","27","yes","1024"
"89.28571428571429","89.28571428571429","784.5357142857143","784.5357142857143","black","legacy","legacy","legacy","0","congruent ","uniform","1","undefined","1","s","0","0","0","27","0","27","27","0","0","0","0","27","27","27","27","27","Sat Sep 19 16:35:34 2020","1500","The main experiment item","yes","FlankerTask.osexp","/Users/kaylaredder/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","27","27","/Users/kaylaredder/Desktop/mr-subject-3.csv","legacy","Lentiform Loewenfeld","3.3.3","0","s","NA","s","NA","NA","s","634","NA","114959","NA","NA","634","2","legacy","1024","2","48000","-16","experiment","SSSSS","3","odd","117476","NA","NA","164943","NA","172706","171646","2501","NA","NA","2486","NA","172821","173457","172694","172821","Flanker Task ","25","21967","28","yes","1024"
"89.65517241379311","89.65517241379311","774.551724137931","774.551724137931","black","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","h","0","0","0","28","0","28","28","0","0","0","0","28","28","28","28","28","Sat Sep 19 16:35:34 2020","1500","The main experiment item","yes","FlankerTask.osexp","/Users/kaylaredder/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","28","28","/Users/kaylaredder/Desktop/mr-subject-3.csv","legacy","Lentiform Loewenfeld","3.3.3","0","h","NA","s","NA","NA","h","495","NA","114959","NA","NA","495","2","legacy","1024","2","48000","-16","experiment","HHHHH","3","odd","117476","NA","NA","164943","NA","174538","173480","2501","NA","NA","2486","NA","174653","175150","174525","174653","Flanker Task ","26","22462","29","yes","1024"
"90","90","773.9666666666667","773.9666666666667","black","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","s","0","0","0","29","0","29","29","0","0","0","0","29","29","29","29","29","Sat Sep 19 16:35:34 2020","1500","The main experiment item","yes","FlankerTask.osexp","/Users/kaylaredder/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","29","29","/Users/kaylaredder/Desktop/mr-subject-3.csv","legacy","Lentiform Loewenfeld","3.3.3","0","s","NA","s","NA","NA","s","757","NA","114959","NA","NA","757","2","legacy","1024","2","48000","-16","experiment","HHSHH","3","odd","117476","NA","NA","164943","NA","176228","175170","2501","NA","NA","2486","NA","176344","177102","176216","176344","Flanker Task ","27","23219","30","yes","1024"
"90.3225806451613","90.3225806451613","767.1290322580645","767.1290322580645","black","legacy","legacy","legacy","0","congruent ","uniform","1","undefined","1","s","0","0","0","30","0","30","30","0","0","0","0","30","30","30","30","30","Sat Sep 19 16:35:34 2020","1500","The main experiment item","yes","FlankerTask.osexp","/Users/kaylaredder/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","30","30","/Users/kaylaredder/Desktop/mr-subject-3.csv","legacy","Lentiform Loewenfeld","3.3.3","0","s","NA","s","NA","NA","s","562","NA","114959","NA","NA","562","2","legacy","1024","2","48000","-16","experiment","SSSSS","3","odd","117476","NA","NA","164943","NA","178182","177123","2501","NA","NA","2486","NA","178297","178861","178170","178297","Flanker Task ","28","23781","31","yes","1024"
"90.625","90.625","773.1875","773.1875","black","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","h","0","0","0","31","0","31","31","0","0","0","0","31","31","31","31","31","Sat Sep 19 16:35:34 2020","1500","The main experiment item","yes","FlankerTask.osexp","/Users/kaylaredder/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","31","31","/Users/kaylaredder/Desktop/mr-subject-3.csv","legacy","Lentiform Loewenfeld","3.3.3","0","h","NA","s","NA","NA","h","961","NA","114959","NA","NA","961","2","legacy","1024","2","48000","-16","experiment","HHHHH","3","odd","117476","NA","NA","164943","NA","179948","178882","2501","NA","NA","2486","NA","180062","181025","179929","180062","Flanker Task ","29","24742","32","yes","1024"
"90.9090909090909","90.9090909090909","776.8787878787879","776.8787878787879","black","legacy","legacy","legacy","0","incongruent ","uniform","1","undefined","1","h","0","0","0","32","0","32","32","0","0","0","0","32","32","32","32","32","Sat Sep 19 16:35:34 2020","1500","The main experiment item","yes","FlankerTask.osexp","/Users/kaylaredder/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","32","32","/Users/kaylaredder/Desktop/mr-subject-3.csv","legacy","Lentiform Loewenfeld","3.3.3","0","h","NA","s","NA","NA","h","895","NA","114959","NA","NA","895","2","legacy","1024","2","48000","-16","experiment","SSHSS","3","odd","117476","NA","NA","164943","NA","182104","181046","2501","NA","NA","2486","NA","182219","183116","182092","182219","Flanker Task ","30","25637","33","yes","1024"
"91.17647058823529","91.17647058823529","775.1470588235294","775.1470588235294","black","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","s","0","0","0","33","0","33","33","0","0","0","0","33","33","33","33","33","Sat Sep 19 16:35:34 2020","1500","The main experiment item","yes","FlankerTask.osexp","/Users/kaylaredder/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","33","33","/Users/kaylaredder/Desktop/mr-subject-3.csv","legacy","Lentiform Loewenfeld","3.3.3","0","s","NA","s","NA","NA","s","718","NA","114959","NA","NA","718","2","legacy","1024","2","48000","-16","experiment","HHSHH","3","odd","117476","NA","NA","164943","NA","184195","183136","2501","NA","NA","2486","NA","184310","185029","184182","184309","Flanker Task ","31","26355","34","yes","1024"
"91.42857142857143","91.42857142857143","767.5428571428571","767.5428571428571","black","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","h","0","0","0","34","0","34","34","0","0","0","0","34","34","34","34","34","Sat Sep 19 16:35:34 2020","1500","The main experiment item","yes","FlankerTask.osexp","/Users/kaylaredder/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","34","34","/Users/kaylaredder/Desktop/mr-subject-3.csv","legacy","Lentiform Loewenfeld","3.3.3","0","h","NA","s","NA","NA","h","509","NA","114959","NA","NA","509","2","legacy","1024","2","48000","-16","experiment","HHHHH","3","odd","117476","NA","NA","164943","NA","186110","185052","2501","NA","NA","2486","NA","186225","186735","186098","186225","Flanker Task ","32","26864","35","yes","1024"
