"acc","accuracy","average_response_time","avg_rt","background","canvas_backend","clock_backend","color_backend","condition","correct","correct_Instructions1","correct_Keyboard_response","correct_response","count_Block1","count_Block2","count_Block3","count_ErrorFeedback","count_Faster","count_Finish","count_Fixation","count_ISI","count_Instructions1","count_Instructions2","count_Instructions3","count_Keyboard_response","count_Logger","count_Sequence","count_Stimulus","count_experiment","datetime","deadline","description","disable_garbage_collection","experiment_file","experiment_path","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","fullscreen","height","keyboard_backend","live_row","live_row_Block1","logfile","mouse_backend","opensesame_codename","opensesame_version","repeat_cycle","response","response_Finish","response_Instructions1","response_Instructions2","response_Instructions3","response_Keyboard_response","response_time","response_time_Finish","response_time_Instructions1","response_time_Instructions2","response_time_Instructions3","response_time_Keyboard_response","round_decimals","sampler_backend","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","stimulus","subject_nr","subject_parity","time_Block1","time_Block2","time_Block3","time_ErrorFeedback","time_Faster","time_Finish","time_Fixation","time_ISI","time_Instructions1","time_Instructions2","time_Instructions3","time_Keyboard_response","time_Logger","time_Sequence","time_Stimulus","time_experiment","title","total_correct","total_response_time","total_responses","width"
"100","100","511","511","#3d3846","legacy","legacy","legacy","congruent","1","undefined","1","s","0","0","0","10","10","0","10","10","0","0","0","10","10","10","10","0","Thu Sep 21 13:42:57 2023","1500","The main experiment item","False","FlankerEffectTest.osexp","C:\Users\stcka\OneDrive\Sam Docs\Psychology Program\AP Textbooks\Quantitative Methods","False","mono","False","18","no","white","no","yes","768","legacy","10","10","C:/Users/stcka/OneDrive/Sam Docs/Psychology Program/AP Textbooks/Quantitative Methods/SA-subject-2.csv","legacy","Melodramatic Milgram","4.0.5","0","s","NA","s","NA","NA","s","448.0","NA","351585","NA","NA","448","2","legacy","1024","2","48000","-16","experiment","SSSSS","2","even","353348","NA","NA","NA","NA","NA","369875","368851","1762","NA","NA","369976","370425","369874","369976","1760","Flanker Effect Test","11","5629.0","11","1024"
"100","100","510","510","#3d3846","legacy","legacy","legacy","incongruent","1","undefined","1","h","0","0","0","11","11","0","11","11","0","0","0","11","11","11","11","0","Thu Sep 21 13:42:57 2023","1500","The main experiment item","False","FlankerEffectTest.osexp","C:\Users\stcka\OneDrive\Sam Docs\Psychology Program\AP Textbooks\Quantitative Methods","False","mono","False","18","no","white","no","yes","768","legacy","11","11","C:/Users/stcka/OneDrive/Sam Docs/Psychology Program/AP Textbooks/Quantitative Methods/SA-subject-2.csv","legacy","Melodramatic Milgram","4.0.5","0","h","NA","s","NA","NA","h","495.0","NA","351585","NA","NA","495","2","legacy","1024","2","48000","-16","experiment","SSHSS","2","even","353348","NA","NA","NA","NA","NA","371452","370429","1762","NA","NA","371553","372049","371451","371553","1760","Flanker Effect Test","12","6124.0","12","1024"
"100","100","524","524","#3d3846","legacy","legacy","legacy","incongruent","1","undefined","1","s","0","0","0","12","12","0","12","12","0","0","0","12","12","12","12","0","Thu Sep 21 13:42:57 2023","1500","The main experiment item","False","FlankerEffectTest.osexp","C:\Users\stcka\OneDrive\Sam Docs\Psychology Program\AP Textbooks\Quantitative Methods","False","mono","False","18","no","white","no","yes","768","legacy","12","12","C:/Users/stcka/OneDrive/Sam Docs/Psychology Program/AP Textbooks/Quantitative Methods/SA-subject-2.csv","legacy","Melodramatic Milgram","4.0.5","0","s","NA","s","NA","NA","s","698.0","NA","351585","NA","NA","698","2","legacy","1024","2","48000","-16","experiment","HHSHH","2","even","353348","NA","NA","NA","NA","NA","373075","372055","1762","NA","NA","373176","373875","373074","373176","1760","Flanker Effect Test","13","6822.0","13","1024"
"100","100","529","529","#3d3846","legacy","legacy","legacy","incongruent","1","undefined","1","s","0","0","0","13","13","0","13","13","0","0","0","13","13","13","13","0","Thu Sep 21 13:42:57 2023","1500","The main experiment item","False","FlankerEffectTest.osexp","C:\Users\stcka\OneDrive\Sam Docs\Psychology Program\AP Textbooks\Quantitative Methods","False","mono","False","18","no","white","no","yes","768","legacy","13","13","C:/Users/stcka/OneDrive/Sam Docs/Psychology Program/AP Textbooks/Quantitative Methods/SA-subject-2.csv","legacy","Melodramatic Milgram","4.0.5","0","s","NA","s","NA","NA","s","587.0","NA","351585","NA","NA","587","2","legacy","1024","2","48000","-16","experiment","HHSHH","2","even","353348","NA","NA","NA","NA","NA","374901","373879","1762","NA","NA","375002","375590","374900","375002","1760","Flanker Effect Test","14","7409.0","14","1024"
"100","100","529","529","#3d3846","legacy","legacy","legacy","incongruent","1","undefined","1","h","0","0","0","14","14","0","14","14","0","0","0","14","14","14","14","0","Thu Sep 21 13:42:57 2023","1500","The main experiment item","False","FlankerEffectTest.osexp","C:\Users\stcka\OneDrive\Sam Docs\Psychology Program\AP Textbooks\Quantitative Methods","False","mono","False","18","no","white","no","yes","768","legacy","14","14","C:/Users/stcka/OneDrive/Sam Docs/Psychology Program/AP Textbooks/Quantitative Methods/SA-subject-2.csv","legacy","Melodramatic Milgram","4.0.5","0","h","NA","s","NA","NA","h","538.0","NA","351585","NA","NA","538","2","legacy","1024","2","48000","-16","experiment","SSHSS","2","even","353348","NA","NA","NA","NA","NA","376617","375595","1762","NA","NA","376717","377255","376616","376717","1760","Flanker Effect Test","15","7947.0","15","1024"
"100","100","525","525","#3d3846","legacy","legacy","legacy","congruent","1","undefined","1","s","0","0","0","15","15","0","15","15","0","0","0","15","15","15","15","0","Thu Sep 21 13:42:57 2023","1500","The main experiment item","False","FlankerEffectTest.osexp","C:\Users\stcka\OneDrive\Sam Docs\Psychology Program\AP Textbooks\Quantitative Methods","False","mono","False","18","no","white","no","yes","768","legacy","15","15","C:/Users/stcka/OneDrive/Sam Docs/Psychology Program/AP Textbooks/Quantitative Methods/SA-subject-2.csv","legacy","Melodramatic Milgram","4.0.5","0","s","NA","s","NA","NA","s","455.0","NA","351585","NA","NA","455","2","legacy","1024","2","48000","-16","experiment","SSSSS","2","even","353348","NA","NA","NA","NA","NA","378283","377261","1762","NA","NA","378383","378839","378282","378383","1760","Flanker Effect Test","16","8402.0","16","1024"
"100","100","522","522","#3d3846","legacy","legacy","legacy","incongruent","1","undefined","1","s","0","0","0","16","16","0","16","16","0","0","0","16","16","16","16","0","Thu Sep 21 13:42:57 2023","1500","The main experiment item","False","FlankerEffectTest.osexp","C:\Users\stcka\OneDrive\Sam Docs\Psychology Program\AP Textbooks\Quantitative Methods","False","mono","False","18","no","white","no","yes","768","legacy","16","16","C:/Users/stcka/OneDrive/Sam Docs/Psychology Program/AP Textbooks/Quantitative Methods/SA-subject-2.csv","legacy","Melodramatic Milgram","4.0.5","0","s","NA","s","NA","NA","s","488.0","NA","351585","NA","NA","488","2","legacy","1024","2","48000","-16","experiment","HHSHH","2","even","353348","NA","NA","NA","NA","NA","379883","378844","1762","NA","NA","379985","380474","379882","379984","1760","Flanker Effect Test","17","8890.0","17","1024"
"100","100","521","521","#3d3846","legacy","legacy","legacy","incongruent","1","undefined","1","h","0","0","0","17","17","0","17","17","0","0","0","17","17","17","17","0","Thu Sep 21 13:42:57 2023","1500","The main experiment item","False","FlankerEffectTest.osexp","C:\Users\stcka\OneDrive\Sam Docs\Psychology Program\AP Textbooks\Quantitative Methods","False","mono","False","18","no","white","no","yes","768","legacy","17","17","C:/Users/stcka/OneDrive/Sam Docs/Psychology Program/AP Textbooks/Quantitative Methods/SA-subject-2.csv","legacy","Melodramatic Milgram","4.0.5","0","h","NA","s","NA","NA","h","497.0","NA","351585","NA","NA","497","2","legacy","1024","2","48000","-16","experiment","SSHSS","2","even","353348","NA","NA","NA","NA","NA","381511","380479","1762","NA","NA","381612","382111","381510","381612","1760","Flanker Effect Test","18","9387.0","18","1024"
"100","100","520","520","#3d3846","legacy","legacy","legacy","congruent","1","undefined","1","h","0","0","0","18","18","0","18","18","0","0","0","18","18","18","18","0","Thu Sep 21 13:42:57 2023","1500","The main experiment item","False","FlankerEffectTest.osexp","C:\Users\stcka\OneDrive\Sam Docs\Psychology Program\AP Textbooks\Quantitative Methods","False","mono","False","18","no","white","no","yes","768","legacy","18","18","C:/Users/stcka/OneDrive/Sam Docs/Psychology Program/AP Textbooks/Quantitative Methods/SA-subject-2.csv","legacy","Melodramatic Milgram","4.0.5","0","h","NA","s","NA","NA","h","502.0","NA","351585","NA","NA","502","2","legacy","1024","2","48000","-16","experiment","HHHHH","2","even","353348","NA","NA","NA","NA","NA","383152","382116","1762","NA","NA","383252","383755","383151","383252","1760","Flanker Effect Test","19","9889.0","19","1024"
"95","95","519","519","#3d3846","legacy","legacy","legacy","incongruent","0","undefined","0","h","0","0","0","19","19","0","19","19","0","0","0","19","19","19","19","0","Thu Sep 21 13:42:57 2023","1500","The main experiment item","False","FlankerEffectTest.osexp","C:\Users\stcka\OneDrive\Sam Docs\Psychology Program\AP Textbooks\Quantitative Methods","False","mono","False","18","no","white","no","yes","768","legacy","19","19","C:/Users/stcka/OneDrive/Sam Docs/Psychology Program/AP Textbooks/Quantitative Methods/SA-subject-2.csv","legacy","Melodramatic Milgram","4.0.5","0","s","NA","s","NA","NA","s","495.0","NA","351585","NA","NA","495","2","legacy","1024","2","48000","-16","experiment","SSHSS","2","even","353348","NA","NA","NA","NA","NA","384780","383760","1762","NA","NA","384880","385376","384779","384880","1760","Flanker Effect Test","19","10384.0","20","1024"
"95","95","516","516","#3d3846","legacy","legacy","legacy","congruent","1","undefined","1","h","0","0","0","20","20","0","20","20","0","0","0","20","20","20","20","0","Thu Sep 21 13:42:57 2023","1500","The main experiment item","False","FlankerEffectTest.osexp","C:\Users\stcka\OneDrive\Sam Docs\Psychology Program\AP Textbooks\Quantitative Methods","False","mono","False","18","no","white","no","yes","768","legacy","20","20","C:/Users/stcka/OneDrive/Sam Docs/Psychology Program/AP Textbooks/Quantitative Methods/SA-subject-2.csv","legacy","Melodramatic Milgram","4.0.5","0","h","NA","s","NA","NA","h","469.0","NA","351585","NA","NA","469","2","legacy","1024","2","48000","-16","experiment","HHHHH","2","even","353348","NA","NA","385382","NA","NA","386908","385883","1762","NA","NA","387009","387479","386907","387009","1760","Flanker Effect Test","20","10853.0","21","1024"
"95","95","515","515","#3d3846","legacy","legacy","legacy","incongruent","1","undefined","1","h","0","0","0","21","21","0","21","21","0","0","0","21","21","21","21","0","Thu Sep 21 13:42:57 2023","1500","The main experiment item","False","FlankerEffectTest.osexp","C:\Users\stcka\OneDrive\Sam Docs\Psychology Program\AP Textbooks\Quantitative Methods","False","mono","False","18","no","white","no","yes","768","legacy","21","21","C:/Users/stcka/OneDrive/Sam Docs/Psychology Program/AP Textbooks/Quantitative Methods/SA-subject-2.csv","legacy","Melodramatic Milgram","4.0.5","0","h","NA","s","NA","NA","h","481.0","NA","351585","NA","NA","481","2","legacy","1024","2","48000","-16","experiment","SSHSS","2","even","353348","NA","NA","385382","NA","NA","388504","387484","1762","NA","NA","388605","389086","388503","388604","1760","Flanker Effect Test","21","11334.0","22","1024"
"95","95","520","520","#3d3846","legacy","legacy","legacy","congruent","1","undefined","1","s","0","0","0","22","22","0","22","22","0","0","0","22","22","22","22","0","Thu Sep 21 13:42:57 2023","1500","The main experiment item","False","FlankerEffectTest.osexp","C:\Users\stcka\OneDrive\Sam Docs\Psychology Program\AP Textbooks\Quantitative Methods","False","mono","False","18","no","white","no","yes","768","legacy","22","22","C:/Users/stcka/OneDrive/Sam Docs/Psychology Program/AP Textbooks/Quantitative Methods/SA-subject-2.csv","legacy","Melodramatic Milgram","4.0.5","0","s","NA","s","NA","NA","s","630.0","NA","351585","NA","NA","630","2","legacy","1024","2","48000","-16","experiment","SSSSS","2","even","353348","NA","NA","385382","NA","NA","390115","389091","1762","NA","NA","390216","390848","390114","390216","1760","Flanker Effect Test","22","11964.0","23","1024"
"95","95","519","519","#3d3846","legacy","legacy","legacy","congruent","1","undefined","1","h","0","0","0","23","23","0","23","23","0","0","0","23","23","23","23","0","Thu Sep 21 13:42:57 2023","1500","The main experiment item","False","FlankerEffectTest.osexp","C:\Users\stcka\OneDrive\Sam Docs\Psychology Program\AP Textbooks\Quantitative Methods","False","mono","False","18","no","white","no","yes","768","legacy","23","23","C:/Users/stcka/OneDrive/Sam Docs/Psychology Program/AP Textbooks/Quantitative Methods/SA-subject-2.csv","legacy","Melodramatic Milgram","4.0.5","0","h","NA","s","NA","NA","h","500.0","NA","351585","NA","NA","500","2","legacy","1024","2","48000","-16","experiment","HHHHH","2","even","353348","NA","NA","385382","NA","NA","391876","390854","1762","NA","NA","391976","392476","391874","391976","1760","Flanker Effect Test","23","12464.0","24","1024"
"96","96","516","516","#3d3846","legacy","legacy","legacy","congruent","1","undefined","1","h","0","0","0","24","24","0","24","24","0","0","0","24","24","24","24","0","Thu Sep 21 13:42:57 2023","1500","The main experiment item","False","FlankerEffectTest.osexp","C:\Users\stcka\OneDrive\Sam Docs\Psychology Program\AP Textbooks\Quantitative Methods","False","mono","False","18","no","white","no","yes","768","legacy","24","24","C:/Users/stcka/OneDrive/Sam Docs/Psychology Program/AP Textbooks/Quantitative Methods/SA-subject-2.csv","legacy","Melodramatic Milgram","4.0.5","0","h","NA","s","NA","NA","h","454.0","NA","351585","NA","NA","454","2","legacy","1024","2","48000","-16","experiment","HHHHH","2","even","353348","NA","NA","385382","NA","NA","393505","392481","1762","NA","NA","393606","394061","393503","393605","1760","Flanker Effect Test","24","12918.0","25","1024"
"96","96","513","513","#3d3846","legacy","legacy","legacy","congruent","1","undefined","1","s","0","0","0","25","25","0","25","25","0","0","0","25","25","25","25","0","Thu Sep 21 13:42:57 2023","1500","The main experiment item","False","FlankerEffectTest.osexp","C:\Users\stcka\OneDrive\Sam Docs\Psychology Program\AP Textbooks\Quantitative Methods","False","mono","False","18","no","white","no","yes","768","legacy","25","25","C:/Users/stcka/OneDrive/Sam Docs/Psychology Program/AP Textbooks/Quantitative Methods/SA-subject-2.csv","legacy","Melodramatic Milgram","4.0.5","0","s","NA","s","NA","NA","s","437.0","NA","351585","NA","NA","437","2","legacy","1024","2","48000","-16","experiment","SSSSS","2","even","353348","NA","NA","385382","NA","NA","395088","394067","1762","NA","NA","395188","395626","395087","395188","1760","Flanker Effect Test","25","13355.0","26","1024"
"96","96","512","512","#3d3846","legacy","legacy","legacy","congruent","1","undefined","1","h","0","0","0","26","26","0","26","26","0","0","0","26","26","26","26","0","Thu Sep 21 13:42:57 2023","1500","The main experiment item","False","FlankerEffectTest.osexp","C:\Users\stcka\OneDrive\Sam Docs\Psychology Program\AP Textbooks\Quantitative Methods","False","mono","False","18","no","white","no","yes","768","legacy","26","26","C:/Users/stcka/OneDrive/Sam Docs/Psychology Program/AP Textbooks/Quantitative Methods/SA-subject-2.csv","legacy","Melodramatic Milgram","4.0.5","0","h","NA","s","NA","NA","h","471.0","NA","351585","NA","NA","471","2","legacy","1024","2","48000","-16","experiment","HHHHH","2","even","353348","NA","NA","385382","NA","NA","396660","395631","1762","NA","NA","396760","397233","396659","396760","1760","Flanker Effect Test","26","13826.0","27","1024"
"96","96","511","511","#3d3846","legacy","legacy","legacy","congruent","1","undefined","1","s","0","0","0","27","27","0","27","27","0","0","0","27","27","27","27","0","Thu Sep 21 13:42:57 2023","1500","The main experiment item","False","FlankerEffectTest.osexp","C:\Users\stcka\OneDrive\Sam Docs\Psychology Program\AP Textbooks\Quantitative Methods","False","mono","False","18","no","white","no","yes","768","legacy","27","27","C:/Users/stcka/OneDrive/Sam Docs/Psychology Program/AP Textbooks/Quantitative Methods/SA-subject-2.csv","legacy","Melodramatic Milgram","4.0.5","0","s","NA","s","NA","NA","s","492.0","NA","351585","NA","NA","492","2","legacy","1024","2","48000","-16","experiment","SSSSS","2","even","353348","NA","NA","385382","NA","NA","398260","397238","1762","NA","NA","398361","398854","398258","398361","1760","Flanker Effect Test","27","14318.0","28","1024"
"96","96","510","510","#3d3846","legacy","legacy","legacy","congruent","1","undefined","1","s","0","0","0","28","28","0","28","28","0","0","0","28","28","28","28","0","Thu Sep 21 13:42:57 2023","1500","The main experiment item","False","FlankerEffectTest.osexp","C:\Users\stcka\OneDrive\Sam Docs\Psychology Program\AP Textbooks\Quantitative Methods","False","mono","False","18","no","white","no","yes","768","legacy","28","28","C:/Users/stcka/OneDrive/Sam Docs/Psychology Program/AP Textbooks/Quantitative Methods/SA-subject-2.csv","legacy","Melodramatic Milgram","4.0.5","0","s","NA","s","NA","NA","s","481.0","NA","351585","NA","NA","481","2","legacy","1024","2","48000","-16","experiment","SSSSS","2","even","353348","NA","NA","385382","NA","NA","399884","398860","1762","NA","NA","399985","400467","399883","399985","1760","Flanker Effect Test","28","14799.0","29","1024"
"96","96","510","510","#3d3846","legacy","legacy","legacy","incongruent","1","undefined","1","h","0","0","0","29","29","0","29","29","0","0","0","29","29","29","29","0","Thu Sep 21 13:42:57 2023","1500","The main experiment item","False","FlankerEffectTest.osexp","C:\Users\stcka\OneDrive\Sam Docs\Psychology Program\AP Textbooks\Quantitative Methods","False","mono","False","18","no","white","no","yes","768","legacy","29","29","C:/Users/stcka/OneDrive/Sam Docs/Psychology Program/AP Textbooks/Quantitative Methods/SA-subject-2.csv","legacy","Melodramatic Milgram","4.0.5","0","h","NA","s","NA","NA","h","522.0","NA","351585","NA","NA","522","2","legacy","1024","2","48000","-16","experiment","SSHSS","2","even","353348","NA","NA","385382","NA","NA","401497","400472","1762","NA","NA","401597","402121","401496","401597","1760","Flanker Effect Test","29","15321.0","30","1024"
"96","96","514","514","#3d3846","legacy","legacy","legacy","incongruent","1","undefined","1","s","0","0","0","30","30","0","30","30","0","0","0","30","30","30","30","0","Thu Sep 21 13:42:57 2023","1500","The main experiment item","False","FlankerEffectTest.osexp","C:\Users\stcka\OneDrive\Sam Docs\Psychology Program\AP Textbooks\Quantitative Methods","False","mono","False","18","no","white","no","yes","768","legacy","30","30","C:/Users/stcka/OneDrive/Sam Docs/Psychology Program/AP Textbooks/Quantitative Methods/SA-subject-2.csv","legacy","Melodramatic Milgram","4.0.5","0","s","NA","s","NA","NA","s","634.0","NA","351585","NA","NA","634","2","legacy","1024","2","48000","-16","experiment","HHSHH","2","even","353348","NA","NA","385382","NA","NA","403150","402126","1762","NA","NA","403252","403887","403149","403252","1760","Flanker Effect Test","30","15955.0","31","1024"
