acc,accuracy,average_response_time,avg_rt,background,canvas_backend,clock_backend,color_backend,compensation,condition,coordinates,correct,correct_Instructions1,correct_keyboardresponse,correct_response,count_Block1,count_Block2,count_Finish,count_Fixation,count_ISI,count_Instructions1,count_Instructions2,count_Instructions3,count_Sequence,count_Stimulus,count_block3,count_errorFeedback,count_experiment,count_faster,count_getting_started,count_keyboardresponse,count_logger,count_welcome,datetime,deadline,description,disable_garbage_collection,experiment_file,experiment_path,font_bold,font_family,font_italic,font_size,font_underline,foreground,form_clicks,fullscreen,height,keyboard_backend,live_row,live_row_Block1,logfile,mouse_backend,opensesame_codename,opensesame_version,repeat_cycle,response,response_Finish,response_Instructions1,response_Instructions2,response_Instructions3,response_keyboardresponse,response_time,response_time_Finish,response_time_Instructions1,response_time_Instructions2,response_time_Instructions3,response_time_keyboardresponse,response_time_welcome,response_welcome,round_decimals,sampler_backend,sound_buf_size,sound_channels,sound_freq,sound_sample_size,start,stimulus,subject_nr,subject_parity,time_Block1,time_Block2,time_Finish,time_Fixation,time_ISI,time_Instructions1,time_Instructions2,time_Instructions3,time_Sequence,time_Stimulus,time_block3,time_errorFeedback,time_experiment,time_faster,time_getting_started,time_keyboardresponse,time_logger,time_welcome,title,total_correct,total_response_time,total_responses,uniform_coordinates,width
100,100,414.7272727,414.7272727,#000000,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,s,0,0,0,10,10,0,0,0,10,10,0,10,0,10,NA,10,10,NA,9/25/2021 17:51,1500,The main experiment item,yes,Lab21TestFlankerTask.osexp,C:\Users\mmcel\OneDrive\GRAD SCHOOL\fall 2021\Advanced Quant,no,mono,no,18,no,#ffffff,no,yes,768,legacy,10,10,C:/Users/mmcel/OneDrive/GRAD SCHOOL/fall 2021/Advanced Quant/MM-Subject-1.csv,legacy,Lentiform Loewenfeld,3.3.9,0,s,NA,h,NA,NA,s,370,NA,11609,NA,NA,370,NA,NA,2,legacy,1024,2,48000,-16,experiment,SSSSS,1,odd,15659,NA,NA,32775,31667,4050,NA,NA,32772,32880,NA,NA,4047,NA,NA,32881,33252,NA,Lab 2.1 Test Flanker Task,11,4562,11,yes,1024
100,100,407.6666667,407.6666667,#000000,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,h,0,0,0,11,11,0,0,0,11,11,0,11,0,11,NA,11,11,NA,9/25/2021 17:51,1500,The main experiment item,yes,Lab21TestFlankerTask.osexp,C:\Users\mmcel\OneDrive\GRAD SCHOOL\fall 2021\Advanced Quant,no,mono,no,18,no,#ffffff,no,yes,768,legacy,11,11,C:/Users/mmcel/OneDrive/GRAD SCHOOL/fall 2021/Advanced Quant/MM-Subject-1.csv,legacy,Lentiform Loewenfeld,3.3.9,0,h,NA,h,NA,NA,h,330,NA,11609,NA,NA,330,NA,NA,2,legacy,1024,2,48000,-16,experiment,SSHSS,1,odd,15659,NA,NA,34419,33303,4050,NA,NA,34418,34524,NA,NA,4047,NA,NA,34524,34854,NA,Lab 2.1 Test Flanker Task,12,4892,12,yes,1024
100,100,403.4615385,403.4615385,#000000,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,h,0,0,0,12,12,0,0,0,12,12,0,12,0,12,NA,12,12,NA,9/25/2021 17:51,1500,The main experiment item,yes,Lab21TestFlankerTask.osexp,C:\Users\mmcel\OneDrive\GRAD SCHOOL\fall 2021\Advanced Quant,no,mono,no,18,no,#ffffff,no,yes,768,legacy,12,12,C:/Users/mmcel/OneDrive/GRAD SCHOOL/fall 2021/Advanced Quant/MM-Subject-1.csv,legacy,Lentiform Loewenfeld,3.3.9,0,h,NA,h,NA,NA,h,353,NA,11609,NA,NA,353,NA,NA,2,legacy,1024,2,48000,-16,experiment,SSHSS,1,odd,15659,NA,NA,36009,34901,4050,NA,NA,36007,36114,NA,NA,4047,NA,NA,36115,36469,NA,Lab 2.1 Test Flanker Task,13,5245,13,yes,1024
100,100,398,398,#000000,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,h,0,0,0,13,13,0,0,0,13,13,0,13,0,13,NA,13,13,NA,9/25/2021 17:51,1500,The main experiment item,yes,Lab21TestFlankerTask.osexp,C:\Users\mmcel\OneDrive\GRAD SCHOOL\fall 2021\Advanced Quant,no,mono,no,18,no,#ffffff,no,yes,768,legacy,13,13,C:/Users/mmcel/OneDrive/GRAD SCHOOL/fall 2021/Advanced Quant/MM-Subject-1.csv,legacy,Lentiform Loewenfeld,3.3.9,0,h,NA,h,NA,NA,h,327,NA,11609,NA,NA,327,NA,NA,2,legacy,1024,2,48000,-16,experiment,HHHHH,1,odd,15659,NA,NA,37598,36489,4050,NA,NA,37596,37704,NA,NA,4047,NA,NA,37704,38031,NA,Lab 2.1 Test Flanker Task,14,5572,14,yes,1024
100,100,407.5333333,407.5333333,#000000,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,h,0,0,0,14,14,0,0,0,14,14,0,14,0,14,NA,14,14,NA,9/25/2021 17:51,1500,The main experiment item,yes,Lab21TestFlankerTask.osexp,C:\Users\mmcel\OneDrive\GRAD SCHOOL\fall 2021\Advanced Quant,no,mono,no,18,no,#ffffff,no,yes,768,legacy,14,14,C:/Users/mmcel/OneDrive/GRAD SCHOOL/fall 2021/Advanced Quant/MM-Subject-1.csv,legacy,Lentiform Loewenfeld,3.3.9,0,h,NA,h,NA,NA,h,541,NA,11609,NA,NA,541,NA,NA,2,legacy,1024,2,48000,-16,experiment,SSHSS,1,odd,15659,NA,NA,39190,38080,4050,NA,NA,39187,39295,NA,NA,4047,NA,NA,39295,39836,NA,Lab 2.1 Test Flanker Task,15,6113,15,yes,1024
100,100,404.3125,404.3125,#000000,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,h,0,0,0,15,15,0,0,0,15,15,0,15,0,15,NA,15,15,NA,9/25/2021 17:51,1500,The main experiment item,yes,Lab21TestFlankerTask.osexp,C:\Users\mmcel\OneDrive\GRAD SCHOOL\fall 2021\Advanced Quant,no,mono,no,18,no,#ffffff,no,yes,768,legacy,15,15,C:/Users/mmcel/OneDrive/GRAD SCHOOL/fall 2021/Advanced Quant/MM-Subject-1.csv,legacy,Lentiform Loewenfeld,3.3.9,0,h,NA,h,NA,NA,h,356,NA,11609,NA,NA,356,NA,NA,2,legacy,1024,2,48000,-16,experiment,HHHHH,1,odd,15659,NA,NA,40988,39880,4050,NA,NA,40986,41093,NA,NA,4047,NA,NA,41093,41449,NA,Lab 2.1 Test Flanker Task,16,6469,16,yes,1024
100,100,407.7058824,407.7058824,#000000,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,s,0,0,0,16,16,0,0,0,16,16,0,16,0,16,NA,16,16,NA,9/25/2021 17:51,1500,The main experiment item,yes,Lab21TestFlankerTask.osexp,C:\Users\mmcel\OneDrive\GRAD SCHOOL\fall 2021\Advanced Quant,no,mono,no,18,no,#ffffff,no,yes,768,legacy,16,16,C:/Users/mmcel/OneDrive/GRAD SCHOOL/fall 2021/Advanced Quant/MM-Subject-1.csv,legacy,Lentiform Loewenfeld,3.3.9,0,s,NA,h,NA,NA,s,462,NA,11609,NA,NA,462,NA,NA,2,legacy,1024,2,48000,-16,experiment,HHSHH,1,odd,15659,NA,NA,42610,41503,4050,NA,NA,42607,42715,NA,NA,4047,NA,NA,42715,43178,NA,Lab 2.1 Test Flanker Task,17,6931,17,yes,1024
94.44444444,94.44444444,405.3888889,405.3888889,#000000,legacy,legacy,legacy,0,incongruent,uniform,0,undefined,0,s,0,0,0,17,17,0,0,0,17,17,0,17,0,17,NA,17,17,NA,9/25/2021 17:51,1500,The main experiment item,yes,Lab21TestFlankerTask.osexp,C:\Users\mmcel\OneDrive\GRAD SCHOOL\fall 2021\Advanced Quant,no,mono,no,18,no,#ffffff,no,yes,768,legacy,17,17,C:/Users/mmcel/OneDrive/GRAD SCHOOL/fall 2021/Advanced Quant/MM-Subject-1.csv,legacy,Lentiform Loewenfeld,3.3.9,0,h,NA,h,NA,NA,h,366,NA,11609,NA,NA,366,NA,NA,2,legacy,1024,2,48000,-16,experiment,HHSHH,1,odd,15659,NA,NA,44317,43202,4050,NA,NA,44314,44422,NA,NA,4047,NA,NA,44422,44788,NA,Lab 2.1 Test Flanker Task,17,7297,18,yes,1024
94.73684211,94.73684211,404.1052632,404.1052632,#000000,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,s,0,0,0,18,18,0,0,0,18,18,0,18,0,18,NA,18,18,NA,9/25/2021 17:51,1500,The main experiment item,yes,Lab21TestFlankerTask.osexp,C:\Users\mmcel\OneDrive\GRAD SCHOOL\fall 2021\Advanced Quant,no,mono,no,18,no,#ffffff,no,yes,768,legacy,18,18,C:/Users/mmcel/OneDrive/GRAD SCHOOL/fall 2021/Advanced Quant/MM-Subject-1.csv,legacy,Lentiform Loewenfeld,3.3.9,0,s,NA,h,NA,NA,s,381,NA,11609,NA,NA,381,NA,NA,2,legacy,1024,2,48000,-16,experiment,HHSHH,1,odd,15659,NA,NA,46451,45343,4050,NA,NA,46448,46556,NA,44838,4047,NA,NA,46556,46938,NA,Lab 2.1 Test Flanker Task,18,7678,19,yes,1024
95,95,405.45,405.45,#000000,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,h,0,0,0,19,19,0,0,0,19,19,0,19,0,19,NA,19,19,NA,9/25/2021 17:51,1500,The main experiment item,yes,Lab21TestFlankerTask.osexp,C:\Users\mmcel\OneDrive\GRAD SCHOOL\fall 2021\Advanced Quant,no,mono,no,18,no,#ffffff,no,yes,768,legacy,19,19,C:/Users/mmcel/OneDrive/GRAD SCHOOL/fall 2021/Advanced Quant/MM-Subject-1.csv,legacy,Lentiform Loewenfeld,3.3.9,0,h,NA,h,NA,NA,h,431,NA,11609,NA,NA,431,NA,NA,2,legacy,1024,2,48000,-16,experiment,HHHHH,1,odd,15659,NA,NA,48101,46994,4050,NA,NA,48098,48206,NA,44838,4047,NA,NA,48206,48638,NA,Lab 2.1 Test Flanker Task,19,8109,20,yes,1024
95.23809524,95.23809524,406.2380952,406.2380952,#000000,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,s,0,0,0,20,20,0,0,0,20,20,0,20,0,20,NA,20,20,NA,9/25/2021 17:51,1500,The main experiment item,yes,Lab21TestFlankerTask.osexp,C:\Users\mmcel\OneDrive\GRAD SCHOOL\fall 2021\Advanced Quant,no,mono,no,18,no,#ffffff,no,yes,768,legacy,20,20,C:/Users/mmcel/OneDrive/GRAD SCHOOL/fall 2021/Advanced Quant/MM-Subject-1.csv,legacy,Lentiform Loewenfeld,3.3.9,0,s,NA,h,NA,NA,s,422,NA,11609,NA,NA,422,NA,NA,2,legacy,1024,2,48000,-16,experiment,HHSHH,1,odd,15659,NA,NA,49777,48658,4050,NA,NA,49775,49883,NA,44838,4047,NA,NA,49883,50306,NA,Lab 2.1 Test Flanker Task,20,8531,21,yes,1024
95.45454545,95.45454545,408.1363636,408.1363636,#000000,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,s,0,0,0,21,21,0,0,0,21,21,0,21,0,21,NA,21,21,NA,9/25/2021 17:51,1500,The main experiment item,yes,Lab21TestFlankerTask.osexp,C:\Users\mmcel\OneDrive\GRAD SCHOOL\fall 2021\Advanced Quant,no,mono,no,18,no,#ffffff,no,yes,768,legacy,21,21,C:/Users/mmcel/OneDrive/GRAD SCHOOL/fall 2021/Advanced Quant/MM-Subject-1.csv,legacy,Lentiform Loewenfeld,3.3.9,0,s,NA,h,NA,NA,s,448,NA,11609,NA,NA,448,NA,NA,2,legacy,1024,2,48000,-16,experiment,HHSHH,1,odd,15659,NA,NA,51500,50356,4050,NA,NA,51498,51605,NA,44838,4047,NA,NA,51605,52053,NA,Lab 2.1 Test Flanker Task,21,8979,22,yes,1024
95.65217391,95.65217391,406.8695652,406.8695652,#000000,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,h,0,0,0,22,22,0,0,0,22,22,0,22,0,22,NA,22,22,NA,9/25/2021 17:51,1500,The main experiment item,yes,Lab21TestFlankerTask.osexp,C:\Users\mmcel\OneDrive\GRAD SCHOOL\fall 2021\Advanced Quant,no,mono,no,18,no,#ffffff,no,yes,768,legacy,22,22,C:/Users/mmcel/OneDrive/GRAD SCHOOL/fall 2021/Advanced Quant/MM-Subject-1.csv,legacy,Lentiform Loewenfeld,3.3.9,0,h,NA,h,NA,NA,h,379,NA,11609,NA,NA,379,NA,NA,2,legacy,1024,2,48000,-16,experiment,HHHHH,1,odd,15659,NA,NA,53229,52119,4050,NA,NA,53227,53335,NA,44838,4047,NA,NA,53335,53715,NA,Lab 2.1 Test Flanker Task,22,9358,23,yes,1024
95.83333333,95.83333333,412.125,412.125,#000000,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,h,0,0,0,23,23,0,0,0,23,23,0,23,0,23,NA,23,23,NA,9/25/2021 17:51,1500,The main experiment item,yes,Lab21TestFlankerTask.osexp,C:\Users\mmcel\OneDrive\GRAD SCHOOL\fall 2021\Advanced Quant,no,mono,no,18,no,#ffffff,no,yes,768,legacy,23,23,C:/Users/mmcel/OneDrive/GRAD SCHOOL/fall 2021/Advanced Quant/MM-Subject-1.csv,legacy,Lentiform Loewenfeld,3.3.9,0,h,NA,h,NA,NA,h,533,NA,11609,NA,NA,533,NA,NA,2,legacy,1024,2,48000,-16,experiment,SSHSS,1,odd,15659,NA,NA,54879,53772,4050,NA,NA,54876,54983,NA,44838,4047,NA,NA,54984,55518,NA,Lab 2.1 Test Flanker Task,23,9891,24,yes,1024
92,92,413.2,413.2,#000000,legacy,legacy,legacy,0,incongruent,uniform,0,undefined,0,s,0,0,0,24,24,0,0,0,24,24,0,24,0,24,NA,24,24,NA,9/25/2021 17:51,1500,The main experiment item,yes,Lab21TestFlankerTask.osexp,C:\Users\mmcel\OneDrive\GRAD SCHOOL\fall 2021\Advanced Quant,no,mono,no,18,no,#ffffff,no,yes,768,legacy,24,24,C:/Users/mmcel/OneDrive/GRAD SCHOOL/fall 2021/Advanced Quant/MM-Subject-1.csv,legacy,Lentiform Loewenfeld,3.3.9,0,h,NA,h,NA,NA,h,439,NA,11609,NA,NA,439,NA,NA,2,legacy,1024,2,48000,-16,experiment,HHSHH,1,odd,15659,NA,NA,56654,55546,4050,NA,NA,56652,56760,NA,44838,4047,NA,NA,56760,57200,NA,Lab 2.1 Test Flanker Task,23,10330,25,yes,1024
92.30769231,92.30769231,415.1153846,415.1153846,#000000,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,h,0,0,0,25,25,0,0,0,25,25,0,25,0,25,NA,25,25,NA,9/25/2021 17:51,1500,The main experiment item,yes,Lab21TestFlankerTask.osexp,C:\Users\mmcel\OneDrive\GRAD SCHOOL\fall 2021\Advanced Quant,no,mono,no,18,no,#ffffff,no,yes,768,legacy,25,25,C:/Users/mmcel/OneDrive/GRAD SCHOOL/fall 2021/Advanced Quant/MM-Subject-1.csv,legacy,Lentiform Loewenfeld,3.3.9,0,h,NA,h,NA,NA,h,463,NA,11609,NA,NA,463,NA,NA,2,legacy,1024,2,48000,-16,experiment,SSHSS,1,odd,15659,NA,NA,58833,57728,4050,NA,NA,58830,58938,NA,57223,4047,NA,NA,58938,59402,NA,Lab 2.1 Test Flanker Task,24,10793,26,yes,1024
92.59259259,92.59259259,415.4074074,415.4074074,#000000,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,h,0,0,0,26,26,0,0,0,26,26,0,26,0,26,NA,26,26,NA,9/25/2021 17:51,1500,The main experiment item,yes,Lab21TestFlankerTask.osexp,C:\Users\mmcel\OneDrive\GRAD SCHOOL\fall 2021\Advanced Quant,no,mono,no,18,no,#ffffff,no,yes,768,legacy,26,26,C:/Users/mmcel/OneDrive/GRAD SCHOOL/fall 2021/Advanced Quant/MM-Subject-1.csv,legacy,Lentiform Loewenfeld,3.3.9,0,h,NA,h,NA,NA,h,423,NA,11609,NA,NA,423,NA,NA,2,legacy,1024,2,48000,-16,experiment,SSHSS,1,odd,15659,NA,NA,60584,59461,4050,NA,NA,60582,60690,NA,57223,4047,NA,NA,60691,61115,NA,Lab 2.1 Test Flanker Task,25,11216,27,yes,1024
92.85714286,92.85714286,424.8928571,424.8928571,#000000,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,h,0,0,0,27,27,0,0,0,27,27,0,27,0,27,NA,27,27,NA,9/25/2021 17:51,1500,The main experiment item,yes,Lab21TestFlankerTask.osexp,C:\Users\mmcel\OneDrive\GRAD SCHOOL\fall 2021\Advanced Quant,no,mono,no,18,no,#ffffff,no,yes,768,legacy,27,27,C:/Users/mmcel/OneDrive/GRAD SCHOOL/fall 2021/Advanced Quant/MM-Subject-1.csv,legacy,Lentiform Loewenfeld,3.3.9,0,h,NA,h,NA,NA,h,681,NA,11609,NA,NA,681,NA,NA,2,legacy,1024,2,48000,-16,experiment,HHHHH,1,odd,15659,NA,NA,62292,61172,4050,NA,NA,62290,62397,NA,57223,4047,NA,NA,62397,63078,NA,Lab 2.1 Test Flanker Task,26,11897,28,yes,1024
