"acc","accuracy","average_response_time","avg_rt","background","canvas_backend","clock_backend","color_backend","compensation","condition","coordinates","correct","correct_instructions1","correct_keyboard_response","correct_response","count_Block1","count_Block2","count_Block3","count_ISI","count_errorFeedback","count_experiment","count_faster","count_finish","count_fixation","count_instructions1","count_instructions2","count_instructons3","count_keyboard_response","count_logger","count_sequence","count_stimulus","datetime","deadline","description","disable_garbage_collection","experiment_file","experiment_path","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","fullscreen","height","keyboard_backend","live_row","live_row_Block1","logfile","mouse_backend","opensesame_codename","opensesame_version","repeat_cycle","response","response_finish","response_instructions1","response_instructions2","response_instructons3","response_keyboard_response","response_time","response_time_finish","response_time_instructions1","response_time_instructions2","response_time_instructons3","response_time_keyboard_response","round_decimals","sampler_backend","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","stimulus","subject_nr","subject_parity","time_Block1","time_Block2","time_Block3","time_ISI","time_errorFeedback","time_experiment","time_faster","time_finish","time_fixation","time_instructions1","time_instructions2","time_instructons3","time_keyboard_response","time_logger","time_sequence","time_stimulus","title","total_correct","total_response_time","total_responses","uniform_coordinates","width"
"90.9090909090909","90.9090909090909","462","462","black","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","s","0","0","0","10","10","0","10","0","10","0","0","0","10","10","10","10","Sun Sep 26 20:12:06 2021","1500","The main experiment item","yes","SR-FlankerTask.osexp","C:/Users/Simon M. Rook/Documents/School/1Tarleton/Classes/Adv Quant/Lab 2","no","mono","no","18","no","white","no","no","768","legacy","10","10","C:/Users/Simon M. Rook/Documents/School/1Tarleton/Classes/Adv Quant/Lab 2/flanker-data/sr-subject-4.csv","legacy","Lentiform Loewenfeld","3.3.10","0","s","NA","s","NA","NA","s","490","NA","51055","NA","NA","490","2","legacy","1024","2","48000","-16","experiment","HHSHH","4","even","52599","NA","NA","68292","56314","1540","NA","NA","69345","1543","NA","NA","69446","69936","69343","69446","Flanker Task","10","5082","11","yes","1024"
"91.66666666666667","91.66666666666667","460.6666666666667","460.6666666666667","black","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","s","0","0","0","11","11","0","11","0","11","0","0","0","11","11","11","11","Sun Sep 26 20:12:06 2021","1500","The main experiment item","yes","SR-FlankerTask.osexp","C:/Users/Simon M. Rook/Documents/School/1Tarleton/Classes/Adv Quant/Lab 2","no","mono","no","18","no","white","no","no","768","legacy","11","11","C:/Users/Simon M. Rook/Documents/School/1Tarleton/Classes/Adv Quant/Lab 2/flanker-data/sr-subject-4.csv","legacy","Lentiform Loewenfeld","3.3.10","0","s","NA","s","NA","NA","s","446","NA","51055","NA","NA","446","2","legacy","1024","2","48000","-16","experiment","SSSSS","4","even","52599","NA","NA","69940","56314","1540","NA","NA","70995","1543","NA","NA","71098","71544","70994","71098","Flanker Task","11","5528","12","yes","1024"
"92.3076923076923","92.3076923076923","458.6923076923077","458.6923076923077","black","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","s","0","0","0","12","12","0","12","0","12","0","0","0","12","12","12","12","Sun Sep 26 20:12:06 2021","1500","The main experiment item","yes","SR-FlankerTask.osexp","C:/Users/Simon M. Rook/Documents/School/1Tarleton/Classes/Adv Quant/Lab 2","no","mono","no","18","no","white","no","no","768","legacy","12","12","C:/Users/Simon M. Rook/Documents/School/1Tarleton/Classes/Adv Quant/Lab 2/flanker-data/sr-subject-4.csv","legacy","Lentiform Loewenfeld","3.3.10","0","s","NA","s","NA","NA","s","435","NA","51055","NA","NA","435","2","legacy","1024","2","48000","-16","experiment","SSSSS","4","even","52599","NA","NA","71548","56314","1540","NA","NA","72601","1543","NA","NA","72702","73137","72600","72702","Flanker Task","12","5963","13","yes","1024"
"92.85714285714286","92.85714285714286","460.85714285714283","460.85714285714283","black","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","h","0","0","0","13","13","0","13","0","13","0","0","0","13","13","13","13","Sun Sep 26 20:12:06 2021","1500","The main experiment item","yes","SR-FlankerTask.osexp","C:/Users/Simon M. Rook/Documents/School/1Tarleton/Classes/Adv Quant/Lab 2","no","mono","no","18","no","white","no","no","768","legacy","13","13","C:/Users/Simon M. Rook/Documents/School/1Tarleton/Classes/Adv Quant/Lab 2/flanker-data/sr-subject-4.csv","legacy","Lentiform Loewenfeld","3.3.10","0","h","NA","s","NA","NA","h","489","NA","51055","NA","NA","489","2","legacy","1024","2","48000","-16","experiment","SSHSS","4","even","52599","NA","NA","73140","56314","1540","NA","NA","74194","1543","NA","NA","74295","74785","74192","74295","Flanker Task","13","6452","14","yes","1024"
"93.33333333333333","93.33333333333333","461.26666666666665","461.26666666666665","black","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","h","0","0","0","14","14","0","14","0","14","0","0","0","14","14","14","14","Sun Sep 26 20:12:06 2021","1500","The main experiment item","yes","SR-FlankerTask.osexp","C:/Users/Simon M. Rook/Documents/School/1Tarleton/Classes/Adv Quant/Lab 2","no","mono","no","18","no","white","no","no","768","legacy","14","14","C:/Users/Simon M. Rook/Documents/School/1Tarleton/Classes/Adv Quant/Lab 2/flanker-data/sr-subject-4.csv","legacy","Lentiform Loewenfeld","3.3.10","0","h","NA","s","NA","NA","h","467","NA","51055","NA","NA","467","2","legacy","1024","2","48000","-16","experiment","SSHSS","4","even","52599","NA","NA","74788","56314","1540","NA","NA","75841","1543","NA","NA","75942","76410","75839","75942","Flanker Task","14","6919","15","yes","1024"
"93.75","93.75","467.0625","467.0625","black","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","h","0","0","0","15","15","0","15","0","15","0","0","0","15","15","15","15","Sun Sep 26 20:12:06 2021","1500","The main experiment item","yes","SR-FlankerTask.osexp","C:/Users/Simon M. Rook/Documents/School/1Tarleton/Classes/Adv Quant/Lab 2","no","mono","no","18","no","white","no","no","768","legacy","15","15","C:/Users/Simon M. Rook/Documents/School/1Tarleton/Classes/Adv Quant/Lab 2/flanker-data/sr-subject-4.csv","legacy","Lentiform Loewenfeld","3.3.10","0","h","NA","s","NA","NA","h","554","NA","51055","NA","NA","554","2","legacy","1024","2","48000","-16","experiment","SSHSS","4","even","52599","NA","NA","76413","56314","1540","NA","NA","77466","1543","NA","NA","77567","78122","77464","77567","Flanker Task","15","7473","16","yes","1024"
"94.11764705882354","94.11764705882354","464.6470588235294","464.6470588235294","black","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","h","0","0","0","16","16","0","16","0","16","0","0","0","16","16","16","16","Sun Sep 26 20:12:06 2021","1500","The main experiment item","yes","SR-FlankerTask.osexp","C:/Users/Simon M. Rook/Documents/School/1Tarleton/Classes/Adv Quant/Lab 2","no","mono","no","18","no","white","no","no","768","legacy","16","16","C:/Users/Simon M. Rook/Documents/School/1Tarleton/Classes/Adv Quant/Lab 2/flanker-data/sr-subject-4.csv","legacy","Lentiform Loewenfeld","3.3.10","0","h","NA","s","NA","NA","h","426","NA","51055","NA","NA","426","2","legacy","1024","2","48000","-16","experiment","SSHSS","4","even","52599","NA","NA","78125","56314","1540","NA","NA","79178","1543","NA","NA","79279","79706","79176","79279","Flanker Task","16","7899","17","yes","1024"
"94.44444444444444","94.44444444444444","465.6666666666667","465.6666666666667","black","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","s","0","0","0","17","17","0","17","0","17","0","0","0","17","17","17","17","Sun Sep 26 20:12:06 2021","1500","The main experiment item","yes","SR-FlankerTask.osexp","C:/Users/Simon M. Rook/Documents/School/1Tarleton/Classes/Adv Quant/Lab 2","no","mono","no","18","no","white","no","no","768","legacy","17","17","C:/Users/Simon M. Rook/Documents/School/1Tarleton/Classes/Adv Quant/Lab 2/flanker-data/sr-subject-4.csv","legacy","Lentiform Loewenfeld","3.3.10","0","s","NA","s","NA","NA","s","483","NA","51055","NA","NA","483","2","legacy","1024","2","48000","-16","experiment","SSSSS","4","even","52599","NA","NA","79709","56314","1540","NA","NA","80762","1543","NA","NA","80863","81346","80760","80863","Flanker Task","17","8382","18","yes","1024"
"94.73684210526316","94.73684210526316","460.2631578947368","460.2631578947368","black","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","s","0","0","0","18","18","0","18","0","18","0","0","0","18","18","18","18","Sun Sep 26 20:12:06 2021","1500","The main experiment item","yes","SR-FlankerTask.osexp","C:/Users/Simon M. Rook/Documents/School/1Tarleton/Classes/Adv Quant/Lab 2","no","mono","no","18","no","white","no","no","768","legacy","18","18","C:/Users/Simon M. Rook/Documents/School/1Tarleton/Classes/Adv Quant/Lab 2/flanker-data/sr-subject-4.csv","legacy","Lentiform Loewenfeld","3.3.10","0","s","NA","s","NA","NA","s","363","NA","51055","NA","NA","363","2","legacy","1024","2","48000","-16","experiment","HHSHH","4","even","52599","NA","NA","81349","56314","1540","NA","NA","82402","1543","NA","NA","82503","82866","82400","82503","Flanker Task","18","8745","19","yes","1024"
"95","95","461.8","461.8","black","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","h","0","0","0","19","19","0","19","0","19","0","0","0","19","19","19","19","Sun Sep 26 20:12:06 2021","1500","The main experiment item","yes","SR-FlankerTask.osexp","C:/Users/Simon M. Rook/Documents/School/1Tarleton/Classes/Adv Quant/Lab 2","no","mono","no","18","no","white","no","no","768","legacy","19","19","C:/Users/Simon M. Rook/Documents/School/1Tarleton/Classes/Adv Quant/Lab 2/flanker-data/sr-subject-4.csv","legacy","Lentiform Loewenfeld","3.3.10","0","h","NA","s","NA","NA","h","491","NA","51055","NA","NA","491","2","legacy","1024","2","48000","-16","experiment","SSHSS","4","even","52599","NA","NA","82869","56314","1540","NA","NA","83922","1543","NA","NA","84023","84514","83920","84023","Flanker Task","19","9236","20","yes","1024"
"95.23809523809524","95.23809523809524","465.3809523809524","465.3809523809524","black","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","h","0","0","0","20","20","0","20","0","20","0","0","0","20","20","20","20","Sun Sep 26 20:12:06 2021","1500","The main experiment item","yes","SR-FlankerTask.osexp","C:/Users/Simon M. Rook/Documents/School/1Tarleton/Classes/Adv Quant/Lab 2","no","mono","no","18","no","white","no","no","768","legacy","20","20","C:/Users/Simon M. Rook/Documents/School/1Tarleton/Classes/Adv Quant/Lab 2/flanker-data/sr-subject-4.csv","legacy","Lentiform Loewenfeld","3.3.10","0","h","NA","s","NA","NA","h","537","NA","51055","NA","NA","537","2","legacy","1024","2","48000","-16","experiment","SSHSS","4","even","52599","NA","NA","84518","56314","1540","NA","NA","85572","1543","NA","NA","85673","86210","85570","85673","Flanker Task","20","9773","21","yes","1024"
"95.45454545454545","95.45454545454545","463.59090909090907","463.59090909090907","black","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","h","0","0","0","21","21","0","21","0","21","0","0","0","21","21","21","21","Sun Sep 26 20:12:06 2021","1500","The main experiment item","yes","SR-FlankerTask.osexp","C:/Users/Simon M. Rook/Documents/School/1Tarleton/Classes/Adv Quant/Lab 2","no","mono","no","18","no","white","no","no","768","legacy","21","21","C:/Users/Simon M. Rook/Documents/School/1Tarleton/Classes/Adv Quant/Lab 2/flanker-data/sr-subject-4.csv","legacy","Lentiform Loewenfeld","3.3.10","0","h","NA","s","NA","NA","h","426","NA","51055","NA","NA","426","2","legacy","1024","2","48000","-16","experiment","HHHHH","4","even","52599","NA","NA","86213","56314","1540","NA","NA","87268","1543","NA","NA","87369","87795","87266","87369","Flanker Task","21","10199","22","yes","1024"
"95.65217391304348","95.65217391304348","462.30434782608694","462.30434782608694","black","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","h","0","0","0","22","22","0","22","0","22","0","0","0","22","22","22","22","Sun Sep 26 20:12:06 2021","1500","The main experiment item","yes","SR-FlankerTask.osexp","C:/Users/Simon M. Rook/Documents/School/1Tarleton/Classes/Adv Quant/Lab 2","no","mono","no","18","no","white","no","no","768","legacy","22","22","C:/Users/Simon M. Rook/Documents/School/1Tarleton/Classes/Adv Quant/Lab 2/flanker-data/sr-subject-4.csv","legacy","Lentiform Loewenfeld","3.3.10","0","h","NA","s","NA","NA","h","434","NA","51055","NA","NA","434","2","legacy","1024","2","48000","-16","experiment","SSHSS","4","even","52599","NA","NA","87798","56314","1540","NA","NA","88852","1543","NA","NA","88953","89387","88850","88953","Flanker Task","22","10633","23","yes","1024"
"95.83333333333333","95.83333333333333","462.125","462.125","black","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","h","0","0","0","23","23","0","23","0","23","0","0","0","23","23","23","23","Sun Sep 26 20:12:06 2021","1500","The main experiment item","yes","SR-FlankerTask.osexp","C:/Users/Simon M. Rook/Documents/School/1Tarleton/Classes/Adv Quant/Lab 2","no","mono","no","18","no","white","no","no","768","legacy","23","23","C:/Users/Simon M. Rook/Documents/School/1Tarleton/Classes/Adv Quant/Lab 2/flanker-data/sr-subject-4.csv","legacy","Lentiform Loewenfeld","3.3.10","0","h","NA","s","NA","NA","h","458","NA","51055","NA","NA","458","2","legacy","1024","2","48000","-16","experiment","HHHHH","4","even","52599","NA","NA","89390","56314","1540","NA","NA","90443","1543","NA","NA","90544","91003","90442","90544","Flanker Task","23","11091","24","yes","1024"
"96","96","459.4","459.4","black","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","h","0","0","0","24","24","0","24","0","24","0","0","0","24","24","24","24","Sun Sep 26 20:12:06 2021","1500","The main experiment item","yes","SR-FlankerTask.osexp","C:/Users/Simon M. Rook/Documents/School/1Tarleton/Classes/Adv Quant/Lab 2","no","mono","no","18","no","white","no","no","768","legacy","24","24","C:/Users/Simon M. Rook/Documents/School/1Tarleton/Classes/Adv Quant/Lab 2/flanker-data/sr-subject-4.csv","legacy","Lentiform Loewenfeld","3.3.10","0","h","NA","s","NA","NA","h","394","NA","51055","NA","NA","394","2","legacy","1024","2","48000","-16","experiment","SSHSS","4","even","52599","NA","NA","91006","56314","1540","NA","NA","92060","1543","NA","NA","92161","92556","92058","92161","Flanker Task","24","11485","25","yes","1024"
"96.15384615384616","96.15384615384616","467.9230769230769","467.9230769230769","black","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","s","0","0","0","25","25","0","25","0","25","0","0","0","25","25","25","25","Sun Sep 26 20:12:06 2021","1500","The main experiment item","yes","SR-FlankerTask.osexp","C:/Users/Simon M. Rook/Documents/School/1Tarleton/Classes/Adv Quant/Lab 2","no","mono","no","18","no","white","no","no","768","legacy","25","25","C:/Users/Simon M. Rook/Documents/School/1Tarleton/Classes/Adv Quant/Lab 2/flanker-data/sr-subject-4.csv","legacy","Lentiform Loewenfeld","3.3.10","0","s","NA","s","NA","NA","s","681","NA","51055","NA","NA","681","2","legacy","1024","2","48000","-16","experiment","SSSSS","4","even","52599","NA","NA","92558","56314","1540","NA","NA","93613","1543","NA","NA","93714","94395","93611","93714","Flanker Task","25","12166","26","yes","1024"
"96.29629629629629","96.29629629629629","470.0740740740741","470.0740740740741","black","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","s","0","0","0","26","26","0","26","0","26","0","0","0","26","26","26","26","Sun Sep 26 20:12:06 2021","1500","The main experiment item","yes","SR-FlankerTask.osexp","C:/Users/Simon M. Rook/Documents/School/1Tarleton/Classes/Adv Quant/Lab 2","no","mono","no","18","no","white","no","no","768","legacy","26","26","C:/Users/Simon M. Rook/Documents/School/1Tarleton/Classes/Adv Quant/Lab 2/flanker-data/sr-subject-4.csv","legacy","Lentiform Loewenfeld","3.3.10","0","s","NA","s","NA","NA","s","526","NA","51055","NA","NA","526","2","legacy","1024","2","48000","-16","experiment","SSSSS","4","even","52599","NA","NA","94401","56314","1540","NA","NA","95456","1543","NA","NA","95557","96084","95455","95557","Flanker Task","26","12692","27","yes","1024"
"96.42857142857143","96.42857142857143","478.60714285714283","478.60714285714283","black","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","h","0","0","0","27","27","0","27","0","27","0","0","0","27","27","27","27","Sun Sep 26 20:12:06 2021","1500","The main experiment item","yes","SR-FlankerTask.osexp","C:/Users/Simon M. Rook/Documents/School/1Tarleton/Classes/Adv Quant/Lab 2","no","mono","no","18","no","white","no","no","768","legacy","27","27","C:/Users/Simon M. Rook/Documents/School/1Tarleton/Classes/Adv Quant/Lab 2/flanker-data/sr-subject-4.csv","legacy","Lentiform Loewenfeld","3.3.10","0","h","NA","s","NA","NA","h","709","NA","51055","NA","NA","709","2","legacy","1024","2","48000","-16","experiment","SSHSS","4","even","52599","NA","NA","96087","56314","1540","NA","NA","97145","1543","NA","NA","97246","97956","97144","97246","Flanker Task","27","13401","28","yes","1024"
"96.55172413793103","96.55172413793103","481.13793103448273","481.13793103448273","black","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","s","0","0","0","28","28","0","28","0","28","0","0","0","28","28","28","28","Sun Sep 26 20:12:06 2021","1500","The main experiment item","yes","SR-FlankerTask.osexp","C:/Users/Simon M. Rook/Documents/School/1Tarleton/Classes/Adv Quant/Lab 2","no","mono","no","18","no","white","no","no","768","legacy","28","28","C:/Users/Simon M. Rook/Documents/School/1Tarleton/Classes/Adv Quant/Lab 2/flanker-data/sr-subject-4.csv","legacy","Lentiform Loewenfeld","3.3.10","0","s","NA","s","NA","NA","s","552","NA","51055","NA","NA","552","2","legacy","1024","2","48000","-16","experiment","SSSSS","4","even","52599","NA","NA","97959","56314","1540","NA","NA","99014","1543","NA","NA","99115","99668","99012","99115","Flanker Task","28","13953","29","yes","1024"
"96.66666666666667","96.66666666666667","492.4","492.4","black","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","s","0","0","0","29","29","0","29","0","29","0","0","0","29","29","29","29","Sun Sep 26 20:12:06 2021","1500","The main experiment item","yes","SR-FlankerTask.osexp","C:/Users/Simon M. Rook/Documents/School/1Tarleton/Classes/Adv Quant/Lab 2","no","mono","no","18","no","white","no","no","768","legacy","29","29","C:/Users/Simon M. Rook/Documents/School/1Tarleton/Classes/Adv Quant/Lab 2/flanker-data/sr-subject-4.csv","legacy","Lentiform Loewenfeld","3.3.10","0","s","NA","s","NA","NA","s","819","NA","51055","NA","NA","819","2","legacy","1024","2","48000","-16","experiment","SSSSS","4","even","52599","NA","NA","99671","56314","1540","NA","NA","100724","1543","NA","NA","100825","101644","100722","100825","Flanker Task","29","14772","30","yes","1024"
