acc,accuracy,average_response_time,avg_rt,background,block,canvas_backend,clock_backend,color_backend,compensation,coordinates,correct,correct_Instruction_1,correct_Keyboard_Response,correct_response,count_Correct_Feedback,count_Experimental_Loop,count_Fixation,count_ISI,count_Incorrect_Feedback,count_Instruction_1,count_Instructions_2,count_Instructions_3_Thanks,count_Keyboard_Response,count_Logger,count_Memory_Set,count_Practice_Loop,count_Probe,count_expSequence,count_experiment,count_new_sketchpad,datetime,description,disable_garbage_collection,experiment_file,experiment_path,font_bold,font_family,font_italic,font_size,font_underline,foreground,form_clicks,fullscreen,height,keyboard_backend,live_row,live_row_Practice_Loop,logfile,mouse_backend,numberSet,opensesame_codename,opensesame_version,posInSet,present,repeat_cycle,response,response_Incorrect_Feedback,response_Instruction_1,response_Instructions_2,response_Instructions_3_Thanks,response_Keyboard_Response,response_new_sketchpad,response_time,response_time_Incorrect_Feedback,response_time_Instruction_1,response_time_Instructions_2,response_time_Instructions_3_Thanks,response_time_Keyboard_Response,response_time_new_sketchpad,round_decimals,sampler_backend,setSize,sound_buf_size,sound_channels,sound_freq,sound_sample_size,start,subject_nr,subject_parity,target,time_Correct_Feedback,time_Experimental_Loop,time_Fixation,time_ISI,time_Incorrect_Feedback,time_Instruction_1,time_Instructions_2,time_Instructions_3_Thanks,time_Keyboard_Response,time_Logger,time_Memory_Set,time_Practice_Loop,time_Probe,time_expSequence,time_experiment,time_new_sketchpad,title,total_correct,total_response_time,total_responses,uniform_coordinates,width
100,100,764,764,black,practice,legacy,legacy,legacy,0,uniform,1,undefined,1,left,10,0,10,10,10,0,0,0,10,10,10,0,10,10,0,NA,Sun Oct 18 19:08:55 2020,The main experiment item,yes,SternbergTask.osexp,C:/Users/JHS6-EAGLE/Desktop/OpenSes Files,no,mono,no,18,no,white,no,no,768,legacy,10,10,C:/Users/JHS6-EAGLE/Desktop/OpenSes Files/JS-subject-1.csv,legacy,4 8,Lentiform Loewenfeld,3.3.3,1,y,0,left,NA,right,NA,NA,left,NA,556,NA,26462,NA,NA,556,NA,2,legacy,2,1024,2,48000,-16,experiment,1,odd,4,87843,NA,88915,91121,NA,1324,NA,NA,93123,93679,89917,27787,93123,88914,1320,NA,Sternberg Task,11,8404,11,yes,1024
100,100,746.5,746.5,black,practice,legacy,legacy,legacy,0,uniform,1,undefined,1,right,11,0,11,11,11,0,0,0,11,11,11,0,11,11,0,NA,Sun Oct 18 19:08:55 2020,The main experiment item,yes,SternbergTask.osexp,C:/Users/JHS6-EAGLE/Desktop/OpenSes Files,no,mono,no,18,no,white,no,no,768,legacy,11,11,C:/Users/JHS6-EAGLE/Desktop/OpenSes Files/JS-subject-1.csv,legacy,2 1,Lentiform Loewenfeld,3.3.3,0,n,0,right,NA,right,NA,NA,right,NA,554,NA,26462,NA,NA,554,NA,2,legacy,2,1024,2,48000,-16,experiment,1,odd,5,93686,NA,94772,96974,NA,1324,NA,NA,98975,99530,95773,27787,98975,94770,1320,NA,Sternberg Task,12,8958,12,yes,1024
100,100,735.6923077,735.6923077,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,12,0,12,12,12,0,0,0,12,12,12,0,12,12,0,NA,Sun Oct 18 19:08:55 2020,The main experiment item,yes,SternbergTask.osexp,C:/Users/JHS6-EAGLE/Desktop/OpenSes Files,no,mono,no,18,no,white,no,no,768,legacy,0,11,C:/Users/JHS6-EAGLE/Desktop/OpenSes Files/JS-subject-1.csv,legacy,6 9 4 5 2,Lentiform Loewenfeld,3.3.3,0,n,0,right,NA,right,left,NA,right,NA,606,NA,26462,459098,NA,606,NA,2,legacy,5,1024,2,48000,-16,experiment,1,odd,1,99535,559672,559765,561967,NA,1324,100573,NA,563971,564577,560766,27787,563971,559761,1320,NA,Sternberg Task,13,9564,13,yes,1024
100,100,729.9285714,729.9285714,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,13,0,13,13,13,0,0,0,13,13,13,0,13,13,0,NA,Sun Oct 18 19:08:55 2020,The main experiment item,yes,SternbergTask.osexp,C:/Users/JHS6-EAGLE/Desktop/OpenSes Files,no,mono,no,18,no,white,no,no,768,legacy,1,11,C:/Users/JHS6-EAGLE/Desktop/OpenSes Files/JS-subject-1.csv,legacy,6 8 4,Lentiform Loewenfeld,3.3.3,0,n,0,right,NA,right,left,NA,right,NA,655,NA,26462,459098,NA,655,NA,2,legacy,3,1024,2,48000,-16,experiment,1,odd,1,564588,559672,566430,568632,NA,1324,100573,NA,570634,571290,567431,27787,570634,566428,1320,NA,Sternberg Task,14,10219,14,yes,1024
100,100,717.2666667,717.2666667,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,14,0,14,14,14,0,0,0,14,14,14,0,14,14,0,NA,Sun Oct 18 19:08:55 2020,The main experiment item,yes,SternbergTask.osexp,C:/Users/JHS6-EAGLE/Desktop/OpenSes Files,no,mono,no,18,no,white,no,no,768,legacy,2,11,C:/Users/JHS6-EAGLE/Desktop/OpenSes Files/JS-subject-1.csv,legacy,5 7 3,Lentiform Loewenfeld,3.3.3,0,n,0,right,NA,right,left,NA,right,NA,540,NA,26462,459098,NA,540,NA,2,legacy,3,1024,2,48000,-16,experiment,1,odd,9,571300,559672,572372,574578,NA,1324,100573,NA,576579,577120,573377,27787,576579,572371,1320,NA,Sternberg Task,15,10759,15,yes,1024
100,100,707.9375,707.9375,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,15,0,15,15,15,0,0,0,15,15,15,0,15,15,0,NA,Sun Oct 18 19:08:55 2020,The main experiment item,yes,SternbergTask.osexp,C:/Users/JHS6-EAGLE/Desktop/OpenSes Files,no,mono,no,18,no,white,no,no,768,legacy,3,11,C:/Users/JHS6-EAGLE/Desktop/OpenSes Files/JS-subject-1.csv,legacy,5 9 2 3,Lentiform Loewenfeld,3.3.3,0,n,0,right,NA,right,left,NA,right,NA,568,NA,26462,459098,NA,568,NA,2,legacy,4,1024,2,48000,-16,experiment,1,odd,8,577127,559672,578199,580402,NA,1324,100573,NA,582404,582972,579201,27787,582404,578198,1320,NA,Sternberg Task,16,11327,16,yes,1024
100,100,686.2941176,686.2941176,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,16,0,16,16,16,0,0,0,16,16,16,0,16,16,0,NA,Sun Oct 18 19:08:55 2020,The main experiment item,yes,SternbergTask.osexp,C:/Users/JHS6-EAGLE/Desktop/OpenSes Files,no,mono,no,18,no,white,no,no,768,legacy,4,11,C:/Users/JHS6-EAGLE/Desktop/OpenSes Files/JS-subject-1.csv,legacy,7,Lentiform Loewenfeld,3.3.3,1,y,0,left,NA,right,left,NA,left,NA,340,NA,26462,459098,NA,340,NA,2,legacy,1,1024,2,48000,-16,experiment,1,odd,7,582977,559672,584052,586254,NA,1324,100573,NA,588257,588598,585053,27787,588257,584050,1320,NA,Sternberg Task,17,11667,17,yes,1024
100,100,676.7777778,676.7777778,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,17,0,17,17,17,0,0,0,17,17,17,0,17,17,0,NA,Sun Oct 18 19:08:55 2020,The main experiment item,yes,SternbergTask.osexp,C:/Users/JHS6-EAGLE/Desktop/OpenSes Files,no,mono,no,18,no,white,no,no,768,legacy,5,11,C:/Users/JHS6-EAGLE/Desktop/OpenSes Files/JS-subject-1.csv,legacy,8 4 3 5,Lentiform Loewenfeld,3.3.3,0,n,0,right,NA,right,left,NA,right,NA,515,NA,26462,459098,NA,515,NA,2,legacy,4,1024,2,48000,-16,experiment,1,odd,6,588608,559672,589681,591886,NA,1324,100573,NA,593887,594402,590682,27787,593887,589680,1320,NA,Sternberg Task,18,12182,18,yes,1024
100,100,667.1578947,667.1578947,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,18,0,18,18,18,0,0,0,18,18,18,0,18,18,0,NA,Sun Oct 18 19:08:55 2020,The main experiment item,yes,SternbergTask.osexp,C:/Users/JHS6-EAGLE/Desktop/OpenSes Files,no,mono,no,18,no,white,no,no,768,legacy,6,11,C:/Users/JHS6-EAGLE/Desktop/OpenSes Files/JS-subject-1.csv,legacy,9 4 2,Lentiform Loewenfeld,3.3.3,1,y,0,left,NA,right,left,NA,left,NA,494,NA,26462,459098,NA,494,NA,2,legacy,3,1024,2,48000,-16,experiment,1,odd,9,594411,559672,595484,597690,NA,1324,100573,NA,599694,600188,596485,27787,599694,595483,1320,NA,Sternberg Task,19,12676,19,yes,1024
100,100,659.85,659.85,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,19,0,19,19,19,0,0,0,19,19,19,0,19,19,0,NA,Sun Oct 18 19:08:55 2020,The main experiment item,yes,SternbergTask.osexp,C:/Users/JHS6-EAGLE/Desktop/OpenSes Files,no,mono,no,18,no,white,no,no,768,legacy,7,11,C:/Users/JHS6-EAGLE/Desktop/OpenSes Files/JS-subject-1.csv,legacy,8 5 7 3 6,Lentiform Loewenfeld,3.3.3,0,n,0,right,NA,right,left,NA,right,NA,521,NA,26462,459098,NA,521,NA,2,legacy,5,1024,2,48000,-16,experiment,1,odd,9,600194,559672,601272,603475,NA,1324,100573,NA,605475,605996,602273,27787,605475,601271,1320,NA,Sternberg Task,20,13197,20,yes,1024
100,100,652.047619,652.047619,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,20,0,20,20,20,0,0,0,20,20,20,0,20,20,0,NA,Sun Oct 18 19:08:55 2020,The main experiment item,yes,SternbergTask.osexp,C:/Users/JHS6-EAGLE/Desktop/OpenSes Files,no,mono,no,18,no,white,no,no,768,legacy,8,11,C:/Users/JHS6-EAGLE/Desktop/OpenSes Files/JS-subject-1.csv,legacy,7 1 5 6 3,Lentiform Loewenfeld,3.3.3,0,n,0,right,NA,right,left,NA,right,NA,496,NA,26462,459098,NA,496,NA,2,legacy,5,1024,2,48000,-16,experiment,1,odd,8,606002,559672,607074,609280,NA,1324,100573,NA,611281,611778,608079,27787,611281,607073,1320,NA,Sternberg Task,21,13693,21,yes,1024
100,100,636.5454545,636.5454545,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,21,0,21,21,21,0,0,0,21,21,21,0,21,21,0,NA,Sun Oct 18 19:08:55 2020,The main experiment item,yes,SternbergTask.osexp,C:/Users/JHS6-EAGLE/Desktop/OpenSes Files,no,mono,no,18,no,white,no,no,768,legacy,9,11,C:/Users/JHS6-EAGLE/Desktop/OpenSes Files/JS-subject-1.csv,legacy,3 4,Lentiform Loewenfeld,3.3.3,1,y,0,left,NA,right,left,NA,left,NA,311,NA,26462,459098,NA,311,NA,2,legacy,2,1024,2,48000,-16,experiment,1,odd,3,611782,559672,612855,615057,NA,1324,100573,NA,617058,617370,613856,27787,617058,612854,1320,NA,Sternberg Task,22,14004,22,yes,1024
100,100,626.0869565,626.0869565,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,22,0,22,22,22,0,0,0,22,22,22,0,22,22,0,NA,Sun Oct 18 19:08:55 2020,The main experiment item,yes,SternbergTask.osexp,C:/Users/JHS6-EAGLE/Desktop/OpenSes Files,no,mono,no,18,no,white,no,no,768,legacy,10,11,C:/Users/JHS6-EAGLE/Desktop/OpenSes Files/JS-subject-1.csv,legacy,5 2,Lentiform Loewenfeld,3.3.3,0,n,0,right,NA,right,left,NA,right,NA,396,NA,26462,459098,NA,396,NA,2,legacy,2,1024,2,48000,-16,experiment,1,odd,7,617374,559672,618447,620652,NA,1324,100573,NA,622657,623054,619451,27787,622657,618446,1320,NA,Sternberg Task,23,14400,23,yes,1024
95.83333333,95.83333333,620.625,620.625,black,experiment,legacy,legacy,legacy,0,uniform,0,undefined,0,left,23,0,23,23,23,0,0,0,23,23,23,0,23,23,0,NA,Sun Oct 18 19:08:55 2020,The main experiment item,yes,SternbergTask.osexp,C:/Users/JHS6-EAGLE/Desktop/OpenSes Files,no,mono,no,18,no,white,no,no,768,legacy,11,11,C:/Users/JHS6-EAGLE/Desktop/OpenSes Files/JS-subject-1.csv,legacy,7 1 8 5 6 2,Lentiform Loewenfeld,3.3.3,2,y,0,right,NA,right,left,NA,right,NA,495,NA,26462,459098,NA,495,NA,2,legacy,6,1024,2,48000,-16,experiment,1,odd,1,623061,559672,624136,626341,NA,1324,100573,NA,628342,628837,625140,27787,628342,624135,1320,NA,Sternberg Task,23,14895,24,yes,1024
96,96,623.36,623.36,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,24,0,24,24,24,0,0,0,24,24,24,0,24,24,0,NA,Sun Oct 18 19:08:55 2020,The main experiment item,yes,SternbergTask.osexp,C:/Users/JHS6-EAGLE/Desktop/OpenSes Files,no,mono,no,18,no,white,no,no,768,legacy,12,11,C:/Users/JHS6-EAGLE/Desktop/OpenSes Files/JS-subject-1.csv,legacy,9 5 3 2 8 6,Lentiform Loewenfeld,3.3.3,0,n,0,right,right,right,left,NA,right,NA,689,2917,26462,459098,NA,689,NA,2,legacy,6,1024,2,48000,-16,experiment,1,odd,7,623061,559672,631860,634064,628843,1324,100573,NA,636065,636755,632861,27787,636065,631858,1320,NA,Sternberg Task,24,15584,25,yes,1024
96.15384615,96.15384615,619.3461538,619.3461538,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,25,0,25,25,25,0,0,0,25,25,25,0,25,25,0,NA,Sun Oct 18 19:08:55 2020,The main experiment item,yes,SternbergTask.osexp,C:/Users/JHS6-EAGLE/Desktop/OpenSes Files,no,mono,no,18,no,white,no,no,768,legacy,13,11,C:/Users/JHS6-EAGLE/Desktop/OpenSes Files/JS-subject-1.csv,legacy,1,Lentiform Loewenfeld,3.3.3,0,n,0,right,right,right,left,NA,right,NA,519,2917,26462,459098,NA,519,NA,2,legacy,1,1024,2,48000,-16,experiment,1,odd,7,636762,559672,637835,640037,628843,1324,100573,NA,642038,642558,638836,27787,642038,637833,1320,NA,Sternberg Task,25,16103,26,yes,1024
96.2962963,96.2962963,621.6666667,621.6666667,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,26,0,26,26,26,0,0,0,26,26,26,0,26,26,0,NA,Sun Oct 18 19:08:55 2020,The main experiment item,yes,SternbergTask.osexp,C:/Users/JHS6-EAGLE/Desktop/OpenSes Files,no,mono,no,18,no,white,no,no,768,legacy,14,11,C:/Users/JHS6-EAGLE/Desktop/OpenSes Files/JS-subject-1.csv,legacy,8 5 4 2 9 6,Lentiform Loewenfeld,3.3.3,0,n,0,right,right,right,left,NA,right,NA,682,2917,26462,459098,NA,682,NA,2,legacy,6,1024,2,48000,-16,experiment,1,odd,3,642563,559672,643637,645839,628843,1324,100573,NA,647840,648523,644638,27787,647840,643634,1320,NA,Sternberg Task,26,16785,27,yes,1024
96.42857143,96.42857143,624.3214286,624.3214286,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,27,0,27,27,27,0,0,0,27,27,27,0,27,27,0,NA,Sun Oct 18 19:08:55 2020,The main experiment item,yes,SternbergTask.osexp,C:/Users/JHS6-EAGLE/Desktop/OpenSes Files,no,mono,no,18,no,white,no,no,768,legacy,15,11,C:/Users/JHS6-EAGLE/Desktop/OpenSes Files/JS-subject-1.csv,legacy,8 2 1 4 5 9,Lentiform Loewenfeld,3.3.3,0,n,0,right,right,right,left,NA,right,NA,696,2917,26462,459098,NA,696,NA,2,legacy,6,1024,2,48000,-16,experiment,1,odd,7,648537,559672,649612,651814,628843,1324,100573,NA,653815,654511,650613,27787,653815,649611,1320,NA,Sternberg Task,27,17481,28,yes,1024
93.10344828,93.10344828,620.4482759,620.4482759,black,experiment,legacy,legacy,legacy,0,uniform,0,undefined,0,left,28,0,28,28,28,0,0,0,28,28,28,0,28,28,0,NA,Sun Oct 18 19:08:55 2020,The main experiment item,yes,SternbergTask.osexp,C:/Users/JHS6-EAGLE/Desktop/OpenSes Files,no,mono,no,18,no,white,no,no,768,legacy,16,11,C:/Users/JHS6-EAGLE/Desktop/OpenSes Files/JS-subject-1.csv,legacy,6 1 2,Lentiform Loewenfeld,3.3.3,3,y,0,right,right,right,left,NA,right,NA,512,2917,26462,459098,NA,512,NA,2,legacy,3,1024,2,48000,-16,experiment,1,odd,2,654524,559672,655598,657800,628843,1324,100573,NA,659801,660314,656599,27787,659801,655597,1320,NA,Sternberg Task,27,17993,29,yes,1024
93.33333333,93.33333333,623.6333333,623.6333333,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,29,0,29,29,29,0,0,0,29,29,29,0,29,29,0,NA,Sun Oct 18 19:08:55 2020,The main experiment item,yes,SternbergTask.osexp,C:/Users/JHS6-EAGLE/Desktop/OpenSes Files,no,mono,no,18,no,white,no,no,768,legacy,17,11,C:/Users/JHS6-EAGLE/Desktop/OpenSes Files/JS-subject-1.csv,legacy,8 1 6,Lentiform Loewenfeld,3.3.3,3,y,0,left,right,right,left,NA,left,NA,716,3250,26462,459098,NA,716,NA,2,legacy,3,1024,2,48000,-16,experiment,1,odd,6,654524,559672,663677,665879,660321,1324,100573,NA,667884,668601,664678,27787,667883,663676,1320,NA,Sternberg Task,28,18709,30,yes,1024
93.5483871,93.5483871,622.3225806,622.3225806,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,30,0,30,30,30,0,0,0,30,30,30,0,30,30,0,NA,Sun Oct 18 19:08:55 2020,The main experiment item,yes,SternbergTask.osexp,C:/Users/JHS6-EAGLE/Desktop/OpenSes Files,no,mono,no,18,no,white,no,no,768,legacy,18,11,C:/Users/JHS6-EAGLE/Desktop/OpenSes Files/JS-subject-1.csv,legacy,2 5 1 4,Lentiform Loewenfeld,3.3.3,0,n,0,right,right,right,left,NA,right,NA,583,3250,26462,459098,NA,583,NA,2,legacy,4,1024,2,48000,-16,experiment,1,odd,6,668607,559672,669687,671889,660321,1324,100573,NA,673890,674474,670688,27787,673890,669686,1320,NA,Sternberg Task,29,19292,31,yes,1024
