"acc","accuracy","average_response_time","avg_rt","background","block","canvas_backend","clock_backend","color_backend","compensation","coordinates","correct","correct_Instruction_1","correct_Keyboard_Response","correct_response","count_Correct_Feedback","count_Experimental_Loop","count_Fixation","count_ISI","count_Incorrect_Feedback","count_Instruction_1","count_Instructions_2","count_Instructions_3_Thanks","count_Keyboard_Response","count_Logger","count_Memory_Set","count_Practice_Loop","count_Probe","count_expSequence","count_experiment","count_new_sketchpad","datetime","description","disable_garbage_collection","experiment_file","experiment_path","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","fullscreen","height","keyboard_backend","live_row","live_row_Practice_Loop","logfile","mouse_backend","numberSet","opensesame_codename","opensesame_version","posInSet","present","repeat_cycle","response","response_Incorrect_Feedback","response_Instruction_1","response_Instructions_2","response_Instructions_3_Thanks","response_Keyboard_Response","response_new_sketchpad","response_time","response_time_Incorrect_Feedback","response_time_Instruction_1","response_time_Instructions_2","response_time_Instructions_3_Thanks","response_time_Keyboard_Response","response_time_new_sketchpad","round_decimals","sampler_backend","setSize","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","subject_nr","subject_parity","target","time_Correct_Feedback","time_Experimental_Loop","time_Fixation","time_ISI","time_Incorrect_Feedback","time_Instruction_1","time_Instructions_2","time_Instructions_3_Thanks","time_Keyboard_Response","time_Logger","time_Memory_Set","time_Practice_Loop","time_Probe","time_expSequence","time_experiment","time_new_sketchpad","title","total_correct","total_response_time","total_responses","uniform_coordinates","width"
"45.45454545454545","45.45454545454545","1588.1818181818182","1588.1818181818182","black","practice","legacy","legacy","legacy","0","uniform","1","undefined","1","right","10","0","10","10","10","0","0","0","10","10","10","0","10","10","0","NA","Sun Oct 25 18:38:27 2020","The main experiment item","yes","SternbergTask (1).osexp","/Users/jacobspurling/Downloads","no","mono","no","18","no","white","no","yes","768","legacy","10","10","/Users/jacobspurling/Desktop/RL-subject-2.csv","legacy","5","Lentiform Loewenfeld","3.3.5","0","n","0","right","right","right","NA","NA","right","NA","1385","59365","254733","NA","NA","1385","NA","2","legacy","1","1024","2","48000","-16","experiment","2","even","3","472526","NA","473631","475862","401176","5340","NA","NA","477875","479262","474646","260117","477875","473619","5318","NA","Sternberg Task","5","17470","11","yes","1024"
"50","50","1546.75","1546.75","black","practice","legacy","legacy","legacy","0","uniform","1","undefined","1","left","11","0","11","11","11","0","0","0","11","11","11","0","11","11","0","NA","Sun Oct 25 18:38:27 2020","The main experiment item","yes","SternbergTask (1).osexp","/Users/jacobspurling/Downloads","no","mono","no","18","no","white","no","yes","768","legacy","11","11","/Users/jacobspurling/Desktop/RL-subject-2.csv","legacy","1 7 9 8 5","Lentiform Loewenfeld","3.3.5","4","y","0","left","right","right","NA","NA","left","NA","1091","59365","254733","NA","NA","1091","NA","2","legacy","5","1024","2","48000","-16","experiment","2","even","8","479287","NA","480392","482623","401176","5340","NA","NA","484636","485729","481407","260117","484636","480381","5318","NA","Sternberg Task","6","18561","12","yes","1024"
"53.84615384615385","53.84615384615385","1479.076923076923","1479.076923076923","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","12","0","12","12","12","0","0","0","12","12","12","0","12","12","0","NA","Sun Oct 25 18:38:27 2020","The main experiment item","yes","SternbergTask (1).osexp","/Users/jacobspurling/Downloads","no","mono","no","18","no","white","no","yes","768","legacy","0","11","/Users/jacobspurling/Desktop/RL-subject-2.csv","legacy","2 7 5","Lentiform Loewenfeld","3.3.5","0","n","0","right","right","right","left","NA","right","NA","667","59365","254733","5106","NA","667","NA","2","legacy","3","1024","2","48000","-16","experiment","2","even","8","485755","491922","492033","494262","401176","5340","486815","NA","496275","496944","493047","260117","496275","492021","5318","NA","Sternberg Task","7","19228","13","yes","1024"
"57.142857142857146","57.142857142857146","1448.5","1448.5","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","13","0","13","13","13","0","0","0","13","13","13","0","13","13","0","NA","Sun Oct 25 18:38:27 2020","The main experiment item","yes","SternbergTask (1).osexp","/Users/jacobspurling/Downloads","no","mono","no","18","no","white","no","yes","768","legacy","1","11","/Users/jacobspurling/Desktop/RL-subject-2.csv","legacy","6 1 2","Lentiform Loewenfeld","3.3.5","3","y","0","left","right","right","left","NA","left","NA","1051","59365","254733","5106","NA","1051","NA","2","legacy","3","1024","2","48000","-16","experiment","2","even","2","496969","491922","498073","500304","401176","5340","486815","NA","502316","503369","499088","260117","502316","498061","5318","NA","Sternberg Task","8","20279","14","yes","1024"
"60","60","1404.9333333333334","1404.9333333333334","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","14","0","14","14","14","0","0","0","14","14","14","0","14","14","0","NA","Sun Oct 25 18:38:27 2020","The main experiment item","yes","SternbergTask (1).osexp","/Users/jacobspurling/Downloads","no","mono","no","18","no","white","no","yes","768","legacy","2","11","/Users/jacobspurling/Desktop/RL-subject-2.csv","legacy","5 9 2 3","Lentiform Loewenfeld","3.3.5","0","n","0","right","right","right","left","NA","right","NA","795","59365","254733","5106","NA","795","NA","2","legacy","4","1024","2","48000","-16","experiment","2","even","8","503396","491922","504502","506733","401176","5340","486815","NA","508746","509543","505516","260117","508746","504490","5318","NA","Sternberg Task","9","21074","15","yes","1024"
"56.25","56.25","1365.75","1365.75","black","experiment","legacy","legacy","legacy","0","uniform","0","undefined","0","right","15","0","15","15","15","0","0","0","15","15","15","0","15","15","0","NA","Sun Oct 25 18:38:27 2020","The main experiment item","yes","SternbergTask (1).osexp","/Users/jacobspurling/Downloads","no","mono","no","18","no","white","no","yes","768","legacy","3","11","/Users/jacobspurling/Desktop/RL-subject-2.csv","legacy","1 5 3 2 8","Lentiform Loewenfeld","3.3.5","0","n","0","left","right","right","left","NA","left","NA","778","59365","254733","5106","NA","778","NA","2","legacy","5","1024","2","48000","-16","experiment","2","even","4","509568","491922","510679","512911","401176","5340","486815","NA","514924","515703","511695","260117","514924","510667","5318","NA","Sternberg Task","9","21852","16","yes","1024"
"58.8235294117647","58.8235294117647","1362.8823529411766","1362.8823529411766","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","16","0","16","16","16","0","0","0","16","16","16","0","16","16","0","NA","Sun Oct 25 18:38:27 2020","The main experiment item","yes","SternbergTask (1).osexp","/Users/jacobspurling/Downloads","no","mono","no","18","no","white","no","yes","768","legacy","4","11","/Users/jacobspurling/Desktop/RL-subject-2.csv","legacy","2 6 4 3 9","Lentiform Loewenfeld","3.3.5","0","n","0","right","right","right","left","NA","right","NA","1317","2806","254733","5106","NA","1317","NA","2","legacy","5","1024","2","48000","-16","experiment","2","even","1","509568","491922","518645","520876","515728","5340","486815","NA","522888","524206","519659","260117","522888","518633","5318","NA","Sternberg Task","10","23169","17","yes","1024"
"61.111111111111114","61.111111111111114","1336.4444444444443","1336.4444444444443","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","17","0","17","17","17","0","0","0","17","17","17","0","17","17","0","NA","Sun Oct 25 18:38:27 2020","The main experiment item","yes","SternbergTask (1).osexp","/Users/jacobspurling/Downloads","no","mono","no","18","no","white","no","yes","768","legacy","5","11","/Users/jacobspurling/Desktop/RL-subject-2.csv","legacy","7 3 2 8","Lentiform Loewenfeld","3.3.5","0","n","0","right","right","right","left","NA","right","NA","887","2806","254733","5106","NA","887","NA","2","legacy","4","1024","2","48000","-16","experiment","2","even","4","524231","491922","525339","527571","515728","5340","486815","NA","529585","530473","526355","260117","529585","525328","5318","NA","Sternberg Task","11","24056","18","yes","1024"
"63.1578947368421","63.1578947368421","1304.3157894736842","1304.3157894736842","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","18","0","18","18","18","0","0","0","18","18","18","0","18","18","0","NA","Sun Oct 25 18:38:27 2020","The main experiment item","yes","SternbergTask (1).osexp","/Users/jacobspurling/Downloads","no","mono","no","18","no","white","no","yes","768","legacy","6","11","/Users/jacobspurling/Desktop/RL-subject-2.csv","legacy","6 7 8 5","Lentiform Loewenfeld","3.3.5","3","y","0","left","right","right","left","NA","left","NA","726","2806","254733","5106","NA","726","NA","2","legacy","4","1024","2","48000","-16","experiment","2","even","8","530498","491922","531607","533840","515728","5340","486815","NA","535853","536581","532623","260117","535852","531595","5318","NA","Sternberg Task","12","24782","19","yes","1024"
"65","65","1284.45","1284.45","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","19","0","19","19","19","0","0","0","19","19","19","0","19","19","0","NA","Sun Oct 25 18:38:27 2020","The main experiment item","yes","SternbergTask (1).osexp","/Users/jacobspurling/Downloads","no","mono","no","18","no","white","no","yes","768","legacy","7","11","/Users/jacobspurling/Desktop/RL-subject-2.csv","legacy","5 2 9 6 1 7","Lentiform Loewenfeld","3.3.5","3","y","0","left","right","right","left","NA","left","NA","907","2806","254733","5106","NA","907","NA","2","legacy","6","1024","2","48000","-16","experiment","2","even","9","536606","491922","537715","539945","515728","5340","486815","NA","541956","542865","538729","260117","541956","537704","5318","NA","Sternberg Task","13","25689","20","yes","1024"
"61.904761904761905","61.904761904761905","1261.5714285714287","1261.5714285714287","black","experiment","legacy","legacy","legacy","0","uniform","0","undefined","0","left","20","0","20","20","20","0","0","0","20","20","20","0","20","20","0","NA","Sun Oct 25 18:38:27 2020","The main experiment item","yes","SternbergTask (1).osexp","/Users/jacobspurling/Downloads","no","mono","no","18","no","white","no","yes","768","legacy","8","11","/Users/jacobspurling/Desktop/RL-subject-2.csv","legacy","3 9 7 6 4","Lentiform Loewenfeld","3.3.5","3","y","0","right","right","right","left","NA","right","NA","804","2806","254733","5106","NA","804","NA","2","legacy","5","1024","2","48000","-16","experiment","2","even","7","542892","491922","544002","546233","515728","5340","486815","NA","548246","549052","545017","260117","548246","543991","5318","NA","Sternberg Task","13","26493","21","yes","1024"
"59.09090909090909","59.09090909090909","1248","1248","black","experiment","legacy","legacy","legacy","0","uniform","0","undefined","0","right","21","0","21","21","21","0","0","0","21","21","21","0","21","21","0","NA","Sun Oct 25 18:38:27 2020","The main experiment item","yes","SternbergTask (1).osexp","/Users/jacobspurling/Downloads","no","mono","no","18","no","white","no","yes","768","legacy","9","11","/Users/jacobspurling/Desktop/RL-subject-2.csv","legacy","2 8 9 4 1","Lentiform Loewenfeld","3.3.5","0","n","0","left","right","right","left","NA","left","NA","963","3621","254733","5106","NA","963","NA","2","legacy","5","1024","2","48000","-16","experiment","2","even","5","542892","491922","552806","555035","549077","5340","486815","NA","557048","558013","553820","260117","557047","552794","5318","NA","Sternberg Task","13","27456","22","yes","1024"
"60.869565217391305","60.869565217391305","1233.6521739130435","1233.6521739130435","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","22","0","22","22","22","0","0","0","22","22","22","0","22","22","0","NA","Sun Oct 25 18:38:27 2020","The main experiment item","yes","SternbergTask (1).osexp","/Users/jacobspurling/Downloads","no","mono","no","18","no","white","no","yes","768","legacy","10","11","/Users/jacobspurling/Desktop/RL-subject-2.csv","legacy","2 5 1 4","Lentiform Loewenfeld","3.3.5","0","n","0","right","right","right","left","NA","right","NA","918","4237","254733","5106","NA","918","NA","2","legacy","4","1024","2","48000","-16","experiment","2","even","6","542892","491922","562382","564616","558037","5340","486815","NA","566631","567550","563400","260117","566631","562371","5318","NA","Sternberg Task","14","28374","23","yes","1024"
"62.5","62.5","1220.5","1220.5","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","23","0","23","23","23","0","0","0","23","23","23","0","23","23","0","NA","Sun Oct 25 18:38:27 2020","The main experiment item","yes","SternbergTask (1).osexp","/Users/jacobspurling/Downloads","no","mono","no","18","no","white","no","yes","768","legacy","11","11","/Users/jacobspurling/Desktop/RL-subject-2.csv","legacy","6 7 9 3 1 2","Lentiform Loewenfeld","3.3.5","1","y","0","left","right","right","left","NA","left","NA","918","4237","254733","5106","NA","918","NA","2","legacy","6","1024","2","48000","-16","experiment","2","even","6","567576","491922","568682","570913","558037","5340","486815","NA","572928","573848","569697","260117","572928","568670","5318","NA","Sternberg Task","15","29292","24","yes","1024"
"64","64","1204.88","1204.88","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","24","0","24","24","24","0","0","0","24","24","24","0","24","24","0","NA","Sun Oct 25 18:38:27 2020","The main experiment item","yes","SternbergTask (1).osexp","/Users/jacobspurling/Downloads","no","mono","no","18","no","white","no","yes","768","legacy","12","11","/Users/jacobspurling/Desktop/RL-subject-2.csv","legacy","5 7 8 2 3 8","Lentiform Loewenfeld","3.3.5","5","y","0","left","right","right","left","NA","left","NA","830","4237","254733","5106","NA","830","NA","2","legacy","6","1024","2","48000","-16","experiment","2","even","3","573862","491922","574969","577200","558037","5340","486815","NA","579212","580043","575985","260117","579212","574957","5318","NA","Sternberg Task","16","30122","25","yes","1024"
"61.53846153846154","61.53846153846154","1191.4615384615386","1191.4615384615386","black","experiment","legacy","legacy","legacy","0","uniform","0","undefined","0","left","25","0","25","25","25","0","0","0","25","25","25","0","25","25","0","NA","Sun Oct 25 18:38:27 2020","The main experiment item","yes","SternbergTask (1).osexp","/Users/jacobspurling/Downloads","no","mono","no","18","no","white","no","yes","768","legacy","13","11","/Users/jacobspurling/Desktop/RL-subject-2.csv","legacy","1 4 9 3 2 5","Lentiform Loewenfeld","3.3.5","3","y","0","right","right","right","left","NA","right","NA","856","4237","254733","5106","NA","856","NA","2","legacy","6","1024","2","48000","-16","experiment","2","even","9","580069","491922","581175","583405","558037","5340","486815","NA","585419","586277","582190","260117","585419","581164","5318","NA","Sternberg Task","16","30978","26","yes","1024"
"62.96296296296296","62.96296296296296","1188.4074074074074","1188.4074074074074","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","26","0","26","26","26","0","0","0","26","26","26","0","26","26","0","NA","Sun Oct 25 18:38:27 2020","The main experiment item","yes","SternbergTask (1).osexp","/Users/jacobspurling/Downloads","no","mono","no","18","no","white","no","yes","768","legacy","14","11","/Users/jacobspurling/Desktop/RL-subject-2.csv","legacy","6 7 5 9","Lentiform Loewenfeld","3.3.5","0","n","0","right","right","right","left","NA","right","NA","1109","3304","254733","5106","NA","1109","NA","2","legacy","4","1024","2","48000","-16","experiment","2","even","2","580069","491922","589724","591955","586304","5340","486815","NA","593968","595078","590739","260117","593967","589713","5318","NA","Sternberg Task","17","32087","27","yes","1024"
"64.28571428571429","64.28571428571429","1171.2142857142858","1171.2142857142858","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","27","0","27","27","27","0","0","0","27","27","27","0","27","27","0","NA","Sun Oct 25 18:38:27 2020","The main experiment item","yes","SternbergTask (1).osexp","/Users/jacobspurling/Downloads","no","mono","no","18","no","white","no","yes","768","legacy","15","11","/Users/jacobspurling/Desktop/RL-subject-2.csv","legacy","9 5 8 1","Lentiform Loewenfeld","3.3.5","2","y","0","left","right","right","left","NA","left","NA","707","3304","254733","5106","NA","707","NA","2","legacy","4","1024","2","48000","-16","experiment","2","even","5","595104","491922","596208","598439","586304","5340","486815","NA","600453","601162","597222","260117","600453","596196","5318","NA","Sternberg Task","18","32794","28","yes","1024"
"65.51724137931035","65.51724137931035","1158.2758620689656","1158.2758620689656","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","28","0","28","28","28","0","0","0","28","28","28","0","28","28","0","NA","Sun Oct 25 18:38:27 2020","The main experiment item","yes","SternbergTask (1).osexp","/Users/jacobspurling/Downloads","no","mono","no","18","no","white","no","yes","768","legacy","16","11","/Users/jacobspurling/Desktop/RL-subject-2.csv","legacy","8 3","Lentiform Loewenfeld","3.3.5","2","y","0","left","right","right","left","NA","left","NA","796","3304","254733","5106","NA","796","NA","2","legacy","2","1024","2","48000","-16","experiment","2","even","3","601187","491922","602300","604531","586304","5340","486815","NA","606545","607343","603316","260117","606544","602288","5318","NA","Sternberg Task","19","33590","29","yes","1024"
"63.333333333333336","63.333333333333336","1156.0666666666666","1156.0666666666666","black","experiment","legacy","legacy","legacy","0","uniform","0","undefined","0","left","29","0","29","29","29","0","0","0","29","29","29","0","29","29","0","NA","Sun Oct 25 18:38:27 2020","The main experiment item","yes","SternbergTask (1).osexp","/Users/jacobspurling/Downloads","no","mono","no","18","no","white","no","yes","768","legacy","17","11","/Users/jacobspurling/Desktop/RL-subject-2.csv","legacy","8 5 4 7 3 1","Lentiform Loewenfeld","3.3.5","2","y","0","right","right","right","left","NA","right","NA","1092","3304","254733","5106","NA","1092","NA","2","legacy","6","1024","2","48000","-16","experiment","2","even","5","607368","491922","608481","610711","586304","5340","486815","NA","612725","613819","609495","260117","612725","608470","5318","NA","Sternberg Task","19","34682","30","yes","1024"
"64.51612903225806","64.51612903225806","1144.3548387096773","1144.3548387096773","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","30","0","30","30","30","0","0","0","30","30","30","0","30","30","0","NA","Sun Oct 25 18:38:27 2020","The main experiment item","yes","SternbergTask (1).osexp","/Users/jacobspurling/Downloads","no","mono","no","18","no","white","no","yes","768","legacy","18","11","/Users/jacobspurling/Desktop/RL-subject-2.csv","legacy","4 2 7 6 1 3","Lentiform Loewenfeld","3.3.5","0","n","0","right","right","right","left","NA","right","NA","793","3511","254733","5106","NA","793","NA","2","legacy","6","1024","2","48000","-16","experiment","2","even","8","607368","491922","617466","619699","613845","5340","486815","NA","621712","622507","618483","260117","621712","617454","5318","NA","Sternberg Task","20","35475","31","yes","1024"
"65.625","65.625","1130.4375","1130.4375","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","31","0","31","31","31","0","0","0","31","31","31","0","31","31","0","NA","Sun Oct 25 18:38:27 2020","The main experiment item","yes","SternbergTask (1).osexp","/Users/jacobspurling/Downloads","no","mono","no","18","no","white","no","yes","768","legacy","19","11","/Users/jacobspurling/Desktop/RL-subject-2.csv","legacy","3 9 8 1 6 4","Lentiform Loewenfeld","3.3.5","0","n","0","right","right","right","left","NA","right","NA","699","3511","254733","5106","NA","699","NA","2","legacy","6","1024","2","48000","-16","experiment","2","even","7","622533","491922","623640","625872","613845","5340","486815","NA","627885","628586","624655","260117","627885","623629","5318","NA","Sternberg Task","21","36174","32","yes","1024"
"66.66666666666667","66.66666666666667","1117.909090909091","1117.909090909091","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","32","0","32","32","32","0","0","0","32","32","32","0","32","32","0","NA","Sun Oct 25 18:38:27 2020","The main experiment item","yes","SternbergTask (1).osexp","/Users/jacobspurling/Downloads","no","mono","no","18","no","white","no","yes","768","legacy","20","11","/Users/jacobspurling/Desktop/RL-subject-2.csv","legacy","3 9 1","Lentiform Loewenfeld","3.3.5","0","n","0","right","right","right","left","NA","right","NA","717","3511","254733","5106","NA","717","NA","2","legacy","3","1024","2","48000","-16","experiment","2","even","7","628612","491922","629722","631955","613845","5340","486815","NA","633967","634685","630737","260117","633967","629709","5318","NA","Sternberg Task","22","36891","33","yes","1024"
