"acc","accuracy","average_response_time","avg_rt","background","block","canvas_backend","clock_backend","color_backend","compensation","coordinates","correct","correct_instruction1","correct_keyboard_response","correct_response","count_ISI","count_correctFeedback","count_expSequence","count_experiment","count_experimentLoop","count_fixation","count_incorrectFeedback","count_instruction1","count_instructions2","count_keyboard_response","count_memorySet","count_new_logger","count_practiceLoop","count_probe","count_thankYou","datetime","description","disable_garbage_collection","experiment_file","experiment_path","expyriment_opengl","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","fullscreen","height","keyboard_backend","live_row","live_row_practiceLoop","logfile","mouse_backend","numberSet","opensesame_codename","opensesame_version","posInSet","present","repeat_cycle","response","response_instruction1","response_instructions2","response_keyboard_response","response_thankYou","response_time","response_time_instruction1","response_time_instructions2","response_time_keyboard_response","response_time_thankYou","round_decimals","sampler_backend","setSize","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","subject_nr","subject_parity","target","time_ISI","time_correctFeedback","time_expSequence","time_experiment","time_experimentLoop","time_fixation","time_incorrectFeedback","time_instruction1","time_instructions2","time_keyboard_response","time_memorySet","time_new_logger","time_practiceLoop","time_probe","time_thankYou","title","total_correct","total_response_time","total_responses","uniform_coordinates","width"
"90.9090909091","90.9090909091","1353.81818182","1353.81818182","black","practice","legacy","legacy","legacy","0","uniform","1","undefined","1","left","10","10","10","0","0","10","10","0","0","10","10","10","0","10","0","10/22/21 19:26:51","The main experiment item","yes","Sternbergtask.osexp","C:\Users\Brian\Desktop\College - Graduate\Graduate Work\Advanced Quant\Lab 3","yes","no","mono","no","18","no","white","no","yes","768","legacy","10","10","C:/Users/Brian/Desktop/College - Graduate/Graduate Work/Advanced Quant/Lab 3/BK-subject-4.csv","legacy","2 9 4","Kafkaesque Koffka","3.2.8","3","y","0","left","right","NA","left","NA","1089","38389","NA","1089","NA","2","legacy","3","1024","2","48000","-16","experiment","4","even","4","111575","108219","109367","2551","NA","109369","81613","2566","NA","113578","110372","114668","40957","113578","NA","Sternberg task","10","14892","11","yes","1024"
"91.6666666667","91.6666666667","1320","1320","black","practice","legacy","legacy","legacy","0","uniform","1","undefined","1","left","11","11","11","0","0","11","11","0","0","11","11","11","0","11","0","10/22/21 19:26:51","The main experiment item","yes","Sternbergtask.osexp","C:\Users\Brian\Desktop\College - Graduate\Graduate Work\Advanced Quant\Lab 3","yes","no","mono","no","18","no","white","no","yes","768","legacy","11","11","C:/Users/Brian/Desktop/College - Graduate/Graduate Work/Advanced Quant/Lab 3/BK-subject-4.csv","legacy","6","Kafkaesque Koffka","3.2.8","1","y","0","left","right","NA","left","NA","948","38389","NA","948","NA","2","legacy","1","1024","2","48000","-16","experiment","4","even","6","118043","114681","115834","2551","NA","115837","81613","2566","NA","120045","116840","120994","40957","120045","NA","Sternberg task","11","15840","12","yes","1024"
"92.3076923077","92.3076923077","1322.53846154","1322.53846154","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","12","12","12","0","0","12","12","0","0","12","12","12","0","12","0","10/22/21 19:26:51","The main experiment item","yes","Sternbergtask.osexp","C:\Users\Brian\Desktop\College - Graduate\Graduate Work\Advanced Quant\Lab 3","yes","no","mono","no","18","no","white","no","yes","768","legacy","0","11","C:/Users/Brian/Desktop/College - Graduate/Graduate Work/Advanced Quant/Lab 3/BK-subject-4.csv","legacy","2 8 6 3 1","Kafkaesque Koffka","3.2.8","0","n","0","right","right","right","right","NA","1353","38389","19055","1353","NA","2","legacy","5","1024","2","48000","-16","experiment","4","even","7","143495","121004","141286","2551","141098","141289","81613","2566","122042","145498","142292","146853","40957","145498","NA","Sternberg task","12","17193","13","yes","1024"
"92.8571428571","92.8571428571","1289.28571429","1289.28571429","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","13","13","13","0","0","13","13","0","0","13","13","13","0","13","0","10/22/21 19:26:51","The main experiment item","yes","Sternbergtask.osexp","C:\Users\Brian\Desktop\College - Graduate\Graduate Work\Advanced Quant\Lab 3","yes","no","mono","no","18","no","white","no","yes","768","legacy","1","11","C:/Users/Brian/Desktop/College - Graduate/Graduate Work/Advanced Quant/Lab 3/BK-subject-4.csv","legacy","8 7 3","Kafkaesque Koffka","3.2.8","1","y","0","left","right","right","left","NA","857","38389","19055","857","NA","2","legacy","3","1024","2","48000","-16","experiment","4","even","8","150273","146864","148063","2551","141098","148067","81613","2566","122042","152276","149070","153134","40957","152276","NA","Sternberg task","13","18050","14","yes","1024"
"93.3333333333","93.3333333333","1321.13333333","1321.13333333","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","14","14","14","0","0","14","14","0","0","14","14","14","0","14","0","10/22/21 19:26:51","The main experiment item","yes","Sternbergtask.osexp","C:\Users\Brian\Desktop\College - Graduate\Graduate Work\Advanced Quant\Lab 3","yes","no","mono","no","18","no","white","no","yes","768","legacy","2","11","C:/Users/Brian/Desktop/College - Graduate/Graduate Work/Advanced Quant/Lab 3/BK-subject-4.csv","legacy","9 6 2 4 1","Kafkaesque Koffka","3.2.8","4","y","0","left","right","right","left","NA","1767","38389","19055","1767","NA","2","legacy","5","1024","2","48000","-16","experiment","4","even","4","156513","153144","154304","2551","141098","154307","81613","2566","122042","158516","155310","160284","40957","158516","NA","Sternberg task","14","19817","15","yes","1024"
"87.5","87.5","1345.6875","1345.6875","black","experiment","legacy","legacy","legacy","0","uniform","0","undefined","0","left","15","15","15","0","0","15","15","0","0","15","15","15","0","15","0","10/22/21 19:26:51","The main experiment item","yes","Sternbergtask.osexp","C:\Users\Brian\Desktop\College - Graduate\Graduate Work\Advanced Quant\Lab 3","yes","no","mono","no","18","no","white","no","yes","768","legacy","3","11","C:/Users/Brian/Desktop/College - Graduate/Graduate Work/Advanced Quant/Lab 3/BK-subject-4.csv","legacy","7 4 2 6 3 5","Kafkaesque Koffka","3.2.8","6","y","0","right","right","right","right","NA","1714","38389","19055","1714","NA","2","legacy","6","1024","2","48000","-16","experiment","4","even","5","163655","160297","161447","2551","141098","161449","81613","2566","122042","165658","162452","167374","40957","165658","NA","Sternberg task","14","21531","16","yes","1024"
"88.2352941176","88.2352941176","1334","1334","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","16","16","16","0","0","16","16","0","0","16","16","16","0","16","0","10/22/21 19:26:51","The main experiment item","yes","Sternbergtask.osexp","C:\Users\Brian\Desktop\College - Graduate\Graduate Work\Advanced Quant\Lab 3","yes","no","mono","no","18","no","white","no","yes","768","legacy","4","11","C:/Users/Brian/Desktop/College - Graduate/Graduate Work/Advanced Quant/Lab 3/BK-subject-4.csv","legacy","4 1","Kafkaesque Koffka","3.2.8","0","n","0","right","right","right","right","NA","1147","38389","19055","1147","NA","2","legacy","2","1024","2","48000","-16","experiment","4","even","6","170738","160297","168530","2551","141098","168532","167383","2566","122042","172741","169535","173890","40957","172741","NA","Sternberg task","15","22678","17","yes","1024"
"88.8888888889","88.8888888889","1348.77777778","1348.77777778","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","17","17","17","0","0","17","17","0","0","17","17","17","0","17","0","10/22/21 19:26:51","The main experiment item","yes","Sternbergtask.osexp","C:\Users\Brian\Desktop\College - Graduate\Graduate Work\Advanced Quant\Lab 3","yes","no","mono","no","18","no","white","no","yes","768","legacy","5","11","C:/Users/Brian/Desktop/College - Graduate/Graduate Work/Advanced Quant/Lab 3/BK-subject-4.csv","legacy","7 8 4 6 9 5","Kafkaesque Koffka","3.2.8","4","y","0","left","right","right","left","NA","1600","38389","19055","1600","NA","2","legacy","6","1024","2","48000","-16","experiment","4","even","6","177256","173902","175047","2551","141098","175050","167383","2566","122042","179259","176053","180861","40957","179259","NA","Sternberg task","16","24278","18","yes","1024"
"89.4736842105","89.4736842105","1338.84210526","1338.84210526","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","18","18","18","0","0","18","18","0","0","18","18","18","0","18","0","10/22/21 19:26:51","The main experiment item","yes","Sternbergtask.osexp","C:\Users\Brian\Desktop\College - Graduate\Graduate Work\Advanced Quant\Lab 3","yes","no","mono","no","18","no","white","no","yes","768","legacy","6","11","C:/Users/Brian/Desktop/College - Graduate/Graduate Work/Advanced Quant/Lab 3/BK-subject-4.csv","legacy","5 9 2 3","Kafkaesque Koffka","3.2.8","0","n","0","right","right","right","right","NA","1160","38389","19055","1160","NA","2","legacy","4","1024","2","48000","-16","experiment","4","even","8","184232","180872","182023","2551","141098","182026","167383","2566","122042","186235","183029","187396","40957","186235","NA","Sternberg task","17","25438","19","yes","1024"
"90","90","1328.25","1328.25","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","19","19","19","0","0","19","19","0","0","19","19","19","0","19","0","10/22/21 19:26:51","The main experiment item","yes","Sternbergtask.osexp","C:\Users\Brian\Desktop\College - Graduate\Graduate Work\Advanced Quant\Lab 3","yes","no","mono","no","18","no","white","no","yes","768","legacy","7","11","C:/Users/Brian/Desktop/College - Graduate/Graduate Work/Advanced Quant/Lab 3/BK-subject-4.csv","legacy","7 6","Kafkaesque Koffka","3.2.8","2","y","0","left","right","right","left","NA","1127","38389","19055","1127","NA","2","legacy","2","1024","2","48000","-16","experiment","4","even","6","190772","187408","188563","2551","141098","188566","167383","2566","122042","192775","189569","193904","40957","192775","NA","Sternberg task","18","26565","20","yes","1024"
"90.4761904762","90.4761904762","1317.61904762","1317.61904762","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","20","20","20","0","0","20","20","0","0","20","20","20","0","20","0","10/22/21 19:26:51","The main experiment item","yes","Sternbergtask.osexp","C:\Users\Brian\Desktop\College - Graduate\Graduate Work\Advanced Quant\Lab 3","yes","no","mono","no","18","no","white","no","yes","768","legacy","8","11","C:/Users/Brian/Desktop/College - Graduate/Graduate Work/Advanced Quant/Lab 3/BK-subject-4.csv","legacy","2 6 4 3 9","Kafkaesque Koffka","3.2.8","0","n","0","right","right","right","right","NA","1105","38389","19055","1105","NA","2","legacy","5","1024","2","48000","-16","experiment","4","even","1","197271","193909","195062","2551","141098","195065","167383","2566","122042","199274","196068","200380","40957","199274","NA","Sternberg task","19","27670","21","yes","1024"
"90.9090909091","90.9090909091","1307.59090909","1307.59090909","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","21","21","21","0","0","21","21","0","0","21","21","21","0","21","0","10/22/21 19:26:51","The main experiment item","yes","Sternbergtask.osexp","C:\Users\Brian\Desktop\College - Graduate\Graduate Work\Advanced Quant\Lab 3","yes","no","mono","no","18","no","white","no","yes","768","legacy","9","11","C:/Users/Brian/Desktop/College - Graduate/Graduate Work/Advanced Quant/Lab 3/BK-subject-4.csv","legacy","9 8 2 7 4","Kafkaesque Koffka","3.2.8","0","n","0","right","right","right","right","NA","1097","38389","19055","1097","NA","2","legacy","5","1024","2","48000","-16","experiment","4","even","5","203755","200392","201546","2551","141098","201549","167383","2566","122042","205758","202552","206856","40957","205758","NA","Sternberg task","20","28767","22","yes","1024"
"91.3043478261","91.3043478261","1311.73913043","1311.73913043","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","22","22","22","0","0","22","22","0","0","22","22","22","0","22","0","10/22/21 19:26:51","The main experiment item","yes","Sternbergtask.osexp","C:\Users\Brian\Desktop\College - Graduate\Graduate Work\Advanced Quant\Lab 3","yes","no","mono","no","18","no","white","no","yes","768","legacy","10","11","C:/Users/Brian/Desktop/College - Graduate/Graduate Work/Advanced Quant/Lab 3/BK-subject-4.csv","legacy","6 8 9 3 4 9","Kafkaesque Koffka","3.2.8","5","y","0","left","right","right","left","NA","1403","38389","19055","1403","NA","2","legacy","6","1024","2","48000","-16","experiment","4","even","4","210275","206866","208065","2551","141098","208069","167383","2566","122042","212278","209072","213682","40957","212278","NA","Sternberg task","21","30170","23","yes","1024"
"91.6666666667","91.6666666667","1299.125","1299.125","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","23","23","23","0","0","23","23","0","0","23","23","23","0","23","0","10/22/21 19:26:51","The main experiment item","yes","Sternbergtask.osexp","C:\Users\Brian\Desktop\College - Graduate\Graduate Work\Advanced Quant\Lab 3","yes","no","mono","no","18","no","white","no","yes","768","legacy","11","11","C:/Users/Brian/Desktop/College - Graduate/Graduate Work/Advanced Quant/Lab 3/BK-subject-4.csv","legacy","7 1 3","Kafkaesque Koffka","3.2.8","2","y","0","left","right","right","left","NA","1009","38389","19055","1009","NA","2","legacy","3","1024","2","48000","-16","experiment","4","even","1","217066","213693","214857","2551","141098","214860","167383","2566","122042","219069","215863","220079","40957","219069","NA","Sternberg task","22","31179","24","yes","1024"
"92","92","1299.4","1299.4","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","24","24","24","0","0","24","24","0","0","24","24","24","0","24","0","10/22/21 19:26:51","The main experiment item","yes","Sternbergtask.osexp","C:\Users\Brian\Desktop\College - Graduate\Graduate Work\Advanced Quant\Lab 3","yes","no","mono","no","18","no","white","no","yes","768","legacy","12","11","C:/Users/Brian/Desktop/College - Graduate/Graduate Work/Advanced Quant/Lab 3/BK-subject-4.csv","legacy","5 7 3 6 2","Kafkaesque Koffka","3.2.8","5","y","0","left","right","right","left","NA","1306","38389","19055","1306","NA","2","legacy","5","1024","2","48000","-16","experiment","4","even","2","223459","220090","221250","2551","141098","221253","167383","2566","122042","225462","222256","226770","40957","225462","NA","Sternberg task","23","32485","25","yes","1024"
"92.3076923077","92.3076923077","1300.96153846","1300.96153846","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","25","25","25","0","0","25","25","0","0","25","25","25","0","25","0","10/22/21 19:26:51","The main experiment item","yes","Sternbergtask.osexp","C:\Users\Brian\Desktop\College - Graduate\Graduate Work\Advanced Quant\Lab 3","yes","no","mono","no","18","no","white","no","yes","768","legacy","13","11","C:/Users/Brian/Desktop/College - Graduate/Graduate Work/Advanced Quant/Lab 3/BK-subject-4.csv","legacy","2 8 5 1","Kafkaesque Koffka","3.2.8","4","y","0","left","right","right","left","NA","1340","38389","19055","1340","NA","2","legacy","4","1024","2","48000","-16","experiment","4","even","1","230147","226781","227938","2551","141098","227941","167383","2566","122042","232150","228944","233491","40957","232150","NA","Sternberg task","24","33825","26","yes","1024"
"92.5925925926","92.5925925926","1289.11111111","1289.11111111","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","26","26","26","0","0","26","26","0","0","26","26","26","0","26","0","10/22/21 19:26:51","The main experiment item","yes","Sternbergtask.osexp","C:\Users\Brian\Desktop\College - Graduate\Graduate Work\Advanced Quant\Lab 3","yes","no","mono","no","18","no","white","no","yes","768","legacy","14","11","C:/Users/Brian/Desktop/College - Graduate/Graduate Work/Advanced Quant/Lab 3/BK-subject-4.csv","legacy","1 7 8 3 9","Kafkaesque Koffka","3.2.8","0","n","0","right","right","right","right","NA","981","38389","19055","981","NA","2","legacy","5","1024","2","48000","-16","experiment","4","even","2","236888","233501","234679","2551","141098","234682","167383","2566","122042","238891","235685","239873","40957","238891","NA","Sternberg task","25","34806","27","yes","1024"
"92.8571428571","92.8571428571","1279.28571429","1279.28571429","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","27","27","27","0","0","27","27","0","0","27","27","27","0","27","0","10/22/21 19:26:51","The main experiment item","yes","Sternbergtask.osexp","C:\Users\Brian\Desktop\College - Graduate\Graduate Work\Advanced Quant\Lab 3","yes","no","mono","no","18","no","white","no","yes","768","legacy","15","11","C:/Users/Brian/Desktop/College - Graduate/Graduate Work/Advanced Quant/Lab 3/BK-subject-4.csv","legacy","8 3","Kafkaesque Koffka","3.2.8","2","y","0","left","right","right","left","NA","1014","38389","19055","1014","NA","2","legacy","2","1024","2","48000","-16","experiment","4","even","3","243241","239882","241032","2551","141098","241035","167383","2566","122042","245244","242038","246260","40957","245244","NA","Sternberg task","26","35820","28","yes","1024"
"93.1034482759","93.1034482759","1303.10344828","1303.10344828","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","28","28","28","0","0","28","28","0","0","28","28","28","0","28","0","10/22/21 19:26:51","The main experiment item","yes","Sternbergtask.osexp","C:\Users\Brian\Desktop\College - Graduate\Graduate Work\Advanced Quant\Lab 3","yes","no","mono","no","18","no","white","no","yes","768","legacy","16","11","C:/Users/Brian/Desktop/College - Graduate/Graduate Work/Advanced Quant/Lab 3/BK-subject-4.csv","legacy","5 2 6","Kafkaesque Koffka","3.2.8","2","y","0","left","right","right","left","NA","1970","38389","19055","1970","NA","2","legacy","3","1024","2","48000","-16","experiment","4","even","2","249629","246271","247420","2551","141098","247423","167383","2566","122042","251632","248426","253604","40957","251632","NA","Sternberg task","27","37790","29","yes","1024"
"93.3333333333","93.3333333333","1299","1299","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","29","29","29","0","0","29","29","0","0","29","29","29","0","29","0","10/22/21 19:26:51","The main experiment item","yes","Sternbergtask.osexp","C:\Users\Brian\Desktop\College - Graduate\Graduate Work\Advanced Quant\Lab 3","yes","no","mono","no","18","no","white","no","yes","768","legacy","17","11","C:/Users/Brian/Desktop/College - Graduate/Graduate Work/Advanced Quant/Lab 3/BK-subject-4.csv","legacy","9 5 3 2 8 6","Kafkaesque Koffka","3.2.8","0","n","0","right","right","right","right","NA","1180","38389","19055","1180","NA","2","legacy","6","1024","2","48000","-16","experiment","4","even","7","256969","253616","254760","2551","141098","254763","167383","2566","122042","258972","255766","260154","40957","258972","NA","Sternberg task","28","38970","30","yes","1024"
"93.5483870968","93.5483870968","1312.67741935","1312.67741935","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","30","30","30","0","0","30","30","0","0","30","30","30","0","30","0","10/22/21 19:26:51","The main experiment item","yes","Sternbergtask.osexp","C:\Users\Brian\Desktop\College - Graduate\Graduate Work\Advanced Quant\Lab 3","yes","no","mono","no","18","no","white","no","yes","768","legacy","18","11","C:/Users/Brian/Desktop/College - Graduate/Graduate Work/Advanced Quant/Lab 3/BK-subject-4.csv","legacy","7 3 2 8","Kafkaesque Koffka","3.2.8","0","n","0","right","right","right","right","NA","1723","38389","19055","1723","NA","2","legacy","4","1024","2","48000","-16","experiment","4","even","4","263531","260165","261323","2551","141098","261325","167383","2566","122042","265534","262328","267259","40957","265534","NA","Sternberg task","29","40693","31","yes","1024"
