"acc","accuracy","average_response_time","avg_rt","background","block","canvas_backend","clock_backend","color_backend","compensation","coordinates","correct","correct_instruction1","correct_keyboard_response","correct_response","count_ISI","count_correctFeedback","count_experiment","count_experimentalLoop","count_expsequence","count_fixation","count_incorrectFeedback","count_instruction1","count_instruction2","count_instruction3","count_keyboard_response","count_logger","count_memoryset","count_practiceloop","count_probe","datetime","description","disable_garbage_collection","experiment_file","experiment_path","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","fullscreen","height","keyboard_backend","live_row","live_row_practiceloop","logfile","mouse_backend","numberSet","opensesame_codename","opensesame_version","posInSet","present","repeat_cycle","response","response_instruction1","response_instruction2","response_instruction3","response_keyboard_response","response_time","response_time_instruction1","response_time_instruction2","response_time_instruction3","response_time_keyboard_response","round_decimals","sampler_backend","setSize","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","subject_nr","subject_parity","target","time_ISI","time_correctFeedback","time_experiment","time_experimentalLoop","time_expsequence","time_fixation","time_incorrectFeedback","time_instruction1","time_instruction2","time_instruction3","time_keyboard_response","time_logger","time_memoryset","time_practiceloop","time_probe","title","total_correct","total_response_time","total_responses","uniform_coordinates","width"
"58.3333333333","58.3333333333","987.583333333","987.583333333","black","practice","legacy","legacy","legacy","0","uniform","1","undefined","1","left","11","11","0","0","11","11","11","0","0","0","11","11","11","0","11","10/23/22 19:58:15","The main experiment item","yes","SternbergTask.osexp","C:/Users/casme/OneDrive/Desktop/Fall 2022","no","mono","no","18","no","white","no","yes","768","legacy","11","11","C:/Users/casme/OneDrive/Desktop/Fall 2022/IC-subjectx-3.csv","legacy","4 3 1 7 9 8","Lentiform Loewenfeld","3.3.12","1","y","0","left","left","NA","NA","left","975","52600","NA","NA","975","2","legacy","6","1024","2","48000","-16","experiment","3","odd","4","127254","116709","2536","NA","125049","125050","123983","2540","NA","NA","129255","130230","126051","55142","129255","Sternberg Task","7","11851","12","yes","1024"
"53.8461538462","53.8461538462","961.461538462","961.461538462","black","experiment","legacy","legacy","legacy","0","uniform","0","undefined","0","left","12","12","0","0","12","12","12","0","0","0","12","12","12","0","12","10/23/22 19:58:15","The main experiment item","yes","SternbergTask.osexp","C:/Users/casme/OneDrive/Desktop/Fall 2022","no","mono","no","18","no","white","no","yes","768","legacy","0","11","C:/Users/casme/OneDrive/Desktop/Fall 2022/IC-subjectx-3.csv","legacy","7 4 2 6 3 5","Lentiform Loewenfeld","3.3.12","6","y","0","right","left","right","NA","right","648","52600","6872","NA","648","2","legacy","6","1024","2","48000","-16","experiment","3","odd","5","140405","130236","2536","138123","138200","138202","123983","2540","131250","NA","142407","143056","139204","55142","142406","Sternberg Task","7","12499","13","yes","1024"
"57.1428571429","57.1428571429","913.642857143","913.642857143","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","13","13","0","0","13","13","13","0","0","0","13","13","13","0","13","10/23/22 19:58:15","The main experiment item","yes","SternbergTask.osexp","C:/Users/casme/OneDrive/Desktop/Fall 2022","no","mono","no","18","no","white","no","yes","768","legacy","1","11","C:/Users/casme/OneDrive/Desktop/Fall 2022/IC-subjectx-3.csv","legacy","4 1 8 7 5","Lentiform Loewenfeld","3.3.12","3","y","0","left","left","right","NA","left","292","52600","6872","NA","292","2","legacy","5","1024","2","48000","-16","experiment","3","odd","8","146329","130236","2536","138123","144125","144127","143061","2540","131250","NA","148330","148622","145128","55142","148330","Sternberg Task","8","12791","14","yes","1024"
"60","60","909.733333333","909.733333333","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","14","14","0","0","14","14","14","0","0","0","14","14","14","0","14","10/23/22 19:58:15","The main experiment item","yes","SternbergTask.osexp","C:/Users/casme/OneDrive/Desktop/Fall 2022","no","mono","no","18","no","white","no","yes","768","legacy","2","11","C:/Users/casme/OneDrive/Desktop/Fall 2022/IC-subjectx-3.csv","legacy","2 4 6 9","Lentiform Loewenfeld","3.3.12","3","y","0","left","left","right","NA","left","855","52600","6872","NA","855","2","legacy","4","1024","2","48000","-16","experiment","3","odd","6","151895","148628","2536","138123","149691","149693","143061","2540","131250","NA","153898","154754","150694","55142","153897","Sternberg Task","9","13646","15","yes","1024"
"56.25","56.25","977.875","977.875","black","experiment","legacy","legacy","legacy","0","uniform","0","undefined","0","right","15","15","0","0","15","15","15","0","0","0","15","15","15","0","15","10/23/22 19:58:15","The main experiment item","yes","SternbergTask.osexp","C:/Users/casme/OneDrive/Desktop/Fall 2022","no","mono","no","18","no","white","no","yes","768","legacy","3","11","C:/Users/casme/OneDrive/Desktop/Fall 2022/IC-subjectx-3.csv","legacy","8 4 3 9","Lentiform Loewenfeld","3.3.12","0","n","0","None","left","right","NA","None","2000","52600","6872","NA","2000","2","legacy","4","1024","2","48000","-16","experiment","3","odd","5","158026","154759","2536","138123","155822","155824","143061","2540","131250","NA","160027","162027","156825","55142","160027","Sternberg Task","9","15646","16","yes","1024"
"58.8235294118","58.8235294118","952.352941176","952.352941176","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","16","16","0","0","16","16","16","0","0","0","16","16","16","0","16","10/23/22 19:58:15","The main experiment item","yes","SternbergTask.osexp","C:/Users/casme/OneDrive/Desktop/Fall 2022","no","mono","no","18","no","white","no","yes","768","legacy","4","11","C:/Users/casme/OneDrive/Desktop/Fall 2022/IC-subjectx-3.csv","legacy","4 8 1 2","Lentiform Loewenfeld","3.3.12","0","n","0","right","left","right","NA","right","544","52600","6872","NA","544","2","legacy","4","1024","2","48000","-16","experiment","3","odd","7","165301","154759","2536","138123","163097","163099","162033","2540","131250","NA","167304","167848","164100","55142","167303","Sternberg Task","10","16190","17","yes","1024"
"61.1111111111","61.1111111111","939.722222222","939.722222222","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","17","17","0","0","17","17","17","0","0","0","17","17","17","0","17","10/23/22 19:58:15","The main experiment item","yes","SternbergTask.osexp","C:/Users/casme/OneDrive/Desktop/Fall 2022","no","mono","no","18","no","white","no","yes","768","legacy","5","11","C:/Users/casme/OneDrive/Desktop/Fall 2022/IC-subjectx-3.csv","legacy","8 5 1 3 9","Lentiform Loewenfeld","3.3.12","4","y","0","left","left","right","NA","left","725","52600","6872","NA","725","2","legacy","5","1024","2","48000","-16","experiment","3","odd","3","171126","167854","2536","138123","168922","168924","162033","2540","131250","NA","173127","173853","169925","55142","173127","Sternberg Task","11","16915","18","yes","1024"
"63.1578947368","63.1578947368","938.368421053","938.368421053","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","18","18","0","0","18","18","18","0","0","0","18","18","18","0","18","10/23/22 19:58:15","The main experiment item","yes","SternbergTask.osexp","C:/Users/casme/OneDrive/Desktop/Fall 2022","no","mono","no","18","no","white","no","yes","768","legacy","6","11","C:/Users/casme/OneDrive/Desktop/Fall 2022/IC-subjectx-3.csv","legacy","6 2 9 3 8 4","Lentiform Loewenfeld","3.3.12","0","n","0","right","left","right","NA","right","914","52600","6872","NA","914","2","legacy","6","1024","2","48000","-16","experiment","3","odd","1","177126","173858","2536","138123","174922","174924","162033","2540","131250","NA","179129","180044","175925","55142","179129","Sternberg Task","12","17829","19","yes","1024"
"60","60","991.45","991.45","black","experiment","legacy","legacy","legacy","0","uniform","0","undefined","0","right","19","19","0","0","19","19","19","0","0","0","19","19","19","0","19","10/23/22 19:58:15","The main experiment item","yes","SternbergTask.osexp","C:/Users/casme/OneDrive/Desktop/Fall 2022","no","mono","no","18","no","white","no","yes","768","legacy","7","11","C:/Users/casme/OneDrive/Desktop/Fall 2022/IC-subjectx-3.csv","legacy","6 8","Lentiform Loewenfeld","3.3.12","0","n","0","None","left","right","NA","None","2000","52600","6872","NA","2000","2","legacy","2","1024","2","48000","-16","experiment","3","odd","9","183317","180051","2536","138123","181114","181116","162033","2540","131250","NA","185320","187320","182117","55142","185319","Sternberg Task","12","19829","20","yes","1024"
"61.9047619048","61.9047619048","994.761904762","994.761904762","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","20","20","0","0","20","20","20","0","0","0","20","20","20","0","20","10/23/22 19:58:15","The main experiment item","yes","SternbergTask.osexp","C:/Users/casme/OneDrive/Desktop/Fall 2022","no","mono","no","18","no","white","no","yes","768","legacy","8","11","C:/Users/casme/OneDrive/Desktop/Fall 2022/IC-subjectx-3.csv","legacy","8 9 5 7 1 6","Lentiform Loewenfeld","3.3.12","4","y","0","left","left","right","NA","left","1061","52600","6872","NA","1061","2","legacy","6","1024","2","48000","-16","experiment","3","odd","7","190593","180051","2536","138123","188389","188390","187325","2540","131250","NA","192594","193656","189391","55142","192594","Sternberg Task","13","20890","21","yes","1024"
"59.0909090909","59.0909090909","1040.45454545","1040.45454545","black","experiment","legacy","legacy","legacy","0","uniform","0","undefined","0","left","21","21","0","0","21","21","21","0","0","0","21","21","21","0","21","10/23/22 19:58:15","The main experiment item","yes","SternbergTask.osexp","C:/Users/casme/OneDrive/Desktop/Fall 2022","no","mono","no","18","no","white","no","yes","768","legacy","9","11","C:/Users/casme/OneDrive/Desktop/Fall 2022/IC-subjectx-3.csv","legacy","4 9 7 8 5 3","Lentiform Loewenfeld","3.3.12","4","y","0","None","left","right","NA","None","2000","52600","6872","NA","2000","2","legacy","6","1024","2","48000","-16","experiment","3","odd","8","196929","193661","2536","138123","194725","194727","187325","2540","131250","NA","198930","200930","195728","55142","198930","Sternberg Task","13","22890","22","yes","1024"
"60.8695652174","60.8695652174","1025.34782609","1025.34782609","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","22","22","0","0","22","22","22","0","0","0","22","22","22","0","22","10/23/22 19:58:15","The main experiment item","yes","SternbergTask.osexp","C:/Users/casme/OneDrive/Desktop/Fall 2022","no","mono","no","18","no","white","no","yes","768","legacy","10","11","C:/Users/casme/OneDrive/Desktop/Fall 2022/IC-subjectx-3.csv","legacy","5 2 6","Lentiform Loewenfeld","3.3.12","2","y","0","left","left","right","NA","left","693","52600","6872","NA","693","2","legacy","3","1024","2","48000","-16","experiment","3","odd","2","204201","193661","2536","138123","201998","201999","200935","2540","131250","NA","206203","206896","203000","55142","206203","Sternberg Task","14","23583","23","yes","1024"
"62.5","62.5","1004","1004","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","23","23","0","0","23","23","23","0","0","0","23","23","23","0","23","10/23/22 19:58:15","The main experiment item","yes","SternbergTask.osexp","C:/Users/casme/OneDrive/Desktop/Fall 2022","no","mono","no","18","no","white","no","yes","768","legacy","11","11","C:/Users/casme/OneDrive/Desktop/Fall 2022/IC-subjectx-3.csv","legacy","8 9 5 6 7","Lentiform Loewenfeld","3.3.12","1","y","0","left","left","right","NA","left","513","52600","6872","NA","513","2","legacy","5","1024","2","48000","-16","experiment","3","odd","8","210170","206902","2536","138123","207966","207968","200935","2540","131250","NA","212171","212684","208969","55142","212171","Sternberg Task","15","24096","24","yes","1024"
"64","64","983.64","983.64","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","24","24","0","0","24","24","24","0","0","0","24","24","24","0","24","10/23/22 19:58:15","The main experiment item","yes","SternbergTask.osexp","C:/Users/casme/OneDrive/Desktop/Fall 2022","no","mono","no","18","no","white","no","yes","768","legacy","12","11","C:/Users/casme/OneDrive/Desktop/Fall 2022/IC-subjectx-3.csv","legacy","9 5 8 1","Lentiform Loewenfeld","3.3.12","2","y","0","left","left","right","NA","left","495","52600","6872","NA","495","2","legacy","4","1024","2","48000","-16","experiment","3","odd","5","215958","212690","2536","138123","213754","213756","200935","2540","131250","NA","217959","218454","214757","55142","217959","Sternberg Task","16","24591","25","yes","1024"
"65.3846153846","65.3846153846","979.961538462","979.961538462","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","25","25","0","0","25","25","25","0","0","0","25","25","25","0","25","10/23/22 19:58:15","The main experiment item","yes","SternbergTask.osexp","C:/Users/casme/OneDrive/Desktop/Fall 2022","no","mono","no","18","no","white","no","yes","768","legacy","13","11","C:/Users/casme/OneDrive/Desktop/Fall 2022/IC-subjectx-3.csv","legacy","8 2 1 4 5 9","Lentiform Loewenfeld","3.3.12","0","n","0","right","left","right","NA","right","888","52600","6872","NA","888","2","legacy","6","1024","2","48000","-16","experiment","3","odd","7","221727","218460","2536","138123","219523","219525","200935","2540","131250","NA","223728","224616","220526","55142","223728","Sternberg Task","17","25479","26","yes","1024"
"66.6666666667","66.6666666667","967.518518519","967.518518519","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","26","26","0","0","26","26","26","0","0","0","26","26","26","0","26","10/23/22 19:58:15","The main experiment item","yes","SternbergTask.osexp","C:/Users/casme/OneDrive/Desktop/Fall 2022","no","mono","no","18","no","white","no","yes","768","legacy","14","11","C:/Users/casme/OneDrive/Desktop/Fall 2022/IC-subjectx-3.csv","legacy","7 1 3","Lentiform Loewenfeld","3.3.12","2","y","0","left","left","right","NA","left","644","52600","6872","NA","644","2","legacy","3","1024","2","48000","-16","experiment","3","odd","1","227890","224622","2536","138123","225686","225688","200935","2540","131250","NA","229892","230537","226689","55142","229892","Sternberg Task","18","26123","27","yes","1024"
"67.8571428571","67.8571428571","956.071428571","956.071428571","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","27","27","0","0","27","27","27","0","0","0","27","27","27","0","27","10/23/22 19:58:15","The main experiment item","yes","SternbergTask.osexp","C:/Users/casme/OneDrive/Desktop/Fall 2022","no","mono","no","18","no","white","no","yes","768","legacy","15","11","C:/Users/casme/OneDrive/Desktop/Fall 2022/IC-subjectx-3.csv","legacy","4 3 2 5 8","Lentiform Loewenfeld","3.3.12","2","y","0","left","left","right","NA","left","647","52600","6872","NA","647","2","legacy","5","1024","2","48000","-16","experiment","3","odd","3","233809","230542","2536","138123","231606","231607","200935","2540","131250","NA","235810","236458","232608","55142","235810","Sternberg Task","19","26770","28","yes","1024"
"68.9655172414","68.9655172414","950.310344828","950.310344828","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","28","28","0","0","28","28","28","0","0","0","28","28","28","0","28","10/23/22 19:58:15","The main experiment item","yes","SternbergTask.osexp","C:/Users/casme/OneDrive/Desktop/Fall 2022","no","mono","no","18","no","white","no","yes","768","legacy","16","11","C:/Users/casme/OneDrive/Desktop/Fall 2022/IC-subjectx-3.csv","legacy","9 4 2","Lentiform Loewenfeld","3.3.12","1","y","0","left","left","right","NA","left","789","52600","6872","NA","789","2","legacy","3","1024","2","48000","-16","experiment","3","odd","9","239736","236464","2536","138123","237532","237534","200935","2540","131250","NA","241739","242528","238535","55142","241738","Sternberg Task","20","27559","29","yes","1024"
"70","70","945.6","945.6","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","29","29","0","0","29","29","29","0","0","0","29","29","29","0","29","10/23/22 19:58:15","The main experiment item","yes","SternbergTask.osexp","C:/Users/casme/OneDrive/Desktop/Fall 2022","no","mono","no","18","no","white","no","yes","768","legacy","17","11","C:/Users/casme/OneDrive/Desktop/Fall 2022/IC-subjectx-3.csv","legacy","9 1 7 2","Lentiform Loewenfeld","3.3.12","2","y","0","left","left","right","NA","left","809","52600","6872","NA","809","2","legacy","4","1024","2","48000","-16","experiment","3","odd","1","245804","242534","2536","138123","243598","243600","200935","2540","131250","NA","247806","248615","244602","55142","247805","Sternberg Task","21","28368","30","yes","1024"
"67.7419354839","67.7419354839","966.129032258","966.129032258","black","experiment","legacy","legacy","legacy","0","uniform","0","undefined","0","left","30","30","0","0","30","30","30","0","0","0","30","30","30","0","30","10/23/22 19:58:15","The main experiment item","yes","SternbergTask.osexp","C:/Users/casme/OneDrive/Desktop/Fall 2022","no","mono","no","18","no","white","no","yes","768","legacy","18","11","C:/Users/casme/OneDrive/Desktop/Fall 2022/IC-subjectx-3.csv","legacy","7","Lentiform Loewenfeld","3.3.12","1","y","0","right","left","right","NA","right","1582","52600","6872","NA","1582","2","legacy","1","1024","2","48000","-16","experiment","3","odd","7","251889","248621","2536","138123","249686","249687","200935","2540","131250","NA","253890","255473","250688","55142","253890","Sternberg Task","21","29950","31","yes","1024"
"65.625","65.625","959.03125","959.03125","black","experiment","legacy","legacy","legacy","0","uniform","0","undefined","0","right","31","31","0","0","31","31","31","0","0","0","31","31","31","0","31","10/23/22 19:58:15","The main experiment item","yes","SternbergTask.osexp","C:/Users/casme/OneDrive/Desktop/Fall 2022","no","mono","no","18","no","white","no","yes","768","legacy","19","11","C:/Users/casme/OneDrive/Desktop/Fall 2022/IC-subjectx-3.csv","legacy","1 4 9 2 5","Lentiform Loewenfeld","3.3.12","0","n","0","left","left","right","NA","left","739","52600","6872","NA","739","2","legacy","5","1024","2","48000","-16","experiment","3","odd","7","258748","248621","2536","138123","256544","256546","255479","2540","131250","NA","260749","261488","257547","55142","260749","Sternberg Task","21","30689","32","yes","1024"
"66.6666666667","66.6666666667","954.696969697","954.696969697","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","32","32","0","0","32","32","32","0","0","0","32","32","32","0","32","10/23/22 19:58:15","The main experiment item","yes","SternbergTask.osexp","C:/Users/casme/OneDrive/Desktop/Fall 2022","no","mono","no","18","no","white","no","yes","768","legacy","20","11","C:/Users/casme/OneDrive/Desktop/Fall 2022/IC-subjectx-3.csv","legacy","7 1 5 6 3","Lentiform Loewenfeld","3.3.12","0","n","0","right","left","right","NA","right","816","52600","6872","NA","816","2","legacy","5","1024","2","48000","-16","experiment","3","odd","8","264764","248621","2536","138123","262559","262561","261494","2540","131250","NA","266766","267583","263563","55142","266766","Sternberg Task","22","31505","33","yes","1024"
"64.7058823529","64.7058823529","947.205882353","947.205882353","black","experiment","legacy","legacy","legacy","0","uniform","0","undefined","0","right","33","33","0","0","33","33","33","0","0","0","33","33","33","0","33","10/23/22 19:58:15","The main experiment item","yes","SternbergTask.osexp","C:/Users/casme/OneDrive/Desktop/Fall 2022","no","mono","no","18","no","white","no","yes","768","legacy","21","11","C:/Users/casme/OneDrive/Desktop/Fall 2022/IC-subjectx-3.csv","legacy","1 5 3 2 8","Lentiform Loewenfeld","3.3.12","0","n","0","left","left","right","NA","left","700","52600","6872","NA","700","2","legacy","5","1024","2","48000","-16","experiment","3","odd","4","270865","267588","2536","138123","268660","268662","261494","2540","131250","NA","272866","273566","269664","55142","272866","Sternberg Task","22","32205","34","yes","1024"
