"acc","accuracy","average_response_time","avg_rt","background","block","canvas_backend","clock_backend","color_backend","correct","correct_instruction1","correct_new_keyboard_response","correct_response","count_ISI","count_correctFeedback","count_expSequence","count_experiment","count_experimentLoop","count_fixation","count_incorrectFeedback","count_instruction1","count_instructions2","count_memorySet","count_new_keyboard_response","count_new_logger","count_practiceLoop","count_probe","count_thankYou","datetime","description","disable_garbage_collection","experiment_file","experiment_path","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","fullscreen","height","keyboard_backend","live_row","live_row_practiceLoop","logfile","mouse_backend","numberSet","opensesame_codename","opensesame_version","posInSet","present","repeat_cycle","response","response_instruction1","response_instructions2","response_new_keyboard_response","response_thankYou","response_time","response_time_instruction1","response_time_instructions2","response_time_new_keyboard_response","response_time_thankYou","round_decimals","sampler_backend","setSize","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","subject_nr","subject_parity","target","time_ISI","time_correctFeedback","time_expSequence","time_experiment","time_experimentLoop","time_fixation","time_incorrectFeedback","time_instruction1","time_instructions2","time_memorySet","time_new_keyboard_response","time_new_logger","time_practiceLoop","time_probe","time_thankYou","title","total_correct","total_response_time","total_responses","width"
"100","100","641","641","#3d3846","practice","legacy","legacy","legacy","1","undefined","1","right","10","10","10","0","0","10","10","0","0","10","10","10","0","10","0","Sun Oct 15 16:34:24 2023","The main experiment item","False","SternbergTask.osexp","/Users/xaleyelyse/Desktop","False","mono","False","18","no","white","no","yes","768","legacy","10","10","/Users/xaleyelyse/Downloads/XWsubject_1.csv","legacy","4 1 5","Melodramatic Milgram","4.0.5","0","n","0","right","left","NA","right","NA","710.0","23694","NA","710","NA","2","legacy","3","1024","2","48000","-16","experiment","1","odd","2","87446","84203","85240","2281","NA","85242","NA","2347","NA","86244","89448","90159","26066","89448","NA","Sternberg Task","11","7053.0","11","1024"
"100","100","621","621","#3d3846","practice","legacy","legacy","legacy","1","undefined","1","left","11","11","11","0","0","11","11","0","0","11","11","11","0","11","0","Sun Oct 15 16:34:24 2023","The main experiment item","False","SternbergTask.osexp","/Users/xaleyelyse/Desktop","False","mono","False","18","no","white","no","yes","768","legacy","11","11","/Users/xaleyelyse/Downloads/XWsubject_1.csv","legacy","6","Melodramatic Milgram","4.0.5","1","y","0","left","left","NA","left","NA","408.0","23694","NA","408","NA","2","legacy","1","1024","2","48000","-16","experiment","1","odd","6","93409","90162","91201","2281","NA","91203","NA","2347","NA","92205","95411","95820","26066","95411","NA","Sternberg Task","12","7461.0","12","1024"
"100","100","616","616","#3d3846","experiment","legacy","legacy","legacy","1","undefined","1","right","12","12","12","0","0","12","12","0","0","12","12","12","0","12","0","Sun Oct 15 16:34:24 2023","The main experiment item","False","SternbergTask.osexp","/Users/xaleyelyse/Desktop","False","mono","False","18","no","white","no","yes","768","legacy","0","11","/Users/xaleyelyse/Downloads/XWsubject_1.csv","legacy","9 8 2 7 4","Melodramatic Milgram","4.0.5","0","n","0","right","left","left","right","NA","557.0","23694","10255","557","NA","2","legacy","5","1024","2","48000","-16","experiment","1","odd","5","109337","95822","107127","2281","107080","107131","NA","2347","96825","108134","111339","111897","26066","111339","NA","Sternberg Task","13","8018.0","13","1024"
"100","100","607","607","#3d3846","experiment","legacy","legacy","legacy","1","undefined","1","left","13","13","13","0","0","13","13","0","0","13","13","13","0","13","0","Sun Oct 15 16:34:24 2023","The main experiment item","False","SternbergTask.osexp","/Users/xaleyelyse/Desktop","False","mono","False","18","no","white","no","yes","768","legacy","1","11","/Users/xaleyelyse/Downloads/XWsubject_1.csv","legacy","5 2 6","Melodramatic Milgram","4.0.5","2","y","0","left","left","left","left","NA","487.0","23694","10255","487","NA","2","legacy","3","1024","2","48000","-16","experiment","1","odd","2","115135","111900","112929","2281","107080","112931","NA","2347","96825","113933","117137","117625","26066","117137","NA","Sternberg Task","14","8505.0","14","1024"
"93","93","603","603","#3d3846","experiment","legacy","legacy","legacy","0","undefined","0","left","14","14","14","0","0","14","14","0","0","14","14","14","0","14","0","Sun Oct 15 16:34:24 2023","The main experiment item","False","SternbergTask.osexp","/Users/xaleyelyse/Desktop","False","mono","False","18","no","white","no","yes","768","legacy","2","11","/Users/xaleyelyse/Downloads/XWsubject_1.csv","legacy","7 8 6 3 1","Melodramatic Milgram","4.0.5","5","y","0","right","left","left","right","NA","544.0","23694","10255","544","NA","2","legacy","5","1024","2","48000","-16","experiment","1","odd","1","120871","117627","118662","2281","107080","118665","NA","2347","96825","119668","122873","123418","26066","122873","NA","Sternberg Task","14","9049.0","15","1024"
"93","93","610","610","#3d3846","experiment","legacy","legacy","legacy","1","undefined","1","right","15","15","15","0","0","15","15","0","0","15","15","15","0","15","0","Sun Oct 15 16:34:24 2023","The main experiment item","False","SternbergTask.osexp","/Users/xaleyelyse/Desktop","False","mono","False","18","no","white","no","yes","768","legacy","3","11","/Users/xaleyelyse/Downloads/XWsubject_1.csv","legacy","6 8 4","Melodramatic Milgram","4.0.5","0","n","0","right","left","left","right","NA","721.0","23694","10255","721","NA","2","legacy","3","1024","2","48000","-16","experiment","1","odd","1","126668","117627","124461","2281","107080","124463","123422","2347","96825","125466","128670","129392","26066","128670","NA","Sternberg Task","15","9770.0","16","1024"
"94","94","618","618","#3d3846","experiment","legacy","legacy","legacy","1","undefined","1","right","16","16","16","0","0","16","16","0","0","16","16","16","0","16","0","Sun Oct 15 16:34:24 2023","The main experiment item","False","SternbergTask.osexp","/Users/xaleyelyse/Desktop","False","mono","False","18","no","white","no","yes","768","legacy","4","11","/Users/xaleyelyse/Downloads/XWsubject_1.csv","legacy","6 9 4 5 3 2","Melodramatic Milgram","4.0.5","0","n","0","right","left","left","right","NA","742.0","23694","10255","742","NA","2","legacy","6","1024","2","48000","-16","experiment","1","odd","8","132630","129395","130423","2281","107080","130425","123422","2347","96825","131427","134632","135374","26066","134632","NA","Sternberg Task","16","10512.0","17","1024"
"94","94","605","605","#3d3846","experiment","legacy","legacy","legacy","1","undefined","1","left","17","17","17","0","0","17","17","0","0","17","17","17","0","17","0","Sun Oct 15 16:34:24 2023","The main experiment item","False","SternbergTask.osexp","/Users/xaleyelyse/Desktop","False","mono","False","18","no","white","no","yes","768","legacy","5","11","/Users/xaleyelyse/Downloads/XWsubject_1.csv","legacy","8 3","Melodramatic Milgram","4.0.5","2","y","0","left","left","left","left","NA","381.0","23694","10255","381","NA","2","legacy","2","1024","2","48000","-16","experiment","1","odd","3","138617","135378","136410","2281","107080","136412","123422","2347","96825","137414","140619","141001","26066","140619","NA","Sternberg Task","17","10893.0","18","1024"
"94","94","594","594","#3d3846","experiment","legacy","legacy","legacy","1","undefined","1","left","18","18","18","0","0","18","18","0","0","18","18","18","0","18","0","Sun Oct 15 16:34:24 2023","The main experiment item","False","SternbergTask.osexp","/Users/xaleyelyse/Desktop","False","mono","False","18","no","white","no","yes","768","legacy","6","11","/Users/xaleyelyse/Downloads/XWsubject_1.csv","legacy","8 9 5 7 1 6","Melodramatic Milgram","4.0.5","4","y","0","left","left","left","left","NA","408.0","23694","10255","408","NA","2","legacy","6","1024","2","48000","-16","experiment","1","odd","7","144249","141003","142041","2281","107080","142043","123422","2347","96825","143046","146251","146659","26066","146251","NA","Sternberg Task","18","11301.0","19","1024"
"95","95","590","590","#3d3846","experiment","legacy","legacy","legacy","1","undefined","1","left","19","19","19","0","0","19","19","0","0","19","19","19","0","19","0","Sun Oct 15 16:34:24 2023","The main experiment item","False","SternbergTask.osexp","/Users/xaleyelyse/Desktop","False","mono","False","18","no","white","no","yes","768","legacy","7","11","/Users/xaleyelyse/Downloads/XWsubject_1.csv","legacy","8 7 3","Melodramatic Milgram","4.0.5","1","y","0","left","left","left","left","NA","512.0","23694","10255","512","NA","2","legacy","3","1024","2","48000","-16","experiment","1","odd","8","149906","146662","147698","2281","107080","147701","123422","2347","96825","148703","151908","152421","26066","151908","NA","Sternberg Task","19","11813.0","20","1024"
"95","95","589","589","#3d3846","experiment","legacy","legacy","legacy","1","undefined","1","right","20","20","20","0","0","20","20","0","0","20","20","20","0","20","0","Sun Oct 15 16:34:24 2023","The main experiment item","False","SternbergTask.osexp","/Users/xaleyelyse/Desktop","False","mono","False","18","no","white","no","yes","768","legacy","8","11","/Users/xaleyelyse/Downloads/XWsubject_1.csv","legacy","3 4 9 6 7 8","Melodramatic Milgram","4.0.5","0","n","0","right","left","left","right","NA","563.0","23694","10255","563","NA","2","legacy","6","1024","2","48000","-16","experiment","1","odd","2","155669","152424","153461","2281","107080","153464","123422","2347","96825","154466","157671","158234","26066","157671","NA","Sternberg Task","20","12376.0","21","1024"
"95","95","579","579","#3d3846","experiment","legacy","legacy","legacy","1","undefined","1","left","21","21","21","0","0","21","21","0","0","21","21","21","0","21","0","Sun Oct 15 16:34:24 2023","The main experiment item","False","SternbergTask.osexp","/Users/xaleyelyse/Desktop","False","mono","False","18","no","white","no","yes","768","legacy","9","11","/Users/xaleyelyse/Downloads/XWsubject_1.csv","legacy","5 7 3 6 2","Melodramatic Milgram","4.0.5","5","y","0","left","left","left","left","NA","380.0","23694","10255","380","NA","2","legacy","5","1024","2","48000","-16","experiment","1","odd","2","161493","158237","159286","2281","107080","159288","123422","2347","96825","160290","163495","163876","26066","163495","NA","Sternberg Task","21","12756.0","22","1024"
"95","95","577","577","#3d3846","experiment","legacy","legacy","legacy","1","undefined","1","right","22","22","22","0","0","22","22","0","0","22","22","22","0","22","0","Sun Oct 15 16:34:24 2023","The main experiment item","False","SternbergTask.osexp","/Users/xaleyelyse/Desktop","False","mono","False","18","no","white","no","yes","768","legacy","10","11","/Users/xaleyelyse/Downloads/XWsubject_1.csv","legacy","8 6 3 4 7","Melodramatic Milgram","4.0.5","0","n","0","right","left","left","right","NA","532.0","23694","10255","532","NA","2","legacy","5","1024","2","48000","-16","experiment","1","odd","1","167114","163878","164907","2281","107080","164909","123422","2347","96825","165911","169116","169649","26066","169116","NA","Sternberg Task","22","13288.0","23","1024"
"95","95","579","579","#3d3846","experiment","legacy","legacy","legacy","1","undefined","1","right","23","23","23","0","0","23","23","0","0","23","23","23","0","23","0","Sun Oct 15 16:34:24 2023","The main experiment item","False","SternbergTask.osexp","/Users/xaleyelyse/Desktop","False","mono","False","18","no","white","no","yes","768","legacy","11","11","/Users/xaleyelyse/Downloads/XWsubject_1.csv","legacy","7 6 4 8 1 2","Melodramatic Milgram","4.0.5","0","n","0","right","left","left","right","NA","610.0","23694","10255","610","NA","2","legacy","6","1024","2","48000","-16","experiment","1","odd","9","172892","169651","170686","2281","107080","170688","123422","2347","96825","171690","174894","175505","26066","174894","NA","Sternberg Task","23","13898.0","24","1024"
"96","96","585","585","#3d3846","experiment","legacy","legacy","legacy","1","undefined","1","right","24","24","24","0","0","24","24","0","0","24","24","24","0","24","0","Sun Oct 15 16:34:24 2023","The main experiment item","False","SternbergTask.osexp","/Users/xaleyelyse/Desktop","False","mono","False","18","no","white","no","yes","768","legacy","12","11","/Users/xaleyelyse/Downloads/XWsubject_1.csv","legacy","2 8 7 9 5 3","Melodramatic Milgram","4.0.5","0","n","0","right","left","left","right","NA","729.0","23694","10255","729","NA","2","legacy","6","1024","2","48000","-16","experiment","1","odd","6","178751","175508","176544","2281","107080","176546","123422","2347","96825","177548","180753","181483","26066","180753","NA","Sternberg Task","24","14627.0","25","1024"
"96","96","581","581","#3d3846","experiment","legacy","legacy","legacy","1","undefined","1","right","25","25","25","0","0","25","25","0","0","25","25","25","0","25","0","Sun Oct 15 16:34:24 2023","The main experiment item","False","SternbergTask.osexp","/Users/xaleyelyse/Desktop","False","mono","False","18","no","white","no","yes","768","legacy","13","11","/Users/xaleyelyse/Downloads/XWsubject_1.csv","legacy","6 8","Melodramatic Milgram","4.0.5","0","n","0","right","left","left","right","NA","495.0","23694","10255","495","NA","2","legacy","2","1024","2","48000","-16","experiment","1","odd","9","184731","181487","182523","2281","107080","182526","123422","2347","96825","183528","186733","187229","26066","186733","NA","Sternberg Task","25","15122.0","26","1024"
"96","96","584","584","#3d3846","experiment","legacy","legacy","legacy","1","undefined","1","right","26","26","26","0","0","26","26","0","0","26","26","26","0","26","0","Sun Oct 15 16:34:24 2023","The main experiment item","False","SternbergTask.osexp","/Users/xaleyelyse/Desktop","False","mono","False","18","no","white","no","yes","768","legacy","14","11","/Users/xaleyelyse/Downloads/XWsubject_1.csv","legacy","4 2 7 6 1 3","Melodramatic Milgram","4.0.5","0","n","0","right","left","left","right","NA","653.0","23694","10255","653","NA","2","legacy","6","1024","2","48000","-16","experiment","1","odd","8","190477","187231","188268","2281","107080","188271","123422","2347","96825","189274","192479","193133","26066","192479","NA","Sternberg Task","26","15775.0","27","1024"
"96","96","582","582","#3d3846","experiment","legacy","legacy","legacy","1","undefined","1","right","27","27","27","0","0","27","27","0","0","27","27","27","0","27","0","Sun Oct 15 16:34:24 2023","The main experiment item","False","SternbergTask.osexp","/Users/xaleyelyse/Desktop","False","mono","False","18","no","white","no","yes","768","legacy","15","11","/Users/xaleyelyse/Downloads/XWsubject_1.csv","legacy","1 6 4","Melodramatic Milgram","4.0.5","0","n","0","right","left","left","right","NA","546.0","23694","10255","546","NA","2","legacy","3","1024","2","48000","-16","experiment","1","odd","7","196408","193136","194201","2281","107080","194203","123422","2347","96825","195205","198410","198957","26066","198409","NA","Sternberg Task","27","16321.0","28","1024"
"96","96","586","586","#3d3846","experiment","legacy","legacy","legacy","1","undefined","1","left","28","28","28","0","0","28","28","0","0","28","28","28","0","28","0","Sun Oct 15 16:34:24 2023","The main experiment item","False","SternbergTask.osexp","/Users/xaleyelyse/Desktop","False","mono","False","18","no","white","no","yes","768","legacy","16","11","/Users/xaleyelyse/Downloads/XWsubject_1.csv","legacy","9 5 3 8 4","Melodramatic Milgram","4.0.5","1","y","0","left","left","left","left","NA","680.0","23694","10255","680","NA","2","legacy","5","1024","2","48000","-16","experiment","1","odd","9","202197","198959","199990","2281","107080","199992","123422","2347","96825","200994","204199","204880","26066","204199","NA","Sternberg Task","28","17001.0","29","1024"
"96","96","582","582","#3d3846","experiment","legacy","legacy","legacy","1","undefined","1","left","29","29","29","0","0","29","29","0","0","29","29","29","0","29","0","Sun Oct 15 16:34:24 2023","The main experiment item","False","SternbergTask.osexp","/Users/xaleyelyse/Desktop","False","mono","False","18","no","white","no","yes","768","legacy","17","11","/Users/xaleyelyse/Downloads/XWsubject_1.csv","legacy","6 7 9 3 1 2","Melodramatic Milgram","4.0.5","1","y","0","left","left","left","left","NA","473.0","23694","10255","473","NA","2","legacy","6","1024","2","48000","-16","experiment","1","odd","6","208123","204883","205916","2281","107080","205918","123422","2347","96825","206920","210125","210599","26066","210125","NA","Sternberg Task","29","17474.0","30","1024"
"96","96","577","577","#3d3846","experiment","legacy","legacy","legacy","1","undefined","1","left","30","30","30","0","0","30","30","0","0","30","30","30","0","30","0","Sun Oct 15 16:34:24 2023","The main experiment item","False","SternbergTask.osexp","/Users/xaleyelyse/Desktop","False","mono","False","18","no","white","no","yes","768","legacy","18","11","/Users/xaleyelyse/Downloads/XWsubject_1.csv","legacy","6 9 7 4 5 1","Melodramatic Milgram","4.0.5","2","y","0","left","left","left","left","NA","441.0","23694","10255","441","NA","2","legacy","6","1024","2","48000","-16","experiment","1","odd","9","213844","210601","211638","2281","107080","211640","123422","2347","96825","212642","215846","216288","26066","215846","NA","Sternberg Task","30","17915.0","31","1024"
"96","96","572","572","#3d3846","experiment","legacy","legacy","legacy","1","undefined","1","left","31","31","31","0","0","31","31","0","0","31","31","31","0","31","0","Sun Oct 15 16:34:24 2023","The main experiment item","False","SternbergTask.osexp","/Users/xaleyelyse/Desktop","False","mono","False","18","no","white","no","yes","768","legacy","19","11","/Users/xaleyelyse/Downloads/XWsubject_1.csv","legacy","6 2","Melodramatic Milgram","4.0.5","1","y","0","left","left","left","left","NA","394.0","23694","10255","394","NA","2","legacy","2","1024","2","48000","-16","experiment","1","odd","6","219534","216291","217327","2281","107080","217329","123422","2347","96825","218331","221536","221930","26066","221536","NA","Sternberg Task","31","18309.0","32","1024"
"96","96","567","567","#3d3846","experiment","legacy","legacy","legacy","1","undefined","1","left","32","32","32","0","0","32","32","0","0","32","32","32","0","32","0","Sun Oct 15 16:34:24 2023","The main experiment item","False","SternbergTask.osexp","/Users/xaleyelyse/Desktop","False","mono","False","18","no","white","no","yes","768","legacy","20","11","/Users/xaleyelyse/Downloads/XWsubject_1.csv","legacy","9 1 7 2","Melodramatic Milgram","4.0.5","2","y","0","left","left","left","left","NA","413.0","23694","10255","413","NA","2","legacy","4","1024","2","48000","-16","experiment","1","odd","1","225176","221933","222970","2281","107080","222972","123422","2347","96825","223974","227179","227593","26066","227178","NA","Sternberg Task","32","18722.0","33","1024"
"97","97","565","565","#3d3846","experiment","legacy","legacy","legacy","1","undefined","1","left","33","33","33","0","0","33","33","0","0","33","33","33","0","33","0","Sun Oct 15 16:34:24 2023","The main experiment item","False","SternbergTask.osexp","/Users/xaleyelyse/Desktop","False","mono","False","18","no","white","no","yes","768","legacy","21","11","/Users/xaleyelyse/Downloads/XWsubject_1.csv","legacy","6 7 8 5","Melodramatic Milgram","4.0.5","3","y","0","left","left","left","left","NA","517.0","23694","10255","517","NA","2","legacy","4","1024","2","48000","-16","experiment","1","odd","8","230848","227596","228640","2281","107080","228643","123422","2347","96825","229645","232850","233368","26066","232850","NA","Sternberg Task","33","19239.0","34","1024"
"97","97","568","568","#3d3846","experiment","legacy","legacy","legacy","1","undefined","1","right","34","34","34","0","0","34","34","0","0","34","34","34","0","34","0","Sun Oct 15 16:34:24 2023","The main experiment item","False","SternbergTask.osexp","/Users/xaleyelyse/Desktop","False","mono","False","18","no","white","no","yes","768","legacy","22","11","/Users/xaleyelyse/Downloads/XWsubject_1.csv","legacy","8 5 7 3 6","Melodramatic Milgram","4.0.5","0","n","0","right","left","left","right","NA","649.0","23694","10255","649","NA","2","legacy","5","1024","2","48000","-16","experiment","1","odd","9","236606","233371","234400","2281","107080","234402","123422","2347","96825","235404","238609","239258","26066","238609","NA","Sternberg Task","34","19888.0","35","1024"
"97","97","570","570","#3d3846","experiment","legacy","legacy","legacy","1","undefined","1","left","35","35","35","0","0","35","35","0","0","35","35","35","0","35","0","Sun Oct 15 16:34:24 2023","The main experiment item","False","SternbergTask.osexp","/Users/xaleyelyse/Desktop","False","mono","False","18","no","white","no","yes","768","legacy","23","11","/Users/xaleyelyse/Downloads/XWsubject_1.csv","legacy","8 5 4 7 3 1","Melodramatic Milgram","4.0.5","2","y","0","left","left","left","left","NA","638.0","23694","10255","638","NA","2","legacy","6","1024","2","48000","-16","experiment","1","odd","5","242499","239261","240292","2281","107080","240295","123422","2347","96825","241297","244501","245140","26066","244501","NA","Sternberg Task","35","20526.0","36","1024"
"97","97","580","580","#3d3846","experiment","legacy","legacy","legacy","1","undefined","1","right","36","36","36","0","0","36","36","0","0","36","36","36","0","36","0","Sun Oct 15 16:34:24 2023","The main experiment item","False","SternbergTask.osexp","/Users/xaleyelyse/Desktop","False","mono","False","18","no","white","no","yes","768","legacy","24","11","/Users/xaleyelyse/Downloads/XWsubject_1.csv","legacy","5 3 2 6 9 8","Melodramatic Milgram","4.0.5","0","n","0","right","left","left","right","NA","943.0","23694","10255","943","NA","2","legacy","6","1024","2","48000","-16","experiment","1","odd","4","248387","245143","246180","2281","107080","246182","123422","2347","96825","247184","250390","251334","26066","250389","NA","Sternberg Task","36","21469.0","37","1024"
