"acc","accuracy","average_response_time","avg_rt","background","block","canvas_backend","clock_backend","color_backend","compensation","coordinates","correct","correct_instruction1","correct_keyboard_response","correct_response","count_ISI","count_correctFeedback","count_expSequence","count_experiment","count_experimentLoop","count_fixation","count_incorrectFeedback","count_instruction1","count_instructions2","count_keyboard_response","count_memorySet","count_new_logger","count_practiceLoop","count_probe","count_thankYou","datetime","description","disable_garbage_collection","experiment_file","experiment_path","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","fullscreen","height","keyboard_backend","live_row","live_row_practiceLoop","logfile","mouse_backend","numberSet","opensesame_codename","opensesame_version","posInSet","present","repeat_cycle","response","response_instruction1","response_instructions2","response_keyboard_response","response_thankYou","response_time","response_time_instruction1","response_time_instructions2","response_time_keyboard_response","response_time_thankYou","round_decimals","sampler_backend","setSize","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","subject_nr","subject_parity","target","time_ISI","time_correctFeedback","time_expSequence","time_experiment","time_experimentLoop","time_fixation","time_incorrectFeedback","time_instruction1","time_instructions2","time_keyboard_response","time_memorySet","time_new_logger","time_practiceLoop","time_probe","time_thankYou","title","total_correct","total_response_time","total_responses","uniform_coordinates","width"
"72.7272727273","72.7272727273","943.909090909","943.909090909","black","practice","legacy","legacy","legacy","0","uniform","0","undefined","0","right","10","10","10","0","0","10","10","0","0","10","10","10","0","10","0","10/23/21 14:26:03","The main experiment item","yes","SternbergExperiment.osexp","C:\Users\katie\Documents\School\Quant Methods\Lab 3","no","mono","no","18","no","white","no","yes","768","legacy","10","10","C:/Users/katie/Documents/School/Quant Methods/Lab 3/KH-subject-3.csv","legacy","2 1","Lentiform Loewenfeld","3.3.9","0","n","0","None","space","NA","None","NA","2000","85546","NA","2000","NA","2","legacy","2","1024","2","48000","-16","experiment","1","odd","5","153264","142381","150761","3127","NA","151062","149700","3130","NA","155266","152064","157266","88679","155265","NA","Sternberg task","8","10383","11","yes","1024"
"66.6666666667","66.6666666667","1031.91666667","1031.91666667","black","practice","legacy","legacy","legacy","0","uniform","0","undefined","0","left","11","11","11","0","0","11","11","0","0","11","11","11","0","11","0","10/23/21 14:26:03","The main experiment item","yes","SternbergExperiment.osexp","C:\Users\katie\Documents\School\Quant Methods\Lab 3","no","mono","no","18","no","white","no","yes","768","legacy","11","11","C:/Users/katie/Documents/School/Quant Methods/Lab 3/KH-subject-3.csv","legacy","1 7 9 8 5","Lentiform Loewenfeld","3.3.9","4","y","0","None","space","NA","None","NA","2000","85546","NA","2000","NA","2","legacy","5","1024","2","48000","-16","experiment","1","odd","8","160551","142381","158346","3127","NA","158348","157270","3130","NA","162756","159349","164756","88679","162553","NA","Sternberg task","8","12383","12","yes","1024"
"69.2307692308","69.2307692308","1010.76923077","1010.76923077","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","12","12","12","0","0","12","12","0","0","12","12","12","0","12","0","10/23/21 14:26:03","The main experiment item","yes","SternbergExperiment.osexp","C:\Users\katie\Documents\School\Quant Methods\Lab 3","no","mono","no","18","no","white","no","yes","768","legacy","0","11","C:/Users/katie/Documents/School/Quant Methods/Lab 3/KH-subject-3.csv","legacy","4 8 1 2","Lentiform Loewenfeld","3.3.9","0","n","0","right","space","space","right","NA","757","85546","8202","757","NA","2","legacy","4","1024","2","48000","-16","experiment","1","odd","7","176344","142381","174138","3127","173985","174141","164761","3130","165783","178346","175143","179104","88679","178346","NA","Sternberg task","9","13140","13","yes","1024"
"64.2857142857","64.2857142857","994.142857143","994.142857143","black","experiment","legacy","legacy","legacy","0","uniform","0","undefined","0","left","13","13","13","0","0","13","13","0","0","13","13","13","0","13","0","10/23/21 14:26:03","The main experiment item","yes","SternbergExperiment.osexp","C:\Users\katie\Documents\School\Quant Methods\Lab 3","no","mono","no","18","no","white","no","yes","768","legacy","1","11","C:/Users/katie/Documents/School/Quant Methods/Lab 3/KH-subject-3.csv","legacy","5 7 3 6 2","Lentiform Loewenfeld","3.3.9","5","y","0","right","space","space","right","NA","778","85546","8202","778","NA","2","legacy","5","1024","2","48000","-16","experiment","1","odd","2","182411","179108","180205","3127","173985","180208","164761","3130","165783","184415","181209","185193","88679","184415","NA","Sternberg task","9","13918","14","yes","1024"
"66.6666666667","66.6666666667","1020.2","1020.2","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","14","14","14","0","0","14","14","0","0","14","14","14","0","14","0","10/23/21 14:26:03","The main experiment item","yes","SternbergExperiment.osexp","C:\Users\katie\Documents\School\Quant Methods\Lab 3","no","mono","no","18","no","white","no","yes","768","legacy","2","11","C:/Users/katie/Documents/School/Quant Methods/Lab 3/KH-subject-3.csv","legacy","8 9","Lentiform Loewenfeld","3.3.9","0","n","0","right","space","space","right","NA","1385","85546","8202","1385","NA","2","legacy","2","1024","2","48000","-16","experiment","1","odd","5","188508","179108","186301","3127","173985","186304","185199","3130","165783","190510","187306","191896","88679","190510","NA","Sternberg task","10","15303","15","yes","1024"
"68.75","68.75","1016.3125","1016.3125","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","15","15","15","0","0","15","15","0","0","15","15","15","0","15","0","10/23/21 14:26:03","The main experiment item","yes","SternbergExperiment.osexp","C:\Users\katie\Documents\School\Quant Methods\Lab 3","no","mono","no","18","no","white","no","yes","768","legacy","3","11","C:/Users/katie/Documents/School/Quant Methods/Lab 3/KH-subject-3.csv","legacy","4 2 6 9","Lentiform Loewenfeld","3.3.9","0","n","0","right","space","space","right","NA","958","85546","8202","958","NA","2","legacy","4","1024","2","48000","-16","experiment","1","odd","7","195202","191901","192997","3127","173985","193000","185199","3130","165783","197203","194001","198162","88679","197203","NA","Sternberg task","11","16261","16","yes","1024"
"70.5882352941","70.5882352941","1003.29411765","1003.29411765","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","16","16","16","0","0","16","16","0","0","16","16","16","0","16","0","10/23/21 14:26:03","The main experiment item","yes","SternbergExperiment.osexp","C:\Users\katie\Documents\School\Quant Methods\Lab 3","no","mono","no","18","no","white","no","yes","768","legacy","4","11","C:/Users/katie/Documents/School/Quant Methods/Lab 3/KH-subject-3.csv","legacy","6 3 1 7 9 8","Lentiform Loewenfeld","3.3.9","0","n","0","right","space","space","right","NA","795","85546","8202","795","NA","2","legacy","6","1024","2","48000","-16","experiment","1","odd","4","201483","198167","199274","3127","173985","199277","185199","3130","165783","203486","200280","204282","88679","203485","NA","Sternberg task","12","17056","17","yes","1024"
"72.2222222222","72.2222222222","987.277777778","987.277777778","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","17","17","17","0","0","17","17","0","0","17","17","17","0","17","0","10/23/21 14:26:03","The main experiment item","yes","SternbergExperiment.osexp","C:\Users\katie\Documents\School\Quant Methods\Lab 3","no","mono","no","18","no","white","no","yes","768","legacy","5","11","C:/Users/katie/Documents/School/Quant Methods/Lab 3/KH-subject-3.csv","legacy","2 5 4 8 7","Lentiform Loewenfeld","3.3.9","3","y","0","left","space","space","left","NA","715","85546","8202","715","NA","2","legacy","5","1024","2","48000","-16","experiment","1","odd","4","207603","204287","205395","3127","173985","205399","185199","3130","165783","209605","206401","210321","88679","209605","NA","Sternberg task","13","17771","18","yes","1024"
"73.6842105263","73.6842105263","966.052631579","966.052631579","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","18","18","18","0","0","18","18","0","0","18","18","18","0","18","0","10/23/21 14:26:03","The main experiment item","yes","SternbergExperiment.osexp","C:\Users\katie\Documents\School\Quant Methods\Lab 3","no","mono","no","18","no","white","no","yes","768","legacy","6","11","C:/Users/katie/Documents/School/Quant Methods/Lab 3/KH-subject-3.csv","legacy","8 9 5 6 7","Lentiform Loewenfeld","3.3.9","1","y","0","left","space","space","left","NA","584","85546","8202","584","NA","2","legacy","5","1024","2","48000","-16","experiment","1","odd","8","213604","210325","211400","3127","173985","211402","185199","3130","165783","215605","212402","216190","88679","215604","NA","Sternberg task","14","18355","19","yes","1024"
"75","75","959.6","959.6","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","19","19","19","0","0","19","19","0","0","19","19","19","0","19","0","10/23/21 14:26:03","The main experiment item","yes","SternbergExperiment.osexp","C:\Users\katie\Documents\School\Quant Methods\Lab 3","no","mono","no","18","no","white","no","yes","768","legacy","7","11","C:/Users/katie/Documents/School/Quant Methods/Lab 3/KH-subject-3.csv","legacy","5 2 9 6 1 7","Lentiform Loewenfeld","3.3.9","3","y","0","left","space","space","left","NA","837","85546","8202","837","NA","2","legacy","6","1024","2","48000","-16","experiment","1","odd","9","219460","216194","217255","3127","173985","217257","185199","3130","165783","221462","218258","222308","88679","221461","NA","Sternberg task","15","19192","20","yes","1024"
"76.1904761905","76.1904761905","948.857142857","948.857142857","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","20","20","20","0","0","20","20","0","0","20","20","20","0","20","0","10/23/21 14:26:03","The main experiment item","yes","SternbergExperiment.osexp","C:\Users\katie\Documents\School\Quant Methods\Lab 3","no","mono","no","18","no","white","no","yes","768","legacy","8","11","C:/Users/katie/Documents/School/Quant Methods/Lab 3/KH-subject-3.csv","legacy","1 6 4","Lentiform Loewenfeld","3.3.9","0","n","0","right","space","space","right","NA","734","85546","8202","734","NA","2","legacy","3","1024","2","48000","-16","experiment","1","odd","7","225627","222318","223420","3127","173985","223422","185199","3130","165783","227629","224426","228364","88679","227629","NA","Sternberg task","16","19926","21","yes","1024"
"77.2727272727","77.2727272727","949.363636364","949.363636364","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","21","21","21","0","0","21","21","0","0","21","21","21","0","21","0","10/23/21 14:26:03","The main experiment item","yes","SternbergExperiment.osexp","C:\Users\katie\Documents\School\Quant Methods\Lab 3","no","mono","no","18","no","white","no","yes","768","legacy","9","11","C:/Users/katie/Documents/School/Quant Methods/Lab 3/KH-subject-3.csv","legacy","6 9 3 1","Lentiform Loewenfeld","3.3.9","4","y","0","left","space","space","left","NA","960","85546","8202","960","NA","2","legacy","4","1024","2","48000","-16","experiment","1","odd","1","231642","228368","229439","3127","173985","229440","185199","3130","165783","233644","230441","234605","88679","233644","NA","Sternberg task","17","20886","22","yes","1024"
"78.2608695652","78.2608695652","934.956521739","934.956521739","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","22","22","22","0","0","22","22","0","0","22","22","22","0","22","0","10/23/21 14:26:03","The main experiment item","yes","SternbergExperiment.osexp","C:\Users\katie\Documents\School\Quant Methods\Lab 3","no","mono","no","18","no","white","no","yes","768","legacy","10","11","C:/Users/katie/Documents/School/Quant Methods/Lab 3/KH-subject-3.csv","legacy","1 4 9 3","Lentiform Loewenfeld","3.3.9","0","n","0","right","space","space","right","NA","618","85546","8202","618","NA","2","legacy","4","1024","2","48000","-16","experiment","1","odd","5","237937","234611","235731","3127","173985","235735","185199","3130","165783","239940","236736","240558","88679","239939","NA","Sternberg task","18","21504","23","yes","1024"
"79.1666666667","79.1666666667","925.25","925.25","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","23","23","23","0","0","23","23","0","0","23","23","23","0","23","0","10/23/21 14:26:03","The main experiment item","yes","SternbergExperiment.osexp","C:\Users\katie\Documents\School\Quant Methods\Lab 3","no","mono","no","18","no","white","no","yes","768","legacy","11","11","C:/Users/katie/Documents/School/Quant Methods/Lab 3/KH-subject-3.csv","legacy","1 3 2 6 9","Lentiform Loewenfeld","3.3.9","0","n","0","right","space","space","right","NA","702","85546","8202","702","NA","2","legacy","5","1024","2","48000","-16","experiment","1","odd","5","243825","240562","241622","3127","173985","241623","185199","3130","165783","245826","242624","246529","88679","245826","NA","Sternberg task","19","22206","24","yes","1024"
"80","80","926.28","926.28","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","24","24","24","0","0","24","24","0","0","24","24","24","0","24","0","10/23/21 14:26:03","The main experiment item","yes","SternbergExperiment.osexp","C:\Users\katie\Documents\School\Quant Methods\Lab 3","no","mono","no","18","no","white","no","yes","768","legacy","12","11","C:/Users/katie/Documents/School/Quant Methods/Lab 3/KH-subject-3.csv","legacy","4 7 6 8 2 3","Lentiform Loewenfeld","3.3.9","6","y","0","left","space","space","left","NA","951","85546","8202","951","NA","2","legacy","6","1024","2","48000","-16","experiment","1","odd","3","249795","246533","247591","3127","173985","247593","185199","3130","165783","251796","248594","252748","88679","251796","NA","Sternberg task","20","23157","25","yes","1024"
"80.7692307692","80.7692307692","926.076923077","926.076923077","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","25","25","25","0","0","25","25","0","0","25","25","25","0","25","0","10/23/21 14:26:03","The main experiment item","yes","SternbergExperiment.osexp","C:\Users\katie\Documents\School\Quant Methods\Lab 3","no","mono","no","18","no","white","no","yes","768","legacy","13","11","C:/Users/katie/Documents/School/Quant Methods/Lab 3/KH-subject-3.csv","legacy","7 6","Lentiform Loewenfeld","3.3.9","2","y","0","left","space","space","left","NA","921","85546","8202","921","NA","2","legacy","2","1024","2","48000","-16","experiment","1","odd","6","256016","252751","253811","3127","173985","253813","185199","3130","165783","258017","254814","258939","88679","258017","NA","Sternberg task","21","24078","26","yes","1024"
"81.4814814815","81.4814814815","922.888888889","922.888888889","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","26","26","26","0","0","26","26","0","0","26","26","26","0","26","0","10/23/21 14:26:03","The main experiment item","yes","SternbergExperiment.osexp","C:\Users\katie\Documents\School\Quant Methods\Lab 3","no","mono","no","18","no","white","no","yes","768","legacy","14","11","C:/Users/katie/Documents/School/Quant Methods/Lab 3/KH-subject-3.csv","legacy","3 4 9 6 2 9","Lentiform Loewenfeld","3.3.9","5","y","0","left","space","space","left","NA","840","85546","8202","840","NA","2","legacy","6","1024","2","48000","-16","experiment","1","odd","2","262205","258942","259999","3127","173985","260002","185199","3130","165783","264208","261003","265049","88679","264206","NA","Sternberg task","22","24918","27","yes","1024"
"82.1428571429","82.1428571429","914.821428571","914.821428571","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","27","27","27","0","0","27","27","0","0","27","27","27","0","27","0","10/23/21 14:26:03","The main experiment item","yes","SternbergExperiment.osexp","C:\Users\katie\Documents\School\Quant Methods\Lab 3","no","mono","no","18","no","white","no","yes","768","legacy","15","11","C:/Users/katie/Documents/School/Quant Methods/Lab 3/KH-subject-3.csv","legacy","7 4 2 8 1 9","Lentiform Loewenfeld","3.3.9","0","n","0","right","space","space","right","NA","697","85546","8202","697","NA","2","legacy","6","1024","2","48000","-16","experiment","1","odd","5","268311","265052","266106","3127","173985","266109","185199","3130","165783","270311","267110","271008","88679","270311","NA","Sternberg task","23","25615","28","yes","1024"
"82.7586206897","82.7586206897","910.206896552","910.206896552","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","28","28","28","0","0","28","28","0","0","28","28","28","0","28","0","10/23/21 14:26:03","The main experiment item","yes","SternbergExperiment.osexp","C:\Users\katie\Documents\School\Quant Methods\Lab 3","no","mono","no","18","no","white","no","yes","768","legacy","16","11","C:/Users/katie/Documents/School/Quant Methods/Lab 3/KH-subject-3.csv","legacy","7 1 3","Lentiform Loewenfeld","3.3.9","2","y","0","left","space","space","left","NA","781","85546","8202","781","NA","2","legacy","3","1024","2","48000","-16","experiment","1","odd","1","274271","271011","272066","3127","173985","272068","185199","3130","165783","276271","273070","277053","88679","276271","NA","Sternberg task","24","26396","29","yes","1024"
"83.3333333333","83.3333333333","898.833333333","898.833333333","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","29","29","29","0","0","29","29","0","0","29","29","29","0","29","0","10/23/21 14:26:03","The main experiment item","yes","SternbergExperiment.osexp","C:\Users\katie\Documents\School\Quant Methods\Lab 3","no","mono","no","18","no","white","no","yes","768","legacy","17","11","C:/Users/katie/Documents/School/Quant Methods/Lab 3/KH-subject-3.csv","legacy","8 7 3","Lentiform Loewenfeld","3.3.9","1","y","0","left","space","space","left","NA","569","85546","8202","569","NA","2","legacy","3","1024","2","48000","-16","experiment","1","odd","8","280312","277057","278107","3127","173985","278109","185199","3130","165783","282313","279110","282883","88679","282313","NA","Sternberg task","25","26965","30","yes","1024"
"83.8709677419","83.8709677419","886.838709677","886.838709677","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","30","30","30","0","0","30","30","0","0","30","30","30","0","30","0","10/23/21 14:26:03","The main experiment item","yes","SternbergExperiment.osexp","C:\Users\katie\Documents\School\Quant Methods\Lab 3","no","mono","no","18","no","white","no","yes","768","legacy","18","11","C:/Users/katie/Documents/School/Quant Methods/Lab 3/KH-subject-3.csv","legacy","6 9 5","Lentiform Loewenfeld","3.3.9","0","n","0","right","space","space","right","NA","527","85546","8202","527","NA","2","legacy","3","1024","2","48000","-16","experiment","1","odd","8","286152","282890","283946","3127","173985","283947","185199","3130","165783","288153","284949","288680","88679","288153","NA","Sternberg task","26","27492","31","yes","1024"
"84.375","84.375","888.6875","888.6875","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","31","31","31","0","0","31","31","0","0","31","31","31","0","31","0","10/23/21 14:26:03","The main experiment item","yes","SternbergExperiment.osexp","C:\Users\katie\Documents\School\Quant Methods\Lab 3","no","mono","no","18","no","white","no","yes","768","legacy","19","11","C:/Users/katie/Documents/School/Quant Methods/Lab 3/KH-subject-3.csv","legacy","7 4 2 6 3 5","Lentiform Loewenfeld","3.3.9","6","y","0","left","space","space","left","NA","946","85546","8202","946","NA","2","legacy","6","1024","2","48000","-16","experiment","1","odd","5","291947","288685","289739","3127","173985","289742","185199","3130","165783","293948","290744","294896","88679","293948","NA","Sternberg task","27","28438","32","yes","1024"
"84.8484848485","84.8484848485","883.121212121","883.121212121","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","32","32","32","0","0","32","32","0","0","32","32","32","0","32","0","10/23/21 14:26:03","The main experiment item","yes","SternbergExperiment.osexp","C:\Users\katie\Documents\School\Quant Methods\Lab 3","no","mono","no","18","no","white","no","yes","768","legacy","20","11","C:/Users/katie/Documents/School/Quant Methods/Lab 3/KH-subject-3.csv","legacy","1 5 3 2 8","Lentiform Loewenfeld","3.3.9","0","n","0","right","space","space","right","NA","705","85546","8202","705","NA","2","legacy","5","1024","2","48000","-16","experiment","1","odd","4","298165","294899","295955","3127","173985","295960","185199","3130","165783","300167","296962","300873","88679","300167","NA","Sternberg task","28","29143","33","yes","1024"
"85.2941176471","85.2941176471","878.147058824","878.147058824","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","33","33","33","0","0","33","33","0","0","33","33","33","0","33","0","10/23/21 14:26:03","The main experiment item","yes","SternbergExperiment.osexp","C:\Users\katie\Documents\School\Quant Methods\Lab 3","no","mono","no","18","no","white","no","yes","768","legacy","21","11","C:/Users/katie/Documents/School/Quant Methods/Lab 3/KH-subject-3.csv","legacy","8 4 3 9","Lentiform Loewenfeld","3.3.9","0","n","0","right","space","space","right","NA","714","85546","8202","714","NA","2","legacy","4","1024","2","48000","-16","experiment","1","odd","5","304142","300879","301937","3127","173985","301938","185199","3130","165783","306143","302940","306859","88679","306143","NA","Sternberg task","29","29857","34","yes","1024"
