"acc","accuracy","average_response_time","avg_rt","background","block","canvas_backend","clock_backend","color_backend","compensation","coordinates","correct","correct_instruction1","correct_keyboard_response","correct_response","count_ISI","count_correctFeedback","count_experiment","count_experimentalLoop","count_expsequence","count_fixation","count_incorrectFeedback","count_instruction1","count_instruction2","count_instruction3","count_keyboard_response","count_logger","count_memoryset","count_practiceloop","count_probe","datetime","description","disable_garbage_collection","experiment_file","experiment_path","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","fullscreen","height","keyboard_backend","live_row","live_row_practiceloop","logfile","mouse_backend","numberSet","opensesame_codename","opensesame_version","posInSet","present","repeat_cycle","response","response_instruction1","response_instruction2","response_instruction3","response_keyboard_response","response_time","response_time_instruction1","response_time_instruction2","response_time_instruction3","response_time_keyboard_response","round_decimals","sampler_backend","setSize","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","subject_nr","subject_parity","target","time_ISI","time_correctFeedback","time_experiment","time_experimentalLoop","time_expsequence","time_fixation","time_incorrectFeedback","time_instruction1","time_instruction2","time_instruction3","time_keyboard_response","time_logger","time_memoryset","time_practiceloop","time_probe","title","total_correct","total_response_time","total_responses","uniform_coordinates","width"
"100","100","975.636363636","975.636363636","black","practice","legacy","legacy","legacy","0","uniform","1","undefined","1","left","10","10","0","0","10","10","10","0","0","0","10","10","10","0","10","10/15/22 17:05:43","The main experiment item","yes","SternbergTask.osexp","C:/Users/casme/OneDrive/Desktop/Fall 2022","no","mono","no","18","no","white","no","yes","768","legacy","10","10","C:/Users/casme/OneDrive/Desktop/Fall 2022/IC-subjectx-1.csv","legacy","4 3 1 7 9 8","Lentiform Loewenfeld","3.3.12","1","y","0","left","left","NA","NA","left","780","29376","NA","NA","780","2","legacy","6","1024","2","48000","-16","experiment","1","odd","4","97956","94668","2618","NA","95745","95746","NA","2621","NA","NA","99960","100740","96751","31998","99960","Sternberg Task","11","10732","11","yes","1024"
"100","100","987.666666667","987.666666667","black","practice","legacy","legacy","legacy","0","uniform","1","undefined","1","right","11","11","0","0","11","11","11","0","0","0","11","11","11","0","11","10/15/22 17:05:43","The main experiment item","yes","SternbergTask.osexp","C:/Users/casme/OneDrive/Desktop/Fall 2022","no","mono","no","18","no","white","no","yes","768","legacy","11","11","C:/Users/casme/OneDrive/Desktop/Fall 2022/IC-subjectx-1.csv","legacy","9 6 7 4 5","Lentiform Loewenfeld","3.3.12","0","n","0","right","left","NA","NA","right","1120","29376","NA","NA","1120","2","legacy","5","1024","2","48000","-16","experiment","1","odd","3","104042","100748","2618","NA","101830","101832","NA","2621","NA","NA","106046","107167","102836","31998","106046","Sternberg Task","12","11852","12","yes","1024"
"100","100","975.769230769","975.769230769","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","12","12","0","0","12","12","12","0","0","0","12","12","12","0","12","10/15/22 17:05:43","The main experiment item","yes","SternbergTask.osexp","C:/Users/casme/OneDrive/Desktop/Fall 2022","no","mono","no","18","no","white","no","yes","768","legacy","0","11","C:/Users/casme/OneDrive/Desktop/Fall 2022/IC-subjectx-1.csv","legacy","4 3 2 5 8","Lentiform Loewenfeld","3.3.12","2","y","0","left","left","left","NA","left","833","29376","31659","NA","833","2","legacy","5","1024","2","48000","-16","experiment","1","odd","3","142141","107173","2618","139855","139933","139935","NA","2621","108196","NA","144147","144981","140936","31998","144145","Sternberg Task","13","12685","13","yes","1024"
"100","100","976","976","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","13","13","0","0","13","13","13","0","0","0","13","13","13","0","13","10/15/22 17:05:43","The main experiment item","yes","SternbergTask.osexp","C:/Users/casme/OneDrive/Desktop/Fall 2022","no","mono","no","18","no","white","no","yes","768","legacy","1","11","C:/Users/casme/OneDrive/Desktop/Fall 2022/IC-subjectx-1.csv","legacy","8 9 5 7 1 6","Lentiform Loewenfeld","3.3.12","4","y","0","left","left","left","NA","left","979","29376","31659","NA","979","2","legacy","6","1024","2","48000","-16","experiment","1","odd","7","148283","144989","2618","139855","146073","146075","NA","2621","108196","NA","150288","151267","147079","31998","150287","Sternberg Task","14","13664","14","yes","1024"
"100","100","960.6","960.6","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","14","14","0","0","14","14","14","0","0","0","14","14","14","0","14","10/15/22 17:05:43","The main experiment item","yes","SternbergTask.osexp","C:/Users/casme/OneDrive/Desktop/Fall 2022","no","mono","no","18","no","white","no","yes","768","legacy","2","11","C:/Users/casme/OneDrive/Desktop/Fall 2022/IC-subjectx-1.csv","legacy","8 5 4 2 9 6","Lentiform Loewenfeld","3.3.12","0","n","0","right","left","left","NA","right","745","29376","31659","NA","745","2","legacy","6","1024","2","48000","-16","experiment","1","odd","3","154568","151272","2618","139855","152357","152359","NA","2621","108196","NA","156574","157319","153363","31998","156573","Sternberg Task","15","14409","15","yes","1024"
"93.75","93.75","1025.625","1025.625","black","experiment","legacy","legacy","legacy","0","uniform","0","undefined","0","right","15","15","0","0","15","15","15","0","0","0","15","15","15","0","15","10/15/22 17:05:43","The main experiment item","yes","SternbergTask.osexp","C:/Users/casme/OneDrive/Desktop/Fall 2022","no","mono","no","18","no","white","no","yes","768","legacy","3","11","C:/Users/casme/OneDrive/Desktop/Fall 2022/IC-subjectx-1.csv","legacy","2 8 9","Lentiform Loewenfeld","3.3.12","0","n","0","None","left","left","NA","None","2001","29376","31659","NA","2001","2","legacy","3","1024","2","48000","-16","experiment","1","odd","6","160610","157326","2618","139855","158398","158399","NA","2621","108196","NA","162613","164614","159404","31998","162613","Sternberg Task","15","16410","16","yes","1024"
"88.2352941176","88.2352941176","1024.52941176","1024.52941176","black","experiment","legacy","legacy","legacy","0","uniform","0","undefined","0","right","16","16","0","0","16","16","16","0","0","0","16","16","16","0","16","10/15/22 17:05:43","The main experiment item","yes","SternbergTask.osexp","C:/Users/casme/OneDrive/Desktop/Fall 2022","no","mono","no","18","no","white","no","yes","768","legacy","4","11","C:/Users/casme/OneDrive/Desktop/Fall 2022/IC-subjectx-1.csv","legacy","4 2 6 9","Lentiform Loewenfeld","3.3.12","0","n","0","left","left","left","NA","left","1007","29376","31659","NA","1007","2","legacy","4","1024","2","48000","-16","experiment","1","odd","7","167910","157326","2618","139855","165701","165703","164620","2621","108196","NA","169915","170922","166706","31998","169915","Sternberg Task","15","17417","17","yes","1024"
"88.8888888889","88.8888888889","1053.38888889","1053.38888889","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","17","17","0","0","17","17","17","0","0","0","17","17","17","0","17","10/15/22 17:05:43","The main experiment item","yes","SternbergTask.osexp","C:/Users/casme/OneDrive/Desktop/Fall 2022","no","mono","no","18","no","white","no","yes","768","legacy","5","11","C:/Users/casme/OneDrive/Desktop/Fall 2022/IC-subjectx-1.csv","legacy","2 8 7 9 5 3","Lentiform Loewenfeld","3.3.12","0","n","0","right","left","left","NA","right","1544","29376","31659","NA","1544","2","legacy","6","1024","2","48000","-16","experiment","1","odd","6","174204","157326","2618","139855","171995","171996","170930","2621","108196","NA","176209","177753","173000","31998","176209","Sternberg Task","16","18961","18","yes","1024"
"89.4736842105","89.4736842105","1029.78947368","1029.78947368","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","18","18","0","0","18","18","18","0","0","0","18","18","18","0","18","10/15/22 17:05:43","The main experiment item","yes","SternbergTask.osexp","C:/Users/casme/OneDrive/Desktop/Fall 2022","no","mono","no","18","no","white","no","yes","768","legacy","6","11","C:/Users/casme/OneDrive/Desktop/Fall 2022/IC-subjectx-1.csv","legacy","4 1 8 7 5","Lentiform Loewenfeld","3.3.12","3","y","0","left","left","left","NA","left","605","29376","31659","NA","605","2","legacy","5","1024","2","48000","-16","experiment","1","odd","8","181052","177759","2618","139855","178841","178843","170930","2621","108196","NA","183056","183661","179847","31998","183056","Sternberg Task","17","19566","19","yes","1024"
"90","90","1059.85","1059.85","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","19","19","0","0","19","19","19","0","0","0","19","19","19","0","19","10/15/22 17:05:43","The main experiment item","yes","SternbergTask.osexp","C:/Users/casme/OneDrive/Desktop/Fall 2022","no","mono","no","18","no","white","no","yes","768","legacy","7","11","C:/Users/casme/OneDrive/Desktop/Fall 2022/IC-subjectx-1.csv","legacy","4 6 2 5 1","Lentiform Loewenfeld","3.3.12","5","y","0","left","left","left","NA","left","1631","29376","31659","NA","1631","2","legacy","5","1024","2","48000","-16","experiment","1","odd","1","186956","183666","2618","139855","184745","184746","170930","2621","108196","NA","188961","190592","185751","31998","188960","Sternberg Task","18","21197","20","yes","1024"
"90.4761904762","90.4761904762","1053.38095238","1053.38095238","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","20","20","0","0","20","20","20","0","0","0","20","20","20","0","20","10/15/22 17:05:43","The main experiment item","yes","SternbergTask.osexp","C:/Users/casme/OneDrive/Desktop/Fall 2022","no","mono","no","18","no","white","no","yes","768","legacy","8","11","C:/Users/casme/OneDrive/Desktop/Fall 2022/IC-subjectx-1.csv","legacy","7 8 6 1","Lentiform Loewenfeld","3.3.12","0","n","0","right","left","left","NA","right","924","29376","31659","NA","924","2","legacy","4","1024","2","48000","-16","experiment","1","odd","3","193892","190599","2618","139855","191682","191684","170930","2621","108196","NA","195896","196821","192687","31998","195896","Sternberg Task","19","22121","21","yes","1024"
"90.9090909091","90.9090909091","1039.63636364","1039.63636364","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","21","21","0","0","21","21","21","0","0","0","21","21","21","0","21","10/15/22 17:05:43","The main experiment item","yes","SternbergTask.osexp","C:/Users/casme/OneDrive/Desktop/Fall 2022","no","mono","no","18","no","white","no","yes","768","legacy","9","11","C:/Users/casme/OneDrive/Desktop/Fall 2022/IC-subjectx-1.csv","legacy","4 8 1 2","Lentiform Loewenfeld","3.3.12","0","n","0","right","left","left","NA","right","751","29376","31659","NA","751","2","legacy","4","1024","2","48000","-16","experiment","1","odd","7","200101","196828","2618","139855","197893","197895","170930","2621","108196","NA","202106","202858","198896","31998","202105","Sternberg Task","20","22872","22","yes","1024"
"91.3043478261","91.3043478261","1040.2173913","1040.2173913","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","22","22","0","0","22","22","22","0","0","0","22","22","22","0","22","10/15/22 17:05:43","The main experiment item","yes","SternbergTask.osexp","C:/Users/casme/OneDrive/Desktop/Fall 2022","no","mono","no","18","no","white","no","yes","768","legacy","10","11","C:/Users/casme/OneDrive/Desktop/Fall 2022/IC-subjectx-1.csv","legacy","3 4 2","Lentiform Loewenfeld","3.3.12","0","n","0","right","left","left","NA","right","1053","29376","31659","NA","1053","2","legacy","3","1024","2","48000","-16","experiment","1","odd","5","206162","202864","2618","139855","203954","203956","170930","2621","108196","NA","208168","209222","204958","31998","208167","Sternberg Task","21","23925","23","yes","1024"
"91.6666666667","91.6666666667","1014.20833333","1014.20833333","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","23","23","0","0","23","23","23","0","0","0","23","23","23","0","23","10/15/22 17:05:43","The main experiment item","yes","SternbergTask.osexp","C:/Users/casme/OneDrive/Desktop/Fall 2022","no","mono","no","18","no","white","no","yes","768","legacy","11","11","C:/Users/casme/OneDrive/Desktop/Fall 2022/IC-subjectx-1.csv","legacy","7 1 3","Lentiform Loewenfeld","3.3.12","2","y","0","left","left","left","NA","left","416","29376","31659","NA","416","2","legacy","3","1024","2","48000","-16","experiment","1","odd","1","212514","209228","2618","139855","210304","210306","170930","2621","108196","NA","214519","214936","211310","31998","214519","Sternberg Task","22","24341","24","yes","1024"
"92","92","1006.52","1006.52","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","24","24","0","0","24","24","24","0","0","0","24","24","24","0","24","10/15/22 17:05:43","The main experiment item","yes","SternbergTask.osexp","C:/Users/casme/OneDrive/Desktop/Fall 2022","no","mono","no","18","no","white","no","yes","768","legacy","12","11","C:/Users/casme/OneDrive/Desktop/Fall 2022/IC-subjectx-1.csv","legacy","3 2 1 4 7","Lentiform Loewenfeld","3.3.12","2","y","0","left","left","left","NA","left","822","29376","31659","NA","822","2","legacy","5","1024","2","48000","-16","experiment","1","odd","2","218232","214943","2618","139855","216020","216021","170930","2621","108196","NA","220237","221059","217026","31998","220237","Sternberg Task","23","25163","25","yes","1024"
"92.3076923077","92.3076923077","995","995","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","25","25","0","0","25","25","25","0","0","0","25","25","25","0","25","10/15/22 17:05:43","The main experiment item","yes","SternbergTask.osexp","C:/Users/casme/OneDrive/Desktop/Fall 2022","no","mono","no","18","no","white","no","yes","768","legacy","13","11","C:/Users/casme/OneDrive/Desktop/Fall 2022/IC-subjectx-1.csv","legacy","8 7 3","Lentiform Loewenfeld","3.3.12","1","y","0","left","left","left","NA","left","707","29376","31659","NA","707","2","legacy","3","1024","2","48000","-16","experiment","1","odd","8","224357","221066","2618","139855","222144","222147","170930","2621","108196","NA","226361","227069","223152","31998","226361","Sternberg Task","24","25870","26","yes","1024"
"92.5925925926","92.5925925926","984.222222222","984.222222222","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","26","26","0","0","26","26","26","0","0","0","26","26","26","0","26","10/15/22 17:05:43","The main experiment item","yes","SternbergTask.osexp","C:/Users/casme/OneDrive/Desktop/Fall 2022","no","mono","no","18","no","white","no","yes","768","legacy","14","11","C:/Users/casme/OneDrive/Desktop/Fall 2022/IC-subjectx-1.csv","legacy","2 5 4 8 7","Lentiform Loewenfeld","3.3.12","3","y","0","left","left","left","NA","left","704","29376","31659","NA","704","2","legacy","5","1024","2","48000","-16","experiment","1","odd","4","230351","227074","2618","139855","228139","228141","170930","2621","108196","NA","232353","233057","229145","31998","232352","Sternberg Task","25","26574","27","yes","1024"
"89.2857142857","89.2857142857","991.142857143","991.142857143","black","experiment","legacy","legacy","legacy","0","uniform","0","undefined","0","right","27","27","0","0","27","27","27","0","0","0","27","27","27","0","27","10/15/22 17:05:43","The main experiment item","yes","SternbergTask.osexp","C:/Users/casme/OneDrive/Desktop/Fall 2022","no","mono","no","18","no","white","no","yes","768","legacy","15","11","C:/Users/casme/OneDrive/Desktop/Fall 2022/IC-subjectx-1.csv","legacy","1 6 4 3 9 7","Lentiform Loewenfeld","3.3.12","0","n","0","left","left","left","NA","left","1178","29376","31659","NA","1178","2","legacy","6","1024","2","48000","-16","experiment","1","odd","8","236363","233063","2618","139855","234152","234154","170930","2621","108196","NA","238369","239548","235159","31998","238369","Sternberg Task","25","27752","28","yes","1024"
"89.6551724138","89.6551724138","975.379310345","975.379310345","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","28","28","0","0","28","28","28","0","0","0","28","28","28","0","28","10/15/22 17:05:43","The main experiment item","yes","SternbergTask.osexp","C:/Users/casme/OneDrive/Desktop/Fall 2022","no","mono","no","18","no","white","no","yes","768","legacy","16","11","C:/Users/casme/OneDrive/Desktop/Fall 2022/IC-subjectx-1.csv","legacy","3 4","Lentiform Loewenfeld","3.3.12","1","y","0","left","left","left","NA","left","534","29376","31659","NA","534","2","legacy","2","1024","2","48000","-16","experiment","1","odd","3","242854","233063","2618","139855","240645","240646","239554","2621","108196","NA","244858","245393","241649","31998","244858","Sternberg Task","26","28286","29","yes","1024"
"90","90","978.466666667","978.466666667","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","29","29","0","0","29","29","29","0","0","0","29","29","29","0","29","10/15/22 17:05:43","The main experiment item","yes","SternbergTask.osexp","C:/Users/casme/OneDrive/Desktop/Fall 2022","no","mono","no","18","no","white","no","yes","768","legacy","17","11","C:/Users/casme/OneDrive/Desktop/Fall 2022/IC-subjectx-1.csv","legacy","8 4 3 9","Lentiform Loewenfeld","3.3.12","0","n","0","right","left","left","NA","right","1068","29376","31659","NA","1068","2","legacy","4","1024","2","48000","-16","experiment","1","odd","5","248688","245399","2618","139855","246481","246483","239554","2621","108196","NA","250692","251760","247486","31998","250692","Sternberg Task","27","29354","30","yes","1024"
"90.3225806452","90.3225806452","970.451612903","970.451612903","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","30","30","0","0","30","30","30","0","0","0","30","30","30","0","30","10/15/22 17:05:43","The main experiment item","yes","SternbergTask.osexp","C:/Users/casme/OneDrive/Desktop/Fall 2022","no","mono","no","18","no","white","no","yes","768","legacy","18","11","C:/Users/casme/OneDrive/Desktop/Fall 2022/IC-subjectx-1.csv","legacy","9","Lentiform Loewenfeld","3.3.12","0","n","0","right","left","left","NA","right","730","29376","31659","NA","730","2","legacy","1","1024","2","48000","-16","experiment","1","odd","6","255062","251768","2618","139855","252851","252853","239554","2621","108196","NA","257068","257799","253857","31998","257067","Sternberg Task","28","30084","31","yes","1024"
"90.625","90.625","969.96875","969.96875","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","31","31","0","0","31","31","31","0","0","0","31","31","31","0","31","10/15/22 17:05:43","The main experiment item","yes","SternbergTask.osexp","C:/Users/casme/OneDrive/Desktop/Fall 2022","no","mono","no","18","no","white","no","yes","768","legacy","19","11","C:/Users/casme/OneDrive/Desktop/Fall 2022/IC-subjectx-1.csv","legacy","3 5 7 1","Lentiform Loewenfeld","3.3.12","3","y","0","left","left","left","NA","left","955","29376","31659","NA","955","2","legacy","4","1024","2","48000","-16","experiment","1","odd","7","261099","257804","2618","139855","258888","258890","239554","2621","108196","NA","263103","264059","259894","31998","263103","Sternberg Task","29","31039","32","yes","1024"
"90.9090909091","90.9090909091","963.545454545","963.545454545","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","32","32","0","0","32","32","32","0","0","0","32","32","32","0","32","10/15/22 17:05:43","The main experiment item","yes","SternbergTask.osexp","C:/Users/casme/OneDrive/Desktop/Fall 2022","no","mono","no","18","no","white","no","yes","768","legacy","20","11","C:/Users/casme/OneDrive/Desktop/Fall 2022/IC-subjectx-1.csv","legacy","6 7 5 9","Lentiform Loewenfeld","3.3.12","0","n","0","right","left","left","NA","right","758","29376","31659","NA","758","2","legacy","4","1024","2","48000","-16","experiment","1","odd","2","267362","264065","2618","139855","265151","265153","239554","2621","108196","NA","269368","270126","266157","31998","269367","Sternberg Task","30","31797","33","yes","1024"
"91.1764705882","91.1764705882","974.352941176","974.352941176","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","33","33","0","0","33","33","33","0","0","0","33","33","33","0","33","10/15/22 17:05:43","The main experiment item","yes","SternbergTask.osexp","C:/Users/casme/OneDrive/Desktop/Fall 2022","no","mono","no","18","no","white","no","yes","768","legacy","21","11","C:/Users/casme/OneDrive/Desktop/Fall 2022/IC-subjectx-1.csv","legacy","8 1 6","Lentiform Loewenfeld","3.3.12","3","y","0","left","left","left","NA","left","1331","29376","31659","NA","1331","2","legacy","3","1024","2","48000","-16","experiment","1","odd","6","273420","270133","2618","139855","271209","271211","239554","2621","108196","NA","275424","276755","272215","31998","275424","Sternberg Task","31","33128","34","yes","1024"
