acc,accuracy,average_response_time,avg_rt,background,canvas_backend,clock_backend,color_backend,compensation,condition,coordinates,correct,correct_Instructions1,correct_keyboard_response,correct_response,count_Block1,count_Block2,count_Block3,count_Finish,count_ISI,count_Instructions1,count_Instructions2,count_Instructions3,count_errorFeedback,count_experiment,count_faster,count_fixation,count_keyboard_response,count_logger,count_sequence,count_stimulus,datetime,deadline,description,disable_garbage_collection,experiment_file,experiment_path,font_bold,font_family,font_italic,font_size,font_underline,foreground,form_clicks,fullscreen,height,keyboard_backend,live_row,live_row_Block1,logfile,mouse_backend,opensesame_codename,opensesame_version,repeat_cycle,response,response_Finish,response_Instructions1,response_Instructions2,response_Instructions3,response_keyboard_response,response_time,response_time_Finish,response_time_Instructions1,response_time_Instructions2,response_time_Instructions3,response_time_keyboard_response,round_decimals,sampler_backend,sound_buf_size,sound_channels,sound_freq,sound_sample_size,start,stimulus,subject_nr,subject_parity,time_Block1,time_Block2,time_Block3,time_Finish,time_ISI,time_Instructions1,time_Instructions2,time_Instructions3,time_errorFeedback,time_experiment,time_faster,time_fixation,time_keyboard_response,time_logger,time_sequence,time_stimulus,title,total_correct,total_response_time,total_responses,uniform_coordinates,width
100,100,830.5185185,830.5185185,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,h,0,0,0,0,26,0,0,0,26,0,26,26,26,26,26,26,Fri Sep 20 17:34:08 2019,infinite,The main experiment item,yes,fp-subject-1.osexp,/Users/freyaportales/Documents,no,mono,no,18,no,white,no,no,768,legacy,26,26,/Users/freyaportales/Documents/fp-subject-1.csv,legacy,Kafkaesque Koffka,3.2.8,0,h,NA,s,NA,NA,h,704,NA,2310,NA,NA,704,2,legacy,1024,2,48000,-16,experiment,SSHSS,1,odd,4927,NA,NA,NA,59215,2608,NA,NA,NA,2548,NA,60329,60462,61168,60296,60462,Flanker task,27,22424,27,yes,1024
100,100,822.25,822.25,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,h,0,0,0,0,27,0,0,0,27,0,27,27,27,27,27,27,Fri Sep 20 17:34:08 2019,infinite,The main experiment item,yes,fp-subject-1.osexp,/Users/freyaportales/Documents,no,mono,no,18,no,white,no,no,768,legacy,27,27,/Users/freyaportales/Documents/fp-subject-1.csv,legacy,Kafkaesque Koffka,3.2.8,0,h,NA,s,NA,NA,h,599,NA,2310,NA,NA,599,2,legacy,1024,2,48000,-16,experiment,SSHSS,1,odd,4927,NA,NA,NA,61211,2608,NA,NA,NA,2548,NA,62327,62460,63060,62295,62460,Flanker task,28,23023,28,yes,1024
100,100,810.5517241,810.5517241,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,s,0,0,0,0,28,0,0,0,28,0,28,28,28,28,28,28,Fri Sep 20 17:34:08 2019,infinite,The main experiment item,yes,fp-subject-1.osexp,/Users/freyaportales/Documents,no,mono,no,18,no,white,no,no,768,legacy,28,28,/Users/freyaportales/Documents/fp-subject-1.csv,legacy,Kafkaesque Koffka,3.2.8,0,s,NA,s,NA,NA,s,483,NA,2310,NA,NA,483,2,legacy,1024,2,48000,-16,experiment,SSSSS,1,odd,4927,NA,NA,NA,63094,2608,NA,NA,NA,2548,NA,64208,64341,64826,64176,64341,Flanker task,29,23506,29,yes,1024
100,100,801.1666667,801.1666667,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,s,0,0,0,0,29,0,0,0,29,0,29,29,29,29,29,29,Fri Sep 20 17:34:08 2019,infinite,The main experiment item,yes,fp-subject-1.osexp,/Users/freyaportales/Documents,no,mono,no,18,no,white,no,no,768,legacy,29,29,/Users/freyaportales/Documents/fp-subject-1.csv,legacy,Kafkaesque Koffka,3.2.8,0,s,NA,s,NA,NA,s,529,NA,2310,NA,NA,529,2,legacy,1024,2,48000,-16,experiment,HHSHH,1,odd,4927,NA,NA,NA,64865,2608,NA,NA,NA,2548,NA,66016,66153,66684,65972,66152,Flanker task,30,24035,30,yes,1024
100,100,791.1935484,791.1935484,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,s,0,0,0,0,30,0,0,0,30,0,30,30,30,30,30,30,Fri Sep 20 17:34:08 2019,infinite,The main experiment item,yes,fp-subject-1.osexp,/Users/freyaportales/Documents,no,mono,no,18,no,white,no,no,768,legacy,30,30,/Users/freyaportales/Documents/fp-subject-1.csv,legacy,Kafkaesque Koffka,3.2.8,0,s,NA,s,NA,NA,s,492,NA,2310,NA,NA,492,2,legacy,1024,2,48000,-16,experiment,HHSHH,1,odd,4927,NA,NA,NA,66721,2608,NA,NA,NA,2548,NA,67841,67974,68468,67808,67973,Flanker task,31,24527,31,yes,1024
100,100,778.9375,778.9375,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,s,0,0,0,0,31,0,0,0,31,0,31,31,31,31,31,31,Fri Sep 20 17:34:08 2019,infinite,The main experiment item,yes,fp-subject-1.osexp,/Users/freyaportales/Documents,no,mono,no,18,no,white,no,no,768,legacy,31,31,/Users/freyaportales/Documents/fp-subject-1.csv,legacy,Kafkaesque Koffka,3.2.8,0,s,NA,s,NA,NA,s,399,NA,2310,NA,NA,399,2,legacy,1024,2,48000,-16,experiment,SSSSS,1,odd,4927,NA,NA,NA,68502,2608,NA,NA,NA,2548,NA,69616,69751,70152,69584,69750,Flanker task,32,24926,32,yes,1024
100,100,767.6363636,767.6363636,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,s,0,0,0,0,32,0,0,0,32,0,32,32,32,32,32,32,Fri Sep 20 17:34:08 2019,infinite,The main experiment item,yes,fp-subject-1.osexp,/Users/freyaportales/Documents,no,mono,no,18,no,white,no,no,768,legacy,32,32,/Users/freyaportales/Documents/fp-subject-1.csv,legacy,Kafkaesque Koffka,3.2.8,0,s,NA,s,NA,NA,s,406,NA,2310,NA,NA,406,2,legacy,1024,2,48000,-16,experiment,SSSSS,1,odd,4927,NA,NA,NA,70188,2608,NA,NA,NA,2548,NA,71308,71440,71848,71276,71440,Flanker task,33,25332,33,yes,1024
100,100,759.2647059,759.2647059,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,h,0,0,0,0,33,0,0,0,33,0,33,33,33,33,33,33,Fri Sep 20 17:34:08 2019,infinite,The main experiment item,yes,fp-subject-1.osexp,/Users/freyaportales/Documents,no,mono,no,18,no,white,no,no,768,legacy,33,33,/Users/freyaportales/Documents/fp-subject-1.csv,legacy,Kafkaesque Koffka,3.2.8,0,h,NA,s,NA,NA,h,483,NA,2310,NA,NA,483,2,legacy,1024,2,48000,-16,experiment,HHHHH,1,odd,4927,NA,NA,NA,71883,2608,NA,NA,NA,2548,NA,72997,73130,73615,72966,73130,Flanker task,34,25815,34,yes,1024
100,100,752.6571429,752.6571429,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,h,0,0,0,0,34,0,0,0,34,0,34,34,34,34,34,34,Fri Sep 20 17:34:08 2019,infinite,The main experiment item,yes,fp-subject-1.osexp,/Users/freyaportales/Documents,no,mono,no,18,no,white,no,no,768,legacy,34,34,/Users/freyaportales/Documents/fp-subject-1.csv,legacy,Kafkaesque Koffka,3.2.8,0,h,NA,s,NA,NA,h,528,NA,2310,NA,NA,528,2,legacy,1024,2,48000,-16,experiment,SSHSS,1,odd,4927,NA,NA,NA,73651,2608,NA,NA,NA,2548,NA,74773,74906,75436,74740,74906,Flanker task,35,26343,35,yes,1024
100,100,746.1111111,746.1111111,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,h,0,0,0,0,35,0,0,0,35,0,35,35,35,35,35,35,Fri Sep 20 17:34:08 2019,infinite,The main experiment item,yes,fp-subject-1.osexp,/Users/freyaportales/Documents,no,mono,no,18,no,white,no,no,768,legacy,35,35,/Users/freyaportales/Documents/fp-subject-1.csv,legacy,Kafkaesque Koffka,3.2.8,0,h,NA,s,NA,NA,h,517,NA,2310,NA,NA,517,2,legacy,1024,2,48000,-16,experiment,SSHSS,1,odd,4927,NA,NA,NA,75471,2608,NA,NA,NA,2548,NA,76584,76724,77243,76552,76724,Flanker task,36,26860,36,yes,1024
100,100,739.9459459,739.9459459,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,h,0,0,0,0,36,0,0,0,36,0,36,36,36,36,36,36,Fri Sep 20 17:34:08 2019,infinite,The main experiment item,yes,fp-subject-1.osexp,/Users/freyaportales/Documents,no,mono,no,18,no,white,no,no,768,legacy,36,36,/Users/freyaportales/Documents/fp-subject-1.csv,legacy,Kafkaesque Koffka,3.2.8,0,h,NA,s,NA,NA,h,518,NA,2310,NA,NA,518,2,legacy,1024,2,48000,-16,experiment,HHHHH,1,odd,4927,NA,NA,NA,77282,2608,NA,NA,NA,2548,NA,78395,78527,79047,78363,78527,Flanker task,37,27378,37,yes,1024
