acc,accuracy,average_response_time,avg_rt,background,bidi,canvas_backend,clock_backend,color_backend,compensation,condition,coordinates,correct,correct_instructions1,correct_keyboard_response,correct_response,count_Block1,count_Block2,count_Block3,count_ISI,count_errorFeedback,count_experiment,count_faster,count_finish,count_fixation,count_instructions1,count_instructions2,count_instructions3,count_keyboard_response,count_new_logger,count_sequence,count_stimulus,datetime,deadline,description,disable_garbage_collection,experiment_file,experiment_path,font_bold,font_family,font_italic,font_size,font_underline,foreground,form_clicks,fullscreen,height,keyboard_backend,live_row,live_row_Block1,logfile,mouse_backend,opensesame_codename,opensesame_version,repeat_cycle,response,response_finish,response_instructions1,response_instructions2,response_instructions3,response_keyboard_response,response_time,response_time_finish,response_time_instructions1,response_time_instructions2,response_time_instructions3,response_time_keyboard_response,round_decimals,sampler_backend,sound_buf_size,sound_channels,sound_freq,sound_sample_size,start,stimulus,subject_nr,subject_parity,time_Block1,time_Block2,time_Block3,time_ISI,time_errorFeedback,time_experiment,time_faster,time_finish,time_fixation,time_instructions1,time_instructions2,time_instructions3,time_keyboard_response,time_new_logger,time_sequence,time_stimulus,title,total_correct,total_response_time,total_responses,uniform_coordinates,width
100,100,639.5454545,639.5454545,black,no,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,s,0,0,0,10,10,0,10,0,10,0,0,0,10,10,10,10,Tue Sep 24 12:50:53 2019,1500,The main experiment item,yes,FlankerTaskKBowman.osexp,/Users/KrisBow/Dropbox/GradSchoolTarleton/Fall2019/AdvQuant/Lab2,no,mono,no,18,no,white,no,yes,768,legacy,10,10,/Users/KrisBow/Dropbox/GradSchoolTarleton/Fall2019/AdvQuant/Lab2/KB-subject-4-F23.csv,legacy,Kafkaesque Koffka,3.2.6,0,s,NA,s,NA,NA,s,496,NA,44876,NA,NA,496,2,legacy,1024,2,48000,-16,experiment,SSSSS,4,even,46490,NA,NA,64314,NA,1599,NA,NA,65417,1611,NA,NA,65528,66026,65406,65528,FlankerTaskKBowman,11,7035,11,yes,1024
100,100,627.5833333,627.5833333,black,no,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,h,0,0,0,11,11,0,11,0,11,0,0,0,11,11,11,11,Tue Sep 24 12:50:53 2019,1500,The main experiment item,yes,FlankerTaskKBowman.osexp,/Users/KrisBow/Dropbox/GradSchoolTarleton/Fall2019/AdvQuant/Lab2,no,mono,no,18,no,white,no,yes,768,legacy,11,11,/Users/KrisBow/Dropbox/GradSchoolTarleton/Fall2019/AdvQuant/Lab2/KB-subject-4-F23.csv,legacy,Kafkaesque Koffka,3.2.6,0,h,NA,s,NA,NA,h,496,NA,44876,NA,NA,496,2,legacy,1024,2,48000,-16,experiment,HHHHH,4,even,46490,NA,NA,66039,NA,1599,NA,NA,67141,1611,NA,NA,67252,67751,67130,67252,FlankerTaskKBowman,12,7531,12,yes,1024
100,100,628.6923077,628.6923077,black,no,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,s,0,0,0,12,12,0,12,0,12,0,0,0,12,12,12,12,Tue Sep 24 12:50:53 2019,1500,The main experiment item,yes,FlankerTaskKBowman.osexp,/Users/KrisBow/Dropbox/GradSchoolTarleton/Fall2019/AdvQuant/Lab2,no,mono,no,18,no,white,no,yes,768,legacy,12,12,/Users/KrisBow/Dropbox/GradSchoolTarleton/Fall2019/AdvQuant/Lab2/KB-subject-4-F23.csv,legacy,Kafkaesque Koffka,3.2.6,0,s,NA,s,NA,NA,s,642,NA,44876,NA,NA,642,2,legacy,1024,2,48000,-16,experiment,HHSHH,4,even,46490,NA,NA,67765,NA,1599,NA,NA,68866,1611,NA,NA,68977,69621,68856,68977,FlankerTaskKBowman,13,8173,13,yes,1024
100,100,629.5,629.5,black,no,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,h,0,0,0,13,13,0,13,0,13,0,0,0,13,13,13,13,Tue Sep 24 12:50:53 2019,1500,The main experiment item,yes,FlankerTaskKBowman.osexp,/Users/KrisBow/Dropbox/GradSchoolTarleton/Fall2019/AdvQuant/Lab2,no,mono,no,18,no,white,no,yes,768,legacy,13,13,/Users/KrisBow/Dropbox/GradSchoolTarleton/Fall2019/AdvQuant/Lab2/KB-subject-4-F23.csv,legacy,Kafkaesque Koffka,3.2.6,0,h,NA,s,NA,NA,h,640,NA,44876,NA,NA,640,2,legacy,1024,2,48000,-16,experiment,SSHSS,4,even,46490,NA,NA,69635,NA,1599,NA,NA,70758,1611,NA,NA,70870,71512,70744,70870,FlankerTaskKBowman,14,8813,14,yes,1024
100,100,644.7333333,644.7333333,black,no,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,h,0,0,0,14,14,0,14,0,14,0,0,0,14,14,14,14,Tue Sep 24 12:50:53 2019,1500,The main experiment item,yes,FlankerTaskKBowman.osexp,/Users/KrisBow/Dropbox/GradSchoolTarleton/Fall2019/AdvQuant/Lab2,no,mono,no,18,no,white,no,yes,768,legacy,14,14,/Users/KrisBow/Dropbox/GradSchoolTarleton/Fall2019/AdvQuant/Lab2/KB-subject-4-F23.csv,legacy,Kafkaesque Koffka,3.2.6,0,h,NA,s,NA,NA,h,858,NA,44876,NA,NA,858,2,legacy,1024,2,48000,-16,experiment,HHHHH,4,even,46490,NA,NA,71525,NA,1599,NA,NA,72627,1611,NA,NA,72738,73598,72616,72738,FlankerTaskKBowman,15,9671,15,yes,1024
100,100,635.9375,635.9375,black,no,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,h,0,0,0,15,15,0,15,0,15,0,0,0,15,15,15,15,Tue Sep 24 12:50:53 2019,1500,The main experiment item,yes,FlankerTaskKBowman.osexp,/Users/KrisBow/Dropbox/GradSchoolTarleton/Fall2019/AdvQuant/Lab2,no,mono,no,18,no,white,no,yes,768,legacy,15,15,/Users/KrisBow/Dropbox/GradSchoolTarleton/Fall2019/AdvQuant/Lab2/KB-subject-4-F23.csv,legacy,Kafkaesque Koffka,3.2.6,0,h,NA,s,NA,NA,h,504,NA,44876,NA,NA,504,2,legacy,1024,2,48000,-16,experiment,HHHHH,4,even,46490,NA,NA,73611,NA,1599,NA,NA,74713,1611,NA,NA,74824,75331,74703,74824,FlankerTaskKBowman,16,10175,16,yes,1024
100,100,631.2352941,631.2352941,black,no,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,s,0,0,0,16,16,0,16,0,16,0,0,0,16,16,16,16,Tue Sep 24 12:50:53 2019,1500,The main experiment item,yes,FlankerTaskKBowman.osexp,/Users/KrisBow/Dropbox/GradSchoolTarleton/Fall2019/AdvQuant/Lab2,no,mono,no,18,no,white,no,yes,768,legacy,16,16,/Users/KrisBow/Dropbox/GradSchoolTarleton/Fall2019/AdvQuant/Lab2/KB-subject-4-F23.csv,legacy,Kafkaesque Koffka,3.2.6,0,s,NA,s,NA,NA,s,556,NA,44876,NA,NA,556,2,legacy,1024,2,48000,-16,experiment,HHSHH,4,even,46490,NA,NA,75344,NA,1599,NA,NA,76445,1611,NA,NA,76556,77114,76435,76556,FlankerTaskKBowman,17,10731,17,yes,1024
100,100,621.9444444,621.9444444,black,no,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,s,0,0,0,17,17,0,17,0,17,0,0,0,17,17,17,17,Tue Sep 24 12:50:53 2019,1500,The main experiment item,yes,FlankerTaskKBowman.osexp,/Users/KrisBow/Dropbox/GradSchoolTarleton/Fall2019/AdvQuant/Lab2,no,mono,no,18,no,white,no,yes,768,legacy,17,17,/Users/KrisBow/Dropbox/GradSchoolTarleton/Fall2019/AdvQuant/Lab2/KB-subject-4-F23.csv,legacy,Kafkaesque Koffka,3.2.6,0,s,NA,s,NA,NA,s,464,NA,44876,NA,NA,464,2,legacy,1024,2,48000,-16,experiment,HHSHH,4,even,46490,NA,NA,77127,NA,1599,NA,NA,78229,1611,NA,NA,78340,78806,78218,78340,FlankerTaskKBowman,18,11195,18,yes,1024
100,100,618.7894737,618.7894737,black,no,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,h,0,0,0,18,18,0,18,0,18,0,0,0,18,18,18,18,Tue Sep 24 12:50:53 2019,1500,The main experiment item,yes,FlankerTaskKBowman.osexp,/Users/KrisBow/Dropbox/GradSchoolTarleton/Fall2019/AdvQuant/Lab2,no,mono,no,18,no,white,no,yes,768,legacy,18,18,/Users/KrisBow/Dropbox/GradSchoolTarleton/Fall2019/AdvQuant/Lab2/KB-subject-4-F23.csv,legacy,Kafkaesque Koffka,3.2.6,0,h,NA,s,NA,NA,h,562,NA,44876,NA,NA,562,2,legacy,1024,2,48000,-16,experiment,SSHSS,4,even,46490,NA,NA,78819,NA,1599,NA,NA,79920,1611,NA,NA,80031,80595,79909,80030,FlankerTaskKBowman,19,11757,19,yes,1024
100,100,612.1,612.1,black,no,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,h,0,0,0,19,19,0,19,0,19,0,0,0,19,19,19,19,Tue Sep 24 12:50:53 2019,1500,The main experiment item,yes,FlankerTaskKBowman.osexp,/Users/KrisBow/Dropbox/GradSchoolTarleton/Fall2019/AdvQuant/Lab2,no,mono,no,18,no,white,no,yes,768,legacy,19,19,/Users/KrisBow/Dropbox/GradSchoolTarleton/Fall2019/AdvQuant/Lab2/KB-subject-4-F23.csv,legacy,Kafkaesque Koffka,3.2.6,0,h,NA,s,NA,NA,h,485,NA,44876,NA,NA,485,2,legacy,1024,2,48000,-16,experiment,HHHHH,4,even,46490,NA,NA,80608,NA,1599,NA,NA,81709,1611,NA,NA,81820,82307,81698,81820,FlankerTaskKBowman,20,12242,20,yes,1024
100,100,604.8571429,604.8571429,black,no,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,h,0,0,0,20,20,0,20,0,20,0,0,0,20,20,20,20,Tue Sep 24 12:50:53 2019,1500,The main experiment item,yes,FlankerTaskKBowman.osexp,/Users/KrisBow/Dropbox/GradSchoolTarleton/Fall2019/AdvQuant/Lab2,no,mono,no,18,no,white,no,yes,768,legacy,20,20,/Users/KrisBow/Dropbox/GradSchoolTarleton/Fall2019/AdvQuant/Lab2/KB-subject-4-F23.csv,legacy,Kafkaesque Koffka,3.2.6,0,h,NA,s,NA,NA,h,460,NA,44876,NA,NA,460,2,legacy,1024,2,48000,-16,experiment,HHHHH,4,even,46490,NA,NA,82320,NA,1599,NA,NA,83422,1611,NA,NA,83533,83995,83411,83533,FlankerTaskKBowman,21,12702,21,yes,1024
100,100,600.7272727,600.7272727,black,no,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,s,0,0,0,21,21,0,21,0,21,0,0,0,21,21,21,21,Tue Sep 24 12:50:53 2019,1500,The main experiment item,yes,FlankerTaskKBowman.osexp,/Users/KrisBow/Dropbox/GradSchoolTarleton/Fall2019/AdvQuant/Lab2,no,mono,no,18,no,white,no,yes,768,legacy,21,21,/Users/KrisBow/Dropbox/GradSchoolTarleton/Fall2019/AdvQuant/Lab2/KB-subject-4-F23.csv,legacy,Kafkaesque Koffka,3.2.6,0,s,NA,s,NA,NA,s,514,NA,44876,NA,NA,514,2,legacy,1024,2,48000,-16,experiment,HHSHH,4,even,46490,NA,NA,84007,NA,1599,NA,NA,85116,1611,NA,NA,85228,85745,85105,85228,FlankerTaskKBowman,22,13216,22,yes,1024
100,100,591.9130435,591.9130435,black,no,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,s,0,0,0,22,22,0,22,0,22,0,0,0,22,22,22,22,Tue Sep 24 12:50:53 2019,1500,The main experiment item,yes,FlankerTaskKBowman.osexp,/Users/KrisBow/Dropbox/GradSchoolTarleton/Fall2019/AdvQuant/Lab2,no,mono,no,18,no,white,no,yes,768,legacy,22,22,/Users/KrisBow/Dropbox/GradSchoolTarleton/Fall2019/AdvQuant/Lab2/KB-subject-4-F23.csv,legacy,Kafkaesque Koffka,3.2.6,0,s,NA,s,NA,NA,s,398,NA,44876,NA,NA,398,2,legacy,1024,2,48000,-16,experiment,SSSSS,4,even,46490,NA,NA,85759,NA,1599,NA,NA,86860,1611,NA,NA,86971,87371,86850,86971,FlankerTaskKBowman,23,13614,23,yes,1024
100,100,586.375,586.375,black,no,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,s,0,0,0,23,23,0,23,0,23,0,0,0,23,23,23,23,Tue Sep 24 12:50:53 2019,1500,The main experiment item,yes,FlankerTaskKBowman.osexp,/Users/KrisBow/Dropbox/GradSchoolTarleton/Fall2019/AdvQuant/Lab2,no,mono,no,18,no,white,no,yes,768,legacy,23,23,/Users/KrisBow/Dropbox/GradSchoolTarleton/Fall2019/AdvQuant/Lab2/KB-subject-4-F23.csv,legacy,Kafkaesque Koffka,3.2.6,0,s,NA,s,NA,NA,s,459,NA,44876,NA,NA,459,2,legacy,1024,2,48000,-16,experiment,HHSHH,4,even,46490,NA,NA,87384,NA,1599,NA,NA,88487,1611,NA,NA,88598,89059,88476,88598,FlankerTaskKBowman,24,14073,24,yes,1024
100,100,589,589,black,no,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,h,0,0,0,24,24,0,24,0,24,0,0,0,24,24,24,24,Tue Sep 24 12:50:53 2019,1500,The main experiment item,yes,FlankerTaskKBowman.osexp,/Users/KrisBow/Dropbox/GradSchoolTarleton/Fall2019/AdvQuant/Lab2,no,mono,no,18,no,white,no,yes,768,legacy,24,24,/Users/KrisBow/Dropbox/GradSchoolTarleton/Fall2019/AdvQuant/Lab2/KB-subject-4-F23.csv,legacy,Kafkaesque Koffka,3.2.6,0,h,NA,s,NA,NA,h,652,NA,44876,NA,NA,652,2,legacy,1024,2,48000,-16,experiment,HHHHH,4,even,46490,NA,NA,89072,NA,1599,NA,NA,90173,1611,NA,NA,90285,90940,90163,90285,FlankerTaskKBowman,25,14725,25,yes,1024
100,100,585.6923077,585.6923077,black,no,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,h,0,0,0,25,25,0,25,0,25,0,0,0,25,25,25,25,Tue Sep 24 12:50:53 2019,1500,The main experiment item,yes,FlankerTaskKBowman.osexp,/Users/KrisBow/Dropbox/GradSchoolTarleton/Fall2019/AdvQuant/Lab2,no,mono,no,18,no,white,no,yes,768,legacy,25,25,/Users/KrisBow/Dropbox/GradSchoolTarleton/Fall2019/AdvQuant/Lab2/KB-subject-4-F23.csv,legacy,Kafkaesque Koffka,3.2.6,0,h,NA,s,NA,NA,h,503,NA,44876,NA,NA,503,2,legacy,1024,2,48000,-16,experiment,HHHHH,4,even,46490,NA,NA,90956,NA,1599,NA,NA,92058,1611,NA,NA,92169,92675,92047,92169,FlankerTaskKBowman,26,15228,26,yes,1024
100,100,587.6666667,587.6666667,black,no,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,h,0,0,0,26,26,0,26,0,26,0,0,0,26,26,26,26,Tue Sep 24 12:50:53 2019,1500,The main experiment item,yes,FlankerTaskKBowman.osexp,/Users/KrisBow/Dropbox/GradSchoolTarleton/Fall2019/AdvQuant/Lab2,no,mono,no,18,no,white,no,yes,768,legacy,26,26,/Users/KrisBow/Dropbox/GradSchoolTarleton/Fall2019/AdvQuant/Lab2/KB-subject-4-F23.csv,legacy,Kafkaesque Koffka,3.2.6,0,h,NA,s,NA,NA,h,639,NA,44876,NA,NA,639,2,legacy,1024,2,48000,-16,experiment,SSHSS,4,even,46490,NA,NA,92688,NA,1599,NA,NA,93790,1611,NA,NA,93901,94543,93779,93901,FlankerTaskKBowman,27,15867,27,yes,1024
100,100,580.3214286,580.3214286,black,no,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,h,0,0,0,27,27,0,27,0,27,0,0,0,27,27,27,27,Tue Sep 24 12:50:53 2019,1500,The main experiment item,yes,FlankerTaskKBowman.osexp,/Users/KrisBow/Dropbox/GradSchoolTarleton/Fall2019/AdvQuant/Lab2,no,mono,no,18,no,white,no,yes,768,legacy,27,27,/Users/KrisBow/Dropbox/GradSchoolTarleton/Fall2019/AdvQuant/Lab2/KB-subject-4-F23.csv,legacy,Kafkaesque Koffka,3.2.6,0,h,NA,s,NA,NA,h,382,NA,44876,NA,NA,382,2,legacy,1024,2,48000,-16,experiment,HHHHH,4,even,46490,NA,NA,94556,NA,1599,NA,NA,95659,1611,NA,NA,95770,96154,95647,95770,FlankerTaskKBowman,28,16249,28,yes,1024
100,100,577.9655172,577.9655172,black,no,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,s,0,0,0,28,28,0,28,0,28,0,0,0,28,28,28,28,Tue Sep 24 12:50:53 2019,1500,The main experiment item,yes,FlankerTaskKBowman.osexp,/Users/KrisBow/Dropbox/GradSchoolTarleton/Fall2019/AdvQuant/Lab2,no,mono,no,18,no,white,no,yes,768,legacy,28,28,/Users/KrisBow/Dropbox/GradSchoolTarleton/Fall2019/AdvQuant/Lab2/KB-subject-4-F23.csv,legacy,Kafkaesque Koffka,3.2.6,0,s,NA,s,NA,NA,s,512,NA,44876,NA,NA,512,2,legacy,1024,2,48000,-16,experiment,HHSHH,4,even,46490,NA,NA,96167,NA,1599,NA,NA,97269,1611,NA,NA,97380,97894,97258,97380,FlankerTaskKBowman,29,16761,29,yes,1024
100,100,573.3,573.3,black,no,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,s,0,0,0,29,29,0,29,0,29,0,0,0,29,29,29,29,Tue Sep 24 12:50:53 2019,1500,The main experiment item,yes,FlankerTaskKBowman.osexp,/Users/KrisBow/Dropbox/GradSchoolTarleton/Fall2019/AdvQuant/Lab2,no,mono,no,18,no,white,no,yes,768,legacy,29,29,/Users/KrisBow/Dropbox/GradSchoolTarleton/Fall2019/AdvQuant/Lab2/KB-subject-4-F23.csv,legacy,Kafkaesque Koffka,3.2.6,0,s,NA,s,NA,NA,s,438,NA,44876,NA,NA,438,2,legacy,1024,2,48000,-16,experiment,SSSSS,4,even,46490,NA,NA,97907,NA,1599,NA,NA,99010,1611,NA,NA,99121,99561,99000,99121,FlankerTaskKBowman,30,17199,30,yes,1024
