"acc","accuracy","average_response_time","avg_rt","background","block","canvas_backend","clock_backend","color_backend","compensation","coordinates","correct","correct_instruction1","correct_new_keyboard_response","correct_response","count_Fixation","count_ISI","count_correctFeedback","count_expSequence","count_experiment","count_experimentLoop","count_incorrectFeedback","count_instruction1","count_instructions2","count_memorySet","count_new_keyboard_response","count_new_logger","count_practiceLoop","count_probe","count_thankYou","datetime","description","disable_garbage_collection","experiment_file","experiment_path","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","fullscreen","height","keyboard_backend","live_row","live_row_practiceLoop","logfile","mouse_backend","numberSet","opensesame_codename","opensesame_version","posInSet","present","repeat_cycle","response","response_instruction1","response_instructions2","response_new_keyboard_response","response_thankYou","response_time","response_time_instruction1","response_time_instructions2","response_time_new_keyboard_response","response_time_thankYou","round_decimals","sampler_backend","setSize","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","subject_nr","subject_parity","target","time_Fixation","time_ISI","time_correctFeedback","time_expSequence","time_experiment","time_experimentLoop","time_incorrectFeedback","time_instruction1","time_instructions2","time_memorySet","time_new_keyboard_response","time_new_logger","time_practiceLoop","time_probe","time_thankYou","title","total_correct","total_response_time","total_responses","uniform_coordinates","width"
"81.25","81.25","688.875","688.875","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","15","15","15","15","0","0","15","0","0","15","15","15","0","15","0","Sun Oct 25 17:10:08 2020","The main experiment item","yes","SternbergTask.osexp","/Users/tforestmoore/Desktop/Tarleton/Fall 2020/Math/Lab3","no","mono","no","18","no","white","no","yes","768","legacy","3","11","/Users/tforestmoore/Desktop/Tarleton/Fall 2020/Math/Lab3/AM-subject-2.csv","legacy","8 4 3 5","Lentiform Loewenfeld","3.3.3","0","n","0","right","right","right","right","NA","547","13722","8791","547","NA","2","legacy","4","1024","2","48000","-16","experiment","2","even","6","116219","118452","115136","116203","2591","98105","70206","2610","89314","117233","120470","121018","16341","120470","NA","Sternberg Task","13","11022","16","yes","1024"
"82.3529411764706","82.3529411764706","676.3529411764706","676.3529411764706","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","16","16","16","16","0","0","16","0","0","16","16","16","0","16","0","Sun Oct 25 17:10:08 2020","The main experiment item","yes","SternbergTask.osexp","/Users/tforestmoore/Desktop/Tarleton/Fall 2020/Math/Lab3","no","mono","no","18","no","white","no","yes","768","legacy","4","11","/Users/tforestmoore/Desktop/Tarleton/Fall 2020/Math/Lab3/AM-subject-2.csv","legacy","6 8 4","Lentiform Loewenfeld","3.3.3","0","n","0","right","right","right","right","NA","476","13722","8791","476","NA","2","legacy","3","1024","2","48000","-16","experiment","2","even","1","122111","124347","121036","122097","2591","98105","70206","2610","89314","123127","126361","126838","16341","126361","NA","Sternberg Task","14","11498","17","yes","1024"
"83.33333333333333","83.33333333333333","668.7222222222222","668.7222222222222","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","17","17","17","17","0","0","17","0","0","17","17","17","0","17","0","Sun Oct 25 17:10:08 2020","The main experiment item","yes","SternbergTask.osexp","/Users/tforestmoore/Desktop/Tarleton/Fall 2020/Math/Lab3","no","mono","no","18","no","white","no","yes","768","legacy","5","11","/Users/tforestmoore/Desktop/Tarleton/Fall 2020/Math/Lab3/AM-subject-2.csv","legacy","1 4 9 3","Lentiform Loewenfeld","3.3.3","0","n","0","right","right","right","right","NA","539","13722","8791","539","NA","2","legacy","4","1024","2","48000","-16","experiment","2","even","5","127928","130161","126855","127914","2591","98105","70206","2610","89314","128942","132179","132719","16341","132179","NA","Sternberg Task","15","12037","18","yes","1024"
"84.21052631578948","84.21052631578948","685.6842105263158","685.6842105263158","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","18","18","18","18","0","0","18","0","0","18","18","18","0","18","0","Sun Oct 25 17:10:08 2020","The main experiment item","yes","SternbergTask.osexp","/Users/tforestmoore/Desktop/Tarleton/Fall 2020/Math/Lab3","no","mono","no","18","no","white","no","yes","768","legacy","6","11","/Users/tforestmoore/Desktop/Tarleton/Fall 2020/Math/Lab3/AM-subject-2.csv","legacy","4 7 6 8 2 3","Lentiform Loewenfeld","3.3.3","6","y","0","left","right","right","left","NA","991","13722","8791","991","NA","2","legacy","6","1024","2","48000","-16","experiment","2","even","3","133822","136058","132736","133806","2591","98105","70206","2610","89314","134839","138075","139067","16341","138074","NA","Sternberg Task","16","13028","19","yes","1024"
"85","85","678.8","678.8","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","19","19","19","19","0","0","19","0","0","19","19","19","0","19","0","Sun Oct 25 17:10:08 2020","The main experiment item","yes","SternbergTask.osexp","/Users/tforestmoore/Desktop/Tarleton/Fall 2020/Math/Lab3","no","mono","no","18","no","white","no","yes","768","legacy","7","11","/Users/tforestmoore/Desktop/Tarleton/Fall 2020/Math/Lab3/AM-subject-2.csv","legacy","1 3 2 6 9","Lentiform Loewenfeld","3.3.3","0","n","0","right","right","right","right","NA","548","13722","8791","548","NA","2","legacy","5","1024","2","48000","-16","experiment","2","even","5","140168","142402","139083","140151","2591","98105","70206","2610","89314","141184","144419","144967","16341","144419","NA","Sternberg Task","17","13576","20","yes","1024"
"85.71428571428571","85.71428571428571","674.8095238095239","674.8095238095239","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","20","20","20","20","0","0","20","0","0","20","20","20","0","20","0","Sun Oct 25 17:10:08 2020","The main experiment item","yes","SternbergTask.osexp","/Users/tforestmoore/Desktop/Tarleton/Fall 2020/Math/Lab3","no","mono","no","18","no","white","no","yes","768","legacy","8","11","/Users/tforestmoore/Desktop/Tarleton/Fall 2020/Math/Lab3/AM-subject-2.csv","legacy","1 4 9 3 2 5","Lentiform Loewenfeld","3.3.3","3","y","0","left","right","right","left","NA","595","13722","8791","595","NA","2","legacy","6","1024","2","48000","-16","experiment","2","even","9","146067","148304","144984","146051","2591","98105","70206","2610","89314","147084","150321","150917","16341","150321","NA","Sternberg Task","18","14171","21","yes","1024"
"86.36363636363636","86.36363636363636","666","666","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","21","21","21","21","0","0","21","0","0","21","21","21","0","21","0","Sun Oct 25 17:10:08 2020","The main experiment item","yes","SternbergTask.osexp","/Users/tforestmoore/Desktop/Tarleton/Fall 2020/Math/Lab3","no","mono","no","18","no","white","no","yes","768","legacy","9","11","/Users/tforestmoore/Desktop/Tarleton/Fall 2020/Math/Lab3/AM-subject-2.csv","legacy","3 5 4 7","Lentiform Loewenfeld","3.3.3","1","y","0","left","right","right","left","NA","481","13722","8791","481","NA","2","legacy","4","1024","2","48000","-16","experiment","2","even","3","152017","154254","150933","152001","2591","98105","70206","2610","89314","153034","156271","156753","16341","156271","NA","Sternberg Task","19","14652","22","yes","1024"
"86.95652173913044","86.95652173913044","658.1304347826087","658.1304347826087","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","22","22","22","22","0","0","22","0","0","22","22","22","0","22","0","Sun Oct 25 17:10:08 2020","The main experiment item","yes","SternbergTask.osexp","/Users/tforestmoore/Desktop/Tarleton/Fall 2020/Math/Lab3","no","mono","no","18","no","white","no","yes","768","legacy","10","11","/Users/tforestmoore/Desktop/Tarleton/Fall 2020/Math/Lab3/AM-subject-2.csv","legacy","4 3 2 5 8","Lentiform Loewenfeld","3.3.3","2","y","0","left","right","right","left","NA","485","13722","8791","485","NA","2","legacy","5","1024","2","48000","-16","experiment","2","even","3","157856","160092","156769","157839","2591","98105","70206","2610","89314","158873","162108","162594","16341","162108","NA","Sternberg Task","20","15137","23","yes","1024"
"87.5","87.5","650.2083333333334","650.2083333333334","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","23","23","23","23","0","0","23","0","0","23","23","23","0","23","0","Sun Oct 25 17:10:08 2020","The main experiment item","yes","SternbergTask.osexp","/Users/tforestmoore/Desktop/Tarleton/Fall 2020/Math/Lab3","no","mono","no","18","no","white","no","yes","768","legacy","11","11","/Users/tforestmoore/Desktop/Tarleton/Fall 2020/Math/Lab3/AM-subject-2.csv","legacy","1 8 7","Lentiform Loewenfeld","3.3.3","0","n","0","right","right","right","right","NA","468","13722","8791","468","NA","2","legacy","3","1024","2","48000","-16","experiment","2","even","4","163697","165933","162610","163680","2591","98105","70206","2610","89314","164714","167950","168419","16341","167950","NA","Sternberg Task","21","15605","24","yes","1024"
"88","88","650.96","650.96","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","24","24","24","24","0","0","24","0","0","24","24","24","0","24","0","Sun Oct 25 17:10:08 2020","The main experiment item","yes","SternbergTask.osexp","/Users/tforestmoore/Desktop/Tarleton/Fall 2020/Math/Lab3","no","mono","no","18","no","white","no","yes","768","legacy","12","11","/Users/tforestmoore/Desktop/Tarleton/Fall 2020/Math/Lab3/AM-subject-2.csv","legacy","5 2 9 6 1 7","Lentiform Loewenfeld","3.3.3","3","y","0","left","right","right","left","NA","669","13722","8791","669","NA","2","legacy","6","1024","2","48000","-16","experiment","2","even","9","169521","171758","168436","169505","2591","98105","70206","2610","89314","170539","173775","174445","16341","173774","NA","Sternberg Task","22","16274","25","yes","1024"
"88.46153846153847","88.46153846153847","645.6538461538462","645.6538461538462","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","25","25","25","25","0","0","25","0","0","25","25","25","0","25","0","Sun Oct 25 17:10:08 2020","The main experiment item","yes","SternbergTask.osexp","/Users/tforestmoore/Desktop/Tarleton/Fall 2020/Math/Lab3","no","mono","no","18","no","white","no","yes","768","legacy","13","11","/Users/tforestmoore/Desktop/Tarleton/Fall 2020/Math/Lab3/AM-subject-2.csv","legacy","8 9 5 7 1 6","Lentiform Loewenfeld","3.3.3","4","y","0","left","right","right","left","NA","513","13722","8791","513","NA","2","legacy","6","1024","2","48000","-16","experiment","2","even","7","175547","177781","174461","175531","2591","98105","70206","2610","89314","176562","179798","180311","16341","179798","NA","Sternberg Task","23","16787","26","yes","1024"
"88.88888888888889","88.88888888888889","644.4444444444445","644.4444444444445","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","26","26","26","26","0","0","26","0","0","26","26","26","0","26","0","Sun Oct 25 17:10:08 2020","The main experiment item","yes","SternbergTask.osexp","/Users/tforestmoore/Desktop/Tarleton/Fall 2020/Math/Lab3","no","mono","no","18","no","white","no","yes","768","legacy","14","11","/Users/tforestmoore/Desktop/Tarleton/Fall 2020/Math/Lab3/AM-subject-2.csv","legacy","8 5 4 7 3 1","Lentiform Loewenfeld","3.3.3","2","y","0","left","right","right","left","NA","613","13722","8791","613","NA","2","legacy","6","1024","2","48000","-16","experiment","2","even","5","181411","183647","180327","181396","2591","98105","70206","2610","89314","182428","185664","186277","16341","185664","NA","Sternberg Task","24","17400","27","yes","1024"
"89.28571428571429","89.28571428571429","638.0357142857143","638.0357142857143","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","27","27","27","27","0","0","27","0","0","27","27","27","0","27","0","Sun Oct 25 17:10:08 2020","The main experiment item","yes","SternbergTask.osexp","/Users/tforestmoore/Desktop/Tarleton/Fall 2020/Math/Lab3","no","mono","no","18","no","white","no","yes","768","legacy","15","11","/Users/tforestmoore/Desktop/Tarleton/Fall 2020/Math/Lab3/AM-subject-2.csv","legacy","7 1 5 6 3","Lentiform Loewenfeld","3.3.3","0","n","0","right","right","right","right","NA","465","13722","8791","465","NA","2","legacy","5","1024","2","48000","-16","experiment","2","even","8","187380","189615","186293","187364","2591","98105","70206","2610","89314","188398","191632","192098","16341","191632","NA","Sternberg Task","25","17865","28","yes","1024"
"89.65517241379311","89.65517241379311","641.551724137931","641.551724137931","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","28","28","28","28","0","0","28","0","0","28","28","28","0","28","0","Sun Oct 25 17:10:08 2020","The main experiment item","yes","SternbergTask.osexp","/Users/tforestmoore/Desktop/Tarleton/Fall 2020/Math/Lab3","no","mono","no","18","no","white","no","yes","768","legacy","16","11","/Users/tforestmoore/Desktop/Tarleton/Fall 2020/Math/Lab3/AM-subject-2.csv","legacy","1 7 5 2","Lentiform Loewenfeld","3.3.3","0","n","0","right","right","right","right","NA","740","13722","8791","740","NA","2","legacy","4","1024","2","48000","-16","experiment","2","even","3","193201","195437","192114","193185","2591","98105","70206","2610","89314","194218","197454","198195","16341","197454","NA","Sternberg Task","26","18605","29","yes","1024"
"90","90","641.7333333333333","641.7333333333333","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","29","29","29","29","0","0","29","0","0","29","29","29","0","29","0","Sun Oct 25 17:10:08 2020","The main experiment item","yes","SternbergTask.osexp","/Users/tforestmoore/Desktop/Tarleton/Fall 2020/Math/Lab3","no","mono","no","18","no","white","no","yes","768","legacy","17","11","/Users/tforestmoore/Desktop/Tarleton/Fall 2020/Math/Lab3/AM-subject-2.csv","legacy","6 9 4 5 3 2","Lentiform Loewenfeld","3.3.3","0","n","0","right","right","right","right","NA","647","13722","8791","647","NA","2","legacy","6","1024","2","48000","-16","experiment","2","even","8","199292","201527","198211","199277","2591","98105","70206","2610","89314","200308","203544","204192","16341","203544","NA","Sternberg Task","27","19252","30","yes","1024"
"87.09677419354838","87.09677419354838","642.2258064516129","642.2258064516129","black","experiment","legacy","legacy","legacy","0","uniform","0","undefined","0","left","30","30","30","30","0","0","30","0","0","30","30","30","0","30","0","Sun Oct 25 17:10:08 2020","The main experiment item","yes","SternbergTask.osexp","/Users/tforestmoore/Desktop/Tarleton/Fall 2020/Math/Lab3","no","mono","no","18","no","white","no","yes","768","legacy","18","11","/Users/tforestmoore/Desktop/Tarleton/Fall 2020/Math/Lab3/AM-subject-2.csv","legacy","6 9 3 1","Lentiform Loewenfeld","3.3.3","4","y","0","right","right","right","right","NA","657","13722","8791","657","NA","2","legacy","4","1024","2","48000","-16","experiment","2","even","1","205293","207529","204208","205277","2591","98105","70206","2610","89314","206310","209545","210203","16341","209545","NA","Sternberg Task","27","19909","31","yes","1024"
"87.5","87.5","638.1875","638.1875","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","31","31","31","31","0","0","31","0","0","31","31","31","0","31","0","Sun Oct 25 17:10:08 2020","The main experiment item","yes","SternbergTask.osexp","/Users/tforestmoore/Desktop/Tarleton/Fall 2020/Math/Lab3","no","mono","no","18","no","white","no","yes","768","legacy","19","11","/Users/tforestmoore/Desktop/Tarleton/Fall 2020/Math/Lab3/AM-subject-2.csv","legacy","8 3","Lentiform Loewenfeld","3.3.3","2","y","0","left","right","right","left","NA","513","13722","8791","513","NA","2","legacy","2","1024","2","48000","-16","experiment","2","even","3","211303","213539","204208","211287","2591","98105","210219","2610","89314","212320","215556","216070","16341","215556","NA","Sternberg Task","28","20422","32","yes","1024"
